DOY2,HR2,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
1,17.25,39.4025,-34.98325,0.46465,0.034,163.3575,180.085,-0.05629026325,0.00462218855
1,17.75,39.605,-34.53725,0.165625,0.069,166.34,182.2525,-0.0734231245,0.0096202002
1,18.25,41.54,-34.5855,0.214525,0.01345,161.72,182.0875,-0.084616414,0.00242538865
1,18.75,42.7675,-34.61925,0.09075,0.003,162.67,181.8175,-0.098229179,0.004104177
1,19.25,46.245,-34.4765,0.101875,0.031,161.7825,181.805,-0.100663584,0.0085118305
1,19.75,40.9775,-34.33925,0.113,0.047075,161.5175,182.64,-0.08148517825,0.013575013
1,20.25,40.9825,-34.7795,0.124125,0.036875,162.6625,181.7175,-0.081479403,5.8369925e-05
1,20.75,42.9225,-34.6995,0.01595,0.025,161.425,181.0275,-0.0982436295,2.83553125e-05
1,21.25,40.62,-34.4525,0.0240416666666667,0.0262,162.085,181.4975,-0.08705780775,0.0067485049
1,21.75,44.7275,-34.3705,0.0321333333333333,0.061175,161.1375,183.025,-0.074575799,0.00674600025
1,22.25,46.95,-34.38,0.040225,0.04615,160.175,182.93,-0.112385704,0.002797094
1,22.75,45.645,-34.412,0.040225,0.0384,160.605,183.025,-0.078389442,0.0134737485
1,23.25,43.78,-34.7495,0.040225,0.0265,162.115,182.35,-0.0735462595,0.0019039335
1,23.75,43.56,-34.4225,0.040225,0.0249,161.8,183.415,-0.07364632,0.0001507888
2,0.25,54.1525,-35.94425,0.04205,0.0395,132.1525,175.5725,-0.0474772055,0.0067846202
2,0.75,47.325,-36.235,0.04205,0.078,133.1225,175.5375,-0.07851209625,0.0042544301
2,1.25,53.8575,-35.78,0.04205,0.020125,135.1075,176.0725,-0.04439482625,0.00172424
2,1.75,51.155,-35.944,0.04205,0.03135,136.0675,177.1875,-0.08329334625,0.0012739254
2,2.25,52.065,-36.3995,0.04205,0.02395,135.2075,175.09,-0.0938869895,0.001519548925
2,2.75,57.8475,-35.742,0.04022,0.070975,135.0725,175.9175,-0.1033312845,0.0066952666
2,3.25,55.04,-36.11825,0.03839,0.013,132.6875,176.0175,-0.07532508825,3.791e-05
2,3.75,53.4625,-36.54325,0.03656,0.0365,131.8725,175.66,-0.0628793925,0.008064100725
2,4.25,52.9575,-36.81275,0.03473,0.012975,132.2725,175.5975,-0.093241367,0.0084301831625
2,4.75,51.9575,-36.72625,0.0329,0.0102,132.815,175.88,-0.057888441,0.0087962656
2,5.25,62.19,-36.55525,0.03107,0.03,132.875,176.7075,-0.057951867,0.0067580502
2,5.75,54.745,-36.2965,0.02924,0.04575,133.7125,177.6325,-0.08332729625,0.001678043
2,6.25,55.1075,-36.23575,0.02741,0.007025,134.955,177.765,-0.06857662625,0.0081610056
2,6.75,52.35,-36.4,0.02558,0.04085,136.5125,177.21,-0.0747335645,0.0067609933
2,7.25,50.6925,-36.11825,0.02375,0.0198,135.8725,177.12,-0.066680091,0.001372735
2,7.75,51.9875,-36.669,0.0770666666666667,0.01405,136.22,174.6425,-0.08032123575,0.00167754235
2,8.25,56.0325,-36.49975,0.130383333333333,0.05085,135.845,173.9975,-0.06848346275,0.0022069568
2,8.75,52.495,-36.40925,0.1837,0.0692,138.1475,174.375,-0.04820745575,0.00575738
2,9.25,56.1375,-36.48675,0.2374,0.017375,139.75,174.91,-0.0271000545,0.010624041725
2,9.75,55.5075,-36.71775,0.402025,0.1751,141.625,174.635,0.07320201525,0.03386615325
2,10.25,59.1525,-37.129,0.834875,0.671125,142.205,174.47,1.171707325,1.312764325
2,10.75,56.4075,-37.08025,1.676425,3.143,143.5575,174.8475,5.58019315,6.13698745
2,11.25,52.32,-37.2255,4.85155,6.814025,146.985,174.385,14.49076175,15.695968
2,11.75,51.0975,-37.24125,10.0475,11.889,151.9175,174.495,26.64757125,27.862911
2,12.25,50.5875,-37.16075,15.69,20.08475,154.6925,175.1025,37.035048,44.34101375
2,12.75,56.0875,-37.2255,23.17575,28.4,144.6325,175.0175,49.78518125,62.7262795
2,13.25,56.8025,-37.01825,24.88475,29.33475,143.4475,175.9425,54.58298625,63.54667525
2,13.75,53.44,-37.076,21.6345,24.138,145.28,175.345,51.24899075,57.65508075
2,14.25,52.735,-36.77975,26.02625,28.6265,147.395,176.6775,54.6078625,65.4042195
2,14.75,49.7525,-36.4285,26.56325,29.2215,145.5125,177.9325,51.12231375,63.55437975
2,15.25,50.0675,-36.07375,17.3545,20.42475,148.2075,178.955,40.170656,43.11884525
2,15.75,53.98,-36.18125,12.115,15.29025,158.7775,178.6,28.573948,30.44247425
2,16.25,53.075,-36.411,6.184775,7.95235,138.9125,177.4725,16.1705275,16.95680925
2,16.75,51.2275,-36.49975,2.252525,3.32905,136.8075,176.3275,6.332802075,6.65990225
2,17.25,52.4675,-36.2085,0.46465,0.5541,137.1325,177.0725,1.422617375,1.4745433
2,17.75,54.215,-36.88125,0.165625,0.0775,129.6125,175.4825,0.11500084325,0.11995109375
2,18.25,48.8725,-36.801,0.214525,0.12595,130.0175,174.295,-0.07403799575,0.03149911
2,18.75,50.5525,-36.50975,0.09075,0.106725,130.095,173.95,-0.07424997675,0.006790178
2,19.25,49.0125,-36.82875,0.101875,0.07225,131.3075,172.6525,-0.054958413,2.291e-08
2,19.75,49.4175,-36.82725,0.113,0.1235,131.4625,171.6925,-0.07911472325,0.0020769501
2,20.25,53.845,-36.50375,0.124125,0.01605,130.9625,173.6525,-0.06480061725,0.007888763125
2,20.75,46.1325,-36.709,0.123308333333333,0.096225,130.055,174.4575,-0.088955154,0.0072913739125
2,21.25,47.955,-37.097,0.122491666666667,0.03,133.61,173.9025,-0.05693397275,0.0066939847
2,21.75,50.535,-37.32725,0.121675,0.0052,141.025,173.2025,-0.102500364,0.003352768
2,22.25,51.855,-37.10925,0.126758333333333,0.04785,142.1575,173.2475,-0.0858678975,1.15513e-05
2,22.75,52.4725,-36.898,0.131841666666667,0.06905,143.835,173.5375,-0.0716130025,0.0067208266
2,23.25,50.88,-36.98325,0.136925,0.0054,147.7575,173.85,-0.06785649875,9.49e-06
2,23.75,50.2975,-36.381,0.136925,0.042425,145.1925,174.445,-0.068499116,0.00157634125
3,0.25,52.745,-39.73275,0.073975,0.0135,125.3075,157.225,-0.04746784975,0.010160958475
3,0.75,45.67,-39.7455,0.073975,0.078875,125.69,157.2175,-0.04937124375,4.52e-05
3,1.25,47.445,-39.76825,0.073975,0.050225,126.8225,157.6925,-0.054298429,0.000885695
3,1.75,46.9475,-39.76275,0.073975,0.06965,128.365,158.5775,-0.0542444685,0.0040160645
3,2.25,57.98,-39.741,0.073975,0.058,129.7625,158.3325,-0.0475927185,0.0007665190875
3,2.75,59.365,-39.76825,0.073975,0.061,130.905,157.36,-0.09680744325,0.0067223398
3,3.25,57.845,-39.7755,0.073975,0.086075,132.185,156.36,-0.0635160545,7.6328e-06
3,3.75,51.725,-39.7655,0.073975,0.0211,133.6375,156.29,-0.05615957325,0.0090937028625
3,4.25,56.9725,-39.76275,0.073975,0.0875,135.3725,157.77,-0.059920153,0.00604045069625
3,4.75,55.32,-39.7755,0.073975,0.0081,137.5725,157.9675,-0.062842925,0.0044170154
3,5.25,53.8825,-39.76275,0.073975,0.0841,140.135,158.1075,-0.0629679545,0.00668223195
3,5.75,42.325,-39.77275,0.073975,0.0386,142.1625,157.4075,-0.056232605,0.013592851
3,6.25,51.1825,-39.78275,0.073975,0.1238,143.5175,156.0425,-0.0579646605,0.00304305325
3,6.75,54.6,-39.79,0.073975,0.196875,145.08,155.5075,-0.0289604075,0.013499146
3,7.25,51.575,-39.79,0.364125,0.036625,145.7075,155.835,-0.00940513425,0.0388173285
3,7.75,44.755,-39.79,0.4917,0.066475,147.7125,156.6975,0.08860773175,0.0805938085
3,8.25,46.235,-39.7755,1.455925,0.775525,148.625,156.1725,1.9107958,1.863912725
3,8.75,52.8425,-39.74275,5.29735,5.02665,149.705,157.895,11.610407,11.0267725
3,9.25,51.6875,-39.527,16.11925,14.2475,149.9975,159.5825,34.5232305,33.10851975
3,9.75,51.62,-39.2045,33.10325,29.0895,149.72,159.1975,68.14738125,65.30168
3,10.25,51.7925,-39.21375,49.15075,44.306,137.705,160.08,104.107998,100.03000325
3,10.75,51.93,-38.7255,72.9055,66.67775,136.735,161.9225,152.06923,159.428865
3,11.25,50.185,-38.30125,105.72025,89.86075,136.4,164.255,181.5775025,202.7303275
3,11.75,50.515,-37.64825,116.995,105.365,131.8225,165.24,219.9056075,244.8187375
3,12.25,49.75,-37.08525,147.7575,132.325,128.4925,166.1425,274.70446,307.136565
3,12.75,50.25,-36.11125,168.205,147.6025,127.9975,167.3075,298.4528275,337.5316075
3,13.25,53.355,-36.083,160.355,142.0925,128.755,167.845,322.0069225,334.935245
3,13.75,54.6975,-35.45625,164.1225,155.885,128.82,169.27,330.1025925,385.5202925
3,14.25,54.9975,-35.54275,138.925,126.125,128.83,170.6325,302.9860625,312.4064625
3,14.75,56.815,-35.11525,143.33,127.8475,128.1675,171.2325,306.8316525,303.642845
3,15.25,56.07,-35.36425,161.08,143.9325,128.23,170.8175,331.6783625,347.9325425
3,15.75,56.71,-35.902,128.7725,125.0425,128.2825,171.0175,269.579825,283.0216775
3,16.25,58.445,-36.213,116.29,107.5775,126.94,169.315,235.246535,251.61699
3,16.75,59.0375,-36.69725,97.43,93.54,125.7425,168.8,207.7312375,212.2226375
3,17.25,56.0975,-36.88,61.70625,56.794,124.8975,166.565,132.0253325,130.4794425
3,17.75,57.5975,-37.1885,43.69625,39.162,124.36,164.1575,86.9444015,83.14786975
3,18.25,60.1075,-37.9305,19.52375,18.654,123.9425,161.8475,41.8652345,40.22984225
3,18.75,61.2875,-38.28925,6.479275,7.777825,123.4075,160.03,16.30983825,15.55763625
3,19.25,60.8925,-38.46525,0.4532,1.553925,123.745,159.915,2.51449935,2.3471461
3,19.75,59.4225,-38.75775,0.327125,0.4441,123.635,159.5425,0.1223190005,0.08844358575
3,20.25,60.9525,-38.961,1.039175,0.2249,123.735,159.3675,-0.03958999375,0.0001356116
3,20.75,56.795,-38.90075,0.06055,0.171375,123.735,157.545,-0.0376875705,5.74825e-05
3,21.25,59.7225,-39.11975,0.06055,0.12075,123.8625,156.545,-0.050105498,3.768e-05
3,21.75,61.63,-39.3285,0.06055,0.0839,123.735,155.67,-0.0647424175,0.0082216264
3,22.25,58.5525,-39.383,0.06055,0.06085,123.825,156.2875,-0.05312520175,0.0208220644
3,22.75,55.3,-39.6855,0.06055,0.082575,123.8975,157.415,-0.04449393675,0.0034029248625
3,23.25,56.61,-39.67825,0.06055,0.107175,123.835,157.2325,-0.074668656,2.355e-05
3,23.75,58.995,-39.71925,0.06055,0.0764,124.7975,156.8675,-0.0616899065,0.000795696445
4,0.25,62.805,-25.147,0.0255,0.101,149.3,195.15,-0.05486937175,0.01353729675
4,0.75,60.845,-25.499,0.0255,0.04855,148.77,194.415,-0.0512057395,0.00666745025
4,1.25,58.2875,-25.644,0.0255,0.2048,148.3575,194.54,-0.048181104,4.715e-05
4,1.75,62.7025,-25.60875,0.0255,0.0533,148.61,194.9125,-0.04942379275,0.0067582036
4,2.25,63.5225,-25.99375,0.0255,0.0121,148.635,194.1475,-0.0308886645,1.348925e-05
4,2.75,59.8175,-26.418,0.0255,0.09285,148.31,195.0825,-0.02601798975,0.00512728
4,3.25,55.5,-26.3285,0.0255,0.04465,148.745,195.23,-0.07464970875,0.002715793724
4,3.75,57.675,-26.45,0.0255,0.1378,148.87,196.205,-0.0531035495,0.010123305
4,4.25,57.775,-26.32725,0.0255,0.112125,148.555,194.095,-0.05619309375,0.00365071823
4,4.75,57.4975,-26.2255,0.3489,0.154475,148.355,193.83,-0.018686651,3.77652e-05
4,5.25,53.61,-25.78125,0.30445,0.2072,148.12,193.1425,0.022695072975,0.04879682
4,5.75,56.725,-25.70725,0.462625,0.60395,148.3,194.0375,0.4127482125,0.4125519875
4,6.25,57.45,-25.613,1.297625,2.619725,147.955,193.31,4.5354625,4.41489985
4,6.75,52.2725,-24.83575,12.106,13.2885,148.3825,193.6925,22.056426,21.85232875
4,7.25,50.8525,-24.856,37.521,33.153,147.72,195.33,58.468239,62.863292
4,7.75,55.5175,-25.12775,57.25775,50.70775,146.81,195.7825,92.30980225,105.92929275
4,8.25,54.7825,-24.70175,106.8675,99.4525,146.9375,196.91,192.2894,218.0336375
4,8.75,56.315,-24.4375,125.0825,121.95,147.5175,199.8275,257.14507,291.6183975
4,9.25,56.99,-24.33425,160.0075,158.37,147.6175,202.71,350.245485,377.9585825
4,9.75,56.89,-23.90725,211.0375,195.395,147.855,204.6675,422.1208225,484.49524
4,10.25,55.58,-23.27525,238.655,232.6475,148.33,207.605,487.755655,566.6712725
4,10.75,53.32,-22.909,269.6475,248.3,148.295,210.94,572.88006,615.2208825
4,11.25,52.945,-22.33375,290.0275,259.7375,149.4775,214.4525,643.89453,699.6384375
4,11.75,51.18,-21.78575,313.4025,286.8075,150.4125,217.7525,778.4771275,748.1775325
4,12.25,53.9375,-21.20575,313.58,287.73,152.0275,221.545,842.3667525,800.2039575
4,12.75,52.4825,-20.81375,342.745,290.825,151.68,224.98,806.8832175,740.2766725
4,13.25,52.425,-20.5335,339.9175,283.91,151.7175,226.5725,822.6622925,803.4486275
4,13.75,51.5925,-20.144,374.77,314.59,152.3725,228.705,827.94265,823.11336
4,14.25,51.055,-20.0695,378.6325,337.025,153.145,229.9925,927.060835,897.4989125
4,14.75,53.015,-19.36375,363.1025,337.4775,153.145,230.18,871.013865,844.493545
4,15.25,50.1725,-19.11025,320.35,294.7375,153.535,229.8,795.639195,769.2320675
4,15.75,49.725,-19.757,320.785,277.565,153.66,229.4625,737.313365,686.171315
4,16.25,50.75,-19.877,285.81,261.0525,152.7175,226.965,689.401835,667.2883125
4,16.75,47.255,-19.51025,265.96,244.28,152.28,223.92,610.174325,589.20962
4,17.25,39.5925,-19.384,254.0025,234.9825,151.5175,221.41,563.88937,545.875845
4,17.75,39.255,-19.49875,209.115,182.76,151.295,217.12,442.686965,428.3627425
4,18.25,38.47,-20.6155,165.56,152.445,150.795,213.0675,369.46178,360.1215375
4,18.75,38.135,-20.296,128.24,111.8175,150.2175,210.4025,268.5782075,261.6169025
4,19.25,36.855,-21.34325,84.46525,73.9405,150.3325,207.605,181.4200025,175.04646
4,19.75,39.305,-21.97375,51.812,48.3945,150.7325,205.1875,103.0049675,100.0067105
4,20.25,43.95,-23.0555,24.14825,24.289,150.6175,202.705,43.4560495,42.72903775
4,20.75,47.7025,-23.52275,5.81035,7.3992,150.5075,200.8875,12.624617,12.2420445
4,21.25,47.625,-24.098,0.99715,1.39635,150.5075,198.1175,1.834474025,1.7909821
4,21.75,47.125,-24.46875,0.1601,0.3227,150.8725,196.47,0.11542283225,0.066259027
4,22.25,47.4925,-25.19675,0.06325,0.1335,150.4625,196.415,-0.01422541005,0.0416325775
4,22.75,47.12,-25.00125,0.2556,0.09035,150.3175,197.235,-0.0339443695,8.5023125e-05
4,23.25,49.6125,-24.609,0.2556,0.0372,150.0725,196.8025,-0.05807008825,3.761e-05
4,23.75,53.9525,-24.861,0.2556,0.079425,149.49,194.77,-0.0715250755,1.505164e-05
5,0.25,61.07,-11.214,0.984975,0.418625,217.5825,259.0925,0.60707443,0.329426365
5,0.75,58.27,-11.202,0.472,0.10375,216.835,262.5125,0.289456585,0.143588985
5,1.25,57.045,-11.336,0.291,0.125875,216.095,263.725,0.22629663,0.128295215
5,1.75,55.075,-11.464,0.655575,0.085875,214.88,264.1625,0.18348591,0.115009395
5,2.25,58.35,-11.546,0.361,0.208875,214.0775,268.2175,0.31032061,0.21135398
5,2.75,60.33,-11.444,0.7296,0.20105,214.0225,267.9475,0.68124403,0.328809375
5,3.25,59.65,-11.898,0.5073,0.2611,215.895,266.695,1.72134315,0.636998445
5,3.75,58.555,-12.156,1.5503,0.74475,215.9325,265.27,4.1734026,0.973080225
5,4.25,54.585,-12.122,4.8883,1.62665,213.005,263.08,12.7656505,2.3408849
5,4.75,60.8675,-11.838,11.225,2.70495,213.5375,265.5075,26.1013145,2.50821515
5,5.25,61.74,-11.452,18.0985,3.8818,213.6825,264.765,36.2155725,2.956112
5,5.75,61.535,-11.526,27.0545,4.8497,215.1475,263.235,48.4942465,4.30950085
5,6.25,58.995,-12.40625,38.223,6.11265,218.61,260.69,68.0814355,6.1564953
5,6.75,55.255,-12.475,33.091,5.3651,215.785,258.995,65.3266785,5.532781
5,7.25,52.255,-12.31,51.202,8.9145,219.0825,263.1725,97.3520895,7.6224308
5,7.75,48.2,-11.7125,68.269,11.533,226.775,265.89,126.4471,11.3585605
5,8.25,46.615,-11.00375,84.705,14.1475,237.12,269.1725,163.588445,14.0787805
5,8.75,46.275,-10.83125,90.405,15.843,237.0825,273.2375,164.01781,17.1294235
5,9.25,40.555,-10.515,102.525,16.5505,240.035,277.0825,189.40057,16.7270025
5,9.75,36.7,-9.88,121.565,19.5645,219.975,279.9775,246.400265,19.6832015
5,10.25,32.635,-9.3975,146.99,34.41,221.97,282.8625,287.134715,42.499304
5,10.75,33.8325,-8.17625,167.465,32.8835,220.72,284.7575,319.070935,36.0013175
5,11.25,34.365,-8.70805,185.7625,34.287,220.5,287.8,344.338115,37.9239885
5,11.75,33.0575,-8.66795,200.18,35.43,207.5,287.1,425.30144,39.35696
5,12.25,33.165,-8.61505,173.8125,38.0605,208.7,288.4,370.2061425,41.72350925
5,12.75,28.315,-8.26665,189.32,33.588,210.4325,290.205,405.13582,33.403416
5,13.25,33.8725,-7.54495,218.7775,38.26075,212.43,289.515,478.20218,37.8671405
5,13.75,32.835,-7.2162,165.975,26.9275,210.2,290.22,346.107375,26.883435
5,14.25,34.74,-6.8895,207.5775,41.043,210.06,291.42,407.063245,38.274579
5,14.75,34.1725,-6.934525,214.85,40.755,208.4875,291.6,403.64512,38.234771
5,15.25,33.9,-7.45145,181.53,33.749,206.58,289.63,397.37382,36.193742
5,15.75,34.135,-7.04965,179.24,34.583,209.86,290.11,351.0929425,30.210388
5,16.25,33.65,-6.9869,161.675,26.4325,209.19,289.4975,334.5505,25.65405875
5,16.75,35.305,-6.68645,133.8625,26.0525,208.495,290.3525,263.3253125,22.9114875
5,17.25,34,-7.1695,112.3,20.94,206.555,289.405,232.0559,19.40234375
5,17.75,34.75,-7.54,107.3875,18.55625,205.63,288.245,220.1848625,17.3738225
5,18.25,35.225,-7.9873,68.14375,11.14375,205.3825,286.5575,135.0874875,12.2008375
5,18.75,33.925,-8.227,74.0875,14.62125,203.7975,283.8525,139.842975,13.45669125
5,19.25,36,-8.829,75.82,15.255,202.1475,281.005,161.02855,14.270175
5,19.75,39.15,-9.2895,54.91125,9.59875,201.5875,279.235,103.44285,8.957746875
5,20.25,40.475,-9.1035,44.555,8.66875,201.3875,277.3875,84.06601875,7.463493125
5,20.75,38.475,-9.0835,43.39625,7.103125,197.0075,274.705,82.313895,6.7736435
5,21.25,48.3,-8.696,31.0375,6.0225,198.5775,272.5175,67.6501,5.7295185
5,21.75,51.225,-9.2175,20.89875,4.395,200.505,269.4875,46.5568675,4.351009625
5,22.25,55.675,-9.5365,11.625,2.53625,200.395,267.84,24.73729375,2.969210625
5,22.75,57.325,-10.285,5.79875,1.97,200.875,267.11,13.2076925,2.21877575
5,23.25,60.3625,-10.8565,2.433,1.259375,200.6,261.9625,6.590285,1.68767775
5,23.75,59.525,-11.1075,1.057625,0.60375,200.2925,259.2275,2.32263875,0.9627895
6,0.25,53.155,-2.751925,4.36175,0.7058,243.3,304,8.6565202,0.586857635
6,0.75,52.7375,-2.911,2.788,0.4781,242.4,302.8,6.7995778,0.42397947
6,1.25,56.3,-3.100875,2.8195,0.40725,242.3,302.2,6.365917,0.39269386
6,1.75,59.61,-3.171425,2.8965,0.4775,241,302.5,6.29506305,0.433600455
6,2.25,59.685,-3.381925,3.71475,0.59125,242.2,302.5,7.82364105,0.506874775
6,2.75,59.9525,-3.454825,4.62325,0.744,244.7,302.1,8.60844445,0.59311919
6,3.25,58.4825,-3.6128,4.9695,0.81025,249.9,302.5,9.83428445,0.667812915
6,3.75,57.085,-3.66665,7.217,1.26275,248.4,302.6,14.4786635,1.08332015
6,4.25,58.46,-3.753325,9.4125,1.56225,251,302.92559,18.343833,1.401007
6,4.75,58.4,-3.739625,13.29,2.24625,249.8,302.6,26.570336,1.92875305
6,5.25,56.3925,-3.85855,15.615,2.5465,251.4,302.9,30.770088,2.4868896
6,5.75,54.27,-3.71495,21.075,3.8795,252.8,304.24615,41.0718425,3.6474612
6,6.25,51.0825,-3.4715,27.8625,5.139,253.5,304.66086,56.3407565,4.6869912
6,6.75,49.6,-3.309075,35.69,6.41075,255.9,306.14134,75.4284295,6.04392215
6,7.25,47.2,-3.14065,43.1475,7.193,254.5,307.13486,79.3416545,6.73804255
6,7.75,42.36,-3.04925,51.08,8.084,255.4,307.92853,91.8311625,7.14690185
6,8.25,39.685,-2.941925,58.87,10.55,253.6,309.29566,121.004535,9.43756935
6,8.75,37.325,-2.622,71.9175,12.255,253.24189,310.8,147.28029,10.7935145
6,9.25,34.8225,-2.400475,79.4175,12.52,254.6,311.4,151.36327,11.8734915
6,9.75,32.5125,-2.360525,66.905,11.775,257,313,146.856735,11.094562
6,10.25,30.41,-2.28375,80.839,13.08175,260.25,313.095,161.3066,12.749454
6,10.75,29.7,-2.024,102.925,15.5725,256.9675,313.265,193.057875,14.70205525
6,11.25,28.3525,-1.7162,101.35,15.91,258.0875,314.35,198.382585,14.74774425
6,11.75,27.3575,-1.7648,111.825,19.32,251.8725,313.4725,227.847595,15.93072825
6,12.25,25.73,-1.558375,102.775,16.46,255.235,314.99,201.4912,14.082072
6,12.75,25.525,-1.25005,102.4,16.84,258.265,315.7414035,200.45782,14.99592
6,13.25,24.775,-0.94225,126.2,19.5575,258.335,316.7579295,238.7912,18.128914
6,13.75,25.14,-1.2368,131.25,20.03625,259.99,314.98,258.8693875,18.951281
6,14.25,24.81,-0.904,114.225,18.04,259.4,314.7,225.855525,17.27154175
6,14.75,24.7975,-0.6722,119.325,18.9,258.7,314.9,240.781395,16.79266675
6,15.25,24.69,-0.4704,132.3525,21.1575,257.83553,317.5,247.286875,19.818232
6,15.75,24.025,-0.0285,102.375,17.15075,259.3175,318.4325,213.08298,15.96441275
6,16.25,23.635,-0.1394,108.3,18.44225,259.5,317.8,209.996595,16.43057475
6,16.75,24.3,-0.372775,95.2775,16.395,259.31,316.8425,200.01031,15.7389965
6,17.25,22.775,-0.43155,61.29825,10.6275,258.63,316.6325,133.941625,10.17857895
6,17.75,23.2975,-0.190425,64.572,10.382,256.935,317.51,126.1906875,9.483689125
6,18.25,24.6525,-0.4279,54.24,9.266,256.045,316.835,108.4387625,8.81409475
6,18.75,24.82,-0.498175,44.34,8.8168,258.08,316.340561,95.98399,7.354255
6,19.25,25.83,-0.532775,36.822,8.103,256.9,316.255,81.99443,5.7877865
6,19.75,27.81,-0.878625,35.692,7.4756,254.27,315.738016,73.27895875,5.519814375
6,20.25,29.1,-1.0397,29.826,5.145,250.3,313.57,62.233805,4.734057375
6,20.75,31.125,-1.18955,27.422,5.076,252.03,312.545,61.3665225,4.831029125
6,21.25,34.345,-1.441825,21.41,4.1814,251.655,311.415,41.4967625,3.595557
6,21.75,38.68,-1.5677,14.834,2.926,249.425,309.23,30.85504,2.81693325
6,22.25,40.7675,-1.78605,13.564,2.2278,247.425,308.105,26.55989875,2.135240125
6,22.75,46.0675,-1.834275,9.174,1.7808,247.02,307.625,19.03128625,1.510836
6,23.25,48.8125,-2.086525,7.856,1.390275,248.81,307.22,15.13346625,1.108308125
6,23.75,52.755,-2.218075,4.6164,1.01605,245.96,306.315,10.0156615,0.6895101375
7,0.25,55.625,1.995525,1.0342,0.24795,261.1511565,323.32281,2.26190835,0.10670899
7,0.75,55.185,1.998325,0.5066,0.1512,259.89238,320.8084175,1.589681575,0.079336021
7,1.25,54.71,1.68085,0.29185,0.18685,261.49,318.41313975,1.20521285,0.04210003425
7,1.75,57.4875,1.342725,0.3434,0.11885,267.20376925,318.05572575,0.877246625,0.049916452
7,2.25,59.2875,1.1295,0.3086,0.116475,265.7925,316.2,1.041260995,0.040740595
7,2.75,58.5,0.8031,0.55825,0.2182,268.0375,315.98405775,1.67361605,0.090707688
