DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,399.8325,400.3225,400.415,400.495,400.405,400.995,401.92,403.31,0.594,0.1585,-0.108,-20.995,-28.33,34.0575,-1.25,1.535,0.501,0.51125,0.145,-1.1,1.81,241.6775,296.595,-26.05,0,0,70.225,-2.865,74.43,2.845,-3.55,75.815,2.41,-4.1725,80.105,1.935,10.22,1.63,-2.67,-2.83,-2.6225,-0.774,-0.139
1,0.75,401.42,401.74,401.7625,401.945,401.85,402.39,405.3075,406.265,0.594,0.133,-0.117,-19.32,-29.2475,33.765,-1.25,1.1825,0.491,0.34575,0.11425,-1.11,1.74,239.45,296.4875,-26.945,0,0,70.22,-2.785,73.58,2.84,-3.67,75.065,2.41,-4.165,80.3025,1.855,10.44,1.65,-2.76,-2.895,-2.6775,-0.77,-0.13925
1,1.25,399.9,400.06,400.21,400.2875,400.14,400.85,401.46,403.1,0.58,0.11375,-0.151,-23.31,-27.92,35.9925,-1.2525,1.5225,0.46,0.304,0.1135,-1.05,1.72,238.565,296.05,-26.16,0,0,70.2,-2.775,74.0225,2.8525,-3.6775,75.82,2.4375,-4.18,80.3875,1.9325,10.62,1.65,-2.79,-2.9525,-2.735,-0.7685,-0.13975
1,1.75,401.3025,401.675,401.69,401.9,401.8425,402.4475,404.05,405.83,0.61475,0.133,-0.1315,-19.88,-33.635,39.485,-1.25,1.6425,0.45,0.512,0.125,-1.02,1.72,241.02,295.9375,-24.61,0,0,70.21,-2.82,73.76,2.85,-3.77,75.19,2.4075,-4.245,80.605,1.925,10.5725,1.66,-2.825,-2.9675,-2.7375,-0.76775,-0.13625
1,2.25,399.7075,400.03,400.05,400.35,400.1825,400.7975,401.565,402.83,0.6605,0.161,-0.129,-19.5525,-32.005,37.9,-1.26,1.65,0.4365,0.29925,0.10775,-1.02,1.72,242.975,296.115,-23.3775,0,0,70.21,-2.9175,73.945,2.87,-3.645,75.395,2.47,-4.1625,80.165,1.945,10.66,1.6475,-2.87,-2.9925,-2.7375,-0.76375,-0.13575
1,2.75,401.1725,401.495,401.69,401.725,401.6525,402.38,405.025,405.91,0.5595,0.135,-0.12,-20.64,-30.275,38.12,-1.26,1.59,0.532,0.189,0.10475,-1.07,1.68,242.76,296.195,-24.9525,0,0,70.2,-2.935,74.2675,2.74,-3.835,75.6975,2.38,-4.2175,80.725,1.87,10.64,1.69,-3.01,-2.965,-2.83,-0.763,-0.136
1,3.25,399.7425,400.0325,400.125,400.31,400.2,400.7675,401.445,402.9575,0.58275,0.14025,-0.1325,-18.69,-31.09,37.75,-1.26,1.7075,0.56425,0.51125,0.10975,-1.08,1.69,241.32,296.2875,-25.7825,0,0,70.1825,-3.05,74.4025,2.6675,-3.705,75.9575,2.38,-4.1925,81.14,1.86,10.97,1.73,-3.04,-3.0225,-2.9125,-0.76075,-0.135
1,3.75,400.955,401.4025,401.475,401.745,401.4575,402.3075,404.55,405.71,0.60325,0.075,-0.164,-19.495,-32.16,36.925,-1.26,1.84,0.5345,0.51125,0.1325,-1.09,1.7,240.89,296.4025,-26.505,0,0,70.175,-2.8925,74.2,2.77,-3.685,76.4,2.3825,-4.1525,80.5625,1.905,10.92,1.72,-3.105,-3.07,-2.905,-0.76,-0.13475
1,4.25,399.6325,399.9175,400.04,400.375,400.3025,400.815,401.48,402.6375,0.5865,0.14,-0.1385,-19.8,-33.61,38.12,-1.26,1.7325,0.5595,0.16475,0.115,-1.08,1.71,241.9025,296.275,-26.3875,0,0,70.17,-2.88,74.13,2.74,-3.695,76.47,2.3925,-4.23,80.2475,1.8575,10.84,1.69,-3.18,-3.065,-2.9625,-0.757,-0.135
1,4.75,401.1175,401.4375,401.525,401.635,401.5975,402.26,404.4,405.88,0.54975,0.133,-0.139,-19.25,-35.4575,37.32,-1.27,1.6075,0.54675,0.12025,0.09875,-1.06,1.68,243.3775,296.415,-26.035,0,0,70.17,-2.935,73.4675,2.66,-3.6875,76.36,2.43,-4.26,80.33,1.91,10.8175,1.675,-3.24,-3.05,-2.9725,-0.75875,-0.1345
