DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,V_SIGMA,W_SIGMA,PA_1_1_1,PA_1_1_2,RH_1_1_1,RH_1_2_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_1_3,TA_1_2_1,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_1_10_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_2_10_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,FCH4,SCH4,NEE
1,0.25,-0.0050925,394.96,-0.0794,-6.831539,-0.463424,0.561398,-2.4885905,-0.177465,-2.8859,-4.1214,-3.5352,-7.5097,1.019540928,0.0802,0.336318,0.0932105,97.52859077,97.2026,63.37,73.871,0.309129475,-23.8475,-20.6437775,-19.25607,-25.587,-23.6063325,-8.05489275,-7.19517875,-2.7324,-3.7941215,-2.536425,-1.574593,-1.1125,-0.647645,-0.63724925,-0.40007175,-7.10557175,-5.9197285,-4.87467825,-3.73507125,-2.50514275,-0.143071,-0.68832125,-0.5779275,0,0,210.64,214.548325,-0.012,-0.012,-0.407,-2.575,0.01023975
1,0.75,0.0615,394.8275,-0.1149575,-6.1656585,-0.47556,0.5507015,-2.67565375,-0.21700775,-2.8825,-4.1291,-3.5337,-7.4814,1.055809183,0.0796,0.343599,0.113137,97.53838044,97.2174775,63.2475,73.578,0.301151085,-24.02,-20.556,-20.4742475,-25.643,-23.721821,-8.05024975,-7.16063925,-2.7455,-3.7986785,-2.521025,-1.561,-1.110964,-0.64456925,-0.642607,-0.4039645,-7.11317825,-5.9231145,-4.88939275,-3.740393,-2.5215355,-0.13792825,-0.6991795,-0.5659275,0,0,210.8323,213.919475,-0.01,-0.009,-0.9365,0.107125,-0.0020135
1,1.25,0.0252,395.88752425,-0.0973425,-8.2943,-0.3358325,0.5409485,-2.37956775,-0.6657775,-2.8835,-4.1199,-3.5335,-7.487786,1.079,0.1048355,0.3416785,0.104875,97.48917,97.2382025,62.995,73.655,0.298585793,-24.4,-20.67709,-20.8393125,-25.915,-23.7312295,-8.0128965,-7.1447465,-2.72615,-3.81750025,-2.5163105,-1.5584285,-1.11893225,-0.6512175,-0.652145,-0.4066775,-7.1214645,-5.875175,-4.877714,-3.74260725,-2.49685725,-0.1421785,-0.69656825,-0.5700325,0,0,210.26,212.83125,-0.011,-0.01075,1.88,0.4885,0.1510975
1,1.75,0.03428,395.803791,0.0384,-4.48398225,-0.18029325,0.5474445,-1.50925,-0.38268,-2.8866,-4.108,-3.5308,-7.495052,1.047749571,0.0835,0.315119,0.138924,97.4860003025,97.26375,63.0275,73.203,0.295813017,-24.3825,-20.745,-21.05086,-26.455,-23.726184,-8.10275,-7.19557125,-2.755,-3.82888225,-2.530125,-1.56355,-1.10942825,-0.6472835,-0.65639175,-0.40014325,-7.11541425,-5.88360725,-4.87767875,-3.7472855,-2.515857,-0.12924675,-0.70564425,-0.57146325,0,0,209.719148225,212.855,-0.01175,-0.01275,1.26,-0.85425,0.092971
1,2.25,0.021943,394.915,-0.023,-6.7903,-0.321089,0.54580225,-1.4759,-0.30811,-2.8879,-4.0954,-3.5285,-7.502675,1.011481316,0.078075,0.38180575,0.17,97.4903526225,97.46561,62.83,72.836,0.299242989,-24.3425,-20.55139,-21.28842,-26.509,-23.79174625,-8.199036,-7.20131075,-2.7696,-3.82241775,-2.530675,-1.5816645,-1.11853225,-0.651425,-0.64953575,-0.4047525,-7.1203925,-5.90540725,-4.8467855,-3.73778575,-2.49975,-0.13982175,-0.7049275,-0.57085725,0,0,210.1925,214.465,-0.011,-0.01175,1.67,-1.14,0.066364
1,2.75,-0.02685,394.47,-0.107675,-5.730299,-0.2088805,0.54043675,-2.394075,-0.2759455,-2.8897,-4.0927,-3.534556,-7.508858,1.142,0.0919975,0.3379405,0.134848,97.5122607525,97.484765,62.51,73.138,0.300701964,-24.3025,-20.78725,-22.08931,-26.648,-24.11006425,-8.18625025,-7.18082175,-2.81865,-3.81647175,-2.514325,-1.5855,-1.1460465,-0.643857,-0.655145,-0.4064975,-7.11214325,-5.9244285,-4.824429,-3.75371425,-2.4884645,-0.1625715,-0.7065355,-0.5702165,0,0,210.71,214.42,-0.01,-0.009,0.991,-0.902,0.059745
1,3.25,-0.0307925,394.2675,-0.1448375,-5.90580425,-0.575236,0.5383065,-2.247825,-0.4617295,-2.8903,-4.1054,-3.55362,-7.516937,1.05725,0.08695,0.30282175,0.15327625,97.513193255,97.479405,62.715,73.6,0.29657314625,-24.2275,-20.69135,-22.294945,-26.241,-24.35645525,-8.1429645,-7.17185725,-2.79705,-3.84032125,-2.53345,-1.57855,-1.142357,-0.64703675,-0.66268175,-0.40642975,-7.106964,-5.94618225,-4.81410725,-3.747143,-2.502357,-0.14671325,-0.70439325,-0.57792825,0,0,212.125,216.1625048,-0.01,-0.012,1.21,-0.81075,0.0907235
1,3.75,-0.0424,395.0225,-0.072,-6.59403275,-0.46581325,0.56766,-2.78615,-0.456739,-2.8926,-4.1154,-3.572435,-7.523061,1.0547889105,0.0745,0.32970625,0.1656355,97.517173795,97.50259,62.4925,73.497,0.2974235385,-24.64,-20.80978,-22.534575,-26.062,-24.4105005,-8.15664325,-7.196143,-2.7955,-3.82432125,-2.55345,-1.5551215,-1.1372145,-0.64564,-0.6629625,-0.41332175,-7.10364275,-5.94790725,-4.81292875,-3.7757855,-2.537429,-0.1354275,-0.7118575,-0.56878525,0,0,211.5725,215.7960896,-0.012,-0.00975,2.16,-0.928,-0.016711
1,4.25,-0.0218,395.56,-0.1281385,-11.404,-0.49256,0.573845,-3.02418225,-0.36739,-2.8942,-4.1263,-3.591615,-7.528337,0.9520416775,0.09355,0.381999,0.1359965,97.512248275,97.46336,62.305,73.563,0.3006839295,-24.545,-20.66373,-22.90073,-26.16859,-24.231401,-8.14125,-7.297821,-2.77855,-3.82525,-2.584075,-1.5241105,-1.126607,-0.650572,-0.6680335,-0.4219285,-7.1380355,-5.88932175,-4.83439275,-3.75974975,-2.52042825,-0.1271795,-0.7045725,-0.57068075,0,0,210.7835,216.2714185,-0.012,-0.01,1.68,-0.643,0.02198775
1,4.75,-0.00817,395.2291385,-0.0448,-10.9742155,-1.42917,0.54102425,-2.4802,-0.33063725,-2.8974,-4.1364,-3.610665,-7.530439,0.94419742875,0.076175,0.38154875,0.1965525,97.5218443475,97.46465,62.635,73.868,0.29968546675,-24.59,-20.78125,-22.95632,-26.04398,-24.244816,-8.19317875,-7.3820355,-2.7826,-3.80478225,-2.5824,-1.5796,-1.130643,-0.652645,-0.6550355,-0.42228575,-7.1642855,-5.9118215,-4.83467875,-3.756464,-2.511143,-0.11650025,-0.70053675,-0.5715705,0,0,211.232584475,215.165,-0.012,-0.009,1.72,-0.61025,0.0620475
