DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.05,0.15325,5.507,6.457,5.355,-6.32775,-2.6675,-94.37,-83.185,-98.866,-19.4235,-2.433,6.91625
1,0.75,0.04,0.19,5.484,6.49125,5.33,-6.3805,-3.06125,-94.186,-73.69875,-113.778,-18.067,-3.421,6.87875
1,1.25,0.05,0.22,5.4605,6.60175,5.0745,-6.32625,-2.7475,-95.2485,-74.2125,-110.361,-27.4385,-2.4845,6.82375
1,1.75,0.04,0.14325,5.1725,6.43775,5.137,-6.086,-2.94875,-98.42525,-75.25875,-109.27075,-20.907,-2.602,6.795
1,2.25,0.04,0.2,5.078,6.183,5.5155,-6.12,-2.87625,-97.58925,-79.9065,-113.48375,-27.23,-1.902,6.872
1,2.75,0.04,0.1935,4.76925,6.0605,5.5425,-6.25525,-3.018,-96.92675,-90.989,-108.8865,-13.94375,-2.53125,6.77
1,3.25,0.04,0.18,4.638,5.8475,5.4615,-6.05575,-3.24,-97.892,-81.275,-111.777,-15.18125,-1.62125,6.724
1,3.75,0.04,0.22,4.6825,5.81625,5.2785,-6.1715,-2.99625,-97.2625,-65.892,-112.279,-24.987,-1.599,6.671
1,4.25,0.04325,0.197,4.61475,5.741,5.6,-5.95075,-3.5285,-95.27975,-64.919,-110.414,-14.92275,-2.52325,6.6
1,4.75,0.04,0.167,4.91125,5.898,5.5765,-6.2005,-2.93625,-97.342,-62.468,-112.395,-17.04575,-1.97225,6.474
1,5.25,0.04,0.19,4.98625,5.8805,5.673,-5.88575,-2.7025,-98.06825,-78.609,-118.072,-12.84275,-2.1675,6.378
1,5.75,0.04,0.19325,4.947,5.839,5.5585,-6.1215,-2.87,-98.173,-75.086,-120.927,-33.05175,-1.8815,6.29
1,6.25,0.04,0.22,4.85325,5.73025,5.761,-6.06875,-2.92125,-98.321,-69.926,-117.631,-19.483,-1.543,6.236
1,6.75,0.04,0.17975,4.87,5.47475,5.5485,-4.202,-2.90375,-95.82575,-63.828,-112.289,-27.925,-3.236,6.201
