DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,G_1_1_2,G_1_1_3,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_1_1_1,NEE_1_1_1
1,15.75,379.9377037,7.2138675,-1.36444071,-0.014494483,2.05,35.88314731,32.470857,2.49819,0.396368,101.542,49.9050829,9.964205,6.1835348765,9.20621,8.00198,50.7916,384.4828832,178.828,29.1079,281.159,359.164,0.835,3.982,-0.259116,1.060298,0.905123,0.5529225,10.189685,-4.382456087
1,16.25,379.71809005,7.1809334615,-0.7628579105,0.006096685,-0.076,6.37082497,16.86503,2.142289,0.3414265965,101.57,51.0087369,9.684625,5.720424195,9.25404,8.06,7.04842,216.0017325,113.975,18.775,279.529,354.339,-0.256,2.778,-0.213661,0.8985135,0.745455,0.476215,9.77312,-2.698806827
1,16.75,379.7965078,7.093687,0.197072941,0.033181376,-3.07133,-11.302581315,0.2748141,2.0000995,0.292805,101.5655,54.69654845,9.22027,4.966492808,9.29129,8.13,-34.98465,86.34818566,48.9663,10.175605,275.6095,348.3265,-2.006,1.641,-0.1619875,0.7656045,0.644869,0.419167,9.478139,-1.414838031
1,17.25,379.8636546,7.271924288,0.465020878,0.1076833265,-5.092,-15.9977995,-14.1915011,1.636395,0.20700498,101.576,59.418945,7.939,4.229449163,9.338445,8.19,-69.7441,11.38448768,8.04222,2.044155,272.9995,340.738,-3.698,-1.375,-0.071431,0.567288,0.483022,0.2965525,8.387162,0.1941076385
1,17.75,380.3065511,7.118104452,0.739462718,0.1815020875,-6.584666667,-11.79427848,-23.303763475,1.464272,0.1754693055,101.5885,66.74336055,6.3782,3.336808055,9.34336,8.2,-75.0946,-2.227909191,-1.536985,0.998679,271.789,335.0285,-5.414,-3.748,-0.041149,0.4770915,0.3814455,0.2218205,7.631476,0.86173321
1,18.25,381.747577,7.151449162,0.8134596425,0.226595317,-9.09,-9.962258815,-32.41602585,1.39847,0.14108422,101.589,72.73270425,5.5864,2.726229874,9.24207,8.24,-68.9972,-3.79718906,-2.385625,1.087645,269.41,330.8525,-6.657,-5.226,-0.0222985,0.3665945,0.360077,0.1591445,6.8518695,0.9387684615
1,18.75,382.7556359,7.369013759,1.124853823,0.112733077,-9.86,-9.14023203,-34.2583853333333,1.35902,0.1347377225,101.6165,74.7326829,5.20581,2.292498791,9.2528,8.255075,-63.5109,-3.780057596,-1.999345,1.34604,271.213,327.7505,-7.72,-7.17,-0.031309,0.4044065,0.3691625,0.1875995,6.5157935,1.197158083
1,19.25,383.623691,7.2209883555,1.358869971,0.089272798,-10.29,-8.510298175,-36.1007448166667,1.38213,0.1294045945,101.6255,77.76088765,4.824965,2.006860703,9.253105,8.29,-62.5335,-3.756153661,-1.839415,1.499495,268.796,325.15,-7.6,-7.84,-0.0293445,0.4472915,0.411335,0.2055025,5.9437925,1.850999867
1,19.75,384.9476256,7.048784533,1.249891612,0.090518456,-11.35366333,-7.6043027,-37.9431043,1.31637,0.136031484,101.64,80.4496993,4.503775,1.743107708,9.19033,8.31,-58.461,-3.725181238,-1.57512,1.4845,273.8935,322.9135,-7.89,-7.92,-0.037443,0.4549765,0.398069,0.2001935,5.721277,0.727300136
1,20.25,385.8251873,7.346202,1.239185409,0.087096277,-11.83333333,-7.35413974,-41.21331965,1.346305,0.12039,101.6585,81.818253,4.30555,1.512866772,9.160705,8.29242,-59.69405,-3.715367627,-1.59438,1.544055,281.647,323.9135,-8.85,-8.6,-0.0172765,0.4792155,0.390634,0.148975,5.169183,1.035001574
1,20.75,385.87470125,6.885743339,1.143060024,0.0314719265,-12.29333333,-8.565895585,-44.483535,1.391474,0.142588139,101.657,82.6831032,4.03656,1.371767484,9.19217,8.29554,-56.9067,-3.725405598,-1.478905,1.48952,279.276,323.538,-9.35,-8.73,-0.022543,0.4016845,0.370003,0.165761,4.5623255,1.147068059
1,21.25,386.4668043,6.874095983,1.1932008425,0.04485948,-12.60333333,-8.37326009,-29.1624211,1.325907,0.1306454055,101.671,83.7399201,3.38077,1.342061571,9.134405,8.29244,-57.0369,-3.721023949,-1.3122,1.587315,281.2655,320.662,-9.3,-9.77,-0.0400705,0.499581,0.369198,0.2372535,4.5216675,1.4113676325
1,21.75,386.6528283,6.62,1.5774631245,0.040072758,-12.87666667,-8.897518,-33.5560531666667,1.35097,0.124864298,101.663,83.2739419,3.556765,1.254883438,9.041015,8.28395,-52.8917,-3.71469813,-1.34557,1.54948,283.657,320.679,-9.53,-10.37,-0.038434,0.455606,0.4050575,0.223906,4.70032,1.321475693
1,22.25,386.394509,6.649059,1.4254611745,-0.006991451,-12.9465,-11.22076482,-37.9496852333333,1.39313,0.147195407,101.636,84.7082204,3.052615,1.178640366,8.97067,8.27039,-51.65405,-3.703185853,-1.287855,1.50669,279.6015,320.1735,-9.51,-9.47,-0.032263,0.4427995,0.443113,0.1917725,4.5042035,1.522880235
1,22.75,386.0242455,6.659665947,1.28,0.00586847,-13.35293333,-9.49582942,-42.3433173,1.39964,0.128173796,101.6395,85.15586215,3.089765,1.13282487,8.953375,8.28,-49.99465,-3.705890783,-1.27501,1.397525,284.031,319.851,-9.63,-10.08,-0.045473,0.4594515,0.4056525,0.2295395,4.730406,0.901586851
1,23.25,385.40299345,6.659174484,1.181207426,0.0219555555,-13.7,-14.15407096,-37.0962108,1.394878,0.166210687,101.6445,85.43697045,3.15185,1.12908537,8.915955,8.251,-48.21935,-3.676163181,-1.26894,1.41506,281.546,319.915,-9.75,-10.3,-0.0703725,0.542724,0.443172,0.275977,4.767904,1.467145193
1,23.75,385.75618,6.5734338485,1.341361526,-0.017618823,-13.49333333,-14.452410495,-22.3017045,1.40483,0.164000493,101.661,85.85235855,2.88442,1.127162491,8.8516,8.2137,-41.4135,-3.673042456,-1.190325,1.38897,285.449,320.67,-10.07,-10.05,-0.056798,0.506774,0.418054,0.270181,4.7531455,1.647333483
2,0.25,386.62,6.381000365,1.1461096565,0.0280782385,-15.18,-13.14608,-9.51436,1.4060125,0.1323744515,101.64,83.6637141,2.312825,1.260306385,8.30152,7.34752,-52.43315,-3.8322492905,-1.50811,1.543265,273.6115,316.5175,-8.6,-9.77,-0.054188,0.504612,0.446055,0.2447475,5.893221,1.855352339
2,0.75,386.7421913,6.26020961,0.951606622,0.066667085,-15.5,-11.65460381,-55.1660759,1.329731,0.1364705,101.625,84.21962445,2.18514,1.111877996,8.22878,7.29973,-51.82785,-3.8241441095,-1.439725,1.545665,272.274,316.1875,-8.93,-11.05,-0.036535,0.492376,0.399748,0.212695,5.0974865,2.587444514
2,1.25,387.20125795,6.363661387,1.237138761,0.01794744,-15.89333333,-12.261453,-44.57432,1.407775,0.133750985,101.624,84.75927515,1.99429,1.0830750475,8.17,7.27,-51.3576,-3.8206456355,-1.485585,1.551465,276.907,315.6975,-9.63,-11.46,-0.043506,0.447056,0.4587785,0.230051,5.84054,1.820638045
2,1.75,387.27166455,6.28,1.2131848025,0.031655865,-16.70863333,-11.77687067,-28.9839266,1.36652,0.1330412305,101.6155,85.7830106,1.66018,1.0193701605,8.07393,7.22494,-44.78145,-3.809073473,-1.48149,1.5348,280.9335,316.305,-10.34,-13,-0.0355865,0.4619795,0.4458945,0.2054265,5.8801175,1.648605385
2,2.25,387.28043835,6.09,0.983910203,0.038727481,-16.12,-8.69162729,-33.5231813,1.367795,0.116025,101.6155,86.8515249,1.554465,0.933701093,8.06,7.24,-35.5641,-3.8122745015,-1.39117,1.570245,284.728,316.311,-10.2,-13.33,-0.022971,0.3901505,0.4058685,0.1929255,6.0543865,1.166562417
2,2.75,387.514417,6.057012829,1.059557492,0.044431674,-15.84706667,-9.165403785,-92.3961421,1.37003,0.139087,101.605,87.0301812,1.49521,0.873199935,8.02,7.2,-26.9351,-3.82673607,-1.212105,1.47398,290.0865,316.9345,-10.24,-12.98,-0.0324105,0.4398975,0.432222,0.227737,6.2371755,1.740114688
2,3.25,387.243321,6.0128735755,0.896279772,0.05555183,-15.65666667,-9.374981015,-34.274728,1.493822,0.132024708,101.597,87.32236125,1.502565,0.8384817865,7.94,7.17369,-25.6695,-3.825456747,-1.26969,1.434085,288.817,317.2235,-10.75,-12.41,-0.045242,0.4678195,0.4326285,0.241988,6.5185605,1.641800993
2,3.75,387.7632225,5.868007331,1.141471968,0.032146662,-15.72,-10.169927,-123.6663192,1.393501,0.1474438,101.584,87.06301255,1.500555,0.829447157,7.91,7.14,-25.72245,-3.819856424,-1.34039,1.34487,286.265,317.606,-9.85,-12.61,-0.040006,0.477861,0.356647,0.224842,6.485187,1.7748435
2,4.25,387.9527356,5.894805068,0.8363502,0.0334046375,-16.12473333,-11.092349375,-27.65096475,1.432835,0.1484219065,101.583,87.6655342,1.34933,0.7927551705,7.88269,7.09,-26.25665,-3.8227486315,-1.44072,1.376735,286.771,316.36,-9.93,-12.7,-0.0446835,0.52098,0.4422305,0.244837,6.4476325,1.903620394
2,4.75,387.9665749,5.858746566,1.0281114695,0.013427275,-15.67666667,-12.600787,-19.71389888,1.468321,0.137528,101.595,88.2015035,1.41652,0.795493519,7.82999,7.05,-26.9323,-3.837846385,-1.342645,1.430565,285.432,314.9875,-10.6,-12.13,-0.045616,0.4732295,0.4882525,0.2451,6.1241315,2.240361082
2,5.25,387.516528,5.93077964,1.143374158,-0.010565834,-15.59666667,-11.50833314,-26.62217225,1.39607,0.149785408,101.617,87.41143425,1.324985,0.8037857645,7.82185,7.02534,-32.3265,-3.8304361595,-1.30418,1.37428,285.73,314.8045,-10.43,-13.58,-0.031446,0.532813,0.504147,0.232418,5.8959835,1.154087919
2,5.75,387.5968936,6.035,0.97568862,-0.014594887,-15.58,-12.7416094,-55.02415305,1.409263,0.1541719185,101.636,87.972747,1.30917,0.77479168,7.75933,6.989,-28.9819,-3.817533557,-1.322635,1.42617,288.8315,314.8225,-10.28,-14.22,-0.023466,0.4383795,0.3884795,0.1795845,5.423255,1.98518911
2,6.25,387.3737938,5.990370097,0.933677065,0.012575492,-15.99666667,-13.52836435,-31.4231234,1.42629,0.158586,101.6615,88.2464961,1.28686,0.764547716,7.68992,6.93878,-26.2191,-3.8058040365,-1.375535,1.42968,286.1015,314.5765,-10.08,-14.49,-0.031971,0.4388425,0.384264,0.205441,4.9843415,1.660038868
2,6.75,387.3830427,5.955750996,1.023515857,-0.006489595,-16.02037667,-13.21148797,-11.7358406,1.541207,0.1664154485,101.7005,87.6124551,1.20173,0.781365694,7.66913,6.885,-28.19785,-3.112502958,-0.40266,1.765885,286.9195,314.5485,-10.215,-14.35,-0.0456465,0.4361775,0.45713,0.242541,5.0764775,1.9210904585
2,7.25,387.26576065,6.03,0.840368633,-0.00322717,-16.23,-11.542561,0.2987179,1.43722,0.167304217,101.7405,87.7348105,1.257755,0.8146886945,7.62,6.883,-13.5572,23.235063425,10.48405,4.243545,288.2755,315.7865,-9.985,-14.39,-0.031517,0.4536085,0.445429,0.210032,4.7656735,0.975627518
2,7.75,386.9944125,6.044169,0.896199815,-0.0589526045,-15.44,-6.78285688,1.2438577,1.41196,0.195345494,101.776,86.3984125,1.98017,1.0216574465,7.57,6.84273,8.63196,118.8130392,53.14855,15.1932,292.312,320.4685,-9.24,-13.54,-0.0390555,0.417608,0.4176425,0.225596,4.8999715,0.074901744
2,8.25,386.5647087,6.2101452925,0.363427708,-0.122645689,-12.908121665,2.738279295,17.3508485,1.762205,0.271318576,101.799,80.916667,2.974875,1.386997507,7.527405,6.81995,52.0223,309.77740425,138.266,29.44805,287.4695,326.0715,-8.69,-11.72,-0.100311,0.6446915,0.5165515,0.31146,5.3287355,0.183482802
2,8.75,385.8101824,6.398662221,-0.2400862565,-0.191082179,-10.1815,29.16621732,32.31322834,2.10868,0.361607108,101.8185,75.79180855,4.343125,2.107336507,7.47408,6.80575,116.169,474.0248677,232.152,39.8553,274.328,333.492,-5.24,-9.025,-0.1865345,0.851659,0.6839265,0.4706205,6.8789615,-3.0959367565
2,9.25,385.3931658,6.406597,-0.611587831,-0.184723624,-6.489835,69.56561914,44.29559035,2.48227,0.402616983,101.8345,68.05561435,5.664485,2.962022387,7.455,6.795725,183.83,620.303,333.7585,48.7763,268.913,343.441,-1.861,-5.7265,-0.2628925,0.998674,0.839455,0.552475,7.5284275,-5.589600666
2,9.75,384.97624,6.734817996,-1.4915980225,-0.134762428,-3.798471667,103.9800766,53.690741,2.68294,0.4583324535,101.8455,61.8664581,6.580745,3.728456265,7.465,6.7805,249.3065,898.4432288,408.406,58.70585,260.7525,350.086,-1.068,-3.1745,-0.391912,1.1619835,1.01793,0.63671,8.4571695,-8.36547003
2,10.25,384.23829935,6.613894384,-1.9111565495,-0.115713058,0.0376666665,149.545438,56.6460467,2.66951,0.4573555985,101.8415,56.675764,7.174665,4.4584557995,7.50839,6.76,302.3985,1065.675557,483.403,67.7884,264.646,357.188,1.0295,-0.591,-0.440245,1.219981,1.100312,0.7169995,9.0949915,-8.106219535
2,10.75,383.7039955,6.734336651,-2.6959028025,-0.101835635,4.148333333,178.25928475,63.95427203,2.706225,0.492343764,101.853,52.1615681,7.764655,5.020098087,7.57344,6.734,341.6035,1207.294716,538.98,72.70555,270.5455,364.146,2.867,1.947,-0.415808,1.259947,1.202371,0.6894775,9.5785155,-9.290658336
2,11.25,382.9896135,6.708234473,-2.815929252,-0.10062946,8.09,196.5295305,68.180451265,2.907771,0.5174331045,101.8105,49.96005465,8.39211,5.587555667,7.68,6.746,374.153,1282.074328,570.8525,78.1752,275.0705,369.384,5.831,4.6,-0.413385,1.294046,1.163918,0.703758,10.3686905,-10.27596307
2,11.75,382.41553965,6.6526241975,-3.447957662,-0.070953668,11.44738333,205.68693985,73.80451435,3.008459,0.519846469,101.7725,46.7116385,8.90222,6.110626142,7.77,6.765,380.9485,1362.041042,587.5865,80.63075,280.2015,373.8485,7.17,6.458,-0.4129235,1.307112,1.2434985,0.7488705,11.0588735,-11.41733633
2,12.25,382.03967875,6.615,-3.348602264,-0.049201592,14.49541667,212.6019518,79.102605,3.04889,0.50945234,101.732,45.6921043,9.38366,6.418257047,7.90429,6.775,382.265,1376.043509,602.3595,78.7503,280.922,377.169,10.04,7.05,-0.414565,1.267087,1.234232,0.7042555,11.6715755,-11.347850735
2,12.75,381.9914729,6.75,-3.477210042,-0.0530483825,16.232083335,215.77564875,75.697263,2.9973,0.496531918,101.693,43.357496,9.72197,6.698724815,8.22539,6.81,365.713,1322.09661,572.497,77.3286,288.461,379.091,12.46,6.782,-0.4155105,1.254315,1.203734,0.6864025,11.797965,-10.6848267
2,13.25,381.31517925,6.688938193,-3.592363326,-0.0373508485,17.58,205.34835675,77.93481775,3.08302,0.4899345405,101.642,41.4856939,10.1377,7.176669391,8.44368,6.84535,352.52,1309.560728,577.346,78.7845,288.298,380.405,12.58,6.588,-0.4762295,1.293355,1.1923015,0.6905155,11.8920635,-9.886707407
2,13.75,381.1589416,6.66,-3.2734455015,-0.030249544,17.29,187.4262035,71.832839,3.037251,0.5019835,101.603,40.2458773,10.4317,7.313752249,8.698605,6.93106,333.319,1292.838658,557.633,74.5719,286.7,380.363,12.07,7.11,-0.392396,1.2560985,1.213988,0.6967085,12.354987,-9.487407133
2,14.25,381.3473005,6.525,-2.830410474,-0.0251093115,16.92754833,172.6640137,64.69117,3.0241,0.493665263,101.562,39.893762,10.7136,7.6042376455,8.842715,6.99848,279.667,1139.634927,487.454,66.5396,283.62,378.206,10.95,8.25,-0.404242,1.241658,1.1749435,0.6907835,12.77805,-8.9817224765
2,14.75,381.1892803,6.43449191,-2.8489836325,-0.0255298745,15.741666665,141.3789173,61.32126651,2.9310195,0.489507778,101.548,39.60232125,11.0979,7.605339568,8.9044,7.075,251.789,1027.687277,434.217,58.6433,284.958,375.234,8.67,7.82,-0.369703,1.184649,1.122867,0.654174,13.195044,-8.8631566555
2,15.25,381.5847365,6.52,-2.69536003,-0.029200504,12.97,110.8629412,55.84570555,2.865475,0.4839833785,101.532,39.9773553,11.1363,7.613319291,9.034,7.149805,183.979,840.1797465,359.541,49.64335,280.525,373.052,5.905,5.893,-0.383921,1.2390325,1.088347,0.6719165,13.580998,-7.465351749
2,15.75,381.094061,6.52,-2.108024423,-0.012194705,9.934666667,80.67836768,51.33559665,2.78399,0.466597902,101.525,39.50083205,11.0815,7.7564743385,9.10348,7.28151,119.654,681.599829,282.852,41.5738,278.7485,368.112,3.632,4.464,-0.3069925,1.099859,0.9652745,0.586481,14.034464,-6.1833625975
