DOY2,HR2,FC,LE,H,USTAR,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,T_BOLE_1_1_1,T_BOLE_2_1_1,T_BOLE_3_1_1,G_1_1_1,G_2_1_1,G_3_1_1,PA,PPFD_IN_1_1_1,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN_1_1_2,PPFD_IN_1_2_1,PPFD_OUT,WS,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,9.75,-1.9945,-3.118,-34.51875,0.04725,389.18825,389.70825,389.34575,389.76075,-27.39775,-27.538,-26.9585,-8.8495,-14.619,-16.2885,96.9635,34.471,32.079,20.4145,0.73475,117.8265,196.31575,6.39325,47.93,0.556,2.08725,0.531,-28.8336,-27.159125,-26.142,-25.886,-27.172,-26.80175,-26.676,47.08555,47.140375,54.442125,56.4775,58.153925,-2.658975,-1.87355,-0.963025,-0.014,1.50225,1.56375
1,10.25,-4.166,-1.82,-36.1925,0.0825,387.1775,387.23,387.1725,387.22,-28.961,-29.302,-28.679,-9.54,-14.942,-17.62,96.93025,62.869,53.317,36.44975,1.70025,119.313,198.03275,25.32375,90.10625,0.75225,5.6555,0.4883,-28.3447,-26.6697,-25.59075,-25.6365,-26.44775,-26.218,-26.1755,47.74385,50.09665,57.90335,59.841,61.2844,-2.53785,-2.019525,-0.94615,0.10075,1.506,1.5145
1,10.75,-4.26125,-5.23275,-14.912,0.0455,386.2555,385.923,386.5405,386.013,-28.514,-28.90675,-28.301,-9.57,-14.942,-17.712,96.927,68.0775,52.057,39.28825,2.837,121.9135,201.87975,29.79575,90.11275,0.95375,4.47775,0.555,-27.51845,-25.817325,-24.88575,-24.88925,-25.51475,-25.30975,-25.3215,46.9654,49.342025,56.959475,58.846475,60.718325,-2.61495,-2.057325,-0.9484,-0.027,1.509,1.53075
1,11.25,-2.6435,-2.8615,-7.2015,0.06425,386.70025,387.01775,386.75775,386.62775,-27.978,-28.4215,-27.833,-9.61,-14.916,-17.776,96.916,81.0775,62.776,47.04975,3.326,124.319,203.686,35.68475,108.8415,1.27675,5.9705,0.702,-26.7885,-25.2269,-24.55625,-23.76125,-24.99,-24.7115,-24.672,46.317175,47.768675,55.67665,57.532525,59.540975,-2.59125,-1.899425,-0.82165,0.0115,1.5015,1.45675
1,11.75,-3.77425,-0.136,-7.585,0.225,387.346,386.722,386.622,386.962,-27.379,-27.8555,-27.285,-9.626,-14.878,-17.806,96.89275,101.5075,40.1025,58.4275,6.26625,126.29625,206.395,42.6775,142.87,1.3225,10.52,1.5715,-26.331825,-24.69085,-24.0375,-23.2825,-24.37525,-24.11675,-24.10825,45.402975,46.32785,54.390075,56.18,58.3609,-2.689125,-1.945875,-0.91,-0.13625,1.525,1.5625
1,12.25,-4.47425,-0.0855,-16.9005,0.1965,387.082,386.702,386.842,386.242,-26.739,-27.2425,-26.666,-9.668,-14.788,-17.828,96.848,95.464,40.77,44.733,4.57,127.454,208.506,43.899,119.429,1.55,6.521,1.706,-25.872,-24.289125,-23.68775,-22.972,-23.72375,-23.4875,-23.611,44.3213,46.465025,54.0347,55.909575,58.5065,-2.486,-2.117,-1.0012,0.075,1.435,1.45
1,12.75,-3.2325,0.03,-23.9025,0.2695,387.0645,386.647,386.547,386.662,-26.05925,-26.613,-26.00325,-9.68325,-14.73875,-17.29575,96.80725,117.6665,55.279,65.213,6.169,128.1295,209.33375,55.52575,165.663,1.695,9.03825,1.8045,-25.413725,-24.5855,-23.1885,-22.29,-23.2905,-23.08475,-23.253,44.509225,44.727175,54.09695,56.23305,58.799525,-2.755375,-2.205125,-1.097325,-0.03575,1.48465,1.5115
1,13.25,-5.46975,-1.11975,-45.31875,0.28,385.742,385.782,385.542,385.442,-25.37,-25.9455,-25.31,-9.69,-14.6085,-17.297,96.80725,111.5915,48.035,72.01225,8.118,128.151,210.49075,52.314,162.0505,1.476,8.44725,1.401,-25.032325,-23.537,-22.8425,-21.835,-22.5165,-22.41025,-22.77525,42.250925,43.01515,51.85495,53.92095,56.94335,-2.665675,-1.951625,-1.0806,0.11,1.5606,1.56
1,13.75,-3.153,-0.565,-20.4975,0.2,388.254,388.414,388.174,388.11,-24.7,-25.215,-24.4,-9.6915,-14.4365,-17.213,96.7955,76.9465,61.892,48.655,2.0345,127.44875,212.008,33.393,110.71325,1.363,2.4925,1.34,-24.532175,-23.082925,-22.6285,-21.6725,-22.3025,-22.20225,-22.565,42.119075,43.640775,51.78915,53.6129,56.3524,-2.68045,-1.98535,-0.9022,0.05375,1.436,1.54
1,14.25,-3.089,-0.5715,-30.2275,0.3175,387.52,387.54,387.14,387.4,-24.42,-24.7515,-24.17475,-9.6945,-14.3455,-17.092,96.7955,68.246,59.174,39.5265,5.32825,126.73875,212.3995,33.37725,92.44475,1.186,4.918,1.5465,-24.35405,-22.924675,-22.44625,-21.59525,-22.11875,-22.252,-22.43325,42.485,43.4633,52.82885,54.53015,56.896025,-2.58055,-2.0472,-1.0806,0.05255,1.50675,1.58075
1,14.75,-3.165,-7.81875,-25.095,0.2775,387.238,387.218,387.118,386.998,-24.17,-24.469,-23.9035,-9.673,-14.277,-16.8715,97.0465,61.242,55.258,39.2905,3.183,126.891,212.1395,26.0835,88.85,1.1,4.539,1.9,-24.25925,-22.82465,-22.4025,-21.63675,-22.348,-22.27275,-22.41725,42.6698,44.145225,51.85945,53.808275,56.937875,-2.3079,-1.9245,-1.10195,0.012,1.571,1.4435
1,15.25,-2.5295,-1.014,-24.425,0.275,386.874,386.794,386.874,386.754,-23.94,-24.207,-23.6425,-9.6305,-14.135,-16.6465,97.0495,50.711,48.002,33.5105,1.387,126.369,212.094,12.9405,74.8575,0.7705,3.23,1.605,-24.107825,-22.736175,-22.3425,-21.9775,-22.59575,-22.4205,-22.48275,42.82245,44.3881,51.31635,53.1475,56.4319,-2.4709,-2.0304,-1.1815,0.0415,1.514,1.3855
1,15.75,-2.0015,-0.047,-30.3225,0.18,386.806,386.646,386.806,386.586,-23.75,-23.9845,-23.4215,-9.5865,-14.034,-16.3855,97.071,32.701,31.561,21.943,0,119.888,211.674,-34.106,46,0.457,1.5255,1.3255,-24.09485,-22.68435,-22.728,-22.59375,-23.03175,-22.7975,-22.74275,43.412725,45.025875,51.979325,53.195625,56.771275,-2.5229,-2.03655,-1.0656,0.0915,1.5315,1.5325
1,16.25,-2.527,-0.745,-33.09625,0.125,388.5515,388.639,388.539,388.5815,-23.6,-23.793,-23.2405,-9.5275,-13.923,-16.1415,97.0895,17.498,16.862,11.004,0,117.1185,210.7485,-73.3375,22.2945,0.3335,0.0454999999999999,0.993,-24.141725,-22.782,-23.38875,-23.4055,-23.676,-23.38025,-23.285,44.719925,46.00195,51.456875,52.815675,56.712825,-2.4605,-1.90555,-1.01555,0.0368,1.6305,1.503
1,16.75,-2.249,-0.02775,-41.00125,0.13625,388.67975,388.63725,388.49475,388.69475,-23.5,-23.652,-23.1,-9.3935,-13.8535,-15.929,97.07,5.09,4.425,0,0,117.0665,208.9905,-89.9085,0.161499999999999,0,0,1.271,-24.31375,-22.96255,-23.925,-23.99025,-24.206,-23.886,-23.755,46.45765,47.737,53.60075,55.6598,59.671825,-2.33415,-2.0046,-1.0084,0.093,1.5405,1.4805
1,17.25,-3.01825,-0.01275,-54.8105,0.1485,388.5525,388.4625,388.5625,388.5975,-23.46,-23.571,-23.0195,-9.301,-13.7885,-15.716,97.059,0,0,0,0,123.1795,207.205,-101.579,0,0,0,1.34075,-24.63635,-23.330925,-24.17575,-24.26675,-24.5565,-24.25175,-24.11025,48.131575,49.198625,54.39,56.215675,60.621675,-2.40665,-1.90285,-1.062,-0.09875,1.555,1.57165
1,17.75,-2.569,0,-59.1765,0.1355,388.619,388.584,388.529,388.639,-23.46,-23.54,-23.0485,-9.2025,-13.691,-15.4605,97.0295,0,0,0,0,116.561,205.655,-104.311,0,0,0,1.08,-25.109725,-23.746325,-24.4325,-24.5025,-24.8065,-24.50225,-24.3765,48.800875,50.5988,56.239175,57.500175,60.59735,-2.5916,-1.9008,-0.92975,-0.00925,1.5105,1.53455
1,18.25,-1.823,0.0145,-60.0715,0.1585,388.7305,388.8405,388.6505,388.7505,-23.49,-23.559,-23.0675,-9.1195,-13.674,-15.248,97.027,0,0,0,0,116.2285,205.4185,-101.7695,0,0,0,1.3403,-25.271125,-23.8348,-24.47925,-24.54925,-24.877,-24.59275,-24.468,49.317625,51.214225,58.5003,60.52235,62.6818,-2.2825,-1.7984,-1.1374,-0.05845,1.54145,1.5605
1,18.75,-3.5645,-0.00275,-58.377,0.1555,388.949,388.814,388.859,388.849,-23.54,-23.5985,-23.1065,-8.968,-13.5735,-14.987,97.0075,0,0,0,0,115.4585,204.6585,-99.4455,0,0,0,1.01,-25.594725,-24.1512,-24.63875,-24.724,-24.997,-24.6875,-24.5665,50.4438,52.640625,58.3933,59.9435,62.9189,-2.3055,-1.79975,-1.05265,-0.0093,1.4085,1.56
1,19.25,-2.1395,-0.609,-56.4735,0.0955,388.6835,388.7485,388.7835,388.8735,-23.61,-23.6585,-23.10825,-8.854,-13.408,-14.7645,96.992,0,0,0,0,119.7465,203.437,-98.8355,0,0,0,1.11,-25.814475,-24.36865,-24.71775,-24.80875,-25.08175,-24.7765,-24.6765,51.445075,53.565275,58.24695,59.610825,62.46655,-2.2758,-1.921,-0.93965,0.11145,1.63,1.487
1,19.75,-1.814,-2.268,-59.747,0.08825,388.9525,388.99,388.9075,388.9525,-23.68,-23.7395,-23.2475,-8.74,-13.2985,-14.5395,96.9965,0,0,0,0,122.6175,202.347,-101.3095,0,0,0,0.78,-26.108125,-24.612225,-24.88025,-24.96975,-25.18125,-24.87125,-24.756,50.9728,52.30335,58.09955,59.277625,61.30065,-2.1787,-1.93075,-0.9047,-0.0732,1.523,1.5105
1,20.25,-1.9755,-0.262,-54.3105,0.027,388.8085,388.7835,388.7085,388.8535,-23.76,-23.8325,-23.331,-8.6085,-13.251,-14.259,96.98875,0,0,0,0,122.3275,200.14225,-101.016,0,0,0,0.48675,-26.489025,-24.969125,-25.15675,-25.21725,-25.39825,-25.0835,-24.95775,52.660675,54.4043,59.7832,60.9681,62.804,-2.253475,-1.847425,-1.043575,-0.0213749999999999,1.53025,1.53075
1,20.75,-1.41425,-1.135,-65.69275,0.04125,388.561,388.626,388.516,388.561,-23.926,-24.054,-23.551,-8.5085,-13.2535,-13.996,97.005,0,0,0,0,121.90325,199.7645,-102.01,0,0,0,0.78505,-26.66725,-25.12725,-25.4135,-25.47825,-25.63025,-25.32025,-25.185,53.4539,55.273375,60.489275,61.727975,63.3345,-2.1995,-1.796675,-0.969225,-0.02485,1.44225,1.54175
1,21.25,-1.867,-0.4825,-65.148,0.076,388.642,388.407,388.517,388.552,-24.039,-24.175,-23.671,-8.492,-13.345,-13.7215,97.003,0,0,0,0,121.5355,199.604,-101.427,0,0,0,1.32925,-26.90385,-25.322075,-25.757,-25.847,-25.91225,-25.57175,-25.45225,54.29775,56.087225,61.212125,62.361075,63.887025,-2.3745,-1.9029,-1.03595,-0.01765,1.5635,1.5815
1,21.75,-1.417,-0.98775,-65.024,0.098,388.741,388.751,388.831,388.876,-24.16175,-24.308,-23.804,-8.4655,-13.393,-13.492,96.9855,0,0,0,0,118.033,199.1335,-106.615,0,0,0,1.2037,-27.09785,-25.492975,-25.98025,-26.06025,-26.17175,-25.8365,-25.7165,55.4902,55.942875,61.63585,63.757525,64.886775,-2.1707,-1.79735,-1.03805,-0.015,1.552,1.563
1,22.25,-2.234,-2.889,-66.2725,0.175,388.6365,388.6365,388.6815,388.7715,-24.304,-24.386,-23.883,-8.3365,-13.4625,-13.222,96.974,0,0,0,0,114.912,198.574,-105.3635,0,0,0,1.86895,-27.32365,-25.7918,-26.1285,-26.20425,-26.34525,-26.00475,-25.87425,56.5633,57.066875,62.554725,64.686875,65.74675,-2.3006,-1.8599,-0.955,-0.132,1.535,1.561
1,22.75,-2.355,-1.5765,-56.55075,0.11925,388.94125,389.06625,389.04125,388.97875,-24.44575,-24.5335,-24.02975,-8.249,-13.5385,-12.915,96.9595,0,0,0,0,115.71,198.1345,-96.178,0,0,0,1.44,-27.477525,-25.9697,-26.241,-26.30775,-26.47825,-26.1425,-25.99775,56.705575,57.216,62.6764,64.81015,65.86065,-2.2508,-2.01735,-1.04695,-0.02205,1.4565,1.5325
1,23.25,-2.274,-2.16,-56.8835,0.1595,388.44175,388.34675,388.34675,388.44675,-24.59675,-24.773,-24.18425,-8.2205,-13.5105,-12.649,96.972,0,0,0,0,114.9915,197.883,-94.534,0,0,0,1.43375,-27.6342,-26.0789,-26.28475,-26.342,-26.513,-26.18725,-26.0425,57.296725,57.83525,63.182725,65.322,66.333875,-2.2924,-1.8243,-1.02185,0.05,1.5315,1.58
1,23.75,-1.45,-1.7745,-52.138,0.154,387.81,387.91,387.81,388.01,-24.66,-24.86025,-24.2715,-8.171,-13.582,-12.4125,96.989,0,0,0,0,114.752,196.991,-93.013,0,0,0,1.6045,-27.84885,-26.2798,-26.45025,-26.5165,-26.65575,-26.30725,-26.181,57.570875,58.12225,63.417325,65.559675,66.553925,-2.4076,-1.7641,-1.00235,-0.0287,1.48,1.57865
2,0.25,-3.088,-3.5645,-61.608,0.05,383.5545,383.121,383.6175,383.5875,-16.31625,-16.32275,-16.1925,-4.2275,-7.086,-7.38525,97.83625,0,0,0,0,131.105,217.7625,-102.60875,0,0,0,0,-22.18675,-21.072375,-23.0965,-23.20075,-23.64775,-23.34775,-23.28075,35.41375,38.2975,41.7875,41.84,48.015,-1.10125,-0.95375,-0.15575,0.03375,1.2025,1.2105
2,0.75,-1.714,-4.4215,-53.86025,0.022,383.167,383.11,383.26,383.2,-16.43125,-16.44125,-16.31625,-4.20325,-7.096,-7.442,97.76375,0,0,0,0,131.05375,217.8625,-102.0975,0,0,0,0,-22.5022,-21.41775,-23.53075,-23.6555,-24.011,-23.71525,-23.6605,36.008,38.43525,43.3015,43.1335,49.8935,-1.04125,-0.97,-0.18125,-0.04625,1.132375,1.20175
2,1.25,-2.886,-9.773,-64.6995,0.05,382.9275,382.88025,382.96775,382.96775,-16.555,-16.568375,-16.4325,-4.1985,-7.065,-7.4535,97.675,0,0,0,0,130.76125,215.43125,-101.54625,0,0,0,0,-22.973975,-21.883975,-23.79525,-23.90775,-24.12025,-23.81025,-23.68125,38.15,40.08875,42.7775,43.28375,48.8275,-1.04875,-0.87625,-0.13575,-0.14,1.20075,1.201875
2,1.75,-3.21225,-6.975,-61.54,0.02075,382.955,382.91,382.96,383.01,-16.66125,-16.678125,-16.5475,-4.1985,-7.05625,-7.49875,97.597,0,0,0,0,131.134,215.116,-100.985,0,0,0,0,-23.226975,-22.10395,-23.968,-24.11325,-24.33675,-24.01675,-23.93575,39.8,41.8525,44.2675,44.325,49.7225,-1.134,-0.998,-0.129,-0.146,1.0769,1.1035
2,2.25,-1.8495,-13.8285,-65.64,0.03,382.89475,382.76275,383.01025,382.95525,-16.7325,-16.751875,-16.63625,-4.189,-7.04225,-7.5345,97.57225,0,0,0,0,131.20675,214.80375,-99.90325,0,0,0,0,-23.340975,-22.26265,-24.34675,-24.5635,-24.8525,-24.62575,-24.59725,40.315,42.105,45.235,45.13,50.01,-1.177,-0.8055,-0.15925,-0.117,1.17075,1.1771
2,2.75,-1.9275,-9.49425,-64.9415,0.04,382.51,382.4605,382.597,382.6695,-16.7775,-16.79775,-16.70875,-4.22225,-7.055,-7.553,97.52375,0,0,0,0,131.5045,213.64075,-100.727,0,0,0,0,-23.69005,-22.522125,-24.35225,-24.82725,-25.3895,-25.0825,-25.04075,42.2175,44.2025,46.04,46.15,51.265,-1.007,-0.87625,-0.15925,-0.05,1.1334,1.098175
2,3.25,-1.7175,-3.26925,-58.48775,0.03075,382.61175,382.50725,382.69975,382.67225,-16.80375,-16.82475,-16.7525,-4.2555,-7.074,-7.51,97.4775,0,0,0,0,131.881,211.582,-100.7525,0,0,0,0,-24.1213,-22.87855,-24.54575,-24.7135,-25.41825,-25.14125,-25.18575,43.0325,44.8425,46.785,46.575,50.9125,-0.9785,-0.8985,-0.210125,-0.12775,1.183925,1.182425
2,3.75,-2.1275,-4.241,-64.6335,0.02075,382.89975,382.7155,383.018,382.963,-16.81125,-16.833,-16.77875,-4.256,-7.06825,-7.4785,97.4375,0,0,0,0,132.19825,210.8385,-100.2465,0,0,0,0,-24.210025,-23.009775,-25.169,-25.29725,-25.81175,-25.50575,-25.42575,44.055,45.865,47.685,47.9325,53.2175,-1.00775,-0.84925,-0.1302,0.09,1.202475,1.16315
2,4.25,-0.96425,-5.1035,-67.756,0.03975,382.818,382.6295,382.9545,382.8895,-16.77375,-16.793625,-16.77625,-4.2755,-7.07475,-7.45025,97.396,0,0,0,0,132.432,210.6645,-101.485,0,0,0,0,-24.370425,-23.081125,-25.098,-25.4175,-26.01675,-25.71825,-25.762,45.5075,47.365,50.55,50.63,54.922,-1.018,-0.91,-0.199,-0.0185,1.20175,1.17535
2,4.75,-1.69825,-5.39425,-74.24875,0.03,383.206,382.784,383.302,383.272,-16.725,-16.74375,-16.755,-4.30975,-7.07275,-7.45725,97.3885,0,0,0,0,133.066,207.915,-104.2835,0,0,0,0,-24.64375,-23.391125,-24.87075,-25.267,-26.09925,-25.796,-25.83825,45.51125,47.65575,50.849,50.57625,54.56475,-1.057,-0.789,-0.1094,-0.0925,1.1548,1.25055
2,5.25,-2.231,-8.593,-63.7855,0.02,383.13625,382.563,383.24025,383.20775,-16.72125,-16.73975,-16.7325,-4.36925,-7.0855,-7.4805,97.39,0,0,0,0,133.495,208.266,-103.2765,0,0,0,0,-24.409125,-23.195525,-24.67225,-25.2925,-26.282,-25.97075,-25.9685,45.16375,48.37975,51.19675,50.634,54.66025,-1.112,-0.8995,-0.15485,-0.123,1.15805,1.1776
2,5.75,-1.129,-6.993,-77.735,0.0395,382.775,382.59075,382.944,382.8465,-16.785,-16.805875,-16.77125,-4.37875,-7.09975,-7.49475,97.407,0,0,0,0,134.499,208.273,-102.3,0,0,0,0,-24.206125,-22.99135,-24.72425,-25.5015,-26.34425,-26.043,-26.04075,47.2175,48.244,50.08525,50.21175,54.962,-1.044,-0.847,-0.094,-0.05,1.0726,1.1542
