DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,-0.206562643725,-10.1388643671,-75.775142025,0,-35.48225,-9.546,25.653,0.04095,86.62,0,-70.787,0,0.0346332675,-9.7025,0,-10.858,-18.17525,-16.42975,-13.039,-13.95925,-14.13125,206.04
1,0.75,-0.12937283645,-10.9287877792,-94.43298289625,0,-35.42,-9.565,24.697,0.04666875,86.8,0,-70.86775,0,0,-9.791,0,-10.7375,-18.027,-16.3105,-12.913,-13.8625,-14.1265,204.62
1,1.25,-0.1474403656,-6.30123375,-82.334861008,0,-35.3555,-9.584,22.417,0.0469885,86.8,0,-70.792,0,0,-9.739,0,-11.0755,-18.164,-16.4185,-13.0275,-14.09775,-14.31275,203.9
1,1.75,-0.121284368125,-5.3615737465,-118.80564554,0,-35.3795,-9.599,21.8545,0.048156705,86.605,0,-70.827,0,0,-9.789,0,-11.182,-18.231,-16.466,-12.981,-14.26575,-14.33325,204.9975
1,2.25,-0.2153433515,-4.69134375,-98.94955986,0,-35.4755,-9.546,21.499,0.0483626525,86.57,0,-70.74875,0,0,-9.785,0,-11.2555,-18.2375,-16.489,-12.877,-14.35975,-14.332,204.535
1,2.75,-0.490311959675,-8.9698051119,-118.31724124,0,-35.627,-9.573,22.753,0.02748,86.2,0,-70.3845,0,0,-9.818,0,-11.27,-18.282,-16.491,-12.746,-14.40425,-14.317,204.5
1,3.25,-0.1410775,-7.522744444,-90.31113225875,0,-35.7755,-9.576,21.112,0.0383875,86.29,0,-72.6535,0,0,-9.758,0,-11.3155,-18.3225,-16.618,-12.714,-14.42725,-14.32725,204.2375
1,3.75,-0.477314140425,-9.33185515125,-95.2663489525,0,-35.8765,-9.583,21.469,0.03127,86.43,0,-71.0955,0,0,-9.756,0,-11.321,-18.342,-16.7495,-12.716,-14.3765,-14.35125,204.04
1,4.25,-0.6408337731,-8.2955400193,-81.71698869,0,-35.763,-9.581,22.6705,0.0490375,86.8,0,-71.415,0,0,-9.709,0,-11.3555,-18.336,-16.907,-12.7375,-14.383,-14.37525,205.8025
1,4.75,-0.461237834625,-18.27116829575,-112.7466789495,0,-35.566,-9.637,24.5935,0.0367575,86.8275,0,-70.709,0,0,-9.679,0,-11.3355,-18.34,-17.0435,-12.7655,-14.37225,-14.3915,206.03
1,5.25,-0.1419248855,-6.9400023265,-92.768930528,0,-35.51,-9.612,25.736,0.0415,86.66,0,-71.8115,0,0,-9.579,0,-11.335,-18.324,-17.167,-12.7935,-14.3785,-14.41,207.4675
1,5.75,-0.151985,-16.55820014575,-90.122434416,0,-35.566,-9.608,23.984,0.042815,86.365,0,-71.0035,0,0,-9.565,0,-11.3105,-18.307,-17.1385,-12.8305,-14.3595,-14.419,205.815
1,6.25,-0.06845,-13.656147419,-91.23210521875,0,-35.641,-9.572,23.3905,0.0443,86.53,0,-72.025,0,0,-9.572,0,-11.335,-18.326,-17.121,-12.8685,-14.3615,-14.43075,205.82
1,6.75,0,-11.3929516565,-96.93382727075,0,-35.573,-9.566,22.128,0.0420625,86.53,0,-70.7105,0,0,-9.55,0,-11.325,-18.336,-17.1135,-12.8955,-14.338,-14.448,205.245
1,7.25,-0.7317806356,-4.713149418775,-83.446759294,0,-35.6,-9.562,23.4145,0.0373,86.49,0,-69.64475,0,0,-9.506,0,-11.414,-18.354,-17.108,-12.948,-14.32,-14.45925,206.6825
1,7.75,-1.084645554,-6.680977371875,-85.767124315,0,-35.8535,-9.56,22.658,0.04218,86.56,0,-69.58,0,0,-9.55,0,-11.384,-18.3685,-17.1135,-12.9995,-14.281,-14.4755,203.47
1,8.25,-0.4052523036,-5.34105771655,-75.961136966,0,-36.0615,-9.42,22.0145,0.046775,86.6,0,-69.412,0,0.05080477,-9.555,0,-11.428,-18.4175,-17.1465,-13.05,-14.29175,-14.48775,203.975
