DOY2,HR2,CH4,FCH4,SCH4,CO2,CO2_SIGMA,FC,SC,H2O,H,SH,LE,SLE,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,VPD,SW_IN,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,1915.4071035,-0.8775,-2.445,395.7606,0.00459519825,0.325701713,-0.068425,10.73629438,-11.7811211725,-0.361625997,-2.344215002,-1.20265274875,101.2180069,92.59433486,9.2260703,10.070194275,0.139283883,0,0,-0.0276,0.10711972175,0.03535,0.10711972175,0.05272342675,0.22041870925
1,0.75,1876.8260215,5.085,-1.605,397.2673352,0.004104656,-0.2935556725,-0.0722,10.63052309,-11.154841445,-0.569933462,-0.1805757645,-1.355513374,101.23347815,90.94180602,8.76081915,9.2129938,0.133170786,0,0,-0.0237,0.107002377,0.036,0.107002377,0.0484750425,0.2229444485
1,1.25,1868.06396575,2.7375,-2.52,397.3069272,0.005358183,0.619350615,-0.09396271075,10.96239566,-9.576104536,-0.605152534,-1.649313343,-0.97180395675,101.2220002,93.74659003,8.33287755,9.3695595,0.132124478,0,0,-0.02185,0.106770783,0.0409,0.106770783,0.056656862,0.190938441
1,1.75,1882.665653,1.63,-2.68,397.85064605,0.004056464,0.53508194575,-0.0512,10.852921865,-9.86401942025,-0.5573166435,-0.992997918,-0.70459941675,101.2651853,93.09280871,8.137101925,9.12981035,0.149666296,0,0,-0.02455,0.09845043375,0.0341,0.09845043375,0.04724878625,0.200552768
1,2.25,1887.16912425,1.5525,-2.8575,398.0966082,0.004611696,0.616608519,-0.0353,10.597962745,-8.8667123815,-0.577777764,0.0763706105,-1.0592480645,101.26338545,94.367021415,7.7935105,8.5806541,0.138966768,0,0,-0.0303,0.092682253,0.0316,0.092682253,0.042190046,0.222654973
1,2.75,1902.8536845,2.3,-0.9325,399.08634295,0.005305902,-0.08952987425,-0.0464,10.394514395,-8.47904198,-0.43545753925,-1.178449557,-0.6091058555,101.29684385,92.77718335,7.640658475,8.311165075,0.127671453,0,0,-0.031075,0.102142113,0.0372,0.102142113,0.0490269805,0.219115966
1,3.25,1883.503153,8.41,-1.44,398.486550125,0.004893855,0.6403952495,-0.0431,10.28641034,-8.944691839,-0.3877545885,-1.7741876135,-0.411914236,101.2944262,92.84707286,7.849338975,8.49269395,0.12958656825,0,0,-0.030625,0.0959869485,0.042675,0.0959869485,0.04837052575,0.20920245025
1,3.75,1868.60619725,-3.1625,-1.335,399.1138678,0.0043209255,0.1200715525,-0.08055,10.5291858775,-10.5262609,-0.37878462675,-1.115492672,-0.7091978655,101.31681085,94.19120577,7.803617325,8.298303875,0.1153182905,0,0,-0.03495,0.09832782475,0.036775,0.09832782475,0.056455725,0.1984788685
1,4.25,1868.7052755,-2.8525,-1.315,400.049881925,0.004073167,-0.264599331,-0.029625,10.35766614,-9.2222289825,-0.4705202505,1.039132758,-0.564799298,101.335764425,93.51611555,7.66340385,8.13846215,0.111579343,0,0,-0.0327,0.093512316,0.03395,0.093512316,0.0473764645,0.178633457
1,4.75,1875.601636,3.785,-0.7105,400.65757665,0.004004063,0.28014799475,-0.1178373435,10.171279175,-10.07814799,-0.348682388,-1.1876399465,-1.018512563,101.367472425,92.5044271,7.44133395,8.047593525,0.105356538,0,0,-0.02975,0.10498392125,0.043475,0.10498392125,0.06151842325,0.24194824875
1,5.25,1891.6100265,2.85,-1.81,398.3028075,0.0040187505,0.600103779,-0.2013258065,9.925851082,-13.3030445275,-0.3057141715,-0.131137344,-0.86356917325,101.39467645,89.44362763,7.2327224,7.625305875,0.119582607,0,0,-0.035175,0.118825565,0.051425,0.118825565,0.0763824985,0.24686804975
1,5.75,1884.0143415,1.9225,-0.85225,399.293336225,0.003989138,0.38730907425,-0.1238597445,10.04240931225,-13.964853055,-0.50492241925,-0.67722121675,-0.4333644665,101.4041791,91.2486164925,7.16477575,7.642555975,0.108277472,0,0,-0.04355,0.09975966775,0.04105,0.09975966775,0.06523005775,0.2415407825
1,6.25,1899.687007,5.1975,-4.6475,398.130179925,0.00416709825,0.61095234,-0.170681336,9.808278315,-10.635947335,-0.37944472625,1.1911673865,-0.69207260525,101.44252665,91.520100075,7.09035035,7.43751825,0.121655251,0,0,-0.04015,0.118321596,0.0525,0.118321596,0.082097503,0.224046074
1,6.75,1890.978134,-3.7525,-2.59,398.45835345,0.0042994125,0.1184846905,-0.0434,8.6979047945,-11.591989035,-0.505248428,-2.166652998,-1.11245235,101.47609995,86.904881215,6.7610327,7.1846682,0.12446705325,0,0,-0.0447,0.117473401,0.0567,0.117473401,0.073620649,0.22076252
1,7.25,1929.174041,-0.91,-0.331,398.8616054,0.0039653985,0.420754596,-0.06055,9.113453051,-13.3910834525,-0.33515553225,1.69584657025,-1.1690766985,101.49625485,84.1786745025,6.651828925,7.1103491,0.1423017045,0,1.31825,-0.06175,0.125970259,0.066475,0.125970259,0.10475981175,0.23273912425
1,7.75,1855.706537,-46.875,-2.29,399.32202045,0.003093521,0.056375,-0.20616191625,10.0106638875,-5.48040074175,0.21812830075,6.164948544,-0.0965511705,101.5123069,88.5869206,7.4085866,7.60272795,0.15802769875,0,15.6625,-0.0639,0.1632217835,0.0779,0.1632217835,0.1216524735,0.244495896
1,8.25,1889.07630225,-6.59,-1.8875,399.9535382,0.003979204,-0.57940701125,-0.323051744,10.56236342,3.771989438,0.44302428625,14.6776761625,-0.092325,101.5679698,89.8641939725,8.834247025,8.600261075,0.203224014,0,40.355,-0.05395,0.19039095525,0.093275,0.19039095525,0.15024917225,0.350336085
1,8.75,1885.930803,-31.9,-2.82,399.241944875,0.005854033,-1.471885679,-0.28077341725,10.50881679175,10.721007645,0.408313048,31.2666911075,-0.23428083,101.604867925,87.1978563275,9.9226032,9.8426038,0.2565114775,0,84.7,-0.0808,0.21977261,0.117653546,0.21977261,0.18627936,0.53791671
1,9.25,1919.5120675,-19.2,-3.6025,397.59615645,0.0060574025,-1.799900591,-0.285617925,9.98355559175,19.074122205,0.5912917815,43.0804210625,-0.348147349,101.5836971,79.1570135775,11.3756128,10.996901,0.300861305,0.13191182925,126.275,-0.0824,0.241039416,0.131341629,0.241039416,0.222036033,0.523836749
1,9.75,1949.785401,21.85,-2.78,396.28297795,0.006314819,-1.667409944,-0.18273369675,10.7334175,31.55137641,0.88715554725,46.55367514,-0.738421838,101.597464425,72.37176863,12.6858444,12.4684519,0.319486306,0.929240123,181.425,-0.0887,0.278208555,0.146194914,0.278208555,0.244335835,0.621237714
1,10.25,1950.73479525,7.9425,-2.085,394.5026232,0.00720814225,-2.050944783,-0.2457265555,10.7939378825,59.026298855,0.611099527,54.64706278,-0.681889928,101.579573175,70.627811675,13.3311158,13.56772485,0.44621994125,1.7203305965,217.075,-0.094225,0.30816372975,0.1536760965,0.30816372975,0.25949914075,0.66561733675
1,10.75,1948.18888275,20.95,-1.5525,393.09174885,0.0070336435,-2.223638104,-0.14382261075,10.645678345,73.545700495,0.69503901175,60.2076873275,-0.46110183,101.5337208,65.287948375,14.4399319,14.561107775,0.501847703,2.08278843725,299.1,-0.09275,0.34083385825,0.169744539,0.34083385825,0.27254840225,0.7309188065
1,11.25,1959.055395,23.2,-1.46,392.2855928,0.00759623725,-2.32726548475,-0.0874,10.51957438,74.658009475,0.64435062225,68.81907049,-0.667386987,101.49406035,61.418686545,15.26378105,15.51634935,0.516981889,3.028079981,316.675,-0.10300264,0.347102017,0.166232086,0.347102017,0.290080548,0.732619766
1,11.75,1966.3209845,26.4,-1.775,391.644400625,0.008177256,-2.2439722365,-0.07595,10.378192255,86.1425061975,0.50402870825,68.12137249,-0.57061861125,101.4217884,57.90019749,15.502935525,15.927645325,0.554808357,3.851259417,342.95,-0.090175,0.35840650475,0.17426742125,0.35840650475,0.29555000675,0.75429574575
1,12.25,1941.642404,21.1,-1.79,390.873452925,0.008128572,-2.53934431325,-0.07135,10.6106978575,87.7484460275,0.330745475,71.6859994525,-0.6908454405,101.365302625,56.5285060475,16.60799915,16.708553775,0.5470239565,4.2469860075,353.075,-0.0953,0.35547490925,0.1736493365,0.35547490925,0.2990802045,0.7452895665
1,12.75,1935.105825,23.95,-1.2325,390.1402914,0.008024919,-2.523896553,-0.059775,10.807781015,96.1986802075,0.097175,80.9406057,-0.58844933575,101.3042203,53.7408826625,17.1412154,17.093760125,0.5383242365,4.9896055935,383.2,-0.09675,0.35969499175,0.17864372175,0.35969499175,0.3088606895,0.7784654425
1,13.25,1959.89595475,21.325,-0.5775,389.99918765,0.008304489,-2.5967365955,-0.03895,10.82186498,85.9769076975,0.165237468,76.34750793,-0.4474166475,101.252580525,50.6591209475,17.2873414,17.5885814,0.512971863,4.94143176475,395.5,-0.0982,0.370217727,0.180687248,0.370217727,0.301330384,0.790655229
1,13.75,1969.52559,21.975,-0.9245,389.9668326,0.007440883,-2.452715808,-0.04275,10.33244202,87.59400854,0.06595,80.164093555,-0.5560917795,101.2235159,49.15787822,17.5725307,17.9242181,0.552506049,5.462394064,319.3,-0.0936,0.390796062,0.173955889,0.390796062,0.301827766,0.816913747
1,14.25,1930.437156,17.45,-1.05,389.42176305,0.007023802,-2.2296260565,-0.06085,10.04724941,67.2817483,-0.600065167,71.753146405,-0.539404932,101.1518003,49.035820305,17.7404033,18.4608047,0.4933575645,6.492907039,320.4,-0.08195,0.363110334,0.179187371,0.363110334,0.308787688,0.81285263
1,14.75,1928.30038175,22.5,-1.5,389.468609775,0.006612534,-2.0691870175,-0.05775,10.019948446,55.005058155,-0.946806222,69.93785363,-0.456447707,101.1296911,50.81322034,17.693992075,17.12420085,0.4520349285,6.305670238,233.6,-0.083075,0.3543952765,0.17653622325,0.3543952765,0.29900001975,0.77283141325
1,15.25,1928.71917575,21.675,-0.59425,388.80228545,0.005939166,-1.7782873495,-0.0441,10.083357915,49.7145253,-0.732257522,65.06283401,-0.385185969,101.1220903,51.757936805,17.69470005,17.4733042,0.4045296765,6.178138574,247.6,-0.0809,0.3459655745,0.1743044855,0.3459655745,0.2848612395,0.806381807
1,15.75,1932.83382975,25.575,-0.85575,388.386112525,0.004456212,-1.40536980125,-0.03595,10.0359724145,23.4620793875,-0.6775970025,53.65082318,-0.306009419,101.1072051,53.11916685,17.466366775,17.116711075,0.2589400935,5.655305654,177.3,-0.08505,0.321687657,0.16458172975,0.321687657,0.2525863855,0.740729463
1,16.25,1955.74133075,21.725,-0.5255,388.16673655,0.003487694,-0.93623512875,-0.03065,10.41749655,9.67187735675,-0.82769378225,40.8964593175,-0.25221902525,101.123603425,55.53209371,16.9478786,16.878052675,0.18749736825,5.42641419075,107.9,-0.0649,0.259314086,0.13149813775,0.259314086,0.21011091,0.63127344575
1,16.75,1957.994121,19.2,-0.301,388.7250801,0.0030245675,-0.465813994,-0.0156,11.07551728,-5.216067115,-1.102787022,22.78648777,-0.102249492,101.142014925,57.35408328,16.1105731,16.2760307,0.180554701,4.195901718,57.6,-0.0573,0.225388553,0.10842565,0.225388553,0.173205081,0.556553382
1,17.25,1968.1054125,11.53,-0.439,387.70342305,0.003749345,0.0812,-0.0388,11.693781895,-16.52410215,-2.430596614,11.8941686675,-0.223383352,101.174346,66.1320119675,15.16823675,15.301385775,0.23430749,2.95691478225,25.09,-0.037625,0.1580989385,0.07065,0.1580989385,0.109658384,0.40749862925
1,17.75,1953.1043245,-0.3955,-1.345,389.24559935,0.00606510725,0.276994321,0.008245,11.9595165575,-22.02983958,-3.5363186145,3.0228190155,-0.27049599975,101.1890275,75.25714525,13.65507955,14.4142046,0.2361753735,1.54382364,2.569,-0.031425,0.109881842,0.0363,0.109881842,0.05129850425,0.28753794925
1,18.25,1898.65893625,3.9925,-1.95,391.401021075,0.0072001495,0.40914621925,0.030075,12.156266515,-20.32803758,-2.205357186,2.38972329,-0.4337426735,101.22386055,83.039265485,12.316368775,13.223987275,0.215638587,0.22617302225,0,-0.0262,0.09165945475,0.0332,0.09165945475,0.04165013325,0.25764220925
1,18.75,1896.9719605,7.1575,-0.46125,392.911939525,0.006020029,0.459385767,0.0356,11.5443809025,-21.542869625,-1.32183811425,3.0168428745,-0.62618203525,101.2509062,84.9358675725,11.4797484,12.64199125,0.217359732,0,0,-0.03405,0.10594631475,0.03885,0.10594631475,0.0483177035,0.2491922575
1,19.25,1923.342597,5.57,-1.7825,393.95171795,0.00552247025,0.383056911,0.00389,11.92474813,-16.97553856,-1.1504783715,1.185332071,-0.53487532425,101.256989625,88.5954396075,11.0473853,12.43104415,0.213347209,0,0,-0.0329,0.100744458,0.03835,0.100744458,0.0499155875,0.2541774805
1,19.75,1941.9088035,0.00677,-1.95,396.524253475,0.0052391405,0.7358906745,-0.0205,11.872641575,-17.459026015,-1.115847825,-0.0206784085,-0.53664537825,101.2833668,89.6833831525,10.66936025,11.82621305,0.177206695,0,0,-0.02855,0.11191363275,0.040325,0.11191363275,0.0540832095,0.245976218
1,20.25,1949.3368385,6.3575,-0.8815,396.5321507,0.00497338025,0.5039250495,-0.0426,12.129515245,-18.526879925,-0.7250805135,-0.4148709555,-0.5581966625,101.30151805,90.761931855,10.597237,11.8900186,0.183505644,0,0,-0.03325,0.116828315,0.03975,0.116828315,0.0675926685,0.276508082
1,20.75,1952.559252,4.03,-2.1525,396.7428794,0.00474240025,0.7083954035,-0.07075,12.3833381575,-19.5248855125,-0.8703975395,-0.0425,-0.64486001525,101.3032425,93.10648403,10.51670365,11.4459222,0.1733406395,0,0,-0.02645,0.110627798,0.0436,0.110627798,0.0665140365,0.257374004
1,21.25,1943.475103,17.425,-2.055,396.302073875,0.004256975,0.642952492,-0.0854,12.2095229525,-17.9135683375,-0.7645402805,0.210490406,-0.585076394,101.2940919,95.634324095,9.98456335,11.27158565,0.157559453,0,0,-0.02825,0.101239573,0.0412,0.101239573,0.0651527495,0.2388893245
1,21.75,1954.377882,0.8645,-1.0775,396.060559,0.0047332005,0.220487113,-0.042,11.88549872,-16.295658895,-0.81696782025,-0.565280686,-0.455791173,101.31294025,95.83265416,9.840623275,10.7765031,0.1500636375,0,0,-0.0285,0.1155419975,0.0433,0.1155419975,0.0540827755,0.1988882395
1,22.25,1958.0749795,9.47,-1.615,397.9784818,0.004336887,0.586027421,-0.039575,12.19357036,-14.892367565,-0.76150009675,-1.02400813,-0.6543047715,101.29633175,97.9894535075,9.51213905,10.4558461,0.164890491,0,0,-0.0267,0.1073528365,0.046375,0.1073528365,0.05793357725,0.22391720025
1,22.75,1972.074063,1.85,-2.82,398.103435025,0.00451765,0.468040639,-0.0496,12.20047028,-13.9833844775,-0.5486056725,-2.28641726825,-0.914236393,101.280267875,97.51204301,9.2994693,10.0889487,0.169999746,0,0,-0.0298,0.092086916,0.0365,0.092086916,0.052915026,0.208652776
1,23.25,2001.7817505,0.4675,-1.985,397.0413136,0.00463724325,0.1807345535,-0.0433,12.106374945,-13.793895575,-0.69863460575,-0.857426101,-1.1198067595,101.27335115,95.995492035,9.038380275,9.796010325,0.142063938,0,0,-0.028025,0.1023472285,0.039875,0.1023472285,0.0484108365,0.1998850235
1,23.75,2007.1743475,-4.25,-1.4425,396.95920735,0.004640341,-0.003325,-0.081075,11.83303128,-13.325466815,-0.598005967,0.63351354,-0.876994777,101.2425349,95.35719963,8.8421707,9.5235587,0.128452326,0,0,-0.0288,0.114891253,0.0435,0.114891253,0.056480085,0.234675671
2,0.25,1978.56921825,7.055,-0.217,400.74287915,0.00627642125,0.289422196,-0.060125,11.957307515,-11.8504157425,-0.888877509,-3.926244492,-1.88618144125,101.32990855,95.52827166,9.9021971,10.7387382,0.17415974275,0,0,-0.0183,0.09884331,0.037,0.09884331,0.045387223,0.209885519
2,0.75,1977.261246,5.96,-0.86,400.1010587,0.0052511435,0.17388940675,-0.1429336155,12.070442745,-13.48391222,-0.741609924,-1.609746602,-1.052588486,101.39846575,94.745056485,9.503197725,10.46286935,0.18124553225,0,0,-0.017375,0.09883866325,0.038,0.09883866325,0.04598903275,0.21036183875
2,1.25,1982.767116,8.26,-0.493,401.058996875,0.006509489,0.548455383,-0.07315,12.32859231,-10.12618776,-0.7495038325,-2.132305174,-0.6979319515,101.348840625,97.51348681,9.042795,9.9590175,0.166132477,0,0,-0.02135,0.098665944,0.03495,0.098665944,0.0407841015,0.1998221065
2,1.75,1995.87287525,-0.531,-0.45575,400.5326588,0.00560675725,0.457280031,-0.10954689,12.13783879,-11.0958222975,-0.6208605605,-5.4597123235,-0.9853716025,101.2317766,98.78064455,9.110252575,9.94622325,0.17356113475,0,0,-0.026675,0.088217707,0.0311,0.088217707,0.047956943,0.189661953
2,2.25,2007.06287425,5.8525,-0.854,400.4671212,0.00417185875,0.35181435475,-0.0452,12.5184189475,-11.7867059225,-0.57338362,-3.11796471625,-0.89214884275,101.2968055,97.8865432375,8.99734205,9.807215825,0.154596248,0,0,-0.021425,0.09562799,0.0303,0.09562799,0.049396044,0.1875424655
2,2.75,1990.13650725,7.7375,-1.53,401.2403631,0.00666833925,0.232180877,-0.087525,12.305880585,-9.406140815,-0.689485359,-2.43890286125,-0.791168122,101.294758675,98.9623729425,8.76259075,9.87528775,0.17,0,0,-0.0213,0.08756409125,0.03055,0.08756409125,0.03931132625,0.176689728
2,3.25,1998.981819,4.9,-0.29,401.291927575,0.007076575,0.17593246,-0.0718,11.98573861,-8.751749417,-0.831490282,-2.639727971,-0.75123660625,101.23153245,96.5644968,8.655038,9.7613546,0.144568323,0,0,-0.0196,0.091487704,0.0302,0.091487704,0.038209946,0.179854521
2,3.75,2007.8727265,8.075,-0.61725,400.594324725,0.0081861475,0.1571477785,-0.034175,11.618091955,-7.517905502,-0.553699475,-2.5226707575,-0.7979675775,101.204427275,96.5597885525,8.39699365,9.27560205,0.15483107175,0,0,-0.0171,0.09477284425,0.035075,0.09477284425,0.03741374975,0.15307998175
2,4.25,2005.885701,9.48,-0.79425,400.9163602,0.0084463595,0.2777988805,-0.062225,11.3305627175,-9.348610062,-0.492187102,-2.2875284285,-0.7874024665,101.2387841,93.955936595,8.0695501,9.13296,0.13609515575,0,0,-0.0173,0.087349871,0.0302,0.087349871,0.040743098,0.190046838
2,4.75,2014.656861,6.95,-0.678,400.146205125,0.007673452,-0.35979691,-0.0972,10.8702314275,-8.57836527925,-0.471673574,-2.80778485875,-1.06273054375,101.2509812,91.8970329975,8.089276925,9.01836855,0.146287388,0,0,-0.021975,0.09647507075,0.031025,0.09647507075,0.04236151275,0.187530437
2,5.25,2018.676467,7.845,-0.2735,399.28616295,0.005153988,0.0869033035,-0.140993302,10.67085601,-9.76126857425,-0.47551129925,-3.063301934,-0.7859404305,101.29243545,89.2929470025,7.829563475,8.56755745,0.12951310625,0,0,-0.024,0.088720409,0.03165,0.088720409,0.04321432025,0.12767161675
2,5.75,2010.38746475,6.425,-0.98325,399.64469115,0.00536741875,0.615923224,-0.0446,10.4358723725,-11.0604106,-0.416290625,-1.11623258725,-0.420639033,101.34581865,94.636821995,7.7495411,8.517591225,0.13756807525,0,0,-0.02485,0.09616385675,0.0379,0.09616385675,0.04293270825,0.15191390725
2,6.25,1978.4271205,0.06475,-2.15,399.56117335,0.004195973,-0.11853558425,-0.0734,10.527934995,-6.518984018,-0.5150155835,-0.862244205,-1.212539261,101.36304655,90.6830620475,7.6098953,8.5985544,0.148996644,0,0,-0.0201,0.0861643315,0.0299,0.0861643315,0.0372805325,0.143983824
2,6.75,2004.50705175,7.43,-0.39075,399.7740336,0.00592116225,-0.106734999,-0.11506407325,9.8029610115,-8.2273224825,-0.630774798,-1.3161698065,-0.4625665475,101.3990966,90.7251079025,7.5773156,8.1538903,0.1275540325,0,0,-0.0261,0.088938181,0.0318,0.088938181,0.039496835,0.136638288
2,7.25,1994.81185575,9.71,-0.29425,400.552223275,0.00389437975,0.514873995,-0.1312911185,10.62564905,-5.456780826,0.08005,0.486635663,0.04745,101.3675563,94.01843532,8.301887575,8.616247225,0.13648524225,0,7.485,-0.0214,0.08315051025,0.036925,0.08315051025,0.05540400625,0.1055406845
2,7.75,1930.78788175,11,-1.4925,401.985681725,0.004391446,-0.3184346075,-0.6508613235,11.263957585,1.56438949025,0.4909845575,5.456311005,-0.101931039,101.424498875,95.34218942,9.4485803,10.1339125,0.21374507875,0,34.795,-0.0342,0.106301458,0.051,0.106301458,0.096020831,0.174442924
