DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.1449736865,-6.343,2.61487,0.755641673,0.6140624805,-0.033888889,-36.346460185,-4.5081199065,-0.236937962,-2.10681173,-0.107,-0.13,0.101,62.68070715,78.10902,381.6256935,-58.143,1.143,0,0.23,221.8,270.2,2.8384500245,-0.118237,0.57049020425,0.5617707395,0.230244471,-6.333,0.20810346275,0.2,-0.1,0.8,1.7,3
1,0.75,0.14433710675,-6.345,2.551972372,0.6758510995,0.632033,-0.034583333,-35.77665,-5.65773,-0.301253109,-2.9583050595,-0.1005,-0.133,0.111,60.95342464,78.10725,381.7558327,-60.447,1.1825,0,0.22,218,269.8,2.6725227125,-0.12193425,0.542432484,0.513190023,0.230557151,-6.259,0.2026105165,0.2,-0.1,0.8,1.7,3
1,1.25,0.15969175,-6.287,2.69396,0.414851556,0.415198069,-0.0251533425,-36.60625,-3.495135,-0.2356031785,-2.643609422,-0.0985,-0.113,0.106,61.30972083,78.096175,381.6510652,-58.818,1.19,0,0.252,222,269.6,2.80726559275,-0.1163085,0.594189846,0.539507577,0.2285347705,-6.31,0.20043373325,0.2,-0.1,0.8,1.7,3
1,1.75,0.1403625,-6.243,2.6956475,0.52525376725,0.523166,-0.02538194475,-36.5782,-5.27455,-0.1559192575,-2.711007048,-0.0975,-0.12,0.096,61.1529183,78.0714825,381.3631947,-59.465,1.166,0,0.239,221.5,269.8,2.63973291775,-0.1188855,0.59634973,0.549071034,0.23621939,-6.4208765,0.21288039125,0.2,-0.1,0.8,1.7,3
1,2.25,0.178492207,-6.236,2.61935,0.548467389,0.589542,-0.0288194445,-37.6399643875,-5.670485,-0.1605815365,-2.305611874,-0.098,-0.128,0.105,61.76807396,78.09315,381.377403275,-59.488,1.193,0,0.27,220.2,270.5,2.85774931825,-0.13063775,0.596295229,0.565647417,0.22959399,-6.55375,0.225017456,0.2,-0.1,0.8,1.7,3
1,2.75,0.1689185,-6.602,2.78496,0.4965483085,0.48526,-0.02524305575,-34.3284,-5.26894,-0.1826594775,-3.004817866,-0.108,-0.122,0.111,62.71986696,78.1083,381.22523155,-55.415,1.179,0,0.256,221.7,270,2.689935062,-0.120987,0.630133028,0.590440574,0.247317183,-6.576134,0.2250531815,0.2,-0.1,0.8,1.7,3
1,3.25,0.1647391485,-6.71,2.688585,0.5183978285,0.509017,-0.028121765,-36.03,-3.86912,-0.21877427675,-2.812292127,-0.109,-0.125,0.111,61.67208606,78.1173,381.280928725,-56.794,1.212,0,0.271,221.4,270.6,2.70646921775,-0.104141,0.64116151825,0.5805210575,0.232346779,-6.5275,0.205096907,0.2,-0.1,0.8,1.7,3
1,3.75,0.1528215,-6.69725,2.63999,0.610088778,0.59450575,-0.026074961,-36.0288,-5.77576,-0.23084110275,-2.5959260615,-0.105,-0.12125,0.11175,64.159334515,78.116775,381.30993145,-56.73225,1.2305,0,0.228,219.2,272.9,2.7362540565,-0.103258,0.5894287545,0.571178846,0.22516308675,-6.805,0.20671729225,0.2,-0.1,0.8,1.7,3
1,4.25,0.1605105,-6.673,2.63662,0.60377861125,0.627589,-0.02375,-35.6339,-3.92087,-0.187008853,-2.66487064475,-0.094,-0.109,0.11875,61.53983341,78.128175,381.3515371,-54.1825,1.238,0,0.214,223.2,273.975,2.965680069,-0.111414272,0.60672555025,0.5652608095,0.21476961925,-6.921,0.2136501975,0.2,-0.1,0.8,1.7,3
1,4.75,0.159509,-6.81175,2.629537364,0.601565444,0.5648539885,-0.023194444,-35.6055489425,-4.483885,-0.236414463,-2.59925077325,-0.09925,-0.1105,0.11725,58.7472157925,78.119825,381.6638678,-53.978,1.2285,0,0.225,224.8,273.075,2.816934774,-0.11976,0.58432564325,0.56835102475,0.22517163475,-6.92,0.21508670625,0.2,-0.1,0.8,1.7,3
