DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,FCH4_1_1_1
1,0.25,407.009411,402.166667,5.8438635,1.1280695,0.035011,0.020495,-5.61,-6.008,-26.727069,3.691919,-1.832067,2.62351,0.3712935,-0.151679,0.7969185,0.6753045,0.4989295,101.4474812,72.525157,5.293,2.178379289,12.6309215,8.83,8.585,-51.25201,0,0.908273,-1.9525,1.203,285.8,337,-0.227414,394.6,395.1,395.95,399.816667,4.223
1,0.75,406.563747,401.783333,5.863881,1.028361,0.0734835,0.025613,-5.68,-6.04,-27.741527,2.895699,-1.084706,2.649413,0.377861,-0.171164,0.796003,0.692464,0.50638,101.4541865,72.695,5.354,2.2270440955,12.4393675,8.82,8.58,-51.22638,0,1.102438,-1.564,1.2115,290.15,336.5,-0.24542,394.666667,396.116667,396.166667,399.783333,28.5
1,1.25,406.540676,401.516667,5.823276,0.817912,0.074114,0.0130475,-5.646,-6.212,-25.7129455,3.5037225,-1.756955,2.721316,0.3826625,-0.1768095,0.80405,0.700091,0.513982,101.4591196,73.6165,5.177,2.175209,12.530872,8.81,8.58,-50.41456,0,0.54892,-1.4595,1.2865,285.15,336.5,-0.2174,394.65,395.966667,396.383333,399.816667,79.3
1,1.75,406.494849,402.0916665,5.8345,1.0316635,0.0761405,0.012832,-5.782,-6.36,-27.036892,2.701113,-0.8879285,2.780141,0.420037,-0.209287,0.863677,0.726293,0.526794,101.465081,74.405,4.959,2.122969351,12.404291,8.82,8.5599995,-45.68061,0,0.853763,-1.132,1.203,280.4,334.85,-0.2350575,394.183333,395.3,395.983333,400.133333,10.823
1,2.25,406.6599325,402.2,5.819015,0.893555,0.069442,0.004801,-5.9,-6.425,-29.40422,3.673285,-1.2122755,2.76088,0.4168195,-0.210907,0.8459305,0.730976,0.541263,101.47457805,74.92,4.884,2.108152357,12.48444,8.82,8.5499995,-49.91907,0,1.323651,-1.294,1.217,276.5,334.5,-0.230465,393.733333,395.45,396.316667,399.5,14.605
1,2.75,406.4321155,402.25,5.832565,0.848295,-0.0015,0.024134,-6.126,-6.482,-28.206223,3.446075,-1.371126,2.738806,0.396682,-0.185886,0.841342,0.6873795,0.528085,101.449965,76.603,4.7,2.0372491705,12.5757945,8.82,8.545,-49.84063,0,0.784688,-1.881,1.282,276.8,334.2,-0.224219,394.233333,395.3,396.383333,399.083333,14.014
1,3.25,406.894087,402.3,5.7954285,0.8482945,0.01863,0.01448,-6.026,-6.719,-26.467928,2.876709,-1.703414,2.745203,0.395655,-0.17606,0.835565,0.684882,0.51053,101.427163,77.796211,4.553,2.006149102,12.359283,8.81,8.535,-49.38039,0,0.81754,-1.57,1.29,276.7,334.4,-0.238139,394,394.65,395.666667,397.766667,1.79
1,3.75,407.048624,402.45,5.757408,0.793291,0.095542,0.0533245,-6.092,-6.933,-26.806849,1.760971,-1.979714,2.762755,0.3648155,-0.1586085,0.8036815,0.7102745,0.5105965,101.413197,76.13,4.375,1.966652413,12.484125,8.8,8.54,-49.12691,0,0.806805,-1.068,1.28,281.59,334.2,-0.248993,394.283333,394.816667,395.6,400.1,2.702
1,4.25,406.792817,402.0583335,5.823628,0.983755,0.0633,0.015998,-6.227,-6.96,-27.3350665,2.6072975,-2.004235,2.775243,0.38847,-0.179678,0.835588,0.707458,0.517574,101.3928,77.73,4.272,1.972199591,12.095689,8.79,8.525,-52.04324,0,0.95545,-1.005,1.264,281.9,333.7,-0.2587215,393.333333,394.416667,395.5,398.25,4.2295
1,4.75,407.14497,402.275,5.8604,0.879845,0.086212,0.000485,-6.433,-7.18,-26.828034,1.9670645,-2.305882,2.720121,0.39087,-0.165099,0.814507,0.717992,0.512535,101.377902,76.11,4.1435,1.918930497,12.468251,8.77,8.505,-52.54053,0,0.7940195,-1.3025,1.269,281.8,332.53,-0.2978845,392.916667,393.683333,395.283333,399,10.34
1,5.25,407.124553,402.8166665,5.8112375,0.692565,0.067431,0.043416,-6.633,-7.2,-23.024559,2.263796,-1.582086,2.711048,0.366703,-0.159117,0.819319,0.706628,0.497948,101.386,76.06,4.149943,1.932739776,12.3030295,8.75,8.505,-51.69237,0,0.859707,-0.882,1.2695,283.3,332,-0.3324885,392.683333,394.4,395.483333,398.45,-15.862
1,5.75,407.526506,403.575,5.7766035,0.856803,0.056569,0.038776,-6.773,-7.224,-25.114494,1.918418,-1.663478,2.738518,0.370555,-0.1458655,0.8169715,0.733312,0.4978445,101.38708775,76.35145,3.9258275,1.888335748,12.02518,8.75,8.485,-52.14611,0,1.009644,-0.8935,1.2665,278,330.7,-0.26013,392.95,393.933333,395,397.916667,10.996
1,6.25,407.939527,403.008333,5.805495,0.88016,0.089109,0.015352,-6.735,-7.384,-22.792562,1.9673755,-1.756147,2.715927,0.36347,-0.141016,0.789421,0.6980905,0.493185,101.41072555,76.24,3.766,1.770347822,11.959308,8.72,8.45,-51.73968,0,0.672279,-2.148,1.32,275.92,329.8,-0.2994625,392.833333,394.283333,395.966667,398.3,11.4875
1,6.75,408.148162,402.933333,5.859862,0.950556,0.0301245,0.0361715,-6.784,-7.378,-24.5019315,2.655611,-1.711597,2.743033,0.381777,-0.156619,0.8142015,0.7159615,0.490389,101.43337,77.155649,3.665,1.6845351655,11.9025435,8.7,8.4,-50.30885,0.1895,1.008533,-0.896,1.295,280.37,329.4,-0.2727955,393.8,395.3,396.083333,399.6,23.77
