DOY2,HR2,CO2,H2O,FC,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
3,13.75,363.0025,3.5025,-14.67075,83.858,73.2275,1.51775,0.45025,0.87175,0.97375,0.5455,99.3605,28.7005,10.14,5.655,10.67425,0.37575,8.18,8.7235,676.075,434.9,47.263,253.22,372.0075
3,14.25,363.03,3.39625,-14.495,51.3195,78.778,1.5535,0.4525,0.834,0.938,0.536,99.31275,27.872,10.43,5.7425,10.805,0.337,8.21575,8.73775,608.375,353.4175,37.13175,252.7675,369.82
3,14.75,363.135,3.3335,-11.8635,51.0825,76.987,1.5965,0.45875,0.814,0.95175,0.542,99.281,27.0965,10.468,6.1325,10.98175,0.3035,8.253,8.7635,591.5,335.3275,37.1125,251.2225,370.32
3,15.25,362.435,3.57975,-11.216,29.02875,73.35825,1.48875,0.42925,0.7925,0.92225,0.50925,99.268,27.6665,10.33,6.295,11.23225,0.2485,8.265,8.7785,483.225,257.4525,27.52175,249.445,370.9775
3,15.75,362.03,3.5145,-9.694,10.804,68.6475,1.452,0.43775,0.7655,0.8525,0.501,99.26,27.958,10.505,5.965,11.298,0.2135,8.3,8.7935,371.375,207.5425,22.819,253.8775,370.55
3,16.25,361.39,3.76125,-7.73575,-3.748,65.9385,1.353,0.39025,0.7135,0.863,0.4515,99.259,28.22175,10.33,5.8875,10.91225,0.185,8.35,8.8135,269.775,176.9475,19.89375,249.8275,368.51
3,16.75,362.6525,3.456,-7.0565,-26.11275,55.948,1.254,0.354,0.6545,0.733,0.392,99.263,28.933,10.3925,5.4125,10.893,0.1635,8.35,8.8335,183.5,113.55,14.089,248.82,364.365
3,17.25,363.92,3.6095,-3.884,-42.973,39.94225,1.152,0.323,0.56825,0.62775,0.356,99.266,30.2375,10.0375,4.69,10.7965,0.1675,8.39,8.8485,117.615,75.07,9.42425,245.5975,360.1825
3,17.75,364.1,3.523,-0.911,-56.67,22.506,1.0245,0.2485,0.43525,0.5055,0.2765,99.261,31.8215,9.4725,3.865,10.66225,0.21475,8.41,8.8615,45.443,31.68525,5.49475,240.5375,355.9125
3,18.25,364.38,3.6395,0.1585,-58.0215,5,0.84775,0.1505,0.30125,0.34475,0.1745,99.328,35.045,8.40675,3.19,9.9075,0.26325,8.39,8.8705,0,2.657,2.50375,237.945,346.7875
3,18.75,362.84,3.6935,0.142,-50.599,1.6165,0.785,0.101,0.239,0.2945,0.1235,99.36,39.569,7.48175,2.34,9.31,0.2595,8.415,8.8685,0,-3.17875,1.49575,240.325,342.0475
3,19.25,363.34,3.6965,0.00525,-47.707,0.696,0.64425,0.09975,0.23825,0.27525,0.12025,99.362,41.815,6.56725,1.73,8.924,0.254,8.43,8.883,0,-3.42125,1.3605,239.785,337.6575
3,19.75,364.465,3.7965,-0.08175,-49.62,0.7295,0.72,0.10575,0.243,0.2735,0.1205,99.377,43.271,6.272,1.48,8.414,0.2565,8.453,8.8865,0,-3.271,1.502,237.58,335.145
3,20.25,362.9,4,-0.067,-52.816,0.86625,0.747,0.1125,0.2435,0.2915,0.1365,99.408,45.81,5.86,1.25,7.6785,0.2405,8.44,8.883,0,-3.122,1.747,237.46,333.2425
3,20.75,365.67,4.0675,-0.016,-51.217,-0.02675,0.767,0.126,0.2655,0.308,0.1435,99.45,47.007,5.26,0.97,7.2335,0.2575,8.41,8.876,0,-3.021,1.557,236.36,330.7825
3,21.25,364.97,4.073,-0.106,-50.2005,0.999,0.74375,0.13975,0.2795,0.31,0.162,99.471,48.136,4.685,0.91,6.6785,0.231,8.388,8.876,0,-2.918,1.421,237.42,330.2575
3,21.75,366.305,4.0695,0.01225,-56.027,1.056,0.756,0.132,0.301,0.3125,0.146,99.478,48.659,4.797,0.8,6.586,0.23,8.383,8.871,0,-2.857,1.461,238.08,330.775
3,22.25,365.91,4.0705,-0.0045,-52.809,0.8555,0.70875,0.128,0.281,0.30025,0.166,99.469,50.42,4.433,0.65,6.345,0.22575,8.36,8.8615,0,-2.988,1.467,236.35,330.38
3,22.75,365.12,3.996,-0.131,-54.05,0.21,0.7545,0.11225,0.286,0.289,0.155,99.455,50.944,4.237,0.51,6.008,0.233,8.37,8.852,0,-2.93,1.541,234.02,327.84
3,23.25,365.3,3.9025,-0.047,-50.6615,0.517,0.767,0.118,0.31,0.318,0.169,99.458,54.262,4.257,0.62,6.0765,0.229,8.37,8.842,0,-2.859,1.696,234.53,327.465
3,23.75,367.34,3.97175,0.048,-50.261,0.386,0.785,0.129,0.3,0.339,0.167,99.434,54.13,4.236,0.47,5.753,0.21,8.37125,8.827,0,-2.839,1.611,234.6,326.5
4,0.25,369.8,7.124,0.24225,-51.495,0.5985,0.82075,0.128,0.2925,0.363,0.1615,99.21,60.8,8.062,0.7,10.0145,0.2335,11.60875,11.683,0,-2.7085,1.15325,261.7475,348.3975
4,0.75,370.0925,7.1185,0.1475,-45.927,0.6045,0.7925,0.13175,0.2845,0.35275,0.161,99.209,59.983,7.7615,0.74,9.384,0.2115,11.6125,11.6705,0,-2.60975,1.19275,259.5975,347.665
4,1.25,370.715,7.088,0.366,-50.27175,0.557,0.78775,0.13025,0.2935,0.32675,0.16625,99.191,59.137,7.49125,0.69,9.34125,0.205,11.59125,11.6385,0,-2.6025,1.09175,259.76,345.51
4,1.75,370.23,7.1785,0.363,-50.07425,0.666,0.7885,0.1285,0.293,0.3365,0.15225,99.171,60.243,7.46875,0.44,9.212,0.21225,11.5575,11.62825,0,-2.452,1.2915,256.2275,344.95
4,2.25,371.08,7.14075,-0.046,-45.432,0.25075,0.7965,0.12925,0.295,0.3115,0.17025,99.165,62.812,7.21375,0.35,9.11225,0.20875,11.5185,11.6115,0,-2.54675,1.2525,256.61,344.4125
4,2.75,371.4925,7.22175,0.159,-43.9195,0.43,0.811,0.119,0.26075,0.2945,0.14975,99.1995,62.976,7.0305,0.32,8.599,0.2165,11.5075,11.66,0,-2.48325,1.35125,254.8175,343.3925
4,3.25,372.3025,7.21475,-0.08525,-41.82775,0.18675,0.724,0.123,0.261,0.289,0.1525,99.1635,65.6795,6.7265,0.265,8.0315,0.2245,11.44625,11.64275,0,-2.47375,1.36625,252.635,342.41
4,3.75,373.215,6.9915,-0.046,-41.424,0.0525,0.712,0.09,0.2475,0.274,0.12275,99.1555,67.306,6.44425,0.2275,7.694,0.209,11.4225,11.62025,0,-2.44625,1.46725,251.885,341.5825
4,4.25,374.14,6.82,-0.089,-39.09,-0.203,0.67325,0.07975,0.24,0.274,0.126,99.15025,69.20575,6.31225,0.1175,7.635,0.202,11.4175,11.5985,0,-2.38525,1.55525,252.92,341.185
4,4.75,374.09,6.6085,-0.0215,-38.338,-0.4045,0.74925,0.082,0.236,0.26225,0.116,99.23725,71.89425,6.1695,0.0875,7.692,0.1905,11.41,11.5885,0,-2.37,1.37225,258.175,341.015
4,5.25,375.04,6.522,-0.01975,-33.63,-0.188,0.681,0.0775,0.23275,0.271,0.11175,99.25275,74.01225,5.86675,0.0575,7.657,0.2,11.405,11.59425,0,-2.08375,1.23625,256.78,340.3475
4,5.75,375.12,6.777,-0.224,-37.011,-1.13725,0.71125,0.085,0.248,0.2865,0.1205,99.253,75.79225,5.50525,0.0275,7.12125,0.19,11.4,11.6,1.611,0.5385,1.74325,262.9075,339.665
4,6.25,376.6775,6.9765,-0.7655,-29.765,0.34125,0.668,0.087,0.248,0.283,0.123,99.257,76.80075,5.7815,0.0525,7.226,0.159,11.34975,11.58075,29,18.45625,3.7715,254.895,341.8525
4,6.75,375.48,7.32175,-2.72,-15.2205,6.656,0.71825,0.13125,0.2745,0.3115,0.1725,99.28725,73.89275,6.4755,0.035,8.063,0.1765,11.31875,11.5545,98.5,50.372,6.69925,247.29,344.57
4,7.25,374.06,7.3075,-5.6725,-4.49,22.75975,0.8415,0.198,0.35075,0.39875,0.243,99.31,68.01275,7.642,0.48,9.51025,0.194,11.3075,11.5,203.8,103.0975,12.03875,249.0075,350.595
4,7.75,373.035,7.2315,-10.117,9.868,41.24875,0.94925,0.266,0.43275,0.53075,0.32925,99.322,58.019,9.22,1.52,11.05125,0.224,11.2565,11.5,306.27,162.78,19.02825,251.44,357.705
4,8.25,370.45,6.941,-12.2935,31.18375,59.45125,1.121,0.335,0.5565,0.6385,0.384,99.33175,51.978,10.28,2.39,11.395,0.276,11.2565,11.487,388.5,189.1225,20.9205,257.3625,363.1
4,8.75,368.365,6.787,-15.1895,51.9335,71.215,1.171,0.365,0.6415,0.6995,0.4345,99.3505,47.027,11.37975,3.38,12.133,0.31725,11.239,11.474,534.325,268.2175,30.6475,263.2625,369.1125
4,9.25,367.16,6.69175,-16.88475,66.1125,92.63075,1.2805,0.3865,0.693,0.768,0.4635,99.367,42.224,12.15375,4.51,13.009,0.364,11.235,11.467,605.265,290.62,31.163,268.1125,374.5675
4,9.75,365.79,6.6085,-18.6955,73.1475,104.6675,1.304,0.4095,0.738,0.85625,0.501,99.3775,39.512,12.6885,5.54,13.495,0.40075,11.2665,11.453,728.75,366.57,36.659,271.47,380.41
4,10.25,364.85,6.692,-18.764,102.2175,112.06,1.366,0.404,0.742,0.849,0.5015,99.378,37.02275,13.18125,6.0125,14.028,0.4365,11.2925,11.443,820.75,368.3425,41.778,277.74,382.44
4,10.75,364.72,5.859,-21.62225,110.25,140.4775,1.3315,0.3885,0.76625,0.8495,0.5215,99.38225,35.4535,14.0505,6.5725,14.622,0.39925,11.2975,11.423,845.75,413.4,44.945,281.27,387.41
4,11.25,363.675,5.92875,-20.6815,111.97,134.7775,1.367,0.417,0.779,0.91,0.52125,99.34275,33.976,14.6475,7.05,15.30175,0.445,11.3375,11.423,841.75,406.0975,44.882,282.67,388.52
4,11.75,362.75,6.285,-20.1995,101.9825,139.96,1.395,0.419,0.8405,0.9525,0.533,99.29275,32.36475,15.1955,7.6125,15.534,0.45075,11.346,11.423,751.75,388.4,43.417,286.21,392.74
4,12.25,362.495,6.401,-20.3265,106.6825,161.99,1.414,0.429,0.79025,0.97875,0.54575,99.269,31.49525,15.567,8.13,16.3125,0.42025,11.3715,11.433,929,460.855,48.571,291.36,397.21
4,12.75,362.095,6.466,-20.2775,110.425,157.64,1.446,0.43,0.8425,0.9635,0.542,99.249,30.817,15.976,8.54,16.81575,0.45825,11.4475,11.443,961.6975,505.34,51.421,293.1,399.55
4,13.25,361.505,6.42375,-18.9925,84.1055,142.895,1.5175,0.4355,0.8535,0.9755,0.5445,99.23825,29.8585,16.53825,8.9925,17.1425,0.43225,11.5,11.463,921,450.85,45.973,292.25,401.62
4,13.75,361.325,6.5655,-17.73575,65.0155,144.4,1.577,0.42275,0.8065,0.9845,0.541,99.1825,28.7525,17.0395,9.1825,17.381,0.4125,11.5315,11.483,851.5,401.8825,43.15,293.17,400.19
4,14.25,360.69,6.456,-17.2965,66.08625,137.955,1.4175,0.45725,0.79825,0.98775,0.523,99.138,28.0595,16.97725,9.4625,17.5995,0.35625,11.59,11.5,828.5,320.805,35.666,294.31,399.76
4,14.75,360.895,6.403,-16.191,54.5105,141.94,1.3795,0.4045,0.802,0.9225,0.5185,99.099,28.106,17.00525,9.3125,17.57125,0.35,11.6,11.524,848.75,323.36,36.85675,295.925,399.705
4,15.25,360.67,6.454,-14.293,50.09,129.48,1.402,0.428,0.84075,0.9505,0.5265,99.09325,28.3725,16.9075,9.495,17.891,0.319,11.645,11.56,708,280.5025,30.516,294.225,398.1575
4,15.75,360.41,6.523,-11.55225,16.852,127.68,1.415,0.42075,0.802,0.9155,0.5035,99.0935,28.44025,17.07175,9.4875,17.9065,0.2595,11.7,11.592,628.1,244.7175,27.8895,293.0775,396.015
4,16.25,359.705,6.3505,-10.4455,5.921,105.955,1.283,0.384,0.6915,0.8395,0.46175,99.1005,29.10825,16.32925,9.3225,17.491,0.21,11.7,11.6,500.5,216.785,25.072,290.175,391.48
4,16.75,359.63,6.43325,-7.12625,-16.98475,77.56525,1.1795,0.3455,0.6125,0.745,0.399,99.1075,29.552,16.498,8.875,17.4365,0.17125,11.7275,11.6,332.825,162.045,19.7075,286.1075,387.8375
4,17.25,360.405,6.67475,-5.2585,-31.895,58.201,1.078,0.304,0.5345,0.577,0.34,99.12125,30.26675,16.55125,8.36,16.65025,0.18325,11.7825,11.6,229,115.945,14.6235,282.32,383.15
4,17.75,360.71,6.706,-2.919,-45.0815,36.5505,0.91575,0.24425,0.4355,0.4975,0.273,99.124,31.7105,15.795,7.5325,16.4665,0.21625,11.7415,11.6,142,56.42525,7.9745,279.1175,381.0475
4,18.25,361.585,6.69225,-0.7955,-54.92325,13.368,0.78,0.14825,0.283,0.347,0.184,99.1205,35.87275,14.4475,5.99,16.01175,0.28925,11.744,11.612,52.95,25.37875,4.48975,276.12,376.4675
4,18.75,363.6825,6.747,0.5035,-52.50775,3.06025,0.70275,0.10125,0.22675,0.25425,0.132,99.12075,41.26175,13.36,4.7075,15.4645,0.335,11.725,11.624,0,0.70025,2.2325,273.7575,370.19
4,19.25,364.215,6.9515,0.2415,-46.844,1.623,0.698,0.092,0.21675,0.267,0.109,99.14075,46.00275,12.24475,3.5325,14.5495,0.308,11.725,11.6465,0,-3.59575,1.52725,275.4825,365.605
4,19.75,365.295,7.03875,0.1455,-50.65275,1.3185,0.6805,0.08275,0.2265,0.239,0.10075,99.17425,47.79375,11.1885,2.9725,13.937,0.279,11.73,11.681,0,-3.2765,1.652,270.17,362.4525
4,20.25,365.41,7.182,0.32075,-54.2355,2.0995,0.732,0.104,0.2375,0.2835,0.12525,99.1845,49.29175,10.51075,2.275,13.309,0.271,11.743,11.7,0,-2.98375,1.5715,269.055,360.2275
4,20.75,366.875,7.02125,0.2495,-53.76275,1.4025,0.786,0.124,0.259,0.307,0.145,99.223,50.31675,10.18975,1.9225,12.76,0.26,11.762,11.696,0,-2.9345,1.66275,267.0175,357.445
4,21.25,367.32,7.29575,0.303,-55.097,1.396,0.744,0.126,0.26125,0.3055,0.1565,99.215,51.5495,9.575,1.545,12.314,0.257,11.73,11.7,0,-2.952,1.519,266.09,355.85
4,21.75,368.06,7.176,0.341,-53.577,0.906,0.7665,0.1155,0.269,0.296,0.147,99.223,53.62875,9.398,1.4025,12.033,0.2315,11.733,11.708,0,-2.779,1.533,265.43,354.97
4,22.25,368.0775,7.178,0.19575,-57.064,1.72625,0.806,0.10725,0.27125,0.31,0.143,99.192,54.183,9.07,1.32,11.4365,0.228,11.74125,11.709,0,-2.668,1.436,264.51,353.97
4,22.75,368.38,7.1165,0.30975,-52.03,1.79,0.8375,0.12975,0.2575,0.3065,0.151,99.208,53.328,8.74,1.19,11.208,0.235,11.71,11.701,0,-2.66,1.418,262.8,353.2
4,23.25,368.22,7.187,0.426,-51.989,1.1325,0.798,0.136,0.30025,0.31125,0.1635,99.205,55.009,8.5375,1.21,10.837,0.22825,11.71825,11.6985,0,-2.749,1.437,259.54,350.77
4,23.75,368.97,7.083,0.201,-48.91025,0.741,0.8125,0.1285,0.28625,0.328,0.16825,99.20775,57.454,8.5375,0.89,10.551,0.224,11.70375,11.693,0,-2.85325,1.299,259.6475,350.1025
5,0.25,367.4125,10.8665,0.47,-32.433,-0.06625,0.624,0.0905,0.212,0.271,0.11,99.296,77.9775,12.20175,0.2125,13.81575,0.211,14.6955,14.246,0,-2.23275,1.69425,296.9725,366.86
5,0.75,367.2525,10.649,0.032,-30.953,-0.2615,0.63325,0.07175,0.226,0.236,0.098,99.279,79.70125,11.9925,0.22,13.75675,0.201,14.67625,14.243,0,-2.20225,1.631,292.4925,365.7925
5,1.25,367.295,10.753,0.386,-35.49325,-0.287,0.635,0.08075,0.2485,0.28025,0.117,99.261,80.328,11.49775,0.17,13.599,0.1965,14.61875,14.24525,0,-2.28,1.6385,291.24,364.6075
5,1.75,367.915,10.65,0.33175,-31.9725,0.05575,0.599,0.0695,0.227,0.2725,0.09725,99.263,79.805,11.3135,0.135,13.20675,0.191,14.6,14.24525,0,-2.227,1.51325,294.8225,363.6525
5,2.25,370.145,10.679,0.4465,-27.8735,-0.71,0.57825,0.07425,0.21725,0.274,0.096,99.257,81.60225,10.9125,0.1125,13.17275,0.19225,14.585,14.24525,0,-2.1945,1.532,291.745,363.2325
5,2.75,370.27,10.542,0.24725,-29.9435,-0.23475,0.586,0.0775,0.23,0.262,0.11,99.259,83.04,10.744,0.085,12.8785,0.196,14.575,14.24525,0,-2.127,1.42175,294.675,362.4875
5,3.25,372.56,10.0885,0.107,-28.6095,-0.3815,0.61625,0.07575,0.222,0.26125,0.102,99.263,84.60875,10.8585,0.08,12.595,0.201,14.5395,14.2505,0,-2.10125,1.47325,295.2275,361.5
5,3.75,372.76,9.926,-0.0365,-30.7105,-1.168,0.6175,0.0695,0.2235,0.252,0.1065,99.2695,85.32925,10.803,0.0425,12.449,0.197,14.5275,14.2505,0,-2.02725,1.4865,296.8975,362.05
5,4.25,372.855,10.097,0.22725,-28.595,-0.3485,0.5895,0.069,0.218,0.259,0.095,99.272,86.43875,10.4025,0.025,12.411,0.201,14.5175,14.25275,0,-2.113,1.39175,296.4675,360.815
5,4.75,374.295,10.00925,0.124,-27.06525,-0.71175,0.647,0.082,0.223,0.256,0.1085,99.30675,87.25525,10.3675,0.0025,12.089,0.1955,14.5,14.2505,0,-1.70725,1.4435,292.23,358.33
5,5.25,373.0625,9.9,-0.23,-27.8335,-1.092,0.64,0.071,0.225,0.252,0.102,99.332,87.1165,10.353,0,11.938,0.187,14.477,14.245,3.24325,1.7815,2.24075,298.295,358.8225
5,5.75,374.76,10.13275,-0.384,-24.877,-0.032,0.622,0.078,0.2205,0.24875,0.1115,99.36125,86.83,10.52875,0,12.0695,0.167,14.4675,14.2375,36,23.68225,4.82025,300.495,360.735
5,6.25,372.99,10.2815,-1.972,-15.066,6.22,0.70875,0.118,0.25675,0.29125,0.1515,99.38775,85.0315,10.93975,0,12.48,0.16225,14.44,14.2045,92.3,66.868,9.42125,291.895,366.24
5,6.75,369.815,10.50375,-5.496,-3.53675,24.91,0.71325,0.17275,0.311,0.363,0.202,99.412,82.11675,11.9875,0.025,13.24625,0.16825,14.41975,14.191,166.55,103.74,14.43525,292.265,371.2525
5,7.25,366.615,10.82225,-8.801,5.7375,41.737,0.80475,0.2305,0.384,0.4525,0.266,99.43,77.978,13.1175,0.4175,14.426,0.2075,14.405,14.16925,255.825,165.3025,20.60675,288.8625,378.1675
5,7.75,364.7125,11.15825,-11.77,22.4355,58.1,0.891,0.275,0.457,0.518,0.332,99.475,71.156,14.48825,1.285,15.484,0.266,14.37,14.14675,342.225,226.63,29.8995,293.335,387.7175
5,8.25,362.29,11.243,-15.77875,37.695,81.338,0.981,0.313,0.53175,0.60375,0.36775,99.496,65.62375,15.31475,2.245,15.939,0.3,14.3275,14.12425,478.125,368.79,44.9895,297.2625,395.67
5,8.75,358.775,11.1935,-17.60625,51.0865,102.525,1.053,0.347,0.5665,0.681,0.4175,99.5,61.12325,15.962,3.5275,16.45125,0.323,14.31975,14.08425,586.4,445.095,50.61275,303.9625,397.9675
5,9.25,357.27,11.1215,-20.05125,65.382,115.095,1.063,0.34125,0.6335,0.701,0.4315,99.496,56.2375,16.397,4.245,17.237,0.354,14.3,14.06925,653.15,458.0475,52.32325,306.605,402.7025
5,9.75,354.52,10.9435,-21.352,98.741,144.775,1.15,0.35425,0.68875,0.76125,0.46225,99.4955,53.22825,16.9565,5.015,17.81225,0.389,14.32,14.05425,928.25,603.105,65.719,310.615,408.06
5,10.25,353.935,10.7425,-22.88975,123.35,168.82,1.1905,0.36275,0.68425,0.81225,0.4695,99.48275,49.42425,17.53375,5.9975,18.534,0.449,14.36,14.05425,986.115,683.38,75.1725,314.16,413.55
5,10.75,352.4925,10.5815,-23.616,129.245,188.355,1.162,0.373,0.69075,0.847,0.4855,99.477,47.46475,18.25325,6.76,19.05,0.4775,14.37,14.06925,1088.75,673.505,73.787,318.67,416.4125
5,11.25,351.895,10.3905,-23.86025,128.3,188.15,1.2145,0.359,0.71075,0.85675,0.4785,99.439,45.10925,19.148,7.6225,19.41,0.4535,14.38,14.08425,1082.5,658.9725,74.2045,322.13,418.535
5,11.75,351.45,10.24,-25.27075,139.41,200.245,1.293,0.38325,0.741,0.875,0.487,99.40925,43.64975,19.5165,8.535,20.12675,0.49,14.3895,14.09925,1133,661.8725,72.903,326.11,423.5
5,12.25,350.7,10.2415,-23.913,127.27,199.75,1.279,0.39775,0.7405,0.8845,0.4995,99.388,41.88375,19.78725,8.705,20.36475,0.4705,14.3975,14.10725,1216.45,659.69,72.005,328.2025,421.965
5,12.75,350.3925,10.2215,-23.453,121.485,199.575,1.279,0.385,0.7715,0.887,0.502,99.37775,40.8315,20.26475,9.2475,20.595,0.476,14.4365,14.1,1122.25,612.44,68.01825,330.615,425.2125
5,13.25,349.29,10.0995,-21.95625,84.41,180.325,1.278,0.3865,0.737,0.888,0.484,99.342,40.86975,20.3775,9.21,21.038,0.419,14.4975,14.1,985,567.615,65.958,332.05,426.46
5,13.75,348.72,10.01325,-19.5745,84.14075,172.16,1.257,0.373,0.729,0.8745,0.4835,99.31275,39.328,20.47,9.7325,21.34625,0.417,14.5715,14.109,958,516.085,58.88375,335.555,423.8725
5,14.25,349.13,10.022,-20.1855,66.346,170.045,1.321,0.377,0.735,0.864,0.473,99.288,38.76375,20.467,9.1675,21.155,0.372,14.5715,14.134,877,535.62,59.41475,337.5725,423.145
5,14.75,349.0875,10.197,-18.154,55.292,167.8075,1.2575,0.3505,0.707,0.851,0.4785,99.30025,39.07525,20.028,9.555,20.9875,0.371,14.605,14.177,856,476.52,53.431,336.995,423.45
5,15.25,349.04,9.9455,-15.6845,29.62175,145.5775,1.23125,0.37,0.704,0.8215,0.45975,99.267,38.106,20.01175,9.305,20.98125,0.314,14.663,14.177,740,388.04,45.8615,333.72,422.34
5,15.75,347.545,10.045,-14.23025,20.527,122.1325,1.15975,0.335,0.676,0.748,0.417,99.2655,37.9385,19.96,8.265,20.998,0.244,14.7,14.177,667,336.9525,39.49275,328.685,420.97
5,16.25,346.44,10.1,-12.9205,7.6325,109,1.05575,0.32325,0.58025,0.70975,0.39225,99.277,37.427,19.8655,8.44,20.97975,0.239,14.7,14.187,533,256.5275,28.39925,327.3425,417.2025
5,16.75,347.4425,9.95075,-10.19275,-3.5,96.721,1.05075,0.30325,0.555,0.633,0.363,99.2665,40.2815,19.896,7.69,21.13,0.19,14.7165,14.2,388.1,189.5,23.048,321.1125,415.335
5,17.25,347.24,10.12675,-7.5595,-12.386,64.31925,0.92025,0.241,0.458,0.527,0.308,99.258,42.377,19.223,6.76,20.7105,0.169,14.749,14.208,309.6,152.735,19.323,318.3025,412.8075
5,17.75,347.775,10.542,-4.7785,-22.142,41.1115,0.735,0.1805,0.34425,0.38175,0.2195,99.25525,45.0805,18.933,5.995,20.472,0.17775,14.7825,14.3,186.97,100.69,12.1975,314.1175,410.005
5,18.25,349.825,11.113,-1.668,-21.8575,14.6325,0.59375,0.10925,0.2355,0.278,0.1425,99.251,50.036,18.8175,4.61,20.043,0.2195,14.795,14.3,105.3,58.169,8.347,307.63,404.05
5,18.75,352.82,11.9895,-0.543,-22.8205,0.7715,0.493,0.068,0.182,0.212,0.083,99.25,59.114,17.8785,3.24,18.818,0.27275,14.8,14.3,33.6535,16.04275,3.494,307.1075,396.11
5,19.25,355.375,12.0465,-1.09675,-28.70075,-0.3665,0.465,0.06,0.166,0.186,0.077,99.249,64.13325,16.3105,2.2575,17.71325,0.301,14.805,14.3,0,-0.633,1.2505,302.57,387.5875
5,19.75,356.64,11.794,-0.034,-25.474,-0.4745,0.4675,0.0515,0.1585,0.19225,0.065,99.257,67.458,15.3385,1.535,16.96,0.275,14.815,14.3,0,-3.367,1.1935,301.6975,383.7675
5,20.25,357.68,11.775,-0.1045,-22.43,-0.20875,0.4535,0.044,0.1425,0.2015,0.05,99.278,69.702,14.644,0.98,16.4795,0.25875,14.8325,14.3255,0,-3.126,1.456,301.57,379.3525
5,20.75,359.15,11.79475,0.08675,-23.542,-0.14625,0.484,0.044,0.174,0.177,0.0535,99.296,74.69025,13.967,0.705,16.03,0.24625,14.816,14.328,0,-2.73425,1.58125,300.4975,378.0275
5,21.25,360.26,11.885,-0.152,-24.84425,-0.295,0.5095,0.04625,0.1875,0.20575,0.07,99.333,76.19625,13.504,0.4925,15.4925,0.2285,14.8175,14.3535,0,-2.4045,1.69575,300.31,377.015
5,21.75,361.765,11.573,-0.0995,-32.1045,-0.214,0.537,0.052,0.192,0.225,0.067,99.344,77.747,13.448,0.37,15.08775,0.222,14.81,14.3535,0,-2.3505,1.677,304.53,376.1625
5,22.25,363.63,11.6815,0.229,-32.9525,-0.10975,0.567,0.061,0.18125,0.228,0.07825,99.33,78.0315,13.403,0.36,14.60525,0.227,14.8,14.3535,0,-2.28325,1.545,300.59,373.9075
5,22.75,365.01,11.25,0.215,-34.227,-0.495,0.57825,0.072,0.1905,0.25,0.08125,99.325,75.5875,12.94,0.29,14.294,0.211,14.8,14.361,0,-2.2355,1.7095,299.09,370.245
5,23.25,365.975,11.32325,0.389,-39.8825,-0.13,0.616,0.0675,0.21625,0.268,0.0915,99.32,75.981,12.5445,0.18,14.0615,0.215,14.795,14.361,0,-2.1225,1.75625,297.3525,368.245
5,23.75,367.035,11.081,0.1525,-38.0235,-0.585,0.62,0.0755,0.21175,0.2715,0.0935,99.309,77.06,12.369,0.235,14.04475,0.223,14.7675,14.361,0,-2.24275,1.7585,299.4425,368.205
6,0.25,370.48,16.154,0.386,-27.335,-1.69625,0.489,0.07,0.2165,0.25,0.09375,99.419,82.915,17.817,0.2,20.07275,0.1885,18.3465,17.947,0,-1.7135,1.135,347.835,400.665
6,0.75,372.96,15.9225,0.261,-29.77,-0.88875,0.478,0.066,0.21275,0.22175,0.096,99.4045,83.36275,17.686,0.16,19.998,0.199,18.3415,17.947,0,-1.7885,1.1395,343.145,398.665
6,1.25,374.07,15.697,0.302,-26.419,-1.3685,0.5,0.076,0.19825,0.24,0.096,99.385,83.64075,17.354,0.105,19.802,0.188,18.2715,17.947,0,-1.7025,1.049,346.665,397.4625
6,1.75,374.81,15.528,0.58125,-24.65975,-1.52475,0.497,0.067,0.194,0.224,0.097,99.388,84.67225,17.34,0.1,19.547,0.169,18.2275,17.944,0,-1.6455,1.006,346.315,396.665
6,2.25,374.63,15.729,0.2545,-24.742,-1.4335,0.47325,0.06725,0.19625,0.22275,0.091,99.379,86.0735,17.053,0.0425,19.44025,0.169,18.2,17.937,0,-1.648,0.946,344.72,395.935
6,2.75,375.33,15.5935,0.495,-20.241,-1.76025,0.4425,0.06725,0.191,0.2275,0.084,99.37275,87.89075,16.922,0.0325,19.302,0.1725,18.2415,17.944,0,-1.7005,1.0075,345.29,394.96
6,3.25,376.8225,15.328,0.25375,-20.7745,-2.0595,0.4375,0.06325,0.195,0.226,0.082,99.375,89.11925,16.686,0.02,19.1235,0.1735,18.2125,17.947,0,-1.6625,1.037,343.21,393.6725
6,3.75,377.665,15.118,0.171,-21.849,-2.89,0.412,0.059,0.19275,0.2225,0.077,99.378,89.7745,16.424,0,18.59275,0.167,18.2215,17.94,0,-1.712,0.9605,338.305,391.985
6,4.25,377.645,15.225,0.097,-22.016,-1.64075,0.4485,0.06325,0.18775,0.204,0.078,99.382,90.2475,16.262,0,18.299,0.15925,18.189,17.92,0,-1.645,1.0025,342.4,390.9475
6,4.75,379.785,15.0855,-0.224,-18.0895,-1.583,0.479,0.05175,0.1835,0.20375,0.082,99.386,90.572,16.269,0,18.0215,0.16,18.165,17.904,0,-0.6735,0.86,345.39,390.7025
