DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,0.49143176176217,-20.6855434399062,0.0429146591078525,-0.745792753188475,-1.5277736686089,-0.371101220392157,-8.98429551443715,-5.93911820171909,0.0623443020641976,-76.377900929333,-19.2826633485973,0.191240767315699,0.34,0.23,0.1605,0.15,0.15,-20.5395025,-20.50675,-19.713835,-20.750385,-21.0563,-21.83695,96.04415375,46.887,0.0067125,-17.8485,-18.03325,-17.081,-16.999,-13.32975,0,-5.21375,0.3,-2.18375,158.32,231.185,247.695,255.3525,0,-0.05,-0.11475,0.04,-0.42,-0.31025,-0.20475,0,-0.13,-0.25925,-0.0125,0.15475,0.7565,1.5896,2.28825,3.14575,4.04925,4.709,5.105,-0.188,0.89405,1.33995,2.0477,2.7944,4.0245,3.8932,5.246725,5.6336,-0.9964,-0.038675,0.972275,1.698025,2.9898,3.698525,4.190725,4.25475,5.35475,-0.2235,0.369,1.5219,2.3515,3.582,4.018675,5.1583,5.6033,-0.28595,0.68405,1.229125,1.154,2.589,4.146075,4.25965,5.06295,5.499025,-8.808,-16.697425,-9.224125,-97.63225,0.459685963168743,0.958234738281546,0.946728544726741,1.00384687409632,0.951876112190668,1.07370020139525,1.04475900963242,415.885074056557,410.195574383706,412.447333249149,410.599223412729,412.297778807378,411.914150575362,418.52160970617,411.857439253172,413.436563882749,411.712185478441,413.360574533687,411.581750072381,413.80390195054
1,0.75,0.459184757946491,-20.7154016281135,0.0464637747148778,-0.540647582377463,-0.884897573420242,-0.581084870812461,-16.6107503967132,-4.44224433213999,0.0470032847727985,-97.009479977594,-16.2286299312438,0.146144782962341,0.379,0.20525,0.14575,0.15,0.1635,-20.3547475,-20.498575,-20.00077,-20.7763425,-21.23955,-22.0659325,96.058903,46.9495,0.045725,-17.98375,-18.15125,-17.13625,-16.9565,-13.42925,0,-4.9375,0.4,-2.29025,158.31,232.1575,246.4775,254.0675,0,-0.0455,-0.11,0.04,-0.42,-0.31,-0.21,0.0025,-0.13,-0.26,-0.0105,0.15525,0.759225,1.5894,2.289025,3.145,4.04825,4.70825,5.104,-0.18975,0.895075,1.33995,2.047625,2.7943,4.0245,3.8932,5.247275,5.632825,-1.06655,-0.0362,0.9727,1.698,2.98965,3.6976,4.190725,4.2545,5.3546,-0.21825,0.36075,1.521125,2.3515,3.5805,4.01875,5.1583,5.6024,-0.28405,0.68695,1.2291,1.154025,2.59015,4.14705,4.25965,5.062875,5.499025,-8.74905,-16.7361,-9.22775,-97.07625,0.492367730053812,0.780128374804392,0.949868484227511,0.956335222091613,0.775045167863226,0.969388767874644,0.884623336355861,415.694652094327,410.972073201595,412.618971373303,410.900177696027,412.53048423651,410.705573920702,413.60600402616,411.336338612253,413.78781020833,411.598424348867,413.264760319864,410.742482000881,413.949766018709
1,1.25,0.398894654763182,-20.686030178663,0.0400104832981394,-0.28552028004969,-0.889172229348719,-0.573933796894989,-5.90021688075315,-11.1254428604769,0.0489929111668578,-102.37328714738,-25.7272142719817,0.152452696323208,0.32,0.18525,0.13,0.1405,0.17,-20.132755,-20.380825,-20.2975325,-21.0169175,-21.43385,-22.227915,96.08216025,46.3065,0.04412,-17.914,-18.09325,-17.1865,-17.1385,-13.31,0,-5.01225,0.3,-2.44125,160.115,231.8925,245.345,253.575,0,-0.05,-0.11,0.04,-0.42,-0.31025,-0.2,0,-0.13,-0.26,-0.00925,0.155,0.76,1.592,2.28825,3.145,4.04825,4.708,5.104,-0.19075,0.8961,1.33995,2.04705,2.795525,4.0236,3.8932,5.246275,5.6326,-1.1219,-0.037775,0.9737,1.698,2.98965,3.6976,4.190725,4.23305,5.354375,-0.213,0.35225,1.521125,2.35075,3.58,4.0054,5.1573,5.6024,-0.28215,0.68885,1.2293,1.154025,2.5908,4.1452,4.259225,5.062875,5.49895,-9.2526,-15.33925,-8.71965,-98.27525,0.497822055039428,0.775745725475774,0.905307626642599,0.921447628336141,0.748625856614723,0.936598181944853,0.851020278996106,415.980261391008,409.277065983423,413.516770250858,411.056568807723,413.599080004181,411.07107161679,419.832860222858,411.308361211622,413.865514550918,411.637239531509,413.676965909654,410.706690506864,413.73072142548
1,1.75,0.385106472922446,-20.7704675008413,0.0371120204097656,-0.318318935947847,-1.54107117455449,-1.41819148941774,-1.71608746170697,-5.82446173335502,0.0510256878403011,-91.4089365247738,-17.1775822456545,0.151816984505044,0.3185,0.18525,0.13525,0.15,0.14175,-20.2463,-20.106925,-19.62574,-21.02659,-21.36935,-22.07741,96.1136605,45.75475,0.042845,-17.898,-18.04375,-17.46,-17.4605,-13.266,0,-5.07125,0.1525,-2.47,159.835,231.4625,243.715,252.62,0,-0.05,-0.11,0.04,-0.415,-0.31,-0.21,0.0025,-0.13,-0.26,-0.0075,0.1555,0.76,1.59245,2.28825,3.14425,4.04725,4.707,5.103,-0.1828,0.896125,1.339175,2.04635,2.7954,4.0245,3.8932,5.246275,5.631825,-1.170925,-0.052425,0.975125,1.69805,2.989375,3.6966,4.189725,4.232275,5.3536,-0.2085,0.34475,1.5205,2.35075,3.57825,4.0054,5.1573,5.6014,-0.27845,0.69075,1.2293,1.15305,2.5892,4.143625,4.258075,5.06195,5.497025,-9.28105,-16.1569,-8.6933,-97.125,0.490638948472042,0.748702914359459,0.898437765232413,0.90196176196953,0.735690446962532,0.911005991866686,0.835414367899276,415.853467073554,409.525056174578,412.714734816859,410.864058538515,412.26880570317,409.043740285636,414.512468927926,411.527834811225,414.580461318696,411.567312503098,413.806295918172,411.325256526585,414.086355562514
1,2.25,0.344450767801441,-21.2946965637049,0.0353944537020361,-0.594145306812903,-0.770878878759778,-0.662092488949623,-2.45077730841648,-5.88154513232198,0.0450427388728069,-95.196473799877,-24.7274165568909,0.183908370884911,0.337,0.175,0.15,0.16525,0.15175,-20.5785375,-20.6879,-20.01006,-21.119535,-21.3052,-22.228395,96.1444865,44.8995,0.0385375,-17.95,-18.13925,-17.74475,-17.6885,-13.5285,0,-5.14275,0.3,-2.5955,158.5725,229.81,243.06,251.5925,0,-0.05,-0.11,0.04,-0.42,-0.31,-0.2,0.0025,-0.13,-0.26,-0.0065,0.15525,0.759,1.5909,2.2885,3.14425,4.04725,4.707,5.103,-0.183275,0.89715,1.33895,2.0455,2.79425,4.0236,3.8923,5.245275,5.6316,-1.19605,-0.05875,0.97555,1.69815,2.9895,3.6956,4.189725,4.23205,5.353375,-0.2045,0.337,1.5185,2.34975,3.57725,4.00405,5.1563,5.6013,-0.277525,0.69355,1.23015,1.15305,2.588575,4.142625,4.258075,5.061875,5.497025,-9.0027,-16.3154,-9.06605,-97.3555,0.475946166240309,0.725738026904332,0.851698382066941,0.859041599279572,0.704438985240355,0.891059866648001,0.789668593159828,415.979120022696,409.279533616657,414.919358679888,410.984414654326,415.551575641568,409.746284301758,419.476267733024,410.493991954368,414.492811573594,412.172071368692,414.616534776749,411.576912970214,417.030317256502
1,2.75,0.437630251038989,-21.2573104684377,0.0313876913848619,-0.271225253036749,-1.33220193440016,-0.854774217517518,-3.43645087527282,-10.7267986211959,0.0477764310285371,-87.1875981609827,-22.2762333910791,0.188122477692625,0.358,0.19,0.155,0.155,0.12175,-20.7147,-20.645,-19.8881,-21.060615,-21.158415,-22.189975,96.15119875,44.295,0.03655,-18.195,-18.4,-17.90225,-17.903,-13.778,0,-5.175,0.2525,-2.485,156.25,229.4,241.605,251.065,0,-0.05,-0.11,0.035,-0.42,-0.31,-0.2,0,-0.13,-0.26,-0.00575,0.155,0.759,1.5879,2.288,3.144,4.04725,4.706,5.102,-0.189825,0.8972,1.3385,2.045875,2.793975,4.0235,3.8931,5.245275,5.630825,-1.17115,-0.068,0.975975,1.69805,2.9893,3.69455,4.1895,4.231275,5.3526,-0.20225,0.33,1.51525,2.3485,3.57725,4.00405,5.1563,5.6005,-0.2756,0.6954,1.23015,1.1522,2.58855,4.1435,4.25655,5.060875,5.496025,-9.0206,-16.696,-9.2568,-98.7,0.510154181026766,0.643397346222461,0.819556609676698,0.806967351415525,0.630578828634675,0.837896819755286,0.702103909823434,416.025359131087,408.33565828422,413.070346500359,410.489322764534,412.680477421585,409.980200999979,414.087309865283,410.070115812982,414.435220059279,411.590692500211,416.845739377024,411.162979158383,415.138548773719
1,3.25,0.349597146991875,-21.1028657123693,0.0396363127778276,-0.824659605600393,-1.12141026176645,-12.2002048724603,-2.68030745711725,-4.94246006740692,0.0471567348496087,-94.2402700767243,-28.5290378998586,0.183606851871891,0.307,0.195,0.14525,0.15525,0.1035,-20.3154025,-20.8666,-20.26372,-21.12173,-21.165765,-22.322345,96.145371,45.145,0.03252,-18.435,-18.638,-18.01825,-18.0215,-13.959,0,-5.359,0.2525,-2.2795,154.4025,228.12,240.985,252.295,0,-0.05,-0.11,0.04,-0.42,-0.31,-0.2,0,-0.13,-0.26,-0.00675,0.15475,0.75825,1.5868,2.28725,3.144,4.04625,4.706,5.101,-0.229025,0.898125,1.3385,2.0457,2.794975,4.0235,3.8933,5.245275,5.6306,-1.146875,-0.0777,0.97605,1.69805,2.9892,3.69455,4.188725,4.23105,5.352375,-0.20125,0.324,1.51225,2.3485,3.578,4.003125,5.1562,5.6004,-0.273975,0.697325,1.2301,1.1523,2.58855,4.143375,4.25655,5.05995,5.49595,-9.05315,-16.92035,-9.2916,-99.3295,0.441176671276492,0.59499552442453,0.775649763738317,0.749267663097125,0.620917342810929,0.787094466703423,0.716696262043183,415.965682666894,408.416843782385,414.087775349871,410.452446895114,413.255881772343,410.140847994124,419.73932809569,409.800884067559,414.642506818663,411.636443761675,416.421962244997,411.416522180001,417.768540340043
1,3.75,0.386720553192289,-21.2660702821834,0.0360770211908805,-2.72219709544353,-3.43371243568073,-2.45038307917698,-4.76622362911099,-9.49144264997495,0.049106430895563,-81.095587793228,-24.2481846326835,0.200102061598854,0.34,0.19,0.14525,0.1405,0.1235,-20.311525,-20.90745,-20.36436,-21.26108,-21.6382725,-22.08015,96.14474725,45.815,0.043575,-18.566,-18.66025,-18.09425,-18.097,-13.809,0,-5.449,0.3525,-2.2095,153.9825,228.1575,239.8075,253.0225,0,-0.06,-0.11,0.04,-0.42,-0.31,-0.20475,0,-0.13,-0.26,-0.00775,0.1545,0.75725,1.589125,2.2885,3.144,4.04625,4.705,5.101,-0.2701,0.8981,1.337325,2.045625,2.7952,4.0235,3.8923,5.244275,5.629825,-1.119825,-0.100075,0.97705,1.699,2.98945,3.69455,4.188725,4.23105,5.3516,-0.20025,0.32625,1.512,2.3472,3.57825,4.0036,5.1553,5.6003,-0.271725,0.69845,1.23005,1.151375,2.588,4.143375,4.25655,5.05995,5.495025,-9.072525,-17.003,-9.48875,-98.61325,0.373912208752266,0.589437340107437,0.754203338240379,0.708940964806293,0.558168044763487,0.735520373726511,0.619855199217257,415.950377182418,409.072676570901,412.75171378632,410.823160851891,412.666485229542,410.106939359081,417.69039133779,411.174577529946,414.849793578046,411.848530064622,413.941874082227,411.122983416229,414.238625330597
1,4.25,0.393060507987031,-21.2404230559129,0.0518788626929229,-1.17132280409599,-2.68866319867955,-4.98635027698989,-5.72061781512147,-5.63670661767476,0.043140885077167,-75.4025864454587,-18.0114139862129,0.186950359214555,0.3785,0.185,0.14,0.165,0.107,-20.2983575,-21.042125,-20.26176,-21.3283225,-21.5264,-22.15388,96.1230625,45.435,0.0275025,-18.5765,-18.67075,-18.25,-18.28,-13.7825,0,-5.20425,0.2,-2.22,154.0575,227.51,238.515,252.9375,0,-0.06575,-0.11,0.04,-0.42,-0.31,-0.21,0.0025,-0.13,-0.26,-0.00875,0.15425,0.757,1.592225,2.2885,3.14325,4.04625,4.705,5.1,-0.3073,0.89805,1.33775,2.04525,2.7952,4.0235,3.8924,5.243275,5.6296,-1.102025,-0.1535,0.9775,1.699,2.98945,3.693825,4.1885,4.230275,5.351375,-0.19925,0.33275,1.51275,2.3475,3.57725,4.0035,5.1553,5.5994,-0.271325,0.699675,1.231,1.15045,2.588,4.142375,4.256075,5.05895,5.49495,-9.074625,-16.19025,-9.67765,-98.25675,0.345404547722765,0.543368757124109,0.678668382881547,0.654913738629913,0.517437857345703,0.657296711350985,0.597482300841959,415.85345093302,408.352846399479,413.896213166342,410.764626336564,413.132655592163,409.732162503035,415.139169765151,410.533844071914,415.05708033743,411.655674690311,414.003109721101,411.655471315943,417.202979796231
1,4.75,0.422584190944082,-21.4864696095966,0.0365297271442303,-1.93079582831202,-2.39159281228467,-4.00390532076162,-1.09941419692338,-6.78087225494101,0.0533054736654295,-95.829928459305,-19.670816056423,0.189296922678083,0.3385,0.18,0.15,0.16525,0.127,-21.016775,-21.381275,-20.74792,-21.2118875,-21.3252,-22.2487,96.1009185,44.375,0.0180075,-18.27525,-18.4665,-18.28925,-18.2895,-13.9555,0,-5.41275,0.2,-2.34,154.2125,227.625,237.9075,252.815,0,-0.06725,-0.11,0.04,-0.42,-0.32,-0.2,0,-0.13,-0.26,-0.01,0.154,0.757,1.59245,2.28775,3.143,4.046,4.704,5.1,-0.34175,0.895075,1.337,2.04525,2.7946,4.0235,3.8922,5.243275,5.628825,-1.1035,-0.19875,0.97355,1.699025,2.98925,3.693825,4.187725,4.23005,5.3506,-0.1975,0.3395,1.51275,2.346725,3.577,4.0036,5.1543,5.5993,-0.27,0.702625,1.231,1.15045,2.587525,4.14205,4.2555,5.05795,5.494025,-9.055,-16.25035,-9.84875,-97.88325,0.327729851752123,0.519587466157471,0.638223517009161,0.638106529687954,0.490047320506448,0.649589927336795,0.561476871139154,415.850701220984,407.979330947011,412.48675126118,410.935743890269,412.162176510348,410.20582667344,418.212357841586,410.182478614812,415.264367096814,412.225885846015,413.789325940908,412.113659799641,414.011501634753
