DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.1169395,-21.35295,1.423425,0.255715,1.7554275,0.106477,0.79158925,424.0775,3.648885,0.336196,0.2894775,0.12330025,0.12880925,100.9,0.12280015,64.303325,-12.58175,-14.594175,-14.07835,-12.21135,-3.30183,247.37,0.826051,308.8965,-0.018267825,-0.034025025,8.4860825,6.332125,7.11095,-78.1427
1,0.75,-0.099764,-19.4388,0.76497075,0.26213225,1.64684,0.1063105,0.7306525,424.676,3.64246,0.333762,0.3022805,0.10173165,0.133843,100.8315,0.0520165,65.296975,-13.0495,-15.0357,-14.39145,-12.589,-3.4226975,247.71675,0.7697335,307.04,-0.018284475,-0.034024975,8.4858325,6.3089075,7.11923,-78.799825
1,1.25,-0.100677,-19.4071,0.3575965,0.219684,1.627275,0.0917205,0.58388825,425.56375,3.61349,0.3246845,0.3084445,0.1092295,0.137918,100.8435,-0.09721665,65.5737,-13.077775,-15.84215,-14.87235,-12.9654,-3.4087825,245.939,1.0425175,307.407,-0.0183371,-0.03429165,8.4845025,6.2858525,7.1275475,-79.7352
1,1.75,-0.09270705,-18.201525,-0.0230825,0.179145,1.582705,0.11209125,0.531666,425.4745,3.479035,0.360417,0.287852,0.090801725,0.130556,100.8885,-0.214517,64.764675,-13.301825,-16.28615,-15.17225,-13.1351,-3.1557,243.956,0.9099165,306.963,-0.0192333,-0.033719825,8.4828325,6.2615775,7.135595,-78.14195
1,2.25,-0.0885098,-20.231,0.0166763475,0.138365,1.69178,0.110537,0.3981195,425.3355,3.4885775,0.3570145,0.308818,0.1059065,0.138329,100.87,-0.3760335,67.665425,-13.4252,-16.54575,-15.222225,-13.4707,-3.18687,245.43,1.030485,307.04225,-0.01841665,-0.0333667,8.4827475,6.235845,7.14279,-78.755875
1,2.75,-0.100223,-21.43745,0.086549725,0.168009,1.516515,0.1066825,0.40067,425.67975,3.4116475,0.3405335,0.28630425,0.117348,0.1258415,100.818,-0.5253835,67.5351,-13.587325,-16.639575,-15.52575,-13.53875,-3.40484,241.59325,1.142915,307.05525,-0.017499975,-0.033187975,8.48067,6.206735,7.147965,-77.31865
1,3.25,-0.110814,-19.2889,-0.1055292,0.251363,1.450225,0.10685,0.33187125,425.9195,3.47273,0.3229125,0.302773,0.10088475,0.14807325,100.815,-0.6220335,67.86415,-13.611,-16.77605,-15.656675,-13.648075,-3.4788,240.251,0.9129335,305.14975,-0.017383325,-0.032780575,8.4806675,6.17691,7.1535725,-76.39875
1,3.75,-0.0965802,-18.9352,0.30839525,0.2584195,1.5146525,0.09785195,-0.0765592,426.25475,3.4142575,0.3315375,0.3124295,0.10341,0.13130575,100.8,-0.7682335,69.01645,-13.9177,-16.774675,-15.636025,-13.8268,-3.19075,240.4215,1.0608,307.608,-0.018133325,-0.033858325,8.48275,6.147535,7.1542,-75.857075
1,4.25,-0.102994,-22.707075,-0.2233405,0.218954,1.495385,0.11025225,-0.129619,426.2805,3.48816,0.3636025,0.3157795,0.10776,0.129228,100.8215,-0.85695,68.555,-14.0488,-17.0244,-16.219825,-14.098025,-3.211665,237.09,1.004115,305.31275,-0.017958325,-0.03443335,8.48292,6.14354,7.14547,-75.0372
1,4.75,-0.10306335,-22.93845,0.0347455,0.1984505,1.6962025,0.09753965,-0.368603,426.442,3.48233,0.359737,0.34534,0.117018,0.125477,100.8515,-0.9322015,69.406,-14.1866,-17.009175,-16.310425,-14.289025,-3.18327,236.648,0.94257525,305.2235,-0.0186333,-0.033941675,8.482915,6.111995,7.13632,-76.220025
