DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,PA
1,0.25,-0.252875,-32.610525,-3.008885,1.075405,10.253275,1.71473,0.161551,14.7473,405.44675,8.3029125,2106.69,0.413425,0.326707,0.193593,265.662360034454,284.060430463576,0.0594657206533333,79.1119,-4.9336247525247,-3.86998205312275,-0.26147807435653,8.504365,101.86775
1,0.75,-0.229956,-34.7514,-3.4469,1.10985,6.4803875,1.7279475,0.16489,14.15445,405.6365,8.70212,2068.9425,0.4434745,0.3239185,0.2034955,263.282084409992,284.011175496689,0.06036171572,78.59125,-4.94609278860599,-2.96519741564968,0.19762869399428,7.84653,101.842
1,1.25,-0.283986,-32.371275,-3.69594,1.07816,9.81806,1.817585,0.18457575,14.072825,405.599,8.88673,2056.575,0.419575,0.323509,0.21845075,264.885443583118,283.719784768212,0.0601700201933334,78.77445,-4.92016307877395,-2.86810839913855,0.26285224022879,7.72954,101.859
1,1.75,-0.261392,-35.765125,-3.613675,1.27921,8.347705,1.9078575,0.1928645,14.116125,405.77,8.70632,2075.7475,0.468121,0.36203475,0.239733,259.010551248923,282.904594370861,0.06061977119,78.84445,-4.56827403393107,-3.17877961234745,0.548056482364156,7.80599,101.8585
1,2.25,-0.275976,-34.757275,-4.816255,1.23147,8.967925,1.84112,0.195267,14.1464,406.492,8.6805925,2102.97,0.464244,0.391033,0.244345,263.713608957795,282.32719370861,0.0602645590333333,76.48425,-4.57548375987247,-2.9368000717875,0.435399666348904,7.6219225,101.8575
1,2.75,-0.235716,-35.436225,-4.1039175,1.287915,13.8141,1.82588,0.189686,14.1994,406.76275,8.4704125,2071.88,0.464402,0.35408,0.22402,261.535960378983,281.930877483444,0.06070519696,79.877875,-4.66217515981105,-3.03913854989232,0.462092230695901,7.6341875,101.8465
1,3.25,-0.246209,-37.07845,-2.066865,1.365765,12.7995,1.77126,0.171646,13.819,406.891,8.433085,2086.64,0.425731,0.34007,0.215065,265.017657192076,281.453021523179,0.0607616041466667,79.349775,-4.86879654639807,-3.14504845656856,0.378269780743565,7.4751675,101.8315
1,3.75,-0.241766,-37.4332,-2.836075,1.50339,10.558175,1.77838,0.184483,13.5745,407.002,8.184195,2084.8325,0.444899,0.357006,0.215164,260.492894056847,280.198882450331,0.0606974669033333,79.817875,-4.79964956883014,-2.93725233309404,0.393306720686368,7.4468625,101.833
1,4.25,-0.2759405,-36.946575,-2.71738,1.4025825,12.1222,1.6296875,0.1585955,13.477375,407.36375,8.16221,2089.405,0.42113675,0.30308175,0.191975,260.180017226529,279.316639072848,0.0609483356433334,79.839875,-4.22351033391115,-2.30328248384781,0.353148474737845,7.2543425,101.8475
1,4.75,-0.24585075,-38.1167,-3.79183,1.37597,14.60945,1.6574175,0.15448925,13.560625,408.052,8.29272,2100.21,0.3894295,0.330006,0.20603675,250.33204134367,280.352649006623,0.0603678898866667,79.1488,-4.63647904167441,-2.82061378320172,0.193336034318398,6.826525,101.86
1,5.25,-0.28458025,-39.021175,-5.3519375,1.297735,11.04445,1.658495,0.18643,13.30225,409.036,8.15901,2094.4,0.450055,0.345096,0.217683,253.801894918174,281.615894039735,0.0605720325333333,79.32565,-4.51179354487266,-2.52926058865757,0.255157292659676,6.697515,101.87925
1,5.75,-0.273497,-42.0769,-4.0567775,1.25319,7.828195,1.60529,0.176144,13.050375,409.65025,8.3344475,2096.685,0.45022775,0.37228,0.20438725,254.712316968131,280.868377483444,0.0605859614533333,81.184,-4.8401562045554,-2.79899138549893,0.21217683508103,6.64536,101.88675
1,6.25,-0.26564375,-32.5843,-2.07508,1.3978775,12.306325,1.7719375,0.17730775,13.008075,409.932,8.59834,2110.275,0.43300675,0.3719815,0.22252425,256.962962962963,280.64238410596,0.06897349278,82.82715,-4.78371519212567,-3.84447236180905,-0.427198284080076,6.57029,101.88975
1,6.75,-0.301024,-34.3742,-3.011285,1.41092,4.989825,1.6454325,0.165306,13.12445,408.0865,8.335895,2105.92,0.43724125,0.33903525,0.20851275,258.027131782946,280.744205298014,2.13706183866667,82.8487,-2.48691254173633,-0.634344938980617,0.384599142040038,6.565965,101.898
1,7.25,-0.297168,-29.54565,2.7761475,1.140195,16.78355,1.67692,0.17462075,12.692325,408.796,8.38201,2107.695,0.4176585,0.35776525,0.2146475,250.31955211025,282.774834437086,24.4642710333334,81.41785,12.9892106419336,15.2713208901651,1.81962345090562,6.88095,101.92
1,7.75,-0.317531,-16.4708,11.87115,0.1116185,15.37625,1.6639475,0.19578025,12.684975,408.4955,8.3584225,2121.93,0.46402775,0.3782,0.2347285,249.381136950904,288.067052980133,62.53847992,77.53105,42.9525330930835,47.4664034458005,4.32878455672068,7.678445,101.944
1,8.25,-0.33331325,-0.660926425,26.8742,-1.247775,15.8933,1.8884175,0.2336775,13.20625,408.2455,8.56832,2116.16,0.554846,0.42229325,0.261759,245.622308354867,293.92880794702,118.4239742,74.3157,78.3062424440054,86.6101938262742,7.40477597712107,8.100985,101.9955
1,8.75,-0.310529,10.932125,38.87555,-2.4074875,16.4995,2.31352,0.270883,13.7964,406.10625,8.486775,2103.86,0.64796,0.503759,0.315602,244.250215331611,296.66225165563,187.051071533333,71.6851,105.787973812957,115.631012203877,9.42190181124881,8.46465,102.00525
1,9.25,-0.304106,31.42935,51.231475,-3.77085,15.27415,2.40525,0.280745,14.6239,405.86325,8.497475,2099.785,0.648501,0.548586,0.338836,248.651162790697,301.316639072848,260.434746866667,67.43055,152.897576196384,167.337042354631,13.8983317445186,9.38865,102.01
1,9.75,-0.366809,49.699675,62.627525,-5.410085,12.8155,2.397105,0.32006675,14.82215,404.74875,8.2321625,2073.38,0.72542925,0.62887475,0.35552175,250.879414298019,306.280629139073,371.972796466667,63.22005,224.168308244204,244.054199569275,19.9248331744518,9.968105,101.99225
1,10.25,-0.388232,77.6799,60.5766,-6.422125,11.0970675,2.65415,0.3349305,15.12025,404.058,8.26006,2046.9325,0.76557,0.65660425,0.38523675,254.534883720931,308.59892384106,403.1666622,59.7229,235.161571030969,255.267767408471,20.4375595805529,10.28695,101.9835
1,10.75,-0.409243,101.562,68.452675,-7.5498125,7.88347,2.71038,0.344732,15.4848,403.664,8.39325,2053.81,0.795095,0.675254,0.391722,258.267872523686,313.293046357616,492.869400933333,58.34415,261.586733100337,281.265613783202,21.921639656816,10.6257,101.9965
1,11.25,-0.374927,93.243375,58.2302,-7.91391,10.398825,2.743055,0.347145,16.065025,403.39275,8.552835,2042.86,0.80572,0.69329175,0.389039,258.295434969854,314.665562913907,512.102177066667,56.1532,271.077817317556,294.16008614501,21.2597712106768,11.1824,101.94225
1,11.75,-0.3628265,106.936,63.181,-8.88051,11.761,2.645955,0.3494745,16.08035,403.139,8.57907,2028.57,0.837478,0.7389865,0.406415,262.897502153316,316.733443708609,484.740246133333,54.21845,282.136787266032,303.568198133525,22.0525262154433,11.47365,101.89075
1,12.25,-0.35855075,102.61275,62.805475,-7.7180275,10.4799,2.682535,0.357932,16.0738,402.6245,8.423715,2023.0925,0.845772,0.746403,0.41049925,258.382644272179,318.531663907285,503.504279533333,54.97965,282.118955221429,305.443826274228,23.1316015252622,12.034125,101.9005
1,12.75,-0.3493725,100.050125,62.291525,-7.917595,14.0616,2.70938,0.34797575,16.507975,402.385,8.401015,2022.47,0.82454675,0.708854,0.41466775,257.293281653747,321.473509933775,428.1742599,53.27735,264.646270847633,284.903086862886,20.4479265967588,12.071625,101.78875
1,13.25,-0.34792825,71.586275,53.23215,-7.99741,13.8344,2.6890975,0.34576475,16.645025,401.81825,8.091195,2043.19,0.8203135,0.710802,0.3993375,259.644702842377,321.177152317881,363.8470992,51.91695,212.547708496862,229.907932519742,17.191086749285,12.196925,101.8195
