DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.1,0.61,8.595,10.77,13.57,-4.2725,-1.5425,-64.46,-33.585,-48.16,-0.72,0.07,9.8075
1,0.75,0.1,0.58,8.5575,10.8325,13.53,-4.435,-1.5475,-68.5325,-31.6125,-47.7,-1.33,-0.01,9.7175
1,1.25,0.1,0.54,8.51,10.8675,13.78,-4.105,-1.4375,-63.7025,-37.0475,-45.255,-0.8,0.11,9.6275
1,1.75,0.1,0.52,8.64,10.79,13.46,-4.24,-1.4575,-66.7375,-34.085,-48.82,-1.47,0.01,9.5175
1,2.25,0.1,0.535,8.625,10.795,13.455,-4.2825,-1.62,-70.195,-32.25,-49.4475,-0.39,0.07,9.43
1,2.75,0.0975,0.6,8.5175,10.855,13.605,-4.32,-1.545,-67.9475,-33.31,-51.915,-0.645,0.15,9.34
1,3.25,0.09,0.58,8.6,10.6875,13.585,-4.3325,-1.81,-67.9075,-31.9,-53.37,-0.6225,0.1075,9.32
1,3.75,0.09,0.5975,8.4725,10.5675,13.57,-4.2425,-1.6575,-65.575,-30.77,-48.9,-0.69,0.06,9.28
1,4.25,0.09,0.57,8.32,10.61,13.59,-4.0825,-1.615,-65.7325,-27.66,-56.77,-0.7725,0.1,9.22
1,4.75,0.0925,0.685,8.365,10.535,13.47,-4.1875,-1.5475,-68.2475,-27.4,-59.71,-0.0875,0.13,9.13
1,5.25,0.1,0.65,8.4225,10.535,13.52,-4.205,-1.535,-70.0875,-31.02,-58.99,-0.8775,0.1975,9.07
1,5.75,0.1,0.65,8.1925,10.6175,13.31,-4.255,-1.6,-70.5425,-31,-57.94,-1.135,0.185,9.02
1,6.25,0.1,0.6525,8.2,10.5425,13.35,-4.3525,-1.735,-71.9125,-30.44,-56.58,-1.05,0.17,8.99
1,6.75,0.1,0.6625,8.11,10.3175,13.775,-2.2525,-1.21,-71.3025,-31.31,-61.1,-0.32,0.2,8.92
1,7.25,0.11,0.59,8.3325,10.49,13.71,17.1875,3.145,-51.095,-34.23,-49.78,0.5875,-0.03,8.87
1,7.75,0.13,0.63,8.545,10.59,13.97,60.1025,11.6675,-9.125,-36.1,-24.0675,2.69,-1.39,8.87
1,8.25,0.16,0.63,9.16,11.195,13.985,120.0125,21.6125,33.54,-31.1,-8.93,13.005,-2.93,8.94
1,8.75,0.2,0.8125,9.7275,11.7925,13.625,206.1825,32.3375,90.0125,-34.99,11.52,20.21,-4.2,9.07
1,9.25,0.23,1.08,10.12,11.95,13.515,262.315,37.455,131.745,-17.78,30.915,25.555,-5.6525,9.23
1,9.75,0.25,1.14,10.4625,12.36,13.22,333.39,44.2175,192.59,-15.13,48.62,31.89,-6.87,9.41
1,10.25,0.27,1.2625,10.905,12.875,13.12,363.2075,48.285,249.4225,-2.77,73.815,29.63,-7.11,9.6
1,10.75,0.28,1.345,11.275,13.07,13.635,441.9125,52.36,285.345,3.73,87.94,27.5725,-7.6325,9.82
1,11.25,0.3,1.355,11.645,13.325,13.93,478.0925,54.56,320.3275,-23.37,97.2025,29.3175,-8.21,10.05
1,11.75,0.28,1.305,12.16,13.445,13.59,423.6675,51.1375,306.725,-46.25,91.95,34.1,-7.1225,10.28
1,12.25,0.29,1.175,12.3125,13.73,14.01,393.6,46.2275,261.35,-40.72,98.8125,29.22,-7.4975,10.48
1,12.75,0.29,1.075,12.2325,14.03,14.295,393.315,43.24,253.435,-8.7375,80.025,30.3025,-6.915,10.63
1,13.25,0.275,1.115,12.6725,14.035,13.915,365.4575,39.8,247.85,26.23,73.26,26.63,-5.64,10.73
1,13.75,0.275,0.9675,12.295,14.1475,14.265,296.9675,32.23,194.4275,34.65,59.71,23.4425,-5.5375,10.84
1,14.25,0.26,1.01,12.3575,14.24,14.495,311.3725,30.8,188.005,13.49,45.545,22.185,-5.035,10.93
1,14.75,0.25,1.005,12.315,14.025,15.005,235.5275,22.94,135.675,16.59,22.82,13.645,-3.795,10.92
1,15.25,0.22,1.1925,12.17,13.8475,16.325,185.18,17.24,91.27,16.51,5.44,9.345,-3.04,10.96
1,15.75,0.2,1.1175,11.66,13.5875,16.945,79.47,2.83,46.265,-1.63,-26.605,2.51,-1.46,10.94
1,16.25,0.16,1.25,11.125,13.27,17.48,24.57,-0.19,-11.935,-19.13,-35.7,-2.545,-0.5125,10.93
1,16.75,0.13,1.0575,10.54,12.7075,17.7,9.555,-0.72,-62.7225,-18.6,-36.38,-3.995,0.1,10.87
