DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,SC,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,TS_1_1_1,TS_1_2_1,TAU,U_SIGMA,USTAR,W_SIGMA,WS
1,0.25,401.69270515,1.439061258,12.78789269,0.00905321625,1.870011518,0.318552021,-2.341,-18.158368275,16.13609535,99.6,75.7000593475,15.66967387,0.252912148,13.35942586,5.6838650525,12.65,13.3175,-0.021734366,1.078072075,0.522660361,0.611681736,2.718
1,0.75,402.478202675,1.441568498,12.66327091,0.00945345125,1.878792758,0.303102725,-2.5175,-18.660763355,14.52335117,99.6,76.4390709525,15.00823076,0.25094682375,13.2116042925,5.544431354425,12.585,13.215,-0.0220180965,1.070293441,0.495246726,0.5908570765,2.738
1,1.25,402.83575815,1.69217643325,12.5564186225,0.00937765125,1.61028771625,0.250520332175,-2.4005,-18.731139475,15.139597035,99.6,77.165779961,15.033352855,0.25836083225,12.9848382875,5.2763868781,12.455,13.115,-0.0243225485,0.98050599575,0.466355454,0.568577125,2.701
1,1.75,403.3437878,1.492116876,12.52339747,0.009654229,1.565951343,0.1645854931,-2.6445,-16.2539388975,13.768401495,99.6,78.207426713,15.30903147,0.2453235115,12.755964895,5.13830895,12.2425,13.0325,-0.023074309,1.03706227,0.477596804,0.58709613575,2.711
1,2.25,403.9008975,1.486791171,12.227606,0.01165171275,1.6331151215,0.4470815907,-2.6455,-16.39601393,13.92855444,99.6,79.04317772,14.8723470175,0.23772940975,12.5342773225,4.9386249175,12.1975,13.0375,-0.0218967995,0.98174524575,0.473114859,0.56705543325,2.67
1,2.75,404.4894993,1.847361522,12.21667087,0.009982641,1.644121145,0.298299982,-2.8995,-15.89804064,12.7795614,99.6,79.52604378,14.80302642,0.231938762,12.29227153,4.80033748,12.3325,12.9625,-0.021988165,0.984713773,0.460610416,0.570850161,2.636
1,3.25,405.161937725,1.87010806125,12.16376872,0.0119173,1.68986477275,0.2432244585,-2.736,-14.87545803,13.41418242,99.585,79.707592645,14.9854675625,0.251352909,12.21690217,4.6310539975,12.2725,12.8775,-0.0229581975,1.000223374,0.4546744615,0.56544516475,2.559
1,3.75,406.832958175,2.338137462,11.98368692,0.014402366,1.545892519,0.3331031189,-2.833,-15.831316035,14.0370775575,99.58,79.9999104025,14.738014565,0.250772519,12.23257758,4.500432445,12.26,12.7775,-0.0207649195,1.02343472725,0.465119828,0.572318009,2.659
1,4.25,407.923732975,1.9448303335,11.972147405,0.015438832,1.6095036485,0.36500856495,-3.142,-16.1210837675,14.4250534725,99.5,80.4488000425,14.638902715,0.2394977735,12.2049703025,4.3297214975,12.1925,12.72,-0.019808188,0.9978582835,0.46786545025,0.572919336,2.622
1,4.75,406.99505275,1.9221358705,11.78443853,0.013903485,1.5883910455,0.4302040935,-3.371,-14.26136012,12.53474358,99.5,80.6269481825,14.36591919,0.244142964,11.97035676,4.1319880275,12.1425,12.635,-0.023308687,0.964311182,0.445759184,0.566878494,2.62
1,5.25,407.3963333,2.558948284,11.7701173825,0.017931003,1.4435640175,0.44154434255,-3.6705,-16.0741413275,13.7675880325,99.5,81.10998562,14.24144202,0.240554295,11.846202885,4.0318457375,12.1225,12.565,-0.023845901,0.921136447,0.45308386825,0.5479417965,2.712
1,5.75,408.8215406,2.459251319,11.857424665,0.0168734325,1.615392492,0.415067894,-3.8085,-15.346615845,12.9526450775,99.58,80.83235741,14.3944698675,0.2435617945,11.92188222,3.9497225575,12.1225,12.6175,-0.0253695125,0.913712146,0.4375143925,0.539887832,2.661
1,6.25,407.909744725,2.5393109585,12.25089674,0.0175851115,1.78396725925,0.469510364,-3.7775,-15.51551897,10.574050255,99.6,80.61615709,14.386039085,0.2417198725,11.8685376,3.885437975975,12.075,12.6525,-0.0241941365,0.98149072925,0.456750295,0.561248664,2.574176575
1,6.75,409.0371458,2.19534510275,11.6907695175,0.015849323,1.680081565,0.50682448225,-3.9785,-14.8187858925,11.41542478,99.6,80.68534123,14.5759452625,0.2424296,11.75642212,3.9031630125,12.07,12.715,-0.021432289,0.9768046975,0.45603734925,0.5382112355,2.6285
1,7.25,409.1408622,2.965301154,11.968897685,0.02359401275,1.53750837525,0.76825541475,-4.158,-11.49926968,13.2607929,99.6,81.444118545,14.20953455,0.24720364425,11.670210665,3.78751333,11.99,12.51,-0.02575354275,1.01643693075,0.481211089,0.56998095675,2.6125
1,7.75,409.270343125,2.886403721,11.80175535,0.01758653575,1.56950606275,0.910297962425,-4.3,-12.780696795,15.333261375,99.6,81.50857185,14.00226204,0.22850714,11.69791404,3.7155424425,11.9725,12.53,-0.03033327275,0.981625907,0.465911798,0.5609429435,2.632
1,8.25,409.63912575,2.42557264,12.47004341,0.0203544875,1.2729620795,0.91500923355,-3.8925,-2.66064961075,21.137287545,99.68,81.22904831,13.925712095,0.250449442,12.01532162,3.82845955,12.1325,12.59,-0.043330755,1.082414341,0.515278496,0.623539379,2.7055
1,8.75,409.749851525,3.550566525,12.29409046,0.0260617395,1.52313892525,1.482978434425,-3.149,20.31793688,36.06159958,99.7,81.14024704,14.178010165,0.37358015,12.0217621,4.10450462945,12.3125,12.9925,-0.08214619425,1.215934519,0.590877185,0.6851190525,2.77975
1,9.25,407.6106021,3.831169991,12.69073126,0.03357941225,1.158920629,1.714997400775,-2.1005,69.320368245,50.65381589,99.7,80.68740048,14.5758288575,0.460571373,12.54003848,4.631894365,12.685,13.155,-0.111873254,1.354249039,0.667956742,0.773029776,3.0425
1,9.75,406.34310495,4.050640782,12.64602314,0.0418418215,0.304802787,1.794682664825,-0.62,115.62994255,63.897795545,99.7,79.341659155,15.138295825,0.475151514,13.1626909675,5.09831429305,13.2025,13.465,-0.15074420875,1.479375074,0.72598589925,0.8445162065,3.24
1,10.25,404.782234,3.743389335,12.907964145,0.038374263,-0.5614564855,2.03347516,1.03475,149.5618758,76.49784716,99.7,77.13770225575,15.8203176225,0.507255304,13.953294365,5.7414896675,13.7525,13.82,-0.20362350175,1.511720354,0.7233178835,0.8414938525,3.32575
1,10.75,403.1649397,3.810362284,13.43778053,0.044174708,-1.812162329,1.37996125035,3.11725,180.655395725,84.0243891325,99.7,74.761324111,16.9335286125,0.50362460175,14.54601549,6.535594115,14.4825,14.0075,-0.21882998725,1.5272529825,0.748698898,0.8413337135,3.289
1,11.25,401.03468215,3.205729789,13.62979663,0.03790336,-2.2807276525,1.3111308909,5.21125,214.6926302,108.8677484,99.7,72.56388200425,17.12803806,0.5228956915,15.5137163675,7.26421318,15.1025,13.9775,-0.26102845525,1.542353366,0.761943653,0.849070447,3.37925
1,11.75,399.91003945,3.357313964,13.72158717,0.04323279625,-2.712108669,0.9392647363,7.0575,225.51430305,106.954418275,99.7,71.4580348575,17.8366100175,0.525268855,15.94922474,7.903192397775,15.635,14.285,-0.248709039,1.5553331685,0.7648019265,0.86755782325,3.4585
1,12.25,399.70132235,3.14827689625,14.0710722975,0.05037730025,-3.338297412,0.8820879465,7.9425,227.955086875,108.638433075,99.6,70.57057242275,18.324952605,0.529037317,16.72322282,8.5719824525,16.005,14.32,-0.25137034675,1.603407781,0.78825740725,0.89640028325,3.533
1,12.75,398.8640512,3.11262289325,13.88934923,0.0528367965,-3.54735417275,0.719175289,8.455,239.4287745,124.2287234,99.6,68.4541766525,18.94273459,0.5358954915,17.13366898,9.1311330982,16.13,14.54,-0.26280200025,1.65725826225,0.79658728025,0.9077712575,3.5285
1,13.25,398.588024325,2.816862677,14.07608873,0.053468201,-3.88279518475,0.6250370522,9.1725,241.582482875,119.7923465,99.52,65.25088616,19.3952780725,0.51638711925,17.4854572775,9.8356885625,16.465,14.92,-0.263101558,1.709823933,0.80826789675,0.9021147315,3.5145
1,13.75,397.480630675,2.603601232,14.14394242,0.05231812825,-3.77296911375,0.556695814,11.075,214.1832847,126.6870724,99.5,64.061977795,19.8385596375,0.49178882725,17.9487785775,10.33295476,16.77,15.345,-0.2790611005,1.696811866,0.80186783325,0.898973066,3.74975
1,14.25,397.559824775,2.2974566855,13.76545605,0.053105452,-3.8639702635,0.4847855714,12.3075,193.747668425,120.9847807,99.5,62.4360764675,20.1576146275,0.4575274505,18.27602827,10.957762985,17.335,15.7,-0.246559673,1.68210727575,0.8034300165,0.8999235965,3.698
1,14.75,397.373503525,2.0342460415,13.53542852,0.051957821,-3.42303137775,0.398823765,10.53,172.21785455,117.9652944,99.5,62.4943930525,20.5737719675,0.41621700775,18.4311444475,11.3986449425,17.05,15.39,-0.273217711,1.647819318,0.791191785,0.8965602025,3.67225
1,15.25,397.426379575,1.8041834195,13.40714112,0.04315488125,-2.796710528,0.349950984,9.835,139.87913175,110.20905105,99.5,61.219545925,20.64713813,0.371268401,18.59749219,11.4899533075,16.9175,15.385,-0.2315980095,1.6507297355,0.7757387625,0.87129416975,3.67025
1,15.75,397.0991652,1.35419026975,13.46206071,0.0408560845,-1.98726284575,0.34406633275,9.025,102.6872197,100.396895,99.5,61.21104899875,20.727862975,0.313666622,18.7016882575,11.5823002025,16.7675,15.38,-0.188138691,1.6075354805,0.779129648,0.8606517945,3.4475
1,16.25,396.7401375,1.030816322,13.6457972775,0.041297738,-1.6146145465,0.2897121615,8.265,66.32667994,82.93967463,99.5,61.931673845,20.810245565,0.2320671325,18.4508645675,11.5975074375,16.425,15.345,-0.16214902925,1.577985143,0.7406310615,0.828515558,3.422
1,16.75,396.657795025,0.737294315,13.6171519425,0.0366076475,-0.635111959,0.289191324025,7.215,23.664203955,70.861645145,99.5,62.5258480235,20.3676703425,0.191969795,18.26700148,11.3401247425,16.24,15.1,-0.10894364125,1.434892553,0.67498844,0.756018441,3.233
1,17.25,396.7298373,0.518424919,13.6006018875,0.027764875,-0.10999440375,0.20092674125,6.05575,-3.417669849,50.55917818,99.5,63.990893341,20.060510985,0.210553876,17.80140874,11.01416036325,15.6925,14.4725,-0.05689405,1.281505893,0.591061255,0.689378181,3.055
1,17.75,396.6925498,0.64070238475,13.4947536525,0.01802523425,0.431700183,0.02888696175,4.824,-15.17424186,36.29482244,99.5,65.12010511425,19.60374293,0.26272019,17.3197164975,10.320939235,14.9875,14.165,-0.023563503,1.1267690425,0.497320705,0.58237208425,2.725
1,18.25,398.2345718,0.7019358995,13.237977445,0.014392178,0.781092873,0.1412784675,3.17425,-19.7411849,23.2653207125,99.5,65.9331561575,19.11482565,0.26413673975,16.84610027,9.7285660325,14.3525,13.9975,-0.013385138,1.0231247225,0.44631499,0.53953618625,2.547
1,18.75,398.7506379,0.764285697,13.32463362,0.01270484875,1.193862897,0.13136179,1.67525,-18.37238685,18.95805638,99.5,66.8166380025,18.65835442,0.2770901795,16.3492011025,9.17378354,14.185,13.815,-0.0114999855,0.9449071085,0.43301289275,0.532112447,2.619
1,19.25,398.890665275,0.94938575375,13.3460882425,0.01235769525,1.119834196,0.111835458,0.564,-20.217963905,17.16613072,99.5,68.639512535,18.2422800425,0.27960052625,16.0658830075,8.735835445,13.9,13.72,-0.0132860835,0.902614123,0.431682082,0.5097685165,2.563
