DOY2,HR2,CO2,H2O,FC,NEE,CH4,FCH4,H,LE,WS,USTAR,W_SIGMA,V_SIGMA,U_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA_1_1_1,TA_1_2_1,TS_1,TS_2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,396.435158579692,5.51264970804704,0.960677060873515,0.960677060873515,2234.277,15.593066202,3.76403,15.7654764838875,3.0553775,0.31126,0.3995625,0.79036,0.9398075,0.699935,0.2419525,100.3115,88.604655,0.870987325,1.3312825,4.1992655,5.22084925,-5.30334999999999,0,0,0,304.746975,318.543275
1,0.75,396.115646075666,5.56761043652111,0.88517956025052,0.88517956025052,2218.2485,11.3049671875,3.07736,16.0378019797151,3.01422,0.31629,0.40227,0.86228,0.96434,0.60725,0.26264,100.35,88.813771,0.846769125,1.19190475,4.1960525,5.2619425,-4.893175,0,0,0,301.9242,317.64145
1,1.25,395.833975535915,5.44667748908652,0.951534499548746,0.951534499548746,2224.5315,12.0184389246,4.51382,15.3884594847663,2.9450125,0.314205,0.374775,0.7298375,0.91034,-0.045875,0.2127475,100.256,88.0433966,0.854663925,1.13931375,4.1442565,5.226228,-4.46425000000002,0,0,0,303.54985,318.057075
1,1.75,396.138236866436,5.45733666470537,0.833666930666088,0.833666930666088,2228.355,12.5263628514,4.70575,17.0110949000903,3.32696,0.34851,0.42004,0.90433,1.07002,-0.348335,0.20961,100.3405,87.797560575,0.735488725,1.131009,4.1923735,5.29267925,-5.84837500000002,0,0,0,302.26245,318.732425
1,2.25,396.293494911086,5.42687569073364,0.813601834671517,0.813601834671517,2208.37,12.0710364232,7.1798975,15.1755704513976,3.2938225,0.333955,0.4151575,0.8599625,0.979725,-0.16929,0.20396,100.3585,88.264397325,1.022386525,1.160317,4.098482,5.27187175,-5.09492500000001,0,0,0,299.15725,318.404475
1,2.75,396.98470918073,5.41858921518466,0.794398210051009,0.794398210051009,2226.69425,10.16826524605,3.10861,15.3259656012654,3.23426,0.33889,0.42577,0.87765,1.0211125,0.19023,0.23972,100.3585,89.423071525,1.030574525,1.488309,4.1743925,5.292037,-4.69445000000001,0,0,0,298.09055,319.04985
1,3.25,396.181596166733,5.36934912919891,0.803368976961797,0.803368976961797,2237.286,12.890166033,4.64098,13.813782768602,3.0964825,0.3303125,0.4172175,0.8760575,1.013785,0.86939,0.25402,100.338,88.38615,0.894711475,1.48783975,4.16243075,5.32288975,-5.45665000000003,0,0,0,302.6144,319.031825
1,3.75,397.194477997106,5.37022103010345,0.815918422200335,0.815918422200335,2243.3745,12.2661790614,5.35838,13.9644282354569,3.318535,0.321935,0.457445,0.912935,1.086425,-0.066905,0.258285,100.35025,89.6155175,0.84831725,1.421774,4.293472,5.3082665,-4.07759999999998,0,0,0,303.271575,318.7543
1,4.25,397.429356752853,5.11927930718253,0.856396095024823,0.856396095024823,2248.84825,12.17840544475,7.87592,14.1578372442864,3.25937,0.33977,0.440315,0.887655,1.054915,-0.20047,0.2205,100.353,90.83442425,0.7713481,1.29789225,4.26659775,5.33779375,-3.68932500000004,0,0,0,300.75615,318.4639
1,4.75,398.054458684317,5.25088590560861,0.899609367683057,0.899609367683057,2248.98725,8.63292408025,5.596935,14.1030627680996,3.08714,0.3041275,0.416,0.8030825,0.9839925,-0.514605,0.2119625,100.40525,91.135036825,0.5351663,1.32293825,4.2332605,5.29664775,-3.63775,0,0,0,300.375175,317.6657
1,5.25,396.896332714347,5.27592214656809,0.91605882219254,0.91605882219254,2251.161,13.07727534615,5.850015,12.6564849293533,3.37445,0.28407,0.41637,0.82982,0.9396,0.06442,0.22732,100.331,91.166472475,0.412211775,1.279381,4.178105,5.29659175,-3.60632499999997,0,0,0,301.168225,317.192225
1,5.75,397.539323224835,4.94008308621349,0.954623938489807,0.954623938489807,2258.9425,10.6356140082,6.6991475,14.1724961203184,3.3289,0.297895,0.42234,0.831195,0.98523,-0.804495,0.20928,100.318,90.551905,0.3996848,1.2135285,4.1230125,5.275105,-3.17415000000002,0,0,0,301.65595,317.281475
1,6.25,398.101787516868,4.92793842249346,0.818763276658713,0.818763276658713,2280.41725,10.5369618025,5.343085,14.5171106680357,3.06795,0.28031,0.40395,0.820155,0.976915,-0.83536,0.20495,100.4125,90.507313475,0.483137475,1.036832275,4.116374,5.2879535,-2.79440000000002,0,0,0,299.546525,317.252375
