DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,TS_1_1_1,TS_2_1_1,TS_3_1_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,564.839,2144.6485,4.59153,1.02562225,50.004125,0.126505000000001,-0.529889199999998,-1.241174,13.3424595,10.9211095,102.4151,99.84233,0.302699999999999,-2.39202499999999,0.575898505876741,296.094175,302.6065,5.25838053655471e-19,2.77555756156289e-17,10.147224,0.06968,0.199600000000032,0.0606000000000451,-2.09999999999998,-0.011651535,1.734457807226,1.75157100251911,1.2150405685162,1.033124,12.05285
1,0.75,567.1039,2140.356,4.626504,1.1666375,43.78005,0.0926200000000014,-0.445333199999998,-0.605804399999999,11.78645625,10.84397,102.4267,99.93146,0.798299999999998,-2.062975,0.599408995608928,292.8909,301.9399,3.26107684692906e-20,6.93889390390723e-18,11.06264,0.073358,0.200000000000045,0.0592000000000099,-2.13119999999999,0.01472732825,1.98816977125925,1.9878055636145,1.18651844831026,1.304815,12.53336
1,1.25,578.79905,2138.94,4.402878,1.583269,44.4707,-0.715946850000001,-0.259858375000004,-0.524844650000002,15.22985375,10.146925,102.55055,99.96171,0.745724999999991,-1.08060524288942,0.599788911444029,296.573625,300.791375,5.87671458805031e-19,1.20617491689012e-18,8.83965075,0.08875127,-0.636649999999981,-0.327499999999964,-2.50684999999998,0.0522055225,1.83015843057999,1.43057021249582,0.849360223876101,0.869004975,12.56018
1,1.75,583.83895,2142.42325,4.371634,1.67194675,48.845175,-0.720958300000001,-0.167559300000005,-0.478701600000003,15.98841425,21.6292175,102.1587,99.933075,-2.95984999999996,-1.20349999999996,0.573348199060035,302.66795,301.822625,4.85824217227174e-18,2.68882138776404e-18,9.63725925,0.07706437,-0.659999999999964,-0.309999999999966,-2.53109999999998,-0.00405894375,1.82589915099689,1.78207254361732,1.07197368727828,1.250444,12.220335
1,2.25,604.613625,2135.658,4.51334,0.7763614,49.904,-1.5568835,-0.0739614500000015,-0.399640900000001,28.6355,18.5356,102.2025,99.860285,-2.64024999999999,-2.30475,0.55596714529984,306.42575,303.911625,3.07913416985883e-18,6.93889390390723e-18,10.56306,0.07723111,-0.867499999999959,-0.82249999999996,-2.67212499999998,0.1618457125,1.78228748270822,1.63354921400259,0.979124727647428,0.9897975,11.6768125
1,2.75,616.5574,2139.35,5.093743,1.00790935,44.7944,-1.37348480000001,-0.020213600000003,-0.364174800000002,64.3234825,8.15636774999999,102.2404,99.953965,2.68110000000001,-0.244649999999989,0.566468380137743,306.2215,305.32325,1.39319979164387e-18,6.2450045135165e-18,8.29709299999998,0.06359186,-1.21999999999998,-0.92567418370962,-2.70279999999996,0.297968369999999,1.75030716308163,1.57708985747243,0.963445415082277,0.9546819,11.92294
1,3.25,633.652675,2140.25125,5.05553,1.111504775,76.4393475,-0.932084900000005,0.0661612999999984,-0.283616900000001,65.8791125,6.80472,102.22045,99.957025,3.01297500000002,-0.342849999999986,0.587373258363637,300.02105,306.75005,2.44792521756492e-20,0.262899,6.93822,0.08196499,-1.15909999999999,-0.96489999999996,-2.70389999999999,0.77864,1.86541419660424,1.68460069179716,0.995024708980762,1.166231575,12.4720575
1,3.75,639.033125,2150.81908333333,4.97999175,0.7115071,75.1955056818182,-0.671664500000015,0.192860749999994,-0.240199300000003,55.94275,17.2892697499999,102.243725,99.95237,3.19307500000003,-0.155699999999976,0.571057167496241,283.93625,302.322925,0.3989713,1.1049437,6.30933399999998,0.075147865,-1.12999999999997,-1,-2.75759999999997,0.633273199999999,1.79791023693157,1.15851264510384,0.811081167141051,0.906213924999998,11.715905
1,4.25,642.518949999999,2161.38691666667,5.11831574999999,0.724232225,73.9516638636364,-0.427981074999995,0.262615525000002,-0.219223099999999,51.3737449999999,6.3652575,102.310675,97.9192,3.10687500000005,-0.076449999999972,0.540635438240801,303.092,304.732,0.39420175,1.14786025,3.6223285,0.0674345875,-1.71249999999999,-1.01,-2.77837499999996,0.460826199999998,1.6853235880438,1.09023473777682,0.781306038677197,0.7567828,11.5225025
1,4.75,650.618,2171.95475,4.9213525,2.392528,72.7078220454545,0.167487,0.319205,-0.197625,15.9365059499999,6.24554025,102.393375,97.66768,2.4095,-0.273199999999968,0.535566003583286,311.5039,305.75245,0.0134,1.41292,4.70033,0.0755,-1.69999999999999,-1.00099999999998,-2.78699999999998,0.35246875,1.77076528448065,1.11013621634569,0.733829792412263,0.693433,11.783175
