DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1
1,0.25,-10.23063875,-4.94536100000002,12.57105,31.03062,3.522842,0.605287,389.823375,12.344845,13.9628425,88.83074,12.1420675,98.9707175,3.92202275,0.018211085,0,9.1695185,9.3225,10.0455,10.291,10.33025,10.792
1,0.75,-8.32744700000002,-3.12848125000001,10.8125,24.9606375,1.099443125,0.60874295,390.931625,11.773925,13.51103,88.827205,10.5663575,99.1521425,3.9454495,0.013047415,0,8.9713725,9.121625,10.025125,10.3085,10.31075,10.8405
1,1.25,-5.845343,-3.40094025,12.2370325,17.6504425,2.07071,0.589337099999999,391.30555,12.56474,12.23355,88.81917,9.85462475,99.25267,3.8696045,0.01674808,0,8.85962375,8.981625,9.871,10.266,10.3405,10.87125
1,1.75,-5.41522775,-3.5911775,10.85815975,27.383475,1.480718,0.554827225,392.04025,12.4329125,12.1678475,88.8188125,10.2610325,99.655965,3.825668,0.01628281,0,8.7410475,8.831,9.715375,10.18625,10.3505,10.85125
1,2.25,-3.99214525,-4.12077225000001,9.270895,22.29631,1.144336,0.434981574999999,395.2803,11.70259,12.49382,88.819785,10.380345,99.6489575,3.205691,0.01515535,0,8.72518475,8.770875,9.530375,10.1255,10.37,10.79
1,2.75,-3.33205975,-4.18930750000001,8.26592999999999,10.068555,3.56574725,0.535913275,392.4944,12.765465,11.698315,88.831735,9.98834575,99.7101375,3.7376055,0.01873408,0,8.54182375,8.7465,9.4215,10.10375,10.4005,10.79025
1,3.25,-4.59721375,-3.91610800000001,14.183915,20.65015,3.23216149999999,0.6405651,390.718525,11.124155,11.9182425,88.84047,9.93478424999999,99.8791575,3.56899649999999,0.01978699,0,8.44224775,8.545375,9.347125,10.07225,10.4105,10.7905
1,3.75,-4.79505125000002,-3.507181,16.5466875,14.15185,1.3256425,0.63745175,390.947575,11.355035,11.99804,88.837685,9.99225524999999,99.906985,4.1608575,0.01909869,0,8.40802,8.5015,9.278375,10.00125,10.39075,10.78075
1,4.25,-2.47534375,-2.45225075,11.5404075,18.6290475,3.2495395,0.60282875,389.87425,11.556565,12.408345,88.818615,10.015096,100,4.035055,0.01965735,0,8.488181,8.564125,9.175375,9.95075,10.42025,10.82025
1,4.75,-2.094901,-0.815839847500006,12.6139,14.1289324999999,2.32051,0.6114851,390.48575,11.556425,12.4849,88.8143925,10.049925,100,4.129483,0.01529895,0,8.59123925,8.559375,9.13275,9.8805,10.3905,10.801
