DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,NETRAD,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PPFD_IN_1_1_2,PPFD_OUT_2_1_1,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,539.8084105,13.362567,3423.9093325,5.727747,93.5348687999999,18.2727175,84.5658326,6.379992225,0.610154225,0.00244959999999999,1.404719,0.8650515,21.810002375,1.029118,102.89175,98.7,12.2555,5.53027965,12.986,13.27625,13.32625,12.4705,12.905,13.095,13.24925,13.27025,10.98275,12.973375,12.69725,13,-1.0726559,1.96869075,0.366541499999998,0.159744,0.56926,-0.479233,-0.072939,2.36901215,369.9995288,374.19592625
1,0.75,548.876563,13.27018605,3533.21526175,4.252457875,113.06023635,15.658434825,80.685992325,6.349087475,0.691219725,0.004979,1.385730675,0.861542975,21.893897525,0.8073545,102.8435,99,12.502,5.11026865,12.811,13.25625,13.29125,12.4465,12.9,13.09,13.2295,13.22875,10.89575,12.962875,12.6915,13.00425,-0.582717400000004,1.9544592,0.18797,0.159744,0.56391,-0.479233,0.116703,2.4999996,370.070026,372.9396492
1,1.25,531.66881125,13.27375325,3452.98681265,6.431708325,137.3231254,17.95991625,83.52035495,6.4041744,0.68794875,0.0071916,1.3328917,0.8830182,21.77628565,0.988930349999999,102.87525,99.01,12.173,4.44858705000001,12.77575,13.2395,13.2685,12.43,12.883625,13.10675,13.227,13.2025,10.8405,12.98625,12.696,13.005,-1.128828,2.148956725,0.18797,0.159744,0.56391,-0.479233,-0.1002915,2.39521,370.52368395,372.60210715
1,1.75,538.318730775,13.2667712,3595.716122225,5.984238,118.62585855,18.2107342,83.3862647,6.222175225,0.68701905,0.004509825,1.3511195,0.849719,21.8046361,1.0260415,102.87525,99.105,11.9215,4.65694975,12.71875,13.228,13.2345,12.44625,12.884125,13.12575,13.2135,13.184,10.76525,12.99375,12.698,13.015,-1.2315751,2.656546,0.18797,0.159744,0.56926,-0.479233,-0.1002915,2.53555375,369.9406625,371.74917825
1,2.25,542.0464622,13.0510894,3753.8036273,7.41719634999999,144.488329325,20.467946,105.0159034,6.2089585,0.6644465,0.00614647500000001,1.31716275,0.82973775,21.697549,1.069674425,102.8835,99.105,12.134,4.7990706,12.64175,13.2165,13.199,12.437,12.8815,13.13575,13.194,13.132,10.7055,12.985,12.714,13.02,-0.442332675,2.40037945,0.18797,0.159744,0.56926,-0.3953674,0.0948213500000008,2.47006,369.94329215,371.7380515
1,2.75,543.623838875,13.116664125,3632.717005575,5.821508575,118.42887765,18.718798,93.3014291999999,6.1790755,0.740765,0.00325644999999999,1.4431366,0.914533699999997,21.735789,0.909850974999999,102.89175,99.1,12.08825,4.796142075,12.5175,13.205,13.1735,12.451625,12.90525,13.1405,13.1645,13.0765,10.6575,12.9575,12.724,13.025,-0.165201,2.42884239999999,0.37594,0.159744,0.56926,-0.479233,0.0474103500000004,2.2717065,370.219097325,372.2149694
1,3.25,529.26555215,12.93292575,3613.90693375,4.7675096,124.22264575,16.700865,83.8755204999999,5.871664,0.660316,0.006384725,1.35127145,0.870547599999997,21.712115,0.901449,102.89175,99.2,12.028,4.21918845,12.464,13.168,13.162,12.41975,12.91325,13.13,13.14625,13.0485,10.58125,12.953125,12.72875,13.021,0.15356074999997,2.300759125,0.18797,0.159744,0.56926,-0.479233,-0.173231125,2.51684125,368.731333125,372.1748665
1,3.75,516.81320985,13.0440572,3624.532848775,6.11556832499999,121.153707075,18.0243492,91.6621995249998,5.878568,0.678255,0.00774279999999997,1.349603475,0.842307349999999,21.0085395,0.943242,102.8835,99.215,12.13225,3.94929825,12.38125,13.13625,13.149,12.41975,12.909375,13.13575,13.122,13.0245,10.57025,12.975,12.736,13.012,-0.72164075,2.03036044999999,0.18797,0.159744,0.56391,-0.479233,-0.072939,2.36526965,368.88070905,371.84099405
1,4.25,510.69794375,13.202189375,3652.0780863,4.977533,113.473328,23.250590825,92.3693286749999,6.7385323,0.659839925,0.00430807499999999,1.4071456,0.961980099999998,20.792365975,1.23879,102.892,99.5,11.949,4.108073675,12.25,13.108,13.139,12.428625,12.90575,13.14,13.118,12.98725,10.58025,12.973,12.7425,13.022,-1.033997875,2.15370054999999,0.18797,0.159744,0.56391,-0.479233,-0.0237051750000012,2.245509,370.4343742,371.8448652
1,4.75,507.24669945,13.018708775,3601.573674025,5.7138432,110.00154935,17.639528,91.06604695,6.70185250000001,0.6987782,0.00330945,1.38703,1.0239182,20.81333725,0.9357711,102.892,99.6,11.82,4.09246169999999,12.17,13.072,13.142,12.43,12.899,13.14,13.10825,12.932,10.562,12.953375,12.74375,13.01875,-0.909533375000002,2.087287,0.18797,0.159744,0.56391,-0.479233,0.072939,2.54491,370.1051522,371.743706325
