DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,G,SG,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_1_2,RH_1_1_2,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_1_2,TS_2_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN,SW_IN_1_1_1,SW_OUT,LW_IN,LW_OUT
1,0.25,479.5635325,6.55110885,21.561202,0.6139129675,4.98617219999999,24.1524660000001,9.4387613,6.41697519999997,8.53581939999999,6.25407695,0.9120553575,-0.0020810105,2.2187944,1.796065275,1.0734855,99.95315,19.521758,90.224765,19.955204,90.207895,8.8532224,21.65386775,1.60923955,17.04362,16.565013,18.04114325,2.6554906,6.64533015,0.02566378375,0.6427916,0.2861111,396.03167,401.59936
1,0.75,468.03526,5.8189917,21.25501925,0.6892665,3.859306975,17.567925,15.02157725,11.461375875,24.2378435000001,5.55506775,0.879496225,-0.00204318125,2.09657615,1.55969105,1.0231801,99.945001,19.583406,92.1623,19.94979475,90.3177255,10.10546525,21.3811935,1.0991146,16.949973,16.520489,17.983139,3.4999307,5.843161525,0.0257079175,0.6427916,0.318026405,397.4370175,401.7428125
1,1.25,467.61306,6.192070975,21.07212825,0.73330475,4.64324165,24.30258,9.729223125,9.40152939999997,19.7573497500002,5.304680875,0.87447985,-0.00305569435,2.026058,1.40177975,0.9975780625,99.940572,19.490554,92.22249,20.061625,88.6526175,11.24764175,21.5690975,1.197884375,16.841721,16.608382,17.936991,3.82688449999999,5.780497025,0.02514780425,0.6427916,0.311955545,397.3996025,401.609225
1,1.75,563.2424775,32.2085124999998,21.054191,4.42958372500001,6.46405310000001,28.7734935,5.3507258,9.56973619999999,12.0531375,5.46913095,0.905239565,-0.002746598,2.07519565,1.4821895,1.013283855,99.957686,19.548998,95.35186,21.800648,88.3923025,12.338384,21.7402765,1.21243725,16.731496,16.5473935,17.89908925,4.8079172,6.51137520000001,0.02601999475,0.6427916,0.33842361,399.235715,401.6818325
1,2.25,462.7340825,11.0023235,24.26678675,4.54113730000001,6.66252937499998,24.090284,6.29570325,7.24398064999999,11.6062360000001,5.41683275,0.929747175,-0.001809276275,2.0707832,1.6979163,1.06262,99.96347,19.603801,94.702506,21.808234,88.055244,13.058914,23.0254335,1.2336838,16.731478,16.513912,17.83932175,2.77230459999999,6.04092605000001,0.02746847275,0.6427916,0.3034722,402.856695,404.3937
1,2.75,465.339425,5.23096,21.0445,1.44959365,6.25687055,34.157355,8.12467520000003,6.8320744,17.3547832500001,5.744404125,0.9986378125,-0.00291923027500001,2.25653775,1.865002125,1.15062475,99.913176,19.733531,93.35662475,20.293353,87.667687,12.97626,21.8139,1.158338625,16.746757,16.556172,17.76917575,2.3427946,5.488524275,0.025665464,0.6427916,0.283729175,404.0514775,407.3860475
1,3.25,458.204875,5.504352,21.07116425,1.568098825,4.13778154999999,31.52506125,6.35304134999997,9.13010919999997,10.93410705,5.127478,0.9869320625,-0.0025556942,2.2496245,1.672858125,1.12124125,99.893762,19.636035,93.222546,20.276864,87.475063,13.601188,21.7210875,1.1418445,16.72844,16.5770225,17.532552,4.2804919,5.43105610000001,0.0245162035,0.6427916,0.291440305,402.50535,408.6385625
1,3.75,458.2456775,10.2308315,22.25434275,2.009886625,4.46473639999999,29.98754,6.749232375,8.56395374999999,25.3709292500001,5.37384819999999,1.04246694,-0.00164083064999999,2.2028798,1.7260444,1.1755996,99.921273,19.56084,96.621343,20.3161945,89.459278,14.27446925,21.750012,1.233174,16.722208,16.5835385,17.2671165,4.7678681,6.614567775,0.02403522425,0.6427916,0.3319124725,401.1569625,407.3638625
1,4.25,460.09454,9.86620604999999,22.658098,1.100479305,3.307721125,28.5026725,7.90924519999993,6.74849119999999,12.58339075,5.087765625,0.9679018125,-0.00346660285,2.0528915,1.951063125,1.109209375,99.923293,19.343635,92.089986,20.3104855,88.622901,13.873977,21.647875,1.216435125,16.705291,16.609823,17.22036975,1.97077749999999,6.2540576,0.02520035025,0.6427916,0.3483111,400.560655,402.98918
1,4.75,461.68727,7.171661825,20.623091,0.630499984999999,3.1890967,20.2890525,10.3750125,4.10155155,10.8372425,5.00097089999999,1.0372938,-0.002667075275,2.06027695,1.66044015,1.13760095,99.898002,19.187146,89.837836,20.2907995,88.8348715,12.7534455,22.731992,1.3848751,16.682003,16.6298355,17.19265125,2.8899152,5.48136337500001,0.024287781,0.6427916,0.3392638575,402.95619,402.3915975
