DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,PPFD_BC_IN_2_1_1,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.3336747771078,-25.6624326509844,0.0292553914157966,0.0425887401512525,-0.283439886450517,-0.0566481440773977,-6.66009902340103,-2.74953554183856,0.0418596584069925,-67.720590400713,-7.39325826701043,0.199200588365513,0.8055,0.6445,0.152,-26.900925,-27.892975,-27.44568,-27.7819675,-28.951235,92.794878,60.854,0.090125,-28.964,-26.7015,-26.666,0,-3.86825,0.5925,-0.6585,141.46,191.52,144.9975,192.2125,-1.13,-0.42,-0.08,-0.51,-0.00649999999999999,-0.38,-0.34,-7.747025,-6.125125,-4.220575,-3.017275,-1.723525,1.169875,2.959425,4.5477,5.229125,-7.3821,-6.202875,-4.356825,-2.942125,-1.82335,0.423225,2.685575,4.40565,4.904575,-7.225975,-6.52675,-4.518625,-3.1813,-1.943425,0.66545,2.736175,4.3327,5.4974,-8.023775,-6.98695,-4.624275,-2.737475,0.772175,2.636225,4.281975,5.173975,-5.57735,-4.8962,-3.571725,-2.1669,-1.0851,1.2098,3.416775,4.71625,5.250575,-4.4701,-8.226,-8.916875,-83.376,-0.09,0.168212754059485,0.384615681147783,0.357181608295576,0.489884742876825,0.36525799633074,398.935793849374,412.097853562919,416.565483191501,412.214240060648,416.416686454129,412.52867300343,417.679146649329,412.334757027326,416.98558390427,1986.83242744629,1988.79234561728,1986.49813398291,1986.89444007426
1,0.75,0.939586780937156,-25.8896097686901,0.0279868024076443,0.00019770286642478,-0.367080333373825,-0.15846810297817,-8.52149450363136,-2.29050469390135,0.0340330631509203,-38.9642999401199,-6.97457488198477,0.184352833535205,0.748,0.5715,0.17,-27.024485,-27.8983,-27.6481,-28.3739825,-29.13456,92.741728,61.58,0.0945,-29.45,-26.758,-27.1275,0,-3.6555,0.53,-0.7105,141.52,188.82,143.745,189.775,-1.1235,-0.42,-0.07,-0.51,0.000250000000000021,-0.38,-0.34275,-7.920275,-6.2049,-4.2101,-3.01045,-1.7245,1.170775,2.959425,4.546975,5.22885,-7.3513,-6.237475,-4.35535,-2.940475,-1.827275,0.423225,2.685575,4.40465,4.9036,-7.279625,-6.54685,-4.53395,-3.1836,-1.94145,0.6659,2.734725,4.332425,5.495675,-7.9508,-6.954425,-4.687725,-2.735,0.7729,2.635,4.280975,5.172975,-5.593875,-4.9199,-3.5925,-2.1732,-1.085025,1.2098,3.415775,4.71525,5.249575,-4.5753,-8.484,-8.625225,-83.012,-0.08025,0.176052828653082,0.389800610471801,0.354400106933051,0.474650837870538,0.365009661590653,399.557143277575,412.205205125209,416.665483316915,412.195209290519,417.538461540479,412.512169886465,417.074806903342,412.614982156115,417.366767898162,1989.29785858601,1988.44119628113,1988.81851029461,1988.74758624562
1,1.25,0.983170413596236,-25.9001898320067,0.0341397774096188,-0.3888493178993,-0.385585046156651,-0.517137941594433,-8.72979845304136,-2.50350145829756,0.0421195786662761,-40.6909636871228,-7.1708286693977,0.246756694157103,0.68625,0.587,0.156,-27.17014,-27.967925,-28.05836,-29.1195825,-29.3731,92.7069995,63.2395,0.127125,-29.51,-27.03625,-26.81125,0,-3.7255,0.885,-0.66125,140.64,189.54,145.91,189.5975,-1.13,-0.423,-0.0745,-0.51,-0.01,-0.38,-0.34275,-8.080575,-6.2937,-4.1988,-3.00235,-1.7247,1.170225,2.958425,4.545975,5.22785,-7.37465,-6.24585,-4.3795,-2.93755,-1.83265,0.424225,2.6853,4.404375,4.9026,-7.3215,-6.5893,-4.551625,-3.1859,-1.93875,0.66535,2.733725,4.3317,5.495125,-7.865225,-6.907875,-4.74535,-2.7292,0.772625,2.634175,4.279975,5.171975,-5.603825,-4.938025,-3.6128,-2.17765,-1.085625,1.2096,3.4155,4.71525,5.248575,-4.73695,-9.0502,-8.9432,-79.33,-0.091,0.185151063203329,0.413422875301315,0.392886331448381,0.558888069730853,0.361607249880103,399.212870897631,413.254607411574,417.741271771649,413.147242846129,417.829740654245,413.512909427144,417.768486331058,413.574473419515,418.002693054599,1991.11102772495,1993.46187840262,1990.51780458601,1993.35145458587
1,1.75,1.05090445926408,-26.5694499335598,0.0324094449184871,-0.492463545636051,-0.261056308932517,-0.454465830209097,-10.7678463178871,-1.99093439915234,0.0434830808408702,-49.263692625222,-7.99033978398616,0.246358136294546,0.77875,0.6255,0.166,-27.19723,-28.119425,-28.131735,-28.656865,-28.88015,92.713941,64.811,0.10839,-29.44,-26.61225,-26.98575,0,-3.6985,2.0825,-0.63925,139.56,189.42,146.2375,189.495,-1.13,-0.42,-0.07,-0.51,-0.00649999999999999,-0.37275,-0.3455,-8.231625,-6.377025,-4.21405,-2.99525,-1.7243,1.16895,2.958425,4.5457,5.227125,-7.378625,-6.261825,-4.3888,-2.9365,-1.8363,0.425225,2.6843,4.403375,4.9016,-7.3658,-6.630275,-4.56975,-3.187325,-1.936775,0.664075,2.733,4.330425,5.4944,-7.7643,-6.848,-4.787375,-2.72485,0.77335,2.63385,4.2797,5.1717,-5.624875,-4.959325,-3.6322,-2.1759,-1.08365,1.21025,3.414775,4.71425,5.248575,-4.862975,-9.427625,-8.4612,-78.77,-0.09,0.241764838125918,0.358695402710444,0.322824746947157,0.484347846581148,0.335017867256692,399.383701945767,412.695953588267,416.152957686131,412.556195699678,416.419183489978,412.683317267033,416.490427763297,413.091772709508,418.078824809391,1995.43654182588,1997.0182245411,1987.80020174251,1989.62114034393
1,2.25,1.01037110994137,-26.9821306586605,0.032712792395761,-0.567783579494019,-0.255496817047684,-0.694634581650738,-12.9358736924169,-2.021394829961,0.0404465270161735,-54.3783952818579,-7.99739271687764,0.193203844482411,0.6985,0.581,0.18,-27.79281,-28.5886,-28.489235,-29.4178325,-30.2487875,92.739173,66.115,0.13486,-29.69275,-27.47325,-27.47675,0,-3.7355,0.9025,-0.73825,139.02,186.1,143.67,187.605,-1.13,-0.423,-0.07,-0.51,-0.01325,-0.37275,-0.34,-8.36055,-6.45035,-4.2323,-2.9975,-1.7235,1.171575,2.957425,4.544975,5.22685,-7.4282,-6.25985,-4.398,-2.9341,-1.839575,0.425775,2.683575,4.402375,4.900625,-7.419875,-6.674225,-4.58705,-3.192475,-1.934075,0.662075,2.731725,4.3297,5.493675,-7.63995,-6.7754,-4.7876,-2.7205,0.772625,2.6334,4.2787,5.170975,-5.69465,-4.996875,-3.6521,-2.174675,-1.081,1.2083,3.4145,4.71325,5.247575,-5.009325,-9.665,-8.3447,-77.982,-0.09,0.360248431851439,0.392119281682216,0.357148257230064,0.443792415295308,0.358890763358617,400.466692376266,412.539948855532,417.052066335977,412.085185664423,416.101149259386,412.487404880931,417.911707933639,412.518333795794,417.372362562661,1993.57885477101,1994.36474892525,1996.42105674045,1997.03072296578
1,2.75,0.957588997377623,-26.121344597146,0.0252957314230998,-0.194071894578971,-0.337677083624493,-0.384985221362834,-5.39834920077023,-1.65501718408548,0.0400247099555476,-45.1216682324022,-7.3029970771195,0.205082916573058,0.7665,0.6305,0.15,-27.1983525,-28.10655,-28.4878625,-28.93577,-30.107,92.7602515,65.374,0.151945,-29.69875,-26.99925,-27.06625,0,-3.70825,1.125,-0.61275,137.9,188.08,143.4525,190.2225,-1.1235,-0.42,-0.07,-0.5035,-0.01325,-0.37275,-0.34275,-8.481425,-6.521025,-4.252475,-3.00115,-1.719675,1.1703,2.957425,4.543975,5.22585,-7.517375,-6.31525,-4.4071,-2.9327,-1.84065,0.42555,2.6833,4.401375,4.899625,-7.47055,-6.72135,-4.605525,-3.1952,-1.932375,0.66035,2.732175,4.3287,5.492675,-7.5218,-6.70285,-4.77575,-2.716875,0.771175,2.63395,4.277975,5.169975,-5.780175,-5.036275,-3.6719,-2.1746,-1.078275,1.2064,3.4145,4.71325,5.2473,-5.188075,-9.7507,-9.0128,-79.526,-0.09,0.363243282847998,0.353045714651737,0.300211129354564,0.458093969818033,0.291861084107452,401.014427198092,412.848226915722,416.12358324019,412.330518792006,417.830312309366,412.608991649146,416.276027123402,412.858962698986,416.360537765153,1986.37821404671,1980.91882326042,1979.62403421205,1987.87040653149
1,3.25,1.01269574162205,-26.4946530620421,0.0331432204907668,-0.419281168471736,-0.217331021152202,-0.430393502965865,-6.73043493294417,-2.79205524862339,0.0406577913272053,-60.2516162356238,-9.08631789040362,0.201806212349437,0.752,0.53625,0.142,-26.76672,-27.6811,-28.584815,-29.13707,-30.60495,92.772874,62.8995,0.1452075,-30.33,-27.29775,-27.2885,0,-3.82975,0.685,-0.67225,138.6,186.04,143.8975,189.7325,-1.1335,-0.42,-0.07,-0.5,-0.0165,-0.37275,-0.35,-8.596075,-6.5924,-4.274575,-2.99515,-1.71925,1.1712,2.956425,4.542975,5.225125,-7.62445,-6.35585,-4.41665,-2.93085,-1.841725,0.425875,2.682575,4.400375,4.898625,-7.534725,-6.7693,-4.6211,-3.203125,-1.92895,0.659075,2.7319,4.3277,5.4924,-7.564175,-6.617925,-4.7598,-2.7084,0.770175,2.63395,4.276975,5.168975,-6.02045,-5.065625,-3.6896,-2.175375,-1.07655,1.2049,3.414225,4.71225,5.2463,-5.4479,-8.54675,-9.016,-79.704,-0.09,0.312901272689264,0.346613455374686,0.297461980722855,0.440937946440789,0.284195807801635,402.397458433405,412.581328768874,418.183107581138,412.625082359035,418.636610671782,412.949403178745,418.429138038008,413.266093714476,418.234072931553,1978.8167428149,1978.90603531819,1978.20535741123,1978.53485178093
1,3.75,1.08887696266087,-27.0697441014351,0.0319284638617629,-0.448257612079134,-0.242381505044063,-0.197595143787371,-6.30194053023437,-3.40401453161055,0.0331425797695192,-111.907465426361,-6.882032924462,0.199540354190666,0.758,0.58725,0.16,-27.4158975,-28.641625,-29.384795,-29.515005,-29.4698,92.769591,63.249,0.12337,-30.02175,-27.397,-27.6085,0,-3.76275,1.03,-0.54125,138.06,187.76,143.515,188.2725,-1.13,-0.42,-0.0745,-0.51,-0.01325,-0.37,-0.34,-8.71065,-6.664225,-4.296225,-2.9799,-1.718825,1.170925,2.956425,4.54225,5.224125,-7.74065,-6.39905,-4.42765,-2.92975,-1.843075,0.426425,2.6823,4.4001,4.897625,-7.612,-6.808625,-4.630875,-3.21005,-1.9267,0.657075,2.730175,4.327425,5.4914,-7.560475,-6.515775,-4.73885,-2.7093,0.768725,2.63295,4.275975,5.167975,-6.18195,-5.065475,-3.7002,-2.17215,-1.0818,1.2035,3.4135,4.711975,5.245575,-5.62025,-9.99145,-10.271,-78.152,-0.09,0.342931004130686,0.357666021343294,0.286157308930159,0.437284356025634,0.295169620227777,402.804444592499,412.534136207985,416.388124058039,412.820771967262,415.281614267368,413.118079395183,415.941519839064,412.971408388278,419.089751224893,1977.71627384046,1979.07331439707,1977.91836519802,1978.32335910545
1,4.25,1.02576663512637,-27.2221609938246,0.0289385156506435,-0.470190542295928,-0.326926155262626,-0.673017701876754,-7.84731620888744,-3.34822342071536,0.0394708101713146,-57.5646697374869,-6.94306137882625,0.228230170758345,0.72625,0.5615,0.16,-27.33084,-28.16735,-29.19076,-28.3042625,-30.04701,92.778516,62.974,0.15806,-29.915,-27.49425,-28.13275,0,-3.4625,1.4875,-0.60125,138.68,186.22,144.0675,187.035,-1.14,-0.423,-0.07,-0.5,-0.01325,-0.37275,-0.34,-8.80405,-6.7285,-4.318425,-2.965325,-1.7184,1.1711,2.95545,4.541975,5.22385,-7.842975,-6.43765,-4.446725,-2.9253,-1.8437,0.42675,2.681575,4.3991,4.896625,-7.711625,-6.832075,-4.632125,-3.214525,-1.9296,0.655075,2.73035,4.3264,5.4904,-7.503925,-6.40965,-4.711725,-2.7112,0.767725,2.632675,4.274975,5.166975,-6.233725,-5.037375,-3.705525,-2.1688,-1.0853,1.2028,3.413225,4.71125,5.2453,-5.8,-10.264875,-10.444875,-76.928,-0.09,0.334430916922335,0.362957662769394,0.301863554814579,0.411087567617538,0.28818326188953,403.809339664887,412.565103251399,417.435523489133,412.65632758442,416.205716393263,412.835382827087,418.110838277005,413.001921118268,417.409913784347,1977.93108259884,1978.23043057555,1974.7113717335,1987.59785237649
1,4.75,0.978201885789604,-27.0827873271808,0.0295905358678737,-1.55422214569794,-0.245298739045843,-1.19154843575883,-5.39105944459541,-2.1936444199711,0.0464729657970972,-52.910154420837,-6.9161929705709,0.197884535913783,0.852,0.63725,0.16,-27.2696225,-28.2329,-29.3442375,-28.63066,-30.291255,92.78544,63.0025,0.130105,-30.10325,-27.65225,-28.2925,0,-3.53275,1.09,-0.4685,139.52,185.74,144.85,185.4025,-1.13,-0.42,-0.0745,-0.51,-0.00649999999999999,-0.38,-0.34275,-8.855825,-6.780725,-4.3409,-2.959875,-1.717975,1.171275,2.955425,4.540975,5.223125,-7.870225,-6.469525,-4.4707,-2.9306,-1.84505,0.4263,2.680575,4.398375,4.895625,-7.796625,-6.8391,-4.657475,-3.2171,-1.934125,0.6538,2.728625,4.3257,5.4894,-7.474325,-6.30615,-4.681775,-2.733275,0.767175,2.632675,4.273975,5.165975,-6.203225,-5.003475,-3.7073,-2.167325,-1.0898,1.20205,3.4125,4.71025,5.2443,-5.963625,-10.261925,-10.458625,-77.284,-0.09,0.307526590059297,0.373985185287811,0.312368101388832,0.405297680727845,0.293586403635006,402.746699484387,412.484512293827,416.447667276379,412.481931931685,417.414968603118,412.599438947897,416.013510614641,412.562161290693,417.052259354009,1978.15167909207,1977.17115206952,1974.07693851561,1977.65383220135
