DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,0.25,0.63542145525,-0.2669425,1.1014,0.1411725,0,0.68544,266.72,270.78,-1.2627,0.0069373,0.56422,87.325,99.78875,-5.9192,0.11748,0.10306,-4.47545,-4.6937,0.712135
1,0.75,0.6212715735,-0.00695999999999999,1.12105,0.1412975,0,0.66378,264.775,270.66,-1.3878,0.004983975,0.489325,86.93275,99.76475,-6.713525,0.08032675,0.0661735,-4.1062,-4.825875,0.8949125
1,1.25,0.55414582975,0.72828,1.062,0.13854,0,0.74358,262.38,270.475,-1.623725,0.0070537,0.5645975,87.037,99.723,-7.095,0.07275,0.05925025,-5.283725,-5.541675,0.734725
1,1.75,0.628603197,-0.68165,0.453235,0.10649,0,0.722395,262.92,268.8625,-1.0998,0.0068282,0.4438675,87.5475,99.71225,-6.901725,0.06874525,0.0521375,-5.38935,-5.765975,0.696985
1,2.25,0.76716432675,-0.762915,0.87163,0.12485,0,0.788195,265.835,268.445,-1.1387,0.00624525,0.4729425,87.79175,99.715,-7.3183,0.07663975,0.04852725,-5.6975,-6.002025,0.6964825
1,2.75,0.612002267,-0.34053,1.3221,0.11576,0.047038,0.749415,269.07,267.6925,-0.83407,0.00557305,0.468195,88.664,99.71425,-7.5931,0.0678675,0.03786825,-5.854375,-5.87655,0.67508
1,3.25,0.55773031475,-0.55301,0.37756,0.11565,0,0.76643,263.8075,267.6325,-0.48162,0.0080804,0.4080125,87.9745,99.8055,-7.988975,0.0833135,0.043063,-5.919475,-5.8611,0.67795
1,3.75,0.59921106075,-0.22822,0.5867175,0.0854,0.0042813,0.75948,262.1675,269.53,-1.09155,0.005207875,0.4253175,89.00025,99.7865,-7.68955,0.07849,0.03637275,-5.850125,-5.799125,0.66488
1,4.25,0.521053637,0.655365,0.742185,0.114225,0.00253,0.76794,262.325,269.945,-1.062555,0.00629185,0.428995,89.307,99.7595,-7.6956,0.080563,0.04054825,-5.90875,-6.007425,0.81517
1,4.75,0.717558237,0.67304,1.79205,0.12906,0,0.816405,263.34,270.9925,-1.237325,0.005271025,0.4547625,88.01525,99.722,-7.3771,0.071844,0.03506325,-5.895475,-5.958325,0.76064
1,5.25,0.664205487,0.1763,0.649495,0.1158,0,0.7430625,265.8125,271.825,-0.902035,0.00701865,0.4685,89.69725,99.729,-6.9164,0.10030875,0.049738,-5.974825,-6.070625,0.58148
1,5.75,0.4620746185,-0.15492,1.3733,0.10183,0,0.75764,263.01,272.075,-0.79316,0.00508035,0.388705,88.36425,99.7435,-7.462475,0.072096,0.040662,-5.776225,-6.0757,0.60197
1,6.25,0.5446189175,-0.635415,0.99147,0.10327,0.18302,0.78032,261.9,271.525,-0.87826,0.008819925,0.4264875,87.9775,99.76675,-7.2739,0.0819365,0.04002375,-5.8472,-5.6957,0.67808
1,6.75,0.557296396,0.39547,1.72105,0.1109,0.0166565,0.851185,260.43,270.3375,-1.0342,0.00695365,0.4244,88.0025,99.7785,-7.18555,0.1036245,0.0377215,-5.771375,-5.640425,0.81473
1,7.25,0.549407024,-0.5848125,0.9107825,0.095525,0,0.8360925,257.215,269.6525,-0.8798,0.0077831,0.3612075,87.536,99.806,-7.5699,0.09661175,0.04764475,-6.220225,-5.78235,0.57736
1,7.75,0.453500005,-0.423425,0.4537125,0.0902,0,0.704185,256.0675,267.1975,-0.502585,0.007094825,0.35728,88.3115,99.802,-8.2204,0.082359,0.02441875,-6.1652,-5.69265,0.65935
1,8.25,0.7146897585,-0.83016,0.70821,0.1159575,0.285635,0.6999775,259.595,266.36,-0.514745,0.00704515,0.3804,88.67325,99.8025,-8.38535,0.094027,0.044603,-5.957025,-5.826275,0.63069
1,8.75,0.5839502,-0.85941,1.54095,0.13533,0,0.7308425,257.8275,263.85,-0.83755,0.01642,0.4046875,88.33625,99.792,-7.819675,0.0948025,0.05788225,-5.809525,-5.877025,0.68569
1,9.25,0.686178141,-1.840575,1.30895,0.1324875,0.22238,0.8846475,258.4,269.0775,-0.2763,0.2424575,0.41246,88.6995,99.79825,-7.733775,0.09252425,0.04581025,-5.7862,-5.86855,0.6964
1,9.75,0.933108027,-0.5013925,1.20275,0.12811,1.39775,1.566625,258.59,269.2475,-0.69152,2.558525,0.4268075,88.4315,99.78725,-7.567575,0.09128725,0.03012125,-5.717425,-5.849325,0.722415
1,10.25,0.653125696,-1.0368,0.625235,0.128625,4.39915,3.4331,259.105,267.7475,0.91267,10.22875,0.43736,88.1115,99.799,-7.563925,0.1067285,0.047641,-5.69185,-5.8575,0.62845
1,10.75,0.6779177555,0.013925,1.18615,0.10502,11.6385,7.259075,259.63,267.825,4.2319,23.266,0.4945025,88.37525,99.7935,-6.675,0.1144875,0.046777,-5.662275,-5.770625,0.68302
1,11.25,0.507894008,-0.7240325,1.8663,0.14089,22.07225,12.094,265.0475,271.0175,5.41535,40.01425,0.48206,88.3175,99.796,-6.877175,0.1099525,0.0597065,-5.4769,-5.856075,0.743145
1,11.75,0.582628992,0.086865,1.1485,0.1267375,37.596,18.8665,269.31,272.87,12.873,58.017,0.5027025,87.6035,99.803,-6.419525,0.098371,0.05060425,-5.47885,-5.84205,0.71973
1,12.25,0.6314359275,0.90303,1.63415,0.1316825,45.726,21.46475,268.66,275.84,14.83925,71.92625,0.6058875,87.10175,99.7925,-5.854875,0.11088,0.06134275,-5.600725,-5.934475,0.9497525
1,12.75,0.437466102,0.07695,2.3893,0.128735,56.8135,26.78075,270.2475,278.315,22.3115,82.14,0.7987475,85.43,99.78925,-5.70055,0.1260775,0.0646145,-5.658225,-5.8002,0.83224
1,13.25,0.718226394,1.0929,2.84095,0.149615,68.353,34.369,266.94,280.9325,28.439,92.2265,0.858185,85.20525,99.7865,-5.106875,0.127045,0.06047025,-6.213525,-5.730525,0.887085
1,13.75,0.50370890175,-0.25043,2.797825,0.1500225,60.356,31.00325,266.1,280.765,23.888,87.591,0.980955,85.72475,99.789,-4.6544,0.121335,0.0399275,-6.255575,-5.594275,0.9597575
1,14.25,0.448199568,-0.029695,1.3194,0.138555,53.79875,27.261,268.8725,279.6875,21.92375,72.92125,0.8924325,85.4745,99.796,-4.7212,0.11008,0.0439435,-6.2851,-5.516475,0.9490025
1,14.75,0.570526249,-0.7642675,1.342625,0.1378925,32.978,19.52825,267.33,279.435,8.2758,53.15675,0.798355,86.917,99.805,-4.623525,0.092634,0.03136775,-6.285,-5.437575,0.8433875
1,15.25,0.6011764275,-0.29142,1.529075,0.13703,17.5645,10.68175,264.8275,276.725,3.59955,31.109,0.7823925,86.0895,99.829,-5.4894,0.08101775,0.0184215,-6.35525,-5.546625,0.7977025
1,15.75,0.598835271,-1.413025,1.1049,0.10829,5.808075,3.940325,264.5075,273.9225,1.504275,14.41075,0.6938975,87.40575,99.84525,-5.403275,0.08591325,0.04727,-6.339575,-5.49945,0.74122
1,16.25,0.74394024,-0.5008675,0.8856125,0.1432375,1.1518,1.284125,265.7375,273.54,-0.06546375,4.501425,0.5514675,88.89975,99.868,-5.895875,0.106415,0.05846925,-6.479175,-5.7572,0.763895
1,16.75,0.64937436,-0.69109,0.847175,0.13688,0.260595,0.6711925,264.9125,274.305,0.56325,0.7098975,0.5743975,87.62625,99.90275,-6.070425,0.1028345,0.0500125,-6.06575,-5.311625,0.7384775
1,17.25,0.760432714,-0.58403,1.6702,0.12403,0.135915,0.5370925,268.815,275.8875,0.26171,0.05983275,0.4661825,88.218,99.9095,-6.188575,0.110218,0.054815,-5.996925,-5.697225,0.7672375
1,17.75,0.724122382,-0.5963425,1.404,0.1286475,0,0.60817,272.3275,274.935,-0.7359625,0.019076,0.4865225,87.80925,99.89375,-5.958925,0.115745,0.05179975,-5.96485,-5.986825,0.865565
1,18.25,0.826339582,-0.6277,1.111475,0.12387,0,0.6494425,270.795,274.96,-0.54657,0.017068,0.4739475,88.38475,99.861,-6.23775,0.13157,0.0467585,-5.93875,-6.06045,0.7401775
1,18.75,0.71510556875,0.488415,1.75935,0.1479625,0.0273545,0.708175,267.59,276.48,-0.53126,0.01687125,0.5121125,88.14,99.86,-6.006725,0.0946965,0.0558605,-6.129925,-6.169,0.761035
1,19.25,0.996939459,0.6320675,1.21175,0.12986,0,0.7248575,263.575,277.5675,-1.07895,0.01221525,0.4655625,88.61475,99.804,-5.739275,0.101979,0.06434225,-6.400125,-6.224425,0.70447
1,19.75,0.78686934,0.8962375,1.5029,0.13609,0,0.6460025,260.96,275.06,-1.04234,0.00955455,0.5255675,88.42875,99.8275,-6.429875,0.09003525,0.062099,-6.489175,-6.111825,0.76702
1,20.25,0.8936297365,-1.621975,1.37185,0.13576,0,0.6503675,260.3525,273.1425,-1.204125,0.00925115,0.4314875,88.6295,99.86,-6.46,0.09688525,0.07094975,-6.3714,-5.977,0.705785
1,20.75,0.674482483,-0.40051,0.88639,0.1093025,0.00865975,0.7876425,261.4225,269.2525,-1.54455,0.007863925,0.49827,88.446,99.8875,-6.2566,0.0840755,0.03990625,-6.1918,-5.91845,0.74247
1,21.25,0.76587745425,-1.0521,1.209425,0.121535,0.00421725,0.734525,264.2025,272.4175,-1.366825,0.007963875,0.43185,87.9185,99.889,-6.450525,0.1089975,0.0646015,-6.4049,-6.02585,0.6927325
1,21.75,0.715346499,0.430645,1.8097,0.1335875,0.030831,0.72732,265.9225,272.495,-1.263375,0.006228225,0.4774875,87.84475,99.8735,-6.59695,0.11412,0.07504525,-6.47355,-6.09025,0.7697625
1,22.25,0.667249316,-0.35719,2.071425,0.1425125,0,0.7575025,261.51,273.3675,-1.2441,0.007183075,0.5682075,87.3855,99.856,-6.566625,0.1114625,0.06028375,-6.5634,-6.093425,0.812415
1,22.75,0.868170755,0.9888,1.971775,0.1337775,0,0.752985,262.455,271.435,-1.57295,0.005800225,0.5320725,86.6645,99.877,-6.295575,0.088623,0.06062175,-6.2375,-6.01355,0.87589
1,23.25,0.568027201,-0.68395,0.83592,0.1289275,0,0.7288425,258.865,271.38,-1.6771,0.005376525,0.5549475,86.4325,99.83625,-6.078825,0.079218,0.05147975,-6.4209,-6.104125,0.708925
1,23.75,0.7078336735,0.869145,1.485975,0.1752,0,0.78273,257.1325,271.145,-1.520875,0.00474065,0.5373625,87.02025,99.815,-6.937925,0.05467525,0.0346005,-6.347375,-6.0631,0.8378075
2,0.25,0.833474298,0.402325,0.6133,0.08175,0,0.852445,237.4325,256.115,-2.7485,0.005068525,0.3114,85.72475,100.585,-11.60975,-0.30622,-0.36711,-6.51015,-5.597025,0.61447
2,0.75,0.45078314375,-0.49234,0.60679,0.08995,0,0.80887,236.435,255.75,-3.36535,0.00451605,0.3421575,85.0905,100.6,-11.3175,-0.3106775,-0.3972725,-6.5209,-5.66925,0.5906
