DOY2,HR2,TS_1_1_1,TS_1_3_1,TS_1_1_2,TS_1_3_2,G_1_1_1,G_1_1_2,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,H2O_1_1_1,WS_1_1_1,PA_1_1_1,CO2_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_2,LW_OUT_1_1_2,USTAR_1_1_1,TAU_1_1_1,H_1_1_1,FC_1_1_1,SC_1_1_1,NEE_1_1_1,LE_1_1_1,WS_1_2_1,FC_1_1_2,NEE_1_1_2,LE_1_1_2,TA_1_2_1,RH_1_2_1,TA_1_2_2,LW_BC_IN,LW_BC_OUT,USTAR_1_2_1,TAU_1_2_1,H_1_2_1,FC_1_2_1,SC_1_2_1,NEE_1_2_1,LE_1_2_1,WS_1_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,TS_6_4_1,TS_6_5_1,TS_6_6_1,G_2_1_1,G_2_2_1,G_2_3_1,G_2_4_1,G_3_1_1,G_3_2_1,G_3_3_1,G_3_4_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_5_1_1,G_5_2_1,G_5_3_1,G_5_4_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,H2O_2_1_1,WS_2_1_1,PA_2_1_1,NETRAD_2_1_1,NETRAD_2_1_2,PPFD_IN_2_1_1,PPFD_OUT_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,USTAR_2_1_1,TAU_2_1_1,H_2_1_1,FC_2_1_1,LE_2_1_1,LE_2_1_2,LE_2_1_3,WS_2_2_1
1,0.25,-0.43465,-0.332775,-0.340125,-0.287125,-1.470555875,-1.698125,-0.12405,0.217875,0.069375,0.14775,0.421125,-1.0267,-1.038,-0.4232,-0.522,0.0198,-22.1618595,16.26301025,0.3352838,0.593774225,0.9696239,67.264887875,382.792481,-102.480045825,-130.008498175,0,0,0,0,125.57269855,221.412769425,-5.51174175,-0.15939925,153.01095,231.17655,0.130782,-4.5381004,-212.477626,-2.6015812,-0.1899835,-2.6451348,-10.9745455,0.756997,-1.539083,-1.508956125,-7.422892125,-20.72386,25.38335175,-18.36866225,213.83023,230.49523,0.037619525,-0.918245175,-117.605095175,-4.0171205,-0.07669775,-4.0142715,-4.58480975,0.16504095,-0.4681138,-0.5443768,-0.4511352,-0.228479,-0.0440202,0.199123,-0.4578524,-0.4719724,-0.4002632,-0.3113428,-0.1056098,0.1746246,-0.8839426,-0.6936587,-1.50566685,-0.3421495,-0.2040894,-0.07834055,-0.3349296,-0.3469168,-0.2056638,-0.1115022,0.1410492,0.305252,-2.52955165,-1.7993648,-1.7552206,-1.55588715,-2.09036555,-1.94078475,-1.90853185,-1.1514379,-1.6630639,-1.48664575,-2.91038005,-0.95997445,-1.81847465,-1.81924495,-1.9765721,-1.6373144,-18.85,23.28475,0.324125,1.254915,1.2405,67.3989,-78.8925,-113.285,0,0,0,0,121.4,204.37,0.1829515,-4.007807125,-147.6704273,-8.2489528,-6.8564444,-4.947837425,-7.23248195,1.1007177
1,0.75,-0.437,-0.347275,-0.3304,-0.266575,-1.470384375,-1.700375,-0.122525,0.18,0.030225,0.12,0.40625,-1.0278,-1.0339,-0.42375,-0.522575,0.0187,-22.35382385,14.75869605,0.340234025,0.538168775,0.890519625,67.295620925,383.1693039,-102.9059751,-129.63007095,0,0,0,0,126.63901425,222.20392425,-5.86471525,-0.0383675,153.77595,231.296975,0.1141922,-4.3416558,-204.0651288,-3.0393442,-0.242007825,-3.0829106,-11.771425175,0.8413036,-1.7748201,-1.7567148,-13.7549611,-20.8118615,26.669776,-18.4096045,213.655005,230.8259175,0.03705025,-0.643229625,-111.404103125,-3.3738566,-0.06426765,-3.397396,-23.5856256,0.1249591,-0.4751382,-0.546414,-0.4532776,-0.2365242,-0.0469356,0.2064068,-0.4600206,-0.4710642,-0.3954398,-0.3056104,-0.1042792,0.2133046,-0.8774304,-0.6903566,-1.4280389,-0.3486073,-0.2010984,-0.07185105,-0.3181716,-0.3461026,-0.2069196,-0.1139808,0.1398104,0.3054628,-2.5231168,-1.7988708,-1.75416555,-1.55444515,-2.0898095,-1.9349537,-1.90827685,-1.1512694,-1.6635368,-1.48738765,-2.9041773,-0.9591837,-1.81274135,-1.8193003,-1.9759755,-1.6379271,-19.54325,21.30875,0.3149,1.31086,1.10375,67.4149,-80.3525,-113.6075,0,0,0,0,119.84,203.5675,0.1205234,-4.33191885,-141.2961428,-6.2566512,-6.645629325,-12.8518572,-11.9024492,1.0177899
1,1.25,-0.42075,-0.3181,-0.3294,-0.2808,-1.4679155,-1.703375,-0.122575,0.22025,0.069425,0.148125,0.420375,-1.0267,-1.035475,-0.4235,-0.521625,0.019,-22.018822225,15.9526606,0.33398155,0.6045818,0.8632955,67.280595825,382.953247125,-103.75355375,-129.087953025,0,0,0,0,126.8652319,222.97604565,-5.81363625,-0.06376925,153.7101,231.862475,0.147009225,-4.1782743,-193.25326255,-2.7763223,-0.207561,-2.652870075,-16.9331068,0.6872812,-1.9994679,-1.3599848,-12.1546268,-20.5524055,24.41177125,-18.1180925,212.2625375,231.33576,0.035154375,-0.58505775,-105.043357375,-3.0714245,-0.074850625,-3.103059,-11.473931525,0.1549,-0.4896094,-0.550377,-0.4540404,-0.2303392,-0.0388002,0.2129926,-0.4620464,-0.4749624,-0.3944446,-0.3009628,-0.1099772,0.2032312,-0.892388,-0.6911712,-1.5471264,-0.351665,-0.205162,-0.06686,-0.3186402,-0.3159636,-0.2102864,-0.111187,0.1296978,0.3053558,-2.5155193,-1.797632,-1.7553972,-1.55498285,-2.08684615,-1.9300798,-1.9074756,-1.1525303,-1.6641328,-1.4879731,-2.89778025,-0.95930125,-1.80894545,-1.819132,-1.9754889,-1.63803675,-19.183,21.3645,0.32,1.318415,1.0225,67.39955,-80.02,-114.795,0,0,0,0,123.2825,203.4375,0.1217749,-4.111189125,-143.30959145,-8.18712875,-3.58845055,-11.1005006,-15.940238675,1.0516832
1,1.75,-0.3982,-0.301725,-0.3139,-0.272,-1.468509325,-1.699555625,-0.122875,0.17,0.03,0.12,0.40515,-1.027,-1.0348,-0.4245,-0.5228,0.016025,-21.902366425,17.503454325,0.33944745,0.60461725,1.03940785,67.2928783,383.0990062,-102.9938899,-129.03205835,0,0,0,0,127.5193369,223.727916925,-5.79393325,-0.04407725,153.881525,232.923775,0.13162475,-4.464913325,-192.45961555,-2.64786775,-0.28117615,-2.667583125,-9.19819,0.808337525,-1.8909235,-1.9420828,-6.2248611,-19.8504925,26.26686,-17.875217,210.9418625,231.379965,0.0443489,-0.61032415,-103.47282065,-3.55238625,-0.0715782,-3.547175625,-17.956837725,0.1757765,-0.4974406,-0.5522858,-0.4587374,-0.2352948,-0.0451238,0.2158854,-0.465216,-0.4685484,-0.3930334,-0.2995642,-0.1061636,0.1833588,-0.8930708,-0.6799278,-1.55835425,-0.3499199,-0.2112238,-0.063381475,-0.3198124,-0.3155744,-0.2001842,-0.1091666,0.1327564,0.3036312,-2.50816215,-1.79714355,-1.7555323,-1.55526685,-2.0858155,-1.92746925,-1.9060547,-1.15260435,-1.66456825,-1.4877841,-2.89186435,-0.9588422,-1.80347375,-1.81927515,-1.9741798,-1.6385419,-19.2055,19.791,0.319825,1.33371,1.30225,67.37785,-77.9,-113.5625,0,0,0,0,124.7325,204.3675,0.118460775,-4.076923,-142.659781425,-8.0488953,-7.31284785,-7.2646232,-10.28190535,1.11615135
1,2.25,-0.4194,-0.305625,-0.31635,-0.272075,-1.4688464,-1.7012,-0.121875,0.22395,0.069425,0.1479,0.419,-1.0295,-1.03205,-0.423,-0.5223,0.0185,-21.99727295,18.731428625,0.333145625,0.632455125,1.053373525,67.300030925,382.8356968,-101.090578425,-129.127459475,0,0,0,0,127.968111525,222.438628175,-5.61351875,-0.02709375,150.254975,233.4508,0.10459345,-4.53257195,-199.332864175,-2.921114,-0.1963221,-2.82068,-16.65489725,0.64789035,-1.13059385,-1.23162765,-9.77406095,-19.711966,25.84249375,-17.6028465,212.2060675,231.839145,0.04772885,-0.63323585,-104.1550414,-3.30363985,-0.0780628,-3.31828425,-27.0118432,0.1681317,-0.4930892,-0.5546868,-0.461814,-0.2333132,-0.0416116,0.214537,-0.4575824,-0.470057,-0.3882166,-0.296628,-0.1106418,0.1659006,-0.9575232,-0.6916612,-1.4763865,-0.3448685,-0.2119644,-0.059473225,-0.333875,-0.3134416,-0.2009852,-0.1066688,0.135924,0.3006354,-2.50043265,-1.7972716,-1.7543567,-1.55572785,-2.0846595,-1.9267872,-1.9049293,-1.1538495,-1.6649136,-1.48454885,-2.8862667,-0.9580246,-1.79827555,-1.8186884,-1.9743509,-1.63762475,-19.48775,18.47775,0.31045,1.30518,1.26225,67.3806,-77.865,-113.82,0,0,0,0,127.2675,203.9875,0.083484375,-3.92678335,-145.969520325,-7.34164125,-9.13654025,-9.291022,-29.675109,1.033305675
1,2.75,-0.459325,-0.303875,-0.3118,-0.268525,-1.4680756,-1.6977638,-0.121575,0.18,0.03035,0.12,0.407075,-1.024,-1.034975,-0.4225,-0.52115,0.0195,-21.951,17.5625195,0.329475,0.651190075,1.01266835,67.309075,382.9877338,-101.7897151,-129.840198275,0,0,0,0,128.110549725,224.342026175,-5.72182325,0.01396425,151.94,235.37325,0.094682025,-4.74193175,-204.5067843,-2.952477125,-0.218355175,-2.9902293,-15.4666203,0.8459856,-0.55754205,-0.53506525,-6.4209564,-18.808112,25.5230125,-17.0498365,213.97898,231.22546,0.0453237,-0.64340035,-118.8949264,-2.7845926,-0.06236925,-2.7766694,-15.6309975,0.11709855,-0.4849254,-0.5494956,-0.4599826,-0.2409868,-0.0465036,0.2110874,-0.4604254,-0.4774984,-0.4008726,-0.2974966,-0.111686,0.1473336,-0.899285,-0.6872722,-1.47399875,-0.33770005,-0.2102838,-0.057247575,-0.3215024,-0.3155104,-0.2007776,-0.1089306,0.1301338,0.3015894,-2.49350235,-1.79657395,-1.75454885,-1.55683865,-2.0828587,-1.92776935,-1.9042807,-1.1536637,-1.66605665,-1.48530885,-2.8805904,-0.95855835,-1.79334005,-1.8186728,-1.9740748,-1.6380522,-19.82525,19.20725,0.310675,1.310695,1.09325,67.37025,-77.8625,-112.495,0,0,0,0,123.6625,204.0475,0.08216605,-3.9276215,-139.56368105,-7.615358625,-11.092383,-9.2956522,-8.4044091,0.79172665
1,3.25,-0.4218,-0.323925,-0.31045,-0.2675,-1.467452275,-1.696025,-0.12215,0.22225,0.06985,0.152975,0.42,-1.0235,-1.030975,-0.423,-0.520575,0.02,-21.97275,16.668376625,0.3260487,0.65764325,1.169473375,67.313712175,382.96652175,-102.307082075,-131.10119925,0,0,0,0,129.8246429,223.12468435,-5.51811775,-0.0291865,152.2541,236.234,0.1118557,-4.700400325,-216.68187105,-2.8061627,-0.246300225,-2.72468045,-14.030843975,0.880204975,-1.626483125,-1.63670075,-6.841257875,-18.7794375,24.2918225,-17.0306145,216.0120775,233.50803,0.0454282,-0.798479,-112.4554638,-2.59505715,-0.1036655,-2.49336965,-16.6493805,0.176735775,-0.472254,-0.5452676,-0.4569078,-0.244198,-0.038091,0.2096952,-0.4598858,-0.4773224,-0.3921946,-0.2957892,-0.111756,0.0754696,-0.8640986,-0.6768743,-1.4692872,-0.33485175,-0.2159634,-0.05442635,-0.3406834,-0.3340928,-0.1984732,-0.111663,0.125111,0.3044508,-2.48575975,-1.7969725,-1.7553248,-1.5561563,-2.0822657,-1.9274768,-1.90398005,-1.1549381,-1.6678293,-1.4851218,-2.87412935,-0.95839645,-1.78765385,-1.8184765,-1.97371665,-1.6386641,-19.59075,20.17675,0.313025,1.27462,1.0165,67.3725,-78.4525,-112.905,0,0,0,0,125.3375,203.4525,0.1008867,-4.150064625,-157.0024064,-8.1421433,-5.32304595,-5.033024875,-14.2996389,0.9491704
1,3.75,-0.4173,-0.3128,-0.3196,-0.2654,-1.46686985,-1.6967,-0.121,0.18,0.030175,0.12,0.406075,-1.0235,-1.0335,-0.4215,-0.51915,0.0225,-22.118646625,17.100033775,0.32708615,0.679017575,1.20984145,67.29295,382.753892125,-102.19693175,-129.863279275,0,0,0,0,130.813724875,223.352579925,-6.112172,-0.047565,152.914875,235.932525,0.1026738,-4.8081786,-204.0879634,-2.8740986,-0.23183645,-2.8945096,-14.158642825,1.050218,-1.910289575,-1.865911775,-8.080726325,-19.177832,22.61480875,-17.144655,215.26809,233.7177675,0.0454606,-1.167889,-114.464558425,-2.6300256,-0.111797125,-2.67192645,-13.66556775,0.222785375,-0.473863125,-0.540018125,-0.452621675,-0.2368198,-0.0380132,0.204636525,-0.458855525,-0.4808356,-0.39501765,-0.293970225,-0.110495725,0.105349025,-0.881034125,-0.644364275,-1.320604075,-0.338217175,-0.212408625,-0.0571088,-0.344459375,-0.33985525,-0.1998272,-0.109120475,0.124896,0.302274,-2.4801354,-1.800801325,-1.755970375,-1.556477325,-2.0809187,-1.929144875,-1.903507825,-1.155209275,-1.669369075,-1.484314275,-2.878163375,-0.9583211,-1.737009225,-1.819894575,-1.9733033,-1.638629675,-19.4365,17.78075,0.31145,1.24393,1.137,67.39405,-77.63,-112.925,0,0,0,0,125.755,204.04,0.09909755,-4.133102625,-149.54299565,-7.7210092,-4.69265575,-9.1420374,-9.101963825,0.96255225
1,4.25,-0.4241,-0.3012,-0.307575,-0.2728,-1.467720425,-1.705379225,-0.121575,0.222,0.069425,0.14965,0.4213,-1.025,-1.034575,-0.412575,-0.52215,0.0195,-22.057402,16.972492725,0.33176375,0.6769529,1.152739875,67.288529175,382.963537225,-102.480019075,-131.189163825,0,0,0,0,129.971304425,223.204349925,-6.152968,-0.079563,154.293825,234.5785,0.1263274,-4.7518596,-203.5890214,-2.8155678,-0.1818431,-2.8198726,-12.0294378,0.829238,-1.06740315,-1.03112815,-4.63219555,-19.7981025,23.95684,-17.496802,215.2103975,231.3852625,0.044343825,-0.69899235,-113.17170875,-2.514585325,-0.0585828,-2.5209873,-25.9378175,0.198167,-0.4628765,-0.534020975,-0.44604375,-0.234364575,-0.0458696,0.19904695,-0.45847835,-0.4791498,-0.408151825,-0.302071525,-0.107076725,0.09843315,-0.873374975,-0.6083377,-1.276128475,-0.3436956,-0.20477365,-0.053616,-0.3480855,-0.34285705,-0.213778975,-0.1190164,0.12436145,0.300162425,-2.47165,-1.801297375,-1.7566262,-1.55551765,-2.080623525,-1.929817075,-1.9026844,-1.1557377,-1.66870215,-1.48648805,-2.87308065,-0.957218725,-1.73579295,-1.82154445,-1.974337875,-1.6390427,-19.58175,18.246,0.311225,1.2414,1.1515,67.39925,-76.705,-112.345,0,0,0,0,126.005,202.1075,0.0928872,-4.0904538,-146.525462075,-7.90544085,-14.5969051,-13.82693,-6.296838,0.843789975
1,4.75,-0.417,-0.303175,-0.310575,-0.2667,-1.467527,-1.706,-0.1216,0.1705,0.03,0.1181,0.40505,-1.02575,-1.03535,-0.4214,-0.521,0.018025,-21.983125,16.0391813,0.334797275,0.71408515,1.03722055,67.235754175,383.04708975,-102.11943365,-130.95197065,0,0,0,0,129.286388675,222.77687875,-5.5830635,-0.16263,154.669825,235.08785,0.08005455,-4.8094119,-208.61778975,-3.1126402,-0.2582715,-3.129448,-11.28685005,0.984226875,-1.46161115,-1.49848935,-9.4173883,-19.8698465,23.91538125,-17.648417,214.5164,230.4113975,0.0339972,-0.6889821,-123.6970829,-2.45267575,-0.060868,-2.47774795,-16.69127345,0.2198843,-0.4694792,-0.535482,-0.442648225,-0.235032975,-0.0479931,0.1944171,-0.45673665,-0.474925325,-0.407595325,-0.30160175,-0.104025425,0.095120975,-0.897386375,-0.6593711,-1.2832569,-0.346044025,-0.2027049,-0.0534434,-0.345140375,-0.32846395,-0.213399775,-0.11185705,0.11988925,0.304958225,-2.466648925,-1.8012575,-1.756393225,-1.555089625,-2.0800609,-1.930163375,-1.90218315,-1.156413925,-1.66888515,-1.48618375,-2.867638975,-0.957332575,-1.736815375,-1.820649775,-1.973460525,-1.6386467,-19.35175,16.972,0.312575,1.26869,0.89475,67.39705,-75.9775,-108.04,0,0,0,0,124.8525,204.345,0.10056865,-4.2940022,-146.03916485,-5.9800969,-3.8129005,-3.1296774,-7.64544,0.8189554
