DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,NETRAD
1,0.25,0.12311854134388,0.0312519863166836,0.0528612550780339,-0.318037816684104,0.174334800797408,-14.7392237899971,1.71507451046389,0.65579695647966,418.639928287527,1.2866546978504,420.71531950473,2.30960118417522,421.457391995902,420.871590910865,2.13201005701342,421.875490170292,421.734448525375,1.82946779008192,423.462169969261,424.23207484189,1.40905499195282,423.929111848,425.721306823515,1.38699817225668,427.034857868078,1.66680833126857,-16.9661099445359,0.212476262355821,1.34,0.62,0.26,0.11,-17.13915,-18.114,-16.3029,-18.9158,-20.2778,-23.2055,94.71522,76.96,0.2987,-18.235,-16.84,-16.95,-11.61,0.2,-1.96,0.85,-0.18,211.8,229.65,252.9,259.55,0.1,-0.24,0.1,-0.02,0.2,0.07,0.01,0.095,0.195,-3.059,-2.7675,-2.2495,-1.734,-1.8815,-1.239,-1.279,-0.462,-0.0425,-11.1255,-9.2775,-2.0415,-1.2705,-0.77,-0.435,-0.085,-8.4755,-7.757,-5.681,-4.565,-3.9025,-3.293,-2.9965,-6.324,-6.17,-5.2395,-4.7535,-4.477,-3.633,-3.276,-4.8305,-4.239,-4.0915,-3.6595,-3.188,-2.7105,-8.246,-0.931,-13.045
1,0.75,0.138277798896469,-0.0388253272746249,0.149795383157745,-0.011659901166811,0.176643763904915,-12.2137332046937,-0.789767922457486,0.622259280231731,418.607761645899,1.31485228352415,421.608904661522,2.28114724989684,421.452594443243,421.380571306347,2.0276344661801,422.090469965744,422.43523477985,1.64030208739364,423.544571121978,424.831536036757,1.38835841730116,423.631087065217,426.249276865233,1.29013407475589,424.128334076503,1.80452638871453,-16.858056370954,0.222517532066179,1.17,0.59,0.26,0.11,-17.1706,-18.1185,-15.4598,-19.2929,-20.6944,-23.29575,94.72045,76.605,0.28915,-18.075,-16.98,-17.015,-11.59,0.2,-1.885,0.7,-0.305,213.55,229.25,252.65,259.85,0.1,-0.23,0.1,-0.02,0.2,0.07,0,0.095,0.19,-3.0655,-2.7585,-2.254,-1.7395,-1.8865,-1.241,-1.2755,-0.464,-0.043,-11.1085,-9.258,-2.0475,-1.274,-0.769,-0.4305,-0.0755,-8.5375,-7.7585,-5.701,-4.581,-3.909,-3.2715,-3.0035,-6.3305,-6.1815,-5.246,-4.7465,-4.477,-3.6385,-3.2755,-4.823,-4.233,-4.1015,-3.6595,-3.194,-2.7095,-7.236,-0.9275,-11.15
1,1.25,0.157630112652218,-0.0254250841401773,0.413875485230636,-0.169725715729819,0.160285559983554,-14.2053862144906,-1.17457132410702,0.612513051297782,418.610276940438,1.33933673673283,421.078740821496,2.17444136775469,421.599457977273,421.091688081696,2.04106516296444,422.603787125984,422.249803549788,1.72972713574261,422.786840452,424.409286813973,1.42339614003562,424.256494797619,426.057473402576,1.3923237368312,425.180338611111,1.84799465954222,-16.7004769284111,0.208852589996165,1.28,0.63,0.26,0.11,-17.15785,-18.179,-14.3886,-19.23285,-20.54835,-23.4245,94.7595,76.53,0.3,-17.945,-17,-17.195,-11.65,0.2,-1.785,0.65,-0.17,213.95,228,253.25,259.5,0.105,-0.23,0.1,0.01,0.2,0.07,0.01,0.095,0.195,-3.0715,-2.7495,-2.258,-1.745,-1.8915,-1.243,-1.2725,-0.465,-0.039,-11.1205,-9.273,-2.0535,-1.351,-0.767,-0.4315,-0.0765,-8.582,-7.7685,-5.7175,-4.597,-3.9165,-3.275,-3.01,-6.331,-6.1945,-5.252,-4.7385,-4.4765,-3.6445,-3.2745,-4.8175,-4.2255,-4.112,-3.6625,-3.199,-2.709,-7.4265,-0.957,-11.59
1,1.75,0.163034583405168,0.039653420851897,0.597426036852872,-0.177087062856021,0.161675012872106,-16.5493053164776,0.040282470317063,0.694458883473442,418.527988376913,1.32488773500168,421.062671276542,2.2070310501129,421.19993630824,421.160026994404,2.03262156372248,422.109703416205,422.028391001693,1.87704341213602,422.352630711974,424.025443566831,1.54086227869926,424.000259913793,425.207550919431,1.45149203653769,422.93287025,1.81617681754928,-16.8444996134061,0.210011934587829,1.3,0.64,0.28,0.12,-17.13815,-18.3895,-15.5061,-18.8054,-20.3999,-23.6501,94.769685,76.53,0.2994,-17.85,-17.06,-17.06,-11.75,0.3,-1.65,0.9,-0.2,214.05,228.4,253.6,260.7,0.105,-0.24,0.1,0.03,0.2,0.07,0.01,0.08,0.195,-3.078,-2.7515,-2.263,-1.75,-1.899,-1.245,-1.2795,-0.466,-0.043,-11.291,-9.289,-2.061,-1.346,-0.7675,-0.4315,-0.067,-8.6535,-7.773,-5.717,-4.6125,-3.9245,-3.274,-3.0165,-6.3305,-6.212,-5.257,-4.7315,-4.476,-3.651,-3.2745,-4.8225,-4.22,-4.1235,-3.6705,-3.199,-2.708,-7.625,-0.933,-11.41
1,2.25,0.105445978188295,0.0327407043695267,0.493362435815052,0.0455883955358086,0.197916198879013,-10.6898909415108,-0.0338571136272539,0.678386038212141,418.326037722851,1.33561398644528,421.088311888819,2.28234200363158,421.258411581699,421.267563102774,2.01408165387334,422.345488249419,422.243404637706,1.97880322320878,422.022727181818,423.633053843309,1.83725220777421,423.122433591065,425.103894327652,1.59435754996454,424.372298853327,2.07858897055461,-16.5044823830407,0.256148401663749,1.39,0.64,0.28,0.11,-16.96475,-18.473,-14.7879,-20.1157,-20.3923,-24.6033,94.75249,76.28,0.2922,-17.935,-16.455,-17,-11.735,0.2,-1.625,0.75,-0.265,213.45,228.75,252.75,261.3,0.105,-0.24,0.1,0.03,0.2,0.065,0.01,0.085,0.19,-3.084,-2.7555,-2.267,-1.7555,-1.9055,-1.247,-1.2795,-0.468,-0.0515,-11.2495,-9.2765,-2.0745,-1.342,-0.7675,-0.4325,-0.068,-8.6375,-7.756,-5.7195,-4.6285,-3.932,-3.275,-3.0215,-6.329,-6.2315,-5.262,-4.73,-4.476,-3.6575,-3.2745,-4.8375,-4.216,-4.1345,-3.6785,-3.2,-2.735,-7.694,-0.981,-8.895
1,2.75,0.127238835293977,0.00504909938437552,0.480624640198433,0.365936134020987,0.1815922056807,-8.9510546231465,-0.441110515337222,0.694325493011755,418.251067267656,1.34184433872056,421.010780110433,2.22450726150458,421.39539986656,421.137445682005,2.10822440838289,422.058333980218,422.004736573828,1.95356803484703,422.164731241935,424.363366082386,1.57048853133987,423.865232128,425.441835413688,1.48818787247733,425.028690792415,1.86610174547295,-16.8072837493848,0.204831329980364,1.38,0.64,0.29,0.125,-17.1479,-18.2415,-15.2259,-20.165,-20.38955,-24.0936,94.738,76.56,0.2915,-18.055,-16.36,-17.04,-11.8,0.2,-1.625,0.8,-0.24,211.1,228.35,253.3,261.35,0.105,-0.23,0.1,0.01,0.2,0.065,0.01,0.095,0.2,-3.086,-2.76,-2.272,-1.7605,-1.913,-1.2485,-1.2795,-0.469,-0.0505,-11.28,-9.339,-2.078,-1.2775,-0.7665,-0.4335,-0.069,-8.6275,-7.8,-5.7215,-4.644,-3.9395,-3.278,-3.0265,-6.3285,-6.245,-5.2655,-4.7355,-4.4755,-3.6635,-3.2735,-4.8565,-4.225,-4.1465,-3.6865,-3.2005,-2.726,-7.729,-1.001,-8.465
1,3.25,0.156754724558879,-0.0415905135865595,1.14208160945125,0.390625897214235,0.199089650410561,-17.3652517353927,0.325852250389672,0.703550876675255,418.276255609879,1.35928696604188,420.885614208757,2.22517411235394,421.453731861202,420.86315314271,2.10657598898601,422.157598398058,422.014992740602,1.80876842861068,423.20880878157,424.203686927356,1.48086242250676,422.388808340218,425.19061692896,1.41640550752575,423.341974331169,2.06946457970114,-16.7718680010011,0.233862785706771,1.32,0.63,0.28,0.12,-17.1616,-18.212,-15.76785,-19.71195,-20.11735,-24.37855,94.70654,75.98,0.2934,-18.2,-15.97,-17.125,-11.795,0.2,-1.56,0.8,-0.12,212.65,228,254.8,261.4,0.105,-0.23,0.1,0,0.2,0.065,0.01,0.095,0.195,-3.087,-2.763,-2.276,-1.7655,-1.9195,-1.25,-1.28,-0.471,-0.0515,-11.2555,-9.3955,-2.08,-1.2765,-0.7645,-0.4345,-0.08,-8.621,-7.784,-5.7355,-4.6595,-3.9475,-3.286,-3.0315,-6.3435,-6.252,-5.2695,-4.741,-4.4745,-3.6695,-3.2735,-4.875,-4.235,-4.159,-3.694,-3.201,-2.718,-7.9685,-0.968,-7.135
1,3.75,0.0995406106761709,0.0211109712953469,0.694167197457853,-0.126145429932966,0.215808104452347,-11.9455163392687,-0.779187246791238,0.697711914651033,418.155669625742,1.3854136665944,421.122572423556,2.23564520212672,421.290573298387,420.734132782646,2.02253566606618,422.445931876221,421.893766454313,1.80601860812504,422.521465239726,423.425657684996,1.7904771096078,424.289581219124,424.863198052138,1.53667500487098,425.236114029316,2.38906308782052,-16.6736896358737,0.231519844075582,1.39,0.62,0.29,0.115,-17.0666,-18.309,-15.7546,-19.448,-19.8831,-24.9069,94.68935,75.8,0.2917,-18.375,-15.745,-17.23,-11.94,0.3,-1.55,0.9,-0.11,211.05,227.9,252.4,261.35,0.1,-0.24,0.1,-0.01,0.18,0.065,0.01,0.09,0.195,-3.088,-2.767,-2.281,-1.771,-1.9265,-1.252,-1.28,-0.472,-0.0515,-11.215,-9.408,-2.077,-1.275,-0.7635,-0.4355,-0.081,-8.587,-7.755,-5.7515,-4.665,-3.956,-3.2675,-3.036,-6.358,-6.259,-5.2845,-4.7465,-4.474,-3.6765,-3.2775,-4.8885,-4.2445,-4.174,-3.703,-3.202,-2.7015,-7.4905,-0.943,-11.5
1,4.25,0.0935242302010355,-0.0735020127059939,0.151154809565465,0.206624347240959,0.195796958026984,-13.279904227071,-0.542906457943809,0.70456347138669,418.492267721759,1.36120039881321,420.842116880298,2.25504704130052,420.996527476125,420.81077653192,2.1124343918166,422.258268364554,422.075875526519,1.81042264412013,422.54650125,423.852926179917,1.59513679158455,422.664701272727,424.322233794588,1.4266394128787,422.919066888104,2.22186970309148,-16.7613221194564,0.232089300892745,1.45,0.65,0.27,0.12,-17.19055,-18.3925,-15.9111,-19.93055,-20.5608,-25.1274,94.66774,76.54,0.29325,-19.16,-16.58,-17.64,-11.895,0.3,-1.61,0.7,-0.165,210.95,227.2,253.05,261.1,0.095,-0.24,0.1,0.02,0.195,0.065,0,0.095,0.15,-3.0895,-2.7705,-2.286,-1.7765,-1.933,-1.253,-1.28,-0.474,-0.052,-11.164,-9.4485,-2.078,-1.276,-0.7615,-0.436,-0.0815,-8.58,-7.735,-5.77,-4.667,-3.964,-3.266,-3.064,-6.3715,-6.2665,-5.3125,-4.752,-4.473,-3.683,-3.2835,-4.9015,-4.2545,-4.1865,-3.711,-3.202,-2.6995,-7.434,-0.9625,-8.23
1,4.75,0.118126541510596,-0.00809885259096849,0.276008669119147,-0.0237574054429118,0.172901165574425,-15.5938848649766,-1.44705546442619,0.746692034372093,418.601832331577,1.36741133432749,420.817117989806,2.14700879421568,421.457851002568,420.774799504356,2.08688113070358,422.318706015242,422.176129409594,1.84796407393169,422.330688957377,424.49449824306,1.46445020646043,422.448539539249,424.764930958374,1.43330117110726,425.402493624637,2.01947896683,-16.8143868093765,0.238826089222069,1.37,0.66,0.28,0.11,-16.996,-18.043,-15.3678,-18.008,-19.5468,-24.9309,94.644115,76.29,0.3078,-19.02,-16.59,-17.99,-12.11,0.2,-1.63,0.8,-0.185,212.35,226.75,254.6,262.2,0.105,-0.235,0.1,0.02,0.195,0.07,0.01,0.095,0.16,-3.0895,-2.774,-2.2895,-1.782,-1.9395,-1.254,-1.28,-0.475,-0.0525,-11.1935,-9.4895,-2.0795,-1.2775,-0.76,-0.437,-0.073,-8.6105,-7.7185,-5.778,-4.6685,-3.9725,-3.2645,-3.068,-6.3985,-6.281,-5.34,-4.7575,-4.472,-3.6895,-3.289,-4.913,-4.264,-4.185,-3.7195,-3.2025,-2.6975,-7.8035,-0.987,-10.54
