DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_1_1,RH_1_1_1
1,0.25,0.6511875,-2.278975,4.6852,-4.39295,1.0297,89.347,99.209,419.255,4.573925,1.648,1.7241,-6.51095,-0.2490775,0.80871,289.48,302.86,0.7063325,0.335545,0.847185,1.012225,0.881,1.189825,1.51875,2.4083,3,5.1,6.65,-0.177085,92.267
1,0.75,0.661255,-2.298025,4.6515,-3.61,1.0906,89.5465,99.2,419.18,4.5236,1.658,1.7316,-6.01415,-0.2467975,0.773475,289.6975,303.1325,0.6865225,0.24946,0.84689,1.01645,0.902,1.194,1.515625,2.408,3,5.1,6.65425,-0.15233325,91.567
1,1.25,0.6394475,-2.3896,4.599175,-3.1482,1.108325,89.422,99.2055,418.91,4.47115,1.655675,1.729475,-5.8586,-0.2334375,0.74255,290.7275,302.86,0.74797,0.26938,0.878335,1.008325,0.921,1.2,1.52915,2.408,3,5.10835,6.667,-0.188165,91.1
1,1.75,0.6334,-2.495925,4.6322,-3.827,0.8126925,89.88,99.2,419.05,4.44755,1.658125,1.7254,-5.445275,-0.2238025,0.7445825,290.665,302.8925,0.68513,0.29778,0.84161,1.01865,0.906,1.2,1.523,2.4167,3,5.1,6.666925,-0.31008,91.733
1,2.25,0.66537,-2.4493,4.7924,-3.382675,0.7635625,89.797,99.2,418.94,4.4896,1.6582,1.7304,-5.5332,-0.2056625,0.7910575,290.34,302.45,0.6997,0.30665,0.84037,1.0107,0.9085,1.2,1.52915,2.4045,3,5.1,6.667,-0.3790025,92.4
1,2.75,0.65546,-2.500375,4.669125,-3.6843,0.88495,90.4945,99.203,418.87,4.45985,1.6549,1.73155,-5.92715,-0.227375,0.8229,290.245,302.325,0.7312425,0.27827,0.9100325,1.0155,0.9125,1.2,1.525,2.4083,3,5.1,6.675,-0.3901675,92.04975
1,3.25,0.664255,-2.532,4.7532,-3.02225,0.87618,90.69675,99.263,418.97,4.47365,1.654075,1.727225,-5.7974,-0.2035375,0.794605,290.1,302.15,0.7232925,0.3019175,0.91812,1.01455,0.917,1.2,1.52085,2.40815,3,5.1,6.65835,-0.40408,91.60825
1,3.75,0.648655,-2.536225,4.702575,-3.6307,0.7201775,90.276,99.223,419.13,4.46745,1.64375,1.7246,-5.944975,-0.209785,0.818185,290.2,302.1625,0.687365,0.2779275,0.82821,1.0133,0.9125,1.2,1.52915,2.40815,3,5.1,6.667,-0.383,92.0085
1,4.25,0.63712,-2.5711,4.678,-2.7136,0.9714575,89.9655,99.2,419.18,4.4727,1.654075,1.7312,-5.762725,-0.2393125,0.8568325,289.175,301.9625,0.7004375,0.30604,0.83864,1.0087,0.925,1.192,1.5167,2.4167,3,5.1,6.65,-0.43567,92.8085
1,4.75,0.61919,-2.741475,4.6827,-3.2891,0.66422,90.08325,99.2,419.11,4.42805,1.65155,1.722975,-5.8988,-0.2325725,0.8784875,288.42,301.52,0.727875,0.30291,0.915125,1.006775,0.917,1.2,1.521,2.41235,3,5.1,6.667,-0.496915,92.67475
1,5.25,0.6085075,-2.72015,4.5541,-2.95235,0.77284,90.1225,99.2,419.21,4.4334,1.653325,1.72205,-5.6173,-0.1895825,0.8164425,288.925,301.54,0.66056,0.2937975,0.78171,1.00695,0.9062475,1.192,1.514775,2.4,3,5.1,6.65,-0.62825,92.933
1,5.75,0.60044,-2.6438,4.5856,-3.2046,0.7983675,90.57075,99.2,419.41,4.41465,1.652025,1.720475,-5.506525,-0.2055375,0.7761175,288.8775,301.75,0.6914225,0.3205525,0.8481825,1.00425,0.892,1.1833,1.517,2.392,3,5.084,6.667,-0.7082475,92.267
1,6.25,0.63341,-2.6832,4.6788,-3.3924,0.905185,90.528,99.2,419.35,4.4402,1.6541,1.7157,-5.3197,-0.2181225,0.7872125,288.365,301.88,0.6485,0.27451,0.78648,0.99825,0.879,1.183,1.5045,2.4,3,5.1,6.6585,-0.894165,92.033
1,6.75,0.62525,-2.789775,4.5111,-3.266125,0.9585625,89.9915,99.257,419.34,4.41775,1.65245,1.7209,-5.085125,-0.1970125,0.79671,289.4375,301.5175,0.6735725,0.27989,0.83725,1.001425,0.91275,1.183225,1.508,2.4,3,5.1,6.66275,-1.13575,93.3
1,7.25,0.6208875,-2.876875,4.5823,-2.982675,0.86279,90.2925,99.3,419.2,4.3995,1.646325,1.713275,-4.6808,-0.2112625,0.783355,288.865,301.2975,0.74306,0.2651275,0.9347475,0.9949975,0.921,1.192,1.51235,2.4083,3,5.1,6.66685,-1.2171,93.767
1,7.75,0.61725,-2.8743,4.5615,-3.0356,0.5810025,90.705,99.3,419.21,4.44365,1.6502,1.72125,-4.5599,-0.0748715,0.917585,290.13,300.91,0.694835,0.2966025,0.91753,0.9794175,0.9,1.183,1.5,2.4,3,5.0667,6.65,-1.044025,92.4
1,8.25,0.625075,-2.9402,4.57485,-2.682,0.90367,91.04475,99.3,419.17,4.4547,11.13275,11.06925,-2.33895,5.29895,2.263675,290.76,300.805,0.681545,0.24775,0.7806075,0.9821675,0.9,1.191775,1.5,2.4,3,5.1,6.65,-0.792415,93.267
1,8.75,0.64545,-2.9305,4.632975,-2.405625,1.1007,90.726,99.3,419.19,4.4266,58.58925,52.75675,7.622075,31.561,7.84105,290.15,300.965,0.791955,0.297375,0.89212,0.9827475,0.904,1.191,1.5,2.391925,3,5.067,6.65,-0.6999575,93.767
1,9.25,0.64068,-2.85095,4.6922,0.76011,1.581925,90.4165,99.3,419.22,4.44425,131.4825,114.105,30.906,73.6225,16.5395,291.14,301.48,0.9269425,0.118285,0.935475,1.002325,0.917,1.194,1.51025,2.402,3,5.1,6.65425,-0.4510825,94.567
1,9.75,0.6950975,-2.7664,4.6327,15.464,2.8387,90.03925,99.3,419.255,4.44455,225.14,183.13,66.087,123.995,26.4285,292.4,303.0275,1.11935,0.044322,1.10075,1.01465,0.9104975,1.2,1.508,2.408075,3,5.1,6.6525,-0.1565,94.4
1,10.25,0.72946,-2.5584,4.76375,34.46575,5.1153,88.8245,99.325,419.1725,4.482825,323.3225,238.2275,102.555,177.04,35.312,292.135,303.86,1.342425,-0.0051621,1.2112,1.02585,0.88775,1.183,1.5,2.4,3,5.083825,6.65,-0.0919975,93.3
1,10.75,0.77164,-2.44925,4.9587,54.564,6.43135,87.566,99.339,418.83,4.521275,402.1275,294.9025,135.34,217.355,41.729,292.345,305.0025,1.26085,-0.039876,1.1096,1.050275,0.883,1.183,1.4833,2.384,3,5.1,6.65,-0.08691425,93.3
1,11.25,0.78389,-2.2603,5.077925,78.6375,9.7396,86.94,99.36,418.7175,4.532625,482.1625,346.7025,168.5475,255.475,47.65,292.7275,306.1775,1.275025,-0.041299,1.16785,1.062275,0.873,1.173,1.4833,2.389825,3,5.09575,6.667,-0.05724975,92.6
1,11.75,0.8106325,-2.0531,5.1644,98.238,10.823,85.205,99.33,418.96,4.5712,563.98,389.84,198.97,307.16,55.064,293.5,307.41,1.179,-0.056128,1.096225,1.084,0.875,1.175,1.496,2.383,3,5.075,6.66685,-0.14758575,93.367
1,12.25,0.81984,-1.8688,5.1628,113.71,11.5725,84.498,99.3,419.01,4.5948,569.785,403.8975,204.6275,304.02,54.048,294.5425,307.725,1.0493,-0.0736045,0.94281,1.0797,0.866835,1.175,1.49185,2.39185,3,5.0915,6.65,0.19308,95.6
1,12.75,0.84117,-1.77785,5.1616,122.0925,12.7255,83.89475,99.3,419,4.6104,602.81,395.9,211.835,313.7325,54.69775,295.13,308.885,1.058,-0.03588925,1.00775,1.08675,0.875,1.179,1.48765,2.396,3,5.067,6.642,0.38017,94.667
