DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS_1_1_1,TS_1_2_1,RH,CO2,VPD,NETRAD,H2O
1,0.25,0.058,16.442825,0.793725,2.7463,2.6692,-0.931425,-83.1422,-2.428525,-2.5245,-8.304975,-20.52305,18.2312,20.802275,63.2166,332.6407,2.72275,-77.813575,11.747375
1,0.75,0.066425,16.475,1.01555,2.0343,2.3125,-0.4834,-75.41765,-3.4566,-16.5525,-5.6587,-20.3522,18.16625,20.760625,61.3205,332.543475,3.02375,-75.6167,11.8127
1,1.25,0.0567,16.6995,0.9233,2.14375,2.1531,-0.8591,-67.56,-2.023975,-0.742475,-5.077625,-21.0069,18.0374,20.743625,60.3231,332.49875,3.128,-74.6659,11.708375
1,1.75,0.0571,16.4597,0.982,2.332,2.21945,-0.986,-79.32535,-5.310175,-9.0624,-6.74715,-21.9844,17.9415,20.7099,57.9058,332.48465,2.59,-65.5822,11.684325
1,2.25,0.082825,16.338225,1.16605,2.0556,1.9965,-0.430275,-66.955,-3.31865,0.8795,-7.20715,-22.0518,17.8245,20.726175,56.3085,333.129825,2.62625,-67.039525,11.35655
1,2.75,0.06655,16.56685,1.028375,2.4758,2.5865,-1.0406,-60.9681,-3.718425,-0.6998,-5.54295,-22.1586,17.774675,20.686175,60.768925,333.2788,2.34225,-66.239875,11.416825
1,3.25,0.07455,16.582675,0.73095,2.090825,1.079775,-0.476225,-60.859075,-3.846475,-15.21365,-6.883525,-22.65315,17.734925,20.716175,61.837875,333.456425,2.21275,-64.492925,11.825725
1,3.75,0.06075,16.4713,1.217625,2.2959,1.1891,-0.569475,-62.34045,-2.55445,-13.0845,-3.804875,-22.9384,17.630675,20.67495,62.84555,333.140125,1.45275,-63.1416,11.773675
1,4.25,0.0695,16.3885,1.207,-6.8972,-7.2595,-0.334625,-59.57,-3.423325,-2.0222,-6.2147,-22.7186,17.6354,20.5943,60.9449,332.5636,2.5925,-61.982225,11.455925
1,4.75,0.092,16.11325,1.169,2.52215,0.9455,-0.4681,-56.8535,-3.7124,-4.721,-5.0248,-22.778125,17.607,20.599325,59.68985,332.764425,2.5275,-63.8807,11.087275
1,5.25,0.0995,16.036,1.23,2.590275,2.561,-3.73595,-61.1322,-1.954925,-9.21425,-15.143375,-22.96025,17.597775,20.59405,60.84515,332.776375,2.68,-99.53275,11.16765
1,5.75,0.07125,16.222,1.10675,2.39095,2.422,-0.386175,-59.658,-2.7432,-5.667,-6.938025,-23.168375,17.548875,20.5678,59.136625,332.1863,1.9175,-113.6397,11.200075
1,6.25,0.081,16.12275,1.174,2.1836,2.28985,-0.294925,-61.98485,-2.669175,-0.131324999999999,-8.157825,-22.6575,17.46705,20.5822,59.6439,331.089275,2.335,-124.40995,11.3598
1,6.75,0.080675,15.77685,1.2147,2.21755,2.347075,-0.725975,-68.412325,-3.73755,-21.09725,-5.0737,-22.4802,17.397375,20.546075,61.101925,331.3838,1.8915,-118.553,11.065125
1,7.25,0.09225,15.808,1.1115,1.99815,2.1715,-0.3495,-60.70725,-1.64055,2.7035,-5.000525,-22.0992,17.32675,20.4485,58.3665,330.98035,2.045,-106.5766,10.683175
1,7.75,0.08125,15.85025,0.99275,0.76725,0.24325,-0.4294,-69.25625,-1.84625,3.11375,-4.9038,-22.0262,17.28165,20.43725,58.500875,328.459975,1.6675,-72.9962,10.5185
1,8.25,0.1005,16.432,0.9985,-2.813,-5.843075,-0.7435,-51.589875,0.386225,8.9825,-4.710775,-21.6436,17.235875,20.4564,57.0465,326.87105,2.1275,-39.7892,10.89625
1,8.75,0.10475,18.91725,0.714,-12.10965,-10.500525,-1.3991,-41.513,1.5182,18.411,-6.4644,-19.9534,17.16025,20.23445,54.779,322.996725,1.95,-12.242875,12.3942
1,9.25,0.10175,19.7955,0.51475,-20.5178,-18.153,-2.348275,-23.532075,0.9846,32.964675,-1.2561,-15.92385,17.139175,20.06745,55.98505,321.079175,2.2425,25.70585,14.5976
1,9.75,0.121,20.43325,0.5895,-23.404425,-23.187,-0.30225,12.426225,-1.46375,38.065775,-1.5094,-10.432125,17.245375,19.946825,56.68285,321.27195,3.255,108.895125,15.19345
1,10.25,0.1295,20.632,0.67625,-28.20895,-27.911,-0.5118,28.542775,-0.7436,57.051325,-4.117275,-5.3158,17.443,19.934725,54.0767,321.62365,3.0975,178.3142,15.496025
1,10.75,0.143,21.171075,0.822275,-32.729475,-31.5184,-0.393325,25.431,-1.9071,70.8161,-2.349825,-2.3614,17.642,19.903025,52.86015,320.867375,4.3625,143.234,15.3945
1,11.25,0.165475,21.26915,0.970675,-35.212225,-34.21615,-0.3727,21.5513,-1.50295,83.61155,-5.7568,1.839175,18.1107,19.6888,52.278225,318.471525,4.92325,123.86995,15.377775
1,11.75,0.192925,21.69325,0.989275,-38.6306,-37.3532,-0.36,28.863,-1.2236,80.8196,-5.2715,5.83025,18.45285,19.565175,49.284975,319.4744,6.21,227.56785,14.88
1,12.25,0.216275,22.1645,1.136725,-38.6301,-38.001225,-0.3404,49.266275,-1.3219,82.85705,-2.9135,8.3051,18.865575,19.592275,49.07345,319.317175,7.863,238.99265,15.30295
1,12.75,0.228925,22.399625,1.389025,-39.54635,-38.913875,-0.374325,46.983275,-1.229825,44.464475,-3.8359,9.2889,19.30135,20.14455,47.56645,318.31785,8.03925,204.650925,15.5688
