DOY2,HR2,H,LE,FC,SC,USTAR,WS,PA,RH,CO2,H2O,NETRAD,PPFD_IN,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,NEE
1,0.25,-60.8198,-5.441025,-1.464825,-0.4365,0.024,1.14225,96.929,43.425,362.304,0.1638925,-53.08875,-4.697,0.60015,-35.56635,-37.08,-38.4508,-4.2452,-2.4191,-1.84585,-0.241,0.203,-17.666325,-16.998175,-15.7342,-3.209875,-0.374,-0.3746775
1,0.75,-57.8973,-2.918775,-1.1025,-0.7364,0.024,1.02725,96.8735,41.5,362.256175,0.153056,-50.6271,-5.45945,-0.0521999999999997,-35.742,-37.4183,-38.692,-4.2452,-2.4191,-1.87,-0.241,0.203,-17.705175,-16.959675,-15.7342,-3.209875,-0.419,-0.5200355
1,1.25,-56.332625,-2.931575,-0.684668,-0.6024,0.022135375,1.05675,96.86675,39.45,362.1518,0.147577,-50.027,-5.479,0.383425,-35.75,-37.766725,-38.946475,-4.2452,-2.4191,-1.87,-0.241,0.203,-17.6811,-16.9037,-15.775,-3.2075,-0.4055,-0.420101
1,1.75,-57.597575,-2.4695,-0.8148,-1.245525,0.0228527,1.064,96.86,43.4,362.362,0.163933,-49.005875,-5.479,0.3804,-35.90395,-37.959,-39.542025,-4.247625,-2.42025,-1.87,-0.241,0.203,-17.63015,-16.94975,-15.775,-3.21225,-0.39125,-0.65792175
1,2.25,-56.8906,-1.72915,-0.6202,-1.11675,0.024111375,1.24,96.86225,41,362.41065,0.1363415,-49.2665,-4.697,0.6674,-36.074,-38.14,-40.14675,-4.252475,-2.42255,-1.87,-0.241,0.203,-17.663,-16.988525,-15.80605,-3.209875,-0.419,-0.4449475
1,2.75,-58.0696,-3.670725,-0.6754,-0.5841,0.026,1.27925,96.86675,39,362.30885,0.130661,-52.388,-4.697,0.8345,-36.086425,-38.51065,-40.563975,-4.252475,-2.42255,-1.87,-0.241,0.203,-17.62285,-17.0238,-15.807775,-3.21225,-0.4146,-0.33978575
1,3.25,-65.6762,-2.572,-0.613,-0.3594,0.03205,1.2785,96.869,39.8,362.48975,0.14339,-52.998625,-5.479,-0.00350000000000001,-36.25575,-38.89435,-40.8172,-4.2549,-2.4237,-1.87,-0.241,0.203,-17.626525,-17.0954,-15.844,-3.22515,-0.374,-0.3667815
1,3.75,-60.948,-2.9488,-0.618075,-0.48565,0.02,1.18,96.92225,40.5,362.1674,0.139078,-53.55075,-5.097775,0.16345,-36.416625,-39.454,-41.02675,-4.2549,-2.426,-1.87,-0.241,0.203,-17.583975,-17.1236,-15.87505,-3.22515,-0.419,-0.28061725
1,4.25,-55.83075,-3.5474,-1.2107,-0.3688,0.032,1.139,96.96225,44.125,362.17175,0.14000375,-51.64805,-5.479,0.77,-36.5794,-39.2697,-41.074,-4.257325,-2.425425,-1.87,-0.241,0.203,-17.5566,-17.23615,-15.9751,-3.22515,-0.419,-0.97233425
1,4.75,-55.256,-2.876925,-0.530545,-0.746125,0.0346,1.101,97.00225,49,361.91665,0.16824425,-50.700475,-4.71655,-0.1776,-36.739,-39.4834,-41.074,-4.257325,-2.426,-1.87,-0.241,0.203,-17.601,-17.2196,-16.011325,-3.2287,-0.374,-0.41689
1,5.25,-56.8103,-4.74285,-0.94475,-0.573875,0.0264122,1.133,96.978,43.8,362.0335,0.145,-49.6901,-4.697,0.2024,-36.6051,-39.85595,-41.1196,-4.257325,-2.426,-1.87,-0.241,0.203,-17.543,-17.2394,-16.07515,-3.22515,-0.411125,-0.63716975
1,5.75,-61.272125,-2.0825,-0.8943,-0.286,0.0379,0.98375,97.03575,43.2,361.8319,0.1321905,-46.8434,-4.697,-0.27,-36.7904,-39.4735,-40.9804,-4.257325,-2.42485,-1.87,-0.241,0.203,-17.5142,-17.378875,-16.1205,-3.23225,-0.413375,-0.78870875
1,6.25,-57.78895,-2.57579,-0.7629,-0.319625,0.031858625,1.15,97.02,49.4,361.651625,0.13211,-45.64955,-5.479,-0.4772,-37.119225,-39.846,-40.8276,-4.257325,-2.42485,-1.87,-0.241,0.203,-17.5292,-17.4985,-16.18305,-3.2287,-0.374,-0.503092
1,6.75,-55.2528,-2.6034,-0.75225,-0.37865,0.0231,1.2885,97.02,48.7,361.715875,0.146127,-45.64955,-5.479,0.1948,-37.26605,-39.498325,-41.00085,-4.257325,-2.42485,-1.87,-0.241,0.203,-17.5292,-17.62345,-16.252525,-3.2287,-0.41225,-0.4241295
1,7.25,-60.8411,-2.25195,-0.7573,-0.546975,0.041,1.0855,96.9945,46.325,361.7202,0.14520125,-46.0273,-4.697,0.41,-37.3057,-40.247,-41.4063,-4.257325,-2.42485,-1.87,-0.241,0.203,-17.6312,-17.69825,-16.2945,-3.23225,-0.419,-0.535557
1,7.75,-61.55515,-1.91285,-1.1404,-0.5304,0.022,1.09,97.03575,46,361.6898,0.12582625,-46.112,-5.136875,-0.4608,-37.4935,-39.870875,-41.260375,-4.257325,-2.426,-1.87,-0.241,0.203,-17.5736,-17.6525,-16.37275,-3.2358,-0.374,-0.4384515
1,8.25,-63.19055,-2.4902,-0.618525,-0.521,0.032,1.1435,97.02,42.55,362.0574,0.1218415,-45.9202,-4.697,0.0104,-37.692875,-40.121375,-41.502,-4.257325,-2.42485,-1.87,-0.241,0.203,-17.6312,-17.5275,-16.406,-3.2358,-0.419,-0.529778
1,8.75,-59.6736,-2.39525,-0.4188,-0.48965,0.03,0.8795,97.029,43.45,362.055275,0.1154365,-40.0214,-2.445875,0.4048,-37.670125,-39.870875,-41.69275,-4.257325,-2.426,-1.87,-0.241,0.203,-17.6312,-17.5347,-16.43925,-3.2358,-0.374,-0.28807075
1,9.25,-49.4025,-1.903,-1.0512,-0.4399,0.0219,0.73625,97.01025,41.275,362.1901,0.11700625,-20.7971,1.566,0.816,-37.5068,-39.6034,-41.72,-4.257325,-2.426,-1.87,-0.241,0.203,-17.6312,-17.72915,-16.4445,-3.2454,-0.374,-0.6024485
1,9.75,-46.8909,-1.85058,-1.409375,-0.47025,0.051,0.62,97.00125,52.25,361.8464,0.14178,-6.052075,8.61,0.826,-37.253,-38.396,-41.27635,-4.2254,-2.4272,-1.87,-0.241,0.203,-17.6696,-17.825025,-16.5075,-3.25975,-0.417875,-0.48521375
1,10.25,-26.9774,-1.70182,-1.277725,-0.679475,0.084575,0.93725,96.94025,48.825,361.63725,0.139118,0.95,16.438,1.513775,-36.6893,-37.253,-40.06015,-4.2278,-2.434225,-1.87,-0.241,0.203,-17.6952,-18.1181,-16.539,-3.2645,-0.374,-0.717762
1,10.75,-21.4593,-3.1592,-1.0455,-0.576,0.098,0.8175,96.99675,52.125,361.68345,0.169168,1.18125,27.5333,0.938,-35.7743,-36.239,-38.3312,-4.2314,-2.426,-1.87,-0.241,0.203,-17.7208,-18.171525,-16.6236,-3.2645,-0.377375,-0.78849325
1,11.25,-10.0374,-0.8765,-1.40075,-0.47115,0.104,0.5675,96.99,54.55,362.553375,0.1870495,2.49375,34.04975,1.5316,-34.807,-35.1638,-36.404,-4.2791,-2.43305,-1.87,-0.241,0.203,-17.708,-18.30085,-16.6768,-3.2645,-0.419,-1.18878
1,11.75,-5.45,-0.79325,-1.2665375,-0.78625,0.15085,0.885,97.0045,54.45,362.221125,0.24650375,3.8,43.9713,1.674,-34.15085,-34.22705,-35.296775,-4.28155,-2.426,-1.87,-0.241,0.203,-17.36075,-18.4471,-16.6874,-3.293925,-0.3785,-0.64540475
1,12.25,0,-1.4136,-1.723595,-0.522125,0.1335,0.764,96.9445,59.7,361.975125,0.287745,4.75,47.356875,1.620825,-33.44375,-33.5358,-33.9662,-4.284,-2.4401,-1.87,-0.241,0.203,-17.7484,-18.0848,-16.7228,-3.30465,-0.419,-1.1954425
1,12.75,0,-0.713225,-1.78925,-0.5708,0.140149,0.832,96.929,51,361.7139,0.29926025,5.250075,48.531,1.8553,-32.7501,-32.82655,-33.3846,-4.238675,-2.426,-1.87,-0.241,0.203,-17.20895,-18.16575,-16.68,-3.30465,-0.419,-1.00162
1,13.25,0,-0.3312,-1.7167,-0.6349,0.1406,0.85575,96.8645,59.125,361.837375,0.3357545,4.78995,49.314,1.226875,-31.746,-31.614,-33.075725,-4.241125,-2.46125,-1.87,-0.241,0.2305,-17.66345,-18.0765,-16.67475,-3.180875,-0.419,-1.0991675
1,13.75,0,-0.5990125,-1.959575,-0.564025,0.1755,0.845,96.79675,61.6,361.8042,0.3838495,4.75,41.38825,2.100375,-31.6008,-31.548,-32.6045,-4.2278,-2.4307,-1.87,-0.241,0.203,-17.5868,-18.201425,-16.6715,-3.307175,-0.419,-1.3179475
1,14.25,-1.59315,-1.4918,-1.595625,-0.338,0.12965,0.8445,96.76,59,361.9959,0.38759225,5.18725,31.6628,1.16995,-30.9148,-30.9148,-32.25035,-4.2254,-2.42835,-1.861375,-0.241,0.203,-17.52235,-18.24475,-16.6503,-3.2833,-0.374,-0.77725175
1,14.75,-10.17855,-3.2544,-1.2884,-0.38125,0.1335,0.928,96.79675,64.125,361.87175,0.4072075,2.85,26.614,1.36705,-30.775,-30.845125,-32.215,-4.187,-2.4354,-1.87,-0.241,0.203,-17.494875,-18.289525,-16.611425,-3.297625,-0.419,-0.75669375
1,15.25,-29.397375,-1.0225,-0.8296,-0.26625,0.132425,1.00325,96.79675,63,361.96225,0.4163945,-2.56375,17.221,1.67375,-30.775,-30.819625,-32.05,-4.187,-2.4307,-1.87,-0.241,0.203,-17.4438,-18.2671,-16.590325,-3.297625,-0.374,-0.70574325
1,15.75,-31.4591,-2.116975,-1.28415,-0.659825,0.091,1.04975,96.7945,63.325,361.8536,0.41397425,-19.9134,6.92755,0.6049,-30.8005,-31.1709,-32.19475,-4.187,-2.426,-1.87,-0.241,0.203,-17.397,-18.2262,-16.5395,-3.2833,-0.374,-0.63496525
1,16.25,-47.51885,-1.1906,-1.19655,-0.75125,0.0636,1.0655,96.77225,61.7,361.8852,0.404551,-42.320025,0,0.37345,-31.03,-31.68,-32.8335,-4.2218,-2.426,-1.87,-0.241,0.203,-17.365975,-18.1983,-16.5005,-3.288075,-0.374,-0.831077
1,16.75,-53.723825,-1.5135,-1.0567,-0.64625,0.03470895,1.075,96.747,58,361.999675,0.351546,-52.4951,-3.87485,0.16,-31.6734,-32.3442,-33.327,-4.187,-2.426,-1.8447,-0.241,0.203,-17.36415,-18.104975,-16.385,-3.288075,-0.374,-0.510685
1,17.25,-58.799,-2.019875,-0.883875,-0.3603,0.035025,1.273,96.75225,62.85,362.0925,0.36128775,-56.37875,-4.697,0.3975,-31.946,-33.1568,-34.29985,-4.217,-2.426,-1.87,-0.241,0.203,-17.397,-18.0358,-16.238,-3.278525,-0.374,-0.5388375
1,17.75,-66.0211,-1.98295,-0.85375,-0.458299999999999,0.03,1.23175,96.729,59.425,361.992,0.33917525,-55.159025,-5.479,0.2047,-32.4734,-33.7455,-35.47905,-4.2146,-2.426,-1.87,-0.241,0.203,-17.433,-17.91185,-16.1564,-3.278525,-0.404375,-0.62243575
