DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,0.459167832,-30.30039282,0.527748521,0.30247705,406.7865966,1.233024324,-6.3112,-6.5913,70.03823558,0.9149062055,0.90791,-0.22511,-0.56619,-0.025335,2.8145,1.31705,0.32996,-26.88355,1.6729,1.0499,1.40335,95.7
1,0.75,0.270634312,-26.10984907,0.223994,0.3002012,407.01342135,1.20706,-6.3241,-6.555,69.89,0.925271935,0.92832,-0.10306,-0.56627,-0.008445,2.7886,1.3167,0.32996,-26.201,1.6772,1.0539,1.4057,95.7
1,1.25,0.30043416,-30.8988988,0.258700529,0.3023489945,406.8312545,1.1794252905,-6.5135,-6.7449,69.76,0.881627054,0.90624,-0.09899,-0.56628,-0.016875,2.7396,1.31865,0.3292,-28.2046,1.67365,1.04775,1.40635,95.7
1,1.75,0.459391726,-27.85490526,0.610506968,0.257656094,407.0428,1.056320511,-6.52165,-6.8129,69.78072085,0.8700736265,0.99291,-0.017,-0.56628,-0.016895,2.7982,1.32125,0.330145,-26.7738,1.677325,1.04985,1.40625,95.7
1,2.25,0.3219068825,-26.83495385,0.5605621205,0.2661952,407.1564,1.160976,-6.5506,-6.8102,70.06746896,0.8466361065,0.97541,-0.044,-0.56628,-0.050625,2.8203,1.3217,0.329195,-26.15089,1.68,1.04435,1.40755,95.75
1,2.75,0.225132564,-26.04509146,-0.425989,0.2435352,407.526,1.1451570455,-6.55005,-6.8147,69.54403884,0.8640592365,0.86874,-0.04747,-0.56619,-0.025315,2.7492,1.3206,0.329915,-23.8442,1.681725,1.04425,1.40385,95.8
1,3.25,0.331678151,-26.00631147,0.553994,0.2551001485,407.3964004,1.136786,-6.6291,-6.9202,70.222818085,0.856276152,0.8975,-0.19393,-0.56628,-0.00843,2.8127,1.32105,0.330115,-24.0555,1.6823,1.0423,1.4048,95.7
1,3.75,0.264829716,-27.1052,-0.142956821,0.246809,407.2785099,1.251699679,-6.6953,-6.9394,70.70780947,0.85061486,0.84708,-0.04611,-0.56627,-0.03797,2.7723,1.32165,0.33084,-25.9926,1.679475,1.04265,1.4032,95.7
1,4.25,0.4266453575,-26.5249894,0.1811985455,0.255449,407.1007,1.0976433285,-6.73725,-7.0456,71.26,0.82087692,0.995,-0.13996,-0.566155,-0.04221,2.8199,1.32165,0.32999,-26.56195,1.6828,1.0425,1.4038,95.6
1,4.75,0.3842611555,-23.052248425,-0.278529784,0.2287917,407.3583776,0.9501863,-6.7976,-7.1951,71.82862094,0.808780747,0.875,-0.05707,-0.56619,-0.021105,2.7878,1.3203,0.330135,-25.80035,1.68345,1.04385,1.40285,95.6
1,5.25,0.4586461515,-29.46004035,0.291888,0.231176913,407.2342256,0.9899693005,-6.9737,-7.2387,72.64168957,0.791814759,0.8175,-0.12613,-0.56628,-0.03377,2.7495,1.3179,0.32918,-26.432,1.683,1.04365,1.4027,95.6
1,5.75,0.298247143,-33.7616394,-0.040677,0.225245,407.0754806,0.8659637,-7.0921,-7.3759,73.6,0.802007316,0.86,-0.16424,-0.56628,-0.00844,2.6505,1.31845,0.32912,-25.0715,1.68525,1.0447,1.3983,95.6
1,6.25,0.40003421,-24.185853995,-0.05757815,0.18892,407.4117,0.930379496,-7.14215,-7.4658,73.29107663,0.767961665,0.73541,-0.12073,-0.56619,0,2.9363,1.3187,0.33003,-25.2197,1.68485,1.0422,1.39365,95.7
1,6.75,0.213199897,-24.37073845,0.141158884,0.194083892,407.3182911,0.954825925,-7.17785,-7.5828,73.56543639,0.771057068,0.82374,0.46033,-0.51296,0,2.9368,1.32125,0.32922,-24.21645,1.702125,1.0378,1.38485,95.7
1,7.25,0.371075015,-24.456325805,0.251407741,0.196854683,407.4336536,1.012045,-7.3679,-7.8139,73.26613264,0.744271287,0.87499,8.6996,1.3968,3.4961,3.5305,5.27185,2.5072,-19.54426,3.226325,1.0399,1.3913,95.7
1,7.75,0.324000629,-19.67502427,0.414747,0.208884,407.5127997,0.9545923,-7.4152,-7.805,73.59403683,0.753620712,0.88417,40.495,7.1531,17.516,6.625,35.62,31.2345,-7.34665,8.812975,1.03605,1.38555,95.8
1,8.25,0.266259347,-5.7529,0.409459587,0.2090026345,407.9452,0.859801,-7.1037,-7.5786,71.99229794,0.82403116,0.75082,104.93,17.0665,62.154,15.444,93.818,75.3845,14.7945,18.249,1.0193,1.37735,95.8
1,8.75,0.476796947,10.4456681,1.323366052,0.236733019,408.011532,0.8063517,-6.5191,-6.9752,69.34048509,0.928478344,0.70167,192.53,27.9775,111.4,24.359,164.78,111.77,53.882175,27.5755,1.0206,1.3651,95.8
1,9.25,0.461814295,31.97331771,0.518490214,0.2580312,407.5905341,0.8009456,-5.9739,-6.3763,66.54308698,1.051038548,0.74374,265.39,37.9085,152.835,31.117,237.58,138.68,82.2475,38.275,1.01745,1.36095,95.8
1,9.75,0.607130957,40.22140278,2.157651739,0.259389035,407.6498302,0.8513255095,-5.6273,-5.9708,63.71097011,1.176616058,0.88458,335.88,48.3855,199.16,37.712,314.37,161.945,117.8615,52.65125,1.0078,1.35795,95.8
1,10.25,0.738432704,60.247052105,1.80609301,0.290679,407.3600095,0.880073036,-5.1648,-5.5975,61.50391504,1.3196712355,0.95708,382.28,57.741,223.835,41.696,363.98,187.195,137.0835,59.1485,1.0049,1.3575,95.7
1,10.75,0.7405950225,79.778152405,2.970912263,0.3302653,407.0799,1.05455,-4.57045,-5.0264,60.134283035,1.4737525075,1.2092,434.51,65.6255,258.24,45.18,419.025,214.44,152.4697,79.41575,1.00325,1.34795,95.7
1,11.25,0.768227484,99.9821,3.483240241,0.4255612025,406.7479654,1.3483173725,-4.2928,-4.6352,58.5129827,1.581306437,1.5608,498.56,69.2645,292.275,50.896,482.08,223.525,171.71005,89.78075,1.0076,1.34645,95.6
1,11.75,0.7560720905,96.45852991,3.8889057425,0.4506943,406.33093625,1.403431306,-3.8372,-4.3201,57.0162849,1.667578912,1.7679,510.85,77.824,290.68,53.993,484.33,224.28,174.734,95.334,1.00565,1.3545,95.6
1,12.25,0.781858358,101.2204056,4.8564675415,0.501557826,406.7340115,1.473770149,-3.6918,-3.9333,56.24,1.75660426,1.8317,484.3,72.873,276.74,51.66,436.87,226.46,163.117,97.827,0.962205,1.34395,95.5
1,12.75,0.710578944,91.580595535,4.32769,0.52010245,406.6761837,1.583191,-3.3464,-3.7247,55.547315275,1.838103764,2.0046,472.62,70.2965,265.22,49.523,432.81,212.59,155.53902,92.784,0.97024,1.34785,95.5
1,13.25,0.713768,86.33769769,4.6461695735,0.5386012175,406.4729948,1.7927010645,-3.17435,-3.4421,54.47277441,1.905261051,1.9646,450.22,65.0055,252.255,46.609,404.24,196.76,143.52,87.079,1.01175,1.3709,95.5
1,13.75,0.659587,74.30030564,2.935702481,0.5409033,405.8908532,1.784607686,-3.055,-3.318,54.021898335,1.93279999,1.9629,389.71,54.4995,220.57,41.044,343.92,181.34,123.348,67.7565,1.01055,1.37725,95.5
1,14.25,0.5942182465,56.53495228,3.983488576,0.528965595,405.5931346,1.7609,-2.8851,-3.1779,54.11361519,1.9615401175,1.9383,308.17,43.874,168.585,33.148,269.66,164.765,90.1685,47.2945,1.03695,1.3856,95.5
1,14.75,0.531176005,40.16401706,3.0417337625,0.5111959,405.1022164,1.743139,-2.9439,-3.21435,54.29,1.955796021,1.8375,260.415,33.7255,143.455,28.879,212.3,132.72,62.4382,36.52875,1.039,1.3891,95.5
1,15.25,0.4879935975,19.18763279,1.768440979,0.4851944,405.20503405,1.748758516,-3.1679,-3.36995,55.24622453,1.873508952,1.76,167.02,23.1985,91.12,19.961,135.03,96.7265,24.02655,26.5415,1.034,1.3992,95.5
1,15.75,0.413227729,-1.248408912,0.904105344,0.42493585,405.6655285,1.61061,-3.566,-3.7645,56.79813492,1.750544736,1.5137,69.514,12.3045,35.143,10.373,55.0625,50.9835,-1.587,15.16075,1.03695,1.41475,95.5
1,16.25,0.407979117,-21.12881706,-0.369688169,0.3831823335,406.0019549,1.4569445,-4.07345,-4.216,58.49058411,1.659101329,1.3342,24.46,4.52435,10.3145,5.6783,16.024,12.354,-25.5021,5.62455,1.04865,1.4253,95.5
1,16.75,0.343090062,-20.33141553,-0.413524318,0.3442922,405.8636148,1.371912417,-4.145,-4.48105,59.77750926,1.538450322,1.34275,3.7895,0.47184,1.2619,3.0474,1.455,0.424105,-39.44465,2.025125,1.0516,1.42755,95.55
1,17.25,0.342248998,-24.8866,-0.268270065,0.314374278,405.5117923,1.395203,-4.4034,-4.682,60.64627929,1.440291585,1.33125,0.16412,-0.565425,-0.13495,2.936,1.31245,0.33096,-41.0805,1.65825,1.05315,1.4278,95.6
1,17.75,0.372648,-23.210554055,0.730278744,0.297315503,405.544128,1.3519155945,-4.70275,-5.00755,61.97963293,1.374230071,1.375,-0.33766,-0.56619,-0.101255,2.9349,1.3103,0.33188,-39.611,1.65815,1.0535,1.42235,95.6
1,18.25,0.3243021115,-22.96424631,-0.3486679015,0.2885783,405.60119395,1.2196918985,-4.9862,-5.2166,62.70205242,1.306338624,1.34935,-0.31478,-0.566235,-0.101275,2.9368,1.31275,0.331,-38.2671,1.662675,1.05525,1.41985,95.7
1,18.75,0.2438542795,-19.22458152,-0.114491325,0.2719947925,406.12244935,1.250302,-5.0179,-5.2792,64.06487691,1.257393019,1.2998,-0.34234,-0.56628,-0.04221,2.9363,1.31385,0.33096,-36.83875,1.66225,1.0565,1.42135,95.7
1,19.25,0.295696259,-24.85153853,-0.499500599,0.286105351,405.71335,1.356595,-5.1932,-5.4497,64.39037437,1.199756055,1.2644,-0.40774,-0.56628,-0.02952,2.9363,1.3132,0.33095,-36.1084,1.663075,1.05285,1.4195,95.7
