DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,436.271,0.106864867940778,0.937274,0.111619,2335.655,10.6223,0.0055374,22.3295,6.43714999048492,3.038578,-0.9899184,-10.22065,24.69425,102.1605,91.2525487332933,20.714,0.267055986639506,21.13,0.433124145982679,387.011958907797,422.676475287209,-1.857,1.783,-28.291,20.65,19.83,20.2,20.945,22.51,22.78,23.2,-0.00171479,0.698720258758825,0.235012,0.505024751868658,0.294600067888655,1.9275
1,0.75,435.7785,0.122787769035536,0.92946425,0.11781625,2291.94,10.579675,1.38165,22.0342,5.78817862187045,2.313671,-1.589516,-13.072575,22.13175,102.1325,91.8398054153555,20.41725,0.232064037603607,21.19,0.422726748561274,391.443998368492,422.361958907797,-1.772,1.71,-24.305,20.55,19.89,19.97,20.72,22.32,22.625,23.18,-0.0013313975,0.675278354698272,0.22537425,0.529160696421155,0.294829544608699,2.0945
1,1.25,438.049,0.102594834177945,0.910249,0.0975239,2245.43,8.1425325,1.39313,21.4377,5.70704971664347,1.867399,-2.566014,-11.7251,18.6709,102.1165,92.0171472875864,20.17075,0.220366281823329,21.0425,0.406669915819201,392.427095524961,421.072527548777,-1.356,1.73,-20.809,20.59,19.98,20.29,20.71,22.18,22.515,23.14,-0.0024819075,0.64989449561938,0.22757125,0.493769499237258,0.305143574643325,2.1595
1,1.75,436.292,0.110481220123603,0.8692,0.0953698,2266.26,8.74133,2.45574,21.4523,6.69502800591603,1.45974,-3.059404,-11.071235,21.33135,102.0835,92.4713398980028,20.429,0.236509490563661,21.09,0.403771797245611,393.30682644729,422.358242417403,-1.603,1.76,-21.713,20.34,20.06,20.26,20.755,22.07,22.44,23.08,-0.00156247,0.635990126101743,0.2296595,0.502843503261358,0.317094532011219,2.041
1,2.25,439.135,0.112144995430024,0.844382,0.190209,2323.4275,7.81993,1.522145,22.4417,6.59188137029179,0.9542678,-3.561945,-11.13376,18.7144,102.0556,92.0876915730881,20.3825,0.226396715698317,21.07,0.390976262220174,395.549475287209,421.564693891166,-1.54,1.937,-20.7379999999999,20.28,20.065,20,20.675,22.05,22.27,23.11,-0.001792435,0.557344577883153,0.21807425,0.468534820425261,0.302761967851121,2.36325
1,2.75,437.47075,0.142036046146663,1.246515,0.12878675,2265.195,11.376375,1.8119425,22.727875,6.50508397902597,0.4991223,-4.029726,-15.4115,20.9342,102.0435,92.422696400253,20.30925,0.246377476157169,20.88,0.373731101357538,398.847399786288,421.860680423073,-1.737,1.72,-19.444,20.39,19.995,20.04,20.7,21.87,22.195,23.06,-0.001798635,0.656526302750137,0.247484,0.478667158701459,0.306743945621974,2.24925
1,3.25,437.0165,0.091738475295714,0.933886,0.154977,2279.38,7.99055,0.950013,22.442175,6.19561208376603,0.05632351,-4.614975,-8.00655,17.67035,102.0371,91.7327778029897,20.27275,0.233789763570001,20.94,0.371649703063099,400.082603514281,422.073097178752,-1.24,1.888,-18.6799999999999,20.5625,20.06,19.9875,20.65,21.795,22.175,23.105,-0.004330875,0.675930314073746,0.25174375,0.516538116577306,0.334049394560703,1.925
1,3.75,435.37175,0.120371628681971,0.971276,0.07086775,2292.0875,9.8326125,0.79342025,22.225975,5.42300731965902,-0.09739511,-5.116093,-8.45625,18.7736,102.049,91.323640717057,20.425,0.225593256342186,20.8175,0.36140999997307,396.719242417403,422.075253402086,-1.449,1.777,-19.353,20.3025,19.99,19.925,20.69,21.7325,22.055,23.0625,-0.003130945,0.653626001113808,0.2340355,0.497695034739289,0.312143047952714,2.11425
1,4.25,437.39,0.109994485670979,0.8292695,0.221198,2280.3225,12.056125,1.74731,21.1726,6.46937859397995,-0.6221577,-5.724952,-9.826095,18.558425,102.0634,92.1828014691904,20.50625,0.238224747775823,20.845,0.356022936344915,392.303998368492,421.535292312193,-1.435,1.92,-20.006999999999,20.7,20.175,19.9625,20.57,21.7125,22.055,23.0675,-0.003267035,0.689980176881193,0.25817575,0.50538568899758,0.331594467646655,2.186
1,4.75,437.0815,0.133272551055972,1.05534,0.1055035,2243.385,7.81907,1.2139225,20.838325,5.44034147287937,-0.7342157,-6.309365,-11.3309,18.9055,102.065,92.5878046931525,20.2975,0.242152437852734,21.0675,0.353127525558892,385.871958907797,422.447882713778,-1.672,1.789,-20.75,20.51,20.06,19.81,20.515,21.59,22.035,23.09,-0.0048783575,0.695824258577428,0.268286,0.499197888392354,0.333490761126291,2.01875
