DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_2_1,CH4_1_4_1,CH4_1_5_1
1,0.25,1.35712582496542,-7.44195921876732,0.239443890015347,0.149477627776843,0.0723258813157881,0.245618992199372,-1.07005404078667,-0.400595534004835,0.2555411775,-15.202051529105,-0.950896969,0.6476639175,1.155,0.92,0.75,0.175,-7.091,-6.976,-7.128,-7.2186,-7.2515,-8.8111,78.5998,78.1,0.7644,-8.91,-8.6,-8.01,-5.39,0.4,-1.87,1.5,-0.75,-0.02,251.4,274,284.3,286.7,0.15,-0.305,0.125,0,-0.21,-0.17,0.09,-0.06,0.05,-1.843,-1.533,-1.246,-0.592,-0.236,0.311,0.5,-1.403,-1.1685,-0.974,-0.0435,-2.987,-2.553,-2.196,-1.385,-0.9295,-0.055,0.236,-2.07,-1.636,-1.263,-0.696,-0.556,0.238,0.514,0.922,-3.396,-3.157,-2.745,-2.2015,-1.855,-1.3835,-1.059,-1.543,-0.6,-27.56,2.95989639850555,3.5960028851946,3.84339286916553,3.57015561662238,3.93767863830036,3.58719053751452,3.93892869955815,3.52645206123037,4.06579121813374,3.1514549873646,3.6162517171533,417.874731572536,426.504785641112,417.486771201976,426.499993291131,417.759572574318,426.769805756977,417.966095075185,426.713528201166,418.378951240657,427.962808636755,421.503931399286,1974.21613020066,1985.83896310466,1975.22324741705,1975.04496597251
1,0.75,1.355809968,-7.5887603523031,0.222075783,0.162907662,0.0388610324698818,0.240854307,-0.750188444651229,-1.011481346,0.220851798071611,-14.360261169975,-1.69660007498324,0.656937116,1.175,0.925,0.74,0.175,-7.31565,-7.115,-7.2787,-7.55465,-7.6937,-9.4477,78.640185,78.06,0.76915,-9.755,-9.21,-8.4,-5.42,0.4,-2.1,1.8,-0.79,-0.07,244.2,271.5,283.7,285.6,0.17,-0.3,0.12,0,-0.21,-0.16,0.09,-0.06,0.05,-1.847,-1.526,-1.2205,-0.5905,-0.275,0.3105,0.495,-1.403,-1.166,-0.9845,-0.032,-2.991,-2.561,-2.184,-1.379,-0.924,-0.053,0.2355,-2.074,-1.635,-1.2625,-0.694,-0.556,0.237,0.499,0.915,-3.399,-3.164,-2.742,-2.199,-1.845,-1.384,-0.993,-1.515,-0.553,-30.22,2.9433465006667,3.74473009080029,3.84563645827255,3.72560115095507,4.00156127712365,3.55320053726182,3.8002681464567,3.68036153596409,3.92120694347145,3.13961724069773,3.60143135736402,417.942876883107,426.565680484269,417.48371120568,426.57573889317,417.749815105109,426.55555082445,417.818047266417,426.757330089879,417.980878399335,427.82977017938,420.144567071251,1982.0211873992,1985.83896310466,1975.22324741705,1975.04496597251
1,1.25,1.40164600956009,-7.58825550943577,0.216845662,0.192597853985121,0.0392408357067915,0.324814071,-0.945002067492175,0.114400711476671,0.241119086,-15.4537993161517,-1.235807576,0.612398963130741,1.14,0.96,0.765,0.185,-7.1915,-7.046,-7.1729,-7.4797,-7.81235,-9.27,78.63963,78.82,0.75375,-9.77,-9.355,-8.305,-5.475,0.4,-2.245,1.65,-0.815,-0.06,245.2,273.9,284,285.9,0.175,-0.3,0.08,0,-0.205,-0.09,0.09,-0.06,0.04,-1.852,-1.557,-1.246,-0.5945,-0.28,0.304,0.494,-1.391,-1.1415,-0.9855,-0.042,-3.012,-2.5675,-2.183,-1.3825,-0.929,-0.0545,0.2355,-2.064,-1.629,-1.262,-0.6945,-0.5555,0.2365,0.498,0.914,-3.398,-3.143,-2.73,-2.202,-1.851,-1.38,-0.831,-1.529,-0.555,-32.185,2.92596714884078,3.67319542318734,3.56245878434896,3.64759167016834,3.87836705333977,3.55313340143569,3.68682176366532,3.52695999161334,3.84445192054126,3.09325789448595,2.99037397949422,417.500040118146,426.786007887534,417.042319862989,426.541535281141,417.000309959739,426.812766298398,418.399722276798,426.954792135282,417.899923367276,428.126882955179,420.998480476687,1975.4003006782,1985.49722399394,1978.25064092291,1978.03971489263
1,1.75,1.39097477461807,-7.67978707244803,0.2208158345,0.207505443907774,0.0512493982302685,0.209913152556177,-0.910782262409823,-0.197099519866341,0.216247913051139,-15.80149703,-1.34435727159807,0.619525462912631,1.07,0.87,0.71,0.155,-7.31765,-7.324,-7.2638,-7.5415,-7.7619,-9.8444,78.640855,79.32,0.7625,-10.02,-9.39,-8.45,-5.56,0.4,-2.145,1.8,-0.8,-0.02,249.6,272.45,284.05,285.75,0.17,-0.3,0.06,-0.005,-0.21,-0.1,0.09,-0.06,0.04,-1.87,-1.553,-1.244,-0.595,-0.277,0.3095,0.4935,-1.358,-1.126,-1.0045,-0.0815,-2.9795,-2.565,-2.179,-1.381,-0.928,-0.051,0.236,-2.068,-1.6285,-1.262,-0.696,-0.56,0.236,0.4955,0.913,-3.3905,-3.128,-2.723,-2.202,-1.849,-1.37,-0.975,-1.534,-0.5755,-29.295,2.88402834884965,3.62869204216871,3.57495656694423,3.59755917968122,3.69625880231507,3.55221626508135,3.76127371924604,3.33313490486193,3.69159653017782,3.11038572335189,3.52873345846611,417.925441349607,426.964968467595,416.867569968511,426.800744073189,417.313994667444,426.920453346941,417.653959038422,427.230798805064,417.177368445639,428.6428585846,421.251737799421,1979.34198170869,1985.15548488323,1981.27803442878,1981.03446381274
1,2.25,1.342586804,-7.8986529775,0.23885598258675,0.170349381469511,0.0525235866517147,0.240826291332303,-0.85888231431133,0.000976084979390449,0.245189771,-17.4096001905008,-0.980239683582033,0.586442372398346,1.06,0.88,0.725,0.17,-7.5105,-7.5605,-7.51625,-7.66625,-7.7756,-9.7941,78.64324,79.74,0.7325,-9.665,-8.91,-8.42,-5.6,0.4,-2.39,1.75,-0.85,-0.05,249.6,271.45,283.85,285.1,0.17,-0.29,0.115,0,-0.215,-0.1,0.09,-0.06,0.045,-1.873,-1.549,-1.222,-0.5945,-0.274,0.315,0.501,-1.369,-1.154,-1.003,-0.124,-2.992,-2.5755,-2.1755,-1.387,-0.923,-0.054,0.237,-2.095,-1.638,-1.26,-0.698,-0.555,0.243,0.497,0.9195,-3.398,-3.137,-2.731,-2.205,-1.853,-1.3765,-0.987,-1.501,-0.599,-32.125,3.0564385259015,3.53824322641722,3.48053736441493,3.46491236941148,3.54349427972165,3.6079649269493,3.65640599366996,3.37961521586197,3.74275874156046,3.01002576718516,3.06877463205686,417.647657954455,426.845392005267,417.859328384405,426.803526003766,419.700787458566,426.883205902587,417.907580468611,427.096355742679,418.426777210447,428.893440030051,421.21899685447,1989.96258879011,2007.34174380869,1984.30542793465,1984.06750487911
1,2.75,1.32321437625934,-7.797336466,0.23946943270133,0.112473478968014,0.0196519855296943,0.0934141879166895,-1.16913731461312,-0.302008159652592,0.2713425835,-18.9179814935855,-1.41848029153028,0.655339871,0.99,0.83,0.715,0.185,-7.58325,-7.616,-7.59355,-7.80365,-7.8713,-9.8586,78.63547,79.18,0.7499,-10.365,-10.075,-8.83,-5.66,0.4,-2.265,1.55,-0.82,-0.05,239.85,270.4,282.4,284.85,0.17,-0.3,0.09,0,-0.2,-0.095,0.09,-0.06,0.035,-1.8795,-1.5595,-1.204,-0.589,-0.242,0.3075,0.494,-1.3625,-1.1555,-1.006,-0.084,-3.0045,-2.589,-2.169,-1.3935,-0.922,-0.054,0.238,-2.094,-1.631,-1.26,-0.697,-0.5535,0.243,0.496,0.9185,-3.4005,-3.1355,-2.73,-2.207,-1.855,-1.38,-0.898,-1.527,-0.609,-31.89,2.96758498275275,3.41084299344823,3.62736843544424,3.39865291887074,3.74460888841066,3.31362002725465,3.99596362717234,3.3590692543198,3.98248256653476,2.96946563665063,3.0831578553572,417.615788093725,427.261199306868,416.920586732197,427.120601057381,417.566703316005,427.586640145348,417.26529860574,427.378244366724,420.161484353861,429.044364169346,421.505768822765,1988.4770557286,1993.60256417332,2005.72754238205,1983.4643964401
1,3.25,1.30994584,-8.30921014376714,0.255050927,0.168024947642576,0.04910556,0.22890156935996,-0.701498496464328,0.132954892867056,0.259481026004884,-19.9865181043769,-0.41258768,0.668558177730831,1.075,0.93,0.75,0.155,-7.5153,-7.856,-7.50595,-7.8092,-8.1466,-9.86595,78.647685,79.26,0.73185,-10.4,-10.29,-9.23,-5.81,0.4,-2.23,1.7,-0.82,0,236,271.9,282.1,284.6,0.14,-0.28,0.17,-0.01,-0.22,-0.12,0.09,-0.06,0.05,-1.874,-1.557,-1.2225,-0.5955,-0.2585,0.298,0.501,-1.3885,-1.151,-0.969,-0.0465,-3.031,-2.603,-2.168,-1.398,-0.93,-0.055,0.238,-2.086,-1.642,-1.2565,-0.6965,-0.551,0.2515,0.5095,0.918,-3.411,-3.136,-2.733,-2.213,-1.8565,-1.379,-1.098,-1.601,-0.644,-32.25,2.95022113462573,3.32171378516469,3.71603458814384,3.2233397664729,3.92545463247992,3.14953671107398,3.41268070460418,3.31329977102788,3.78157650311537,3.01709103554165,3.09701776956671,417.746845210353,427.072211722407,417.691265082989,427.516787246945,417.518821420964,427.044629126952,419.546123859097,427.658729156771,417.991725711335,429.102856050198,420.998117101833,1981.51574391165,1979.86338453794,1999.77382193507,1982.86128800109
1,3.75,1.47877329047409,-8.381817949,0.237956707,0.193022231674336,0.0274215864540325,0.193748295738726,-0.616385425,0.0191205813634461,0.271289823173706,-16.36392333,0.265160828,0.674678337643126,1.13,0.93,0.79,0.14,-7.8466,-7.783,-7.76765,-7.86305,-7.95185,-9.87325,78.667045,79.31,0.7534,-9.7,-9.69,-8.8,-5.81,0.5,-2.01,1.8,-0.8,0,245.8,271.4,282.3,284.4,0.17,-0.29,0.17,-0.01,-0.21,-0.09,0.09,-0.06,0.04,-1.872,-1.5565,-1.209,-0.589,-0.244,0.299,0.5015,-1.3885,-1.151,-0.968,-0.042,-3.0475,-2.596,-2.17,-1.3975,-0.925,-0.054,0.2385,-2.0875,-1.641,-1.255,-0.695,-0.55,0.26,0.509,0.917,-3.3965,-3.1415,-2.729,-2.215,-1.858,-1.381,-1.012,-1.557,-0.6175,-27.2,2.92371878643692,3.37954288001715,3.39754462888328,3.37144560258105,3.42370951585373,3.2673658254393,3.33285716614415,3.33229976722496,3.49199704147816,2.74897945595676,2.64964323500446,417.40682636577,427.042499329871,418.170098666828,427.152549657418,420.017955387163,427.500797119738,419.879095677024,427.29679641377,419.270200125929,428.919671985522,422.378345027988,1986.94188674654,1986.96893786778,1993.82010148809,1988.39737479401
1,4.25,1.364699643,-8.50069260667361,0.234528902805709,0.156761383133838,0.0782352122514746,0.214632363037371,-1.283760077,-0.303329486425872,0.252269983,-16.0450271732457,-0.682763027,0.615969694944415,1.06,0.87,0.75,0.135,-8.2823,-8.143,-8.10395,-8.6851,-8.46205,-10.07465,78.66935,79.32,0.7257,-10.18,-10.3,-8.98,-6.21,0.4,-2,1.8,-0.8,0.02,249,270.1,279.8,284.3,0.15,-0.285,0.17,0,-0.22,-0.12,0.09,-0.06,0.04,-1.8825,-1.548,-1.235,-0.596,-0.246,0.3,0.5,-1.388,-1.15,-0.968,-0.042,-3.052,-2.587,-2.1675,-1.4,-0.929,-0.055,0.239,-2.09,-1.6395,-1.254,-0.695,-0.55,0.259,0.508,0.9165,-3.419,-3.164,-2.732,-2.216,-1.858,-1.385,-0.99,-1.528,-0.5475,-25.71,3.04217195617051,3.37819550808826,3.57719344103907,3.29935166446377,3.72641191065984,3.35472982057641,3.84696431085308,3.35930775813577,3.66196093517252,2.7296108730976,3.19482230952965,417.748791982695,427.310605495258,418.186392878493,426.953859396437,418.492123246859,427.09295422014,418.21739242378,427.045632007744,419.296663373506,429.01621738979,423.387673296,1983.9789157765,1986.73545348691,1987.86638104111,1989.50132143778
1,4.75,1.3002631575,-8.58547039048909,0.245063748,0.263120109577306,0.014985879374059,0.301194889911699,-0.631517909409139,-0.267253306869867,0.268095671038072,-16.4027978327832,-0.196785018949945,0.615843292944338,1.01,0.825,0.71,0.135,-8.2919,-8.403,-8.25195,-8.6809,-8.4913,-9.97135,78.66811,78.86,0.6752,-9.49,-9.86,-8.63,-6.09,0.4,-1.86,1.8,-0.71,0,252.9,271.1,281.2,284.4,0.17,-0.28,0.085,-0.01,-0.21,-0.08,0.09,-0.06,0.04,-1.885,-1.557,-1.233,-0.604,-0.198,0.3,0.5,-1.3875,-1.147,-0.9735,-0.042,-3.068,-2.588,-2.165,-1.396,-0.928,-0.055,0.237,-2.089,-1.642,-1.252,-0.695,-0.55,0.25,0.5075,0.9155,-3.413,-3.203,-2.737,-2.214,-1.858,-1.388,-0.953,-1.6355,-0.575,-18.01,3.06745757164858,3.34695317385455,3.53882608909225,3.33223915767627,3.49404978079887,3.34795066639991,3.73145501720368,3.30321619631255,3.67600008608787,2.87265957101075,3.34258684158417,417.773153785785,427.217630084429,418.049111052941,427.13339509782,420.090589944013,426.785802526923,418.143981972736,427.270075736101,419.914805701414,429.184771866151,420.914600345733,1990.69061003817,1989.69022395759,1983.59057486406,1984.02824766898
