DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1
1,0.25,0.06808054225,-49.45494874,-1.7074380925,0.103568527,376.80915,0.495761749,-11.7205,-11.98,56.73261145225,0.440092211,0.31583,-0.98397,-1.1294,-2.509325,0,1.234675,0.2912525,-58.461175,1.6516625,-0.053635,0.45044
1,0.75,-0.02270084575,-47.3011256475,-3.1099019475,0.101586135,378.172775,0.49393735,-11.84225,-12.08,56.450882226,0.4515828854,0.28708,-0.97976,-1.119,-2.470625,0.00816,1.235175,0.2946325,-58.77935,1.6536875,-0.0577175,0.45274
1,1.25,-0.043381865,-47.68769389,-0.76252975175,0.0877091775,378.31905,0.4574560375,-11.794,-12.036,56.134894617,0.414284351,0.28667,-0.98518,-1.1249,-2.4978,0.00815,1.23695,0.287815,-57.55595,1.649525,-0.06184,0.453245
1,1.75,0.026429486,-50.34747811,-2.1727141395,0.1032810845,378.0872,0.43169855,-11.6015,-11.89,56.24409909175,0.406617266125,0.28375,-0.98074,-1.1253,-2.425275,0.004075,1.2365,0.2875325,-57.665075,1.6469,-0.0584375,0.456445
1,2.25,0.029328153,-52.1343156025,-1.081908458,0.09932207,378.19905,0.4898829,-11.49025,-11.869,56.12355487825,0.41462915925,0.27458,-0.99109,-1.1221,-2.63905,0,1.242025,0.291255,-56.992,1.65155,-0.0569325,0.4550075
1,2.75,-0.041947855,-49.400291325,-3.0704016635,0.0791390225,377.8906,0.45990710125,-11.62475,-11.771,57.634940601,0.392092303925,0.25833,-0.98382,-1.1239,-2.696725,0,1.243375,0.2914725,-56.3418,1.6592125,-0.0565225,0.449865
1,3.25,-0.011386995,-49.26441013,-2.95901246,0.0790982055,378.3208,0.446842091,-11.692,-11.924,58.596987158,0.386104431175,0.27208,-0.98172,-1.1119,-2.643225,0,1.244375,0.2868575,-58.937,1.661275,-0.0588975,0.450035
1,3.75,-0.0613295255,-47.7124235175,-4.85555054,0.089486825,377.6075,0.419252,-11.75025,-11.977,57.7854383545,0.35719520705,0.27625,-0.9818,-1.1017,-2.53245,0,1.241425,0.2815025,-56.446,1.6606,-0.0566375,0.4534875
1,4.25,0.023524736,-48.47307026,-1.391162917,0.08299699,377.015,0.4506056775,-11.9275,-12.254,57.606108885,0.3437197295,0.28833,-0.97976,-1.115,-2.688425,0,1.247075,0.28667,-58.65925,1.6613,-0.05701,0.4528575
1,4.75,-0.016032319,-50.08456224,-3.483124487,0.09182906,376.95145,0.376632358,-11.824,-12.077,57.320706857,0.3626376701,0.2775,-0.97786,-1.1029,-2.7119,0.00816,1.246275,0.279445,-58.879675,1.6630375,-0.0569825,0.45225
