DOY2,HR2,FC_1_1_1,H_1_1_1,LE_1_1_1,USTAR_1_1_1,CO2_1_1_1,WS_1_1_1,TA_1_1_1,TA_1_2_1,RH_1_1_1,VPD_1_1_1,WS_1_2_1,PPFD_IN_1_1_2,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_DIF_1_1_1,NETRAD_1_1_1,PPFD_BC_IN_1_1_1,TS_1_1_1,TS_1_2_1,PA_1_1_1
1,0.25,0.045034241,-50.9392184025,-1.16456118,0.1214888655,394.00545,0.51792645,-11.445,-11.591,58.29806673,0.40428652125,0.31583,-0.769935,-0.998695,-1.9882,0.46478,1.244375,0.294185,-59.859575,0.924395,0.3665225,0.84148,95.025
1,0.75,-0.04575868375,-53.132877485,-2.710746807,0.127997475,393.9741554,0.51783448875,-11.41875,-11.555,58.41,0.400714601,0.28708,-0.82444,-1.010325,-1.75995,0.66057,1.24435,0.2952,-59.602725,0.9232425,0.36403,0.8368175,95
1,1.25,-0.0346537215,-52.939680895,-0.876081846,0.1067807,394.28055,0.4832895,-11.534,-11.773,58.162260485,0.375738591,0.28667,-0.769245,-0.99378,-1.804475,0.49724,1.246225,0.29137,-59.3774,0.911795,0.361205,0.8350425,95
1,1.75,-0.060321077,-53.1711200525,-1.75330051,0.11686002975,394.41885,0.478268,-11.5655,-11.738,59.3169378125,0.38256511575,0.28375,-0.77281,-1.0028325,-1.681825,0.47339,1.248625,0.2941975,-59.21785,0.916265,0.3578775,0.83472,95
1,2.25,0.02732315375,-55.773666535,-1.1510013435,0.11039546775,394.40425,0.52575294025,-11.53075,-11.869,58.9124188225,0.355928015,0.27458,-0.78415,-0.9585275,-1.830225,0.39932,1.250925,0.2959925,-57.9983,0.927015,0.3505475,0.8339125,95.1
1,2.75,-0.041947855,-55.162141185,-2.128124788,0.0962598735,394.39925,0.5157964,-11.811,-11.929,59.4480285725,0.33833479725,0.25833,-0.76817,-0.929585,-1.89365,0.39134,1.2508,0.2971375,-58.0567,0.940505,0.34402,0.831935,95.1
1,3.25,-0.03966128,-53.05102525,-2.053080656,0.10463355,393.8238,0.480642,-11.70175,-12.051,59.8131837075,0.31721606825,0.27208,-0.800925,-0.9169175,-2.0605,0.43237,1.255825,0.292575,-58.675,0.9392375,0.3371625,0.8218225,95
1,3.75,-0.06384277925,-49.29193511,-2.81126969575,0.1025624,393.9012,0.4950531,-11.763,-11.987,59.72,0.333289974,0.27625,-0.79245,-0.9155,-2.003525,0.42377,1.24995,0.287015,-56.6443,0.9393275,0.3229825,0.806555,95
1,4.25,0.00145801475,-51.9929118425,-1.46242630725,0.099038898,393.535975,0.502212434,-12.014,-12.254,59.83973527,0.31516029,0.28833,-0.76828,-0.9144925,-2.020725,0.37494,1.25495,0.29142,-58.463525,0.94707875,0.3202375,0.8030875,95
1,4.75,-0.0156244475,-52.7691,-2.0452017135,0.114409812,393.4537,0.4353011465,-11.88,-12.091,59.31984299,0.290319891,0.2775,-0.79116,-0.90386,-1.9183,0.32632,1.2593,0.28776,-58.745,0.9490925,0.3185225,0.8016725,95
1,5.25,0.05717468625,-50.56155569,-0.661902629,0.095377442,393.38741135,0.4690092,-12.0305,-12.282,59.788840865,0.3176058905,0.28125,-0.7974,-0.85721,-2.02415,0.3916,1.262175,0.291465,-58.446775,0.94901375,0.3183325,0.799845,95
1,5.75,0.02114554775,-52.228177185,-0.835140815,0.096449105,393.4512,0.44586657525,-12.2835,-12.524,59.772042405,0.3067522505,0.28208,-0.785375,-0.85351,-1.955175,0.53859,1.2587,0.29046,-57.773975,0.96204125,0.31734,0.803075,95
1,6.25,-0.0235997,-51.2016744775,-1.3341875,0.0953351285,393.4194,0.4597239,-12.27175,-12.47,60.912378745,0.3007178425,0.27667,-0.759285,-0.8035,-1.782325,0.67721,1.25965,0.28334,-57.349375,0.98707625,0.31556,0.8043025,95
1,6.75,-0.050753515,-50.077855515,-1.53060752575,0.102028895,394.51942405,0.45048400125,-12.3735,-12.634,60.532158425,0.303962461,0.26625,-0.49454,-0.71984,-1.429175,0.74135,1.26035,0.283675,-58.104275,1.06585,0.311595,0.8083525,95.05
1,7.25,0.072884,-48.50886395,-1.854346923,0.0982924935,393.902675,0.461368,-12.2745,-12.564,60.845197595,0.2882784025,0.28583,3.8636,0.2248325,1.67855,2.0218,1.9048,0.4568875,-52.4187125,2.0629875,0.3113225,0.80741,95
1,7.75,0.0040560925,-41.546626515,-0.704528155,0.102680975,394.727925,0.4776143,-12.054,-12.456,59.60642684,0.3011386505,0.24792,17.932,4.6809,11.29325,4.061,12.734,8.608225,-39.784,4.3449,0.3138575,0.8045325,94.9
