DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,G_1_1_1,G_3_1_1,G_2_1_1,NETRAD,PPFD_BC_IN_2_1_1,T_CANOPY_2_4_1,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,H2O_1_6_2,H2O_1_6_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3
1,0.25,4.37520855744724,13.2426391398499,0.617361648160074,2.4547838016804,0.125534531251419,1.73530810394691,20.2442298009901,3.68631548803154,0.36749557525059,-25.2397555561103,1.9139697452133,0.86181883830718,2.965,1.73,0.695,0.595,0.5125,12.09185,11.926,11.676425,11.4293,11.14435,10.981375,10.59225,83.6327825,97.62,6.113225,12.19,11.8675,12.2975,12.4125,0.625,-0.59,1.6,-0.58,0.7275,375.425,380.425,385.1,381.525,-0.42,0.08,0.16,0.09,0.1,0.17,0.21,0.14,1.06,-0.2085,-0.477,-0.78675,-6.08,-0.1425,12.5225,15.4809526612599,18.094741296858,15.4304373328569,18.1263418970197,15.5309938349404,18.1062977094644,16.761321911141,18.057501797083,16.2043711650785,18.1091195681069,15.3322505063044,18.1577421824802,15.1032076273436,411.803363891487,413.173475444896,413.3986219464,412.477636552037,413.80320382805,413.958751255384,416.209651958375,417.495335215789,418.973323986348,426.842967169093,423.012468227383,437.565793146708,428.432747962813
1,0.75,3.78756319969411,13.1613579087431,0.77353393361653,2.45708049258724,0.572036365649659,2.41412166588478,13.9037818340515,3.92665220193714,0.350242902213865,-6.6305141103123,3.5517820634347,0.886950329863675,2.775,1.695,0.6925,0.5825,0.5025,12.272025,12.232,11.75345,11.392525,11.151325,10.967325,10.54165,83.631695,96.1825,6.606525,12.1675,11.875,12.18,12.27,0.7,-0.87,1.625,-0.54,0.7025,374.925,380.85,383.75,381.475,-0.42,0.08,0.16,0.09,0.1025,0.17,0.19,0.14,1.06,-0.4085,-0.83075,-0.98975,-6.05,-0.1425,12.395,15.4449051010642,18.0127953411278,16.4827781927146,18.0976827995693,16.25215715496,18.0091592849317,16.0568420597927,18.0042200252478,15.3824446833416,17.9643810574945,16.2970085723806,18.0836651562402,16.27942301225,412.309233372589,412.468346005438,413.415224595158,413.442660690689,413.653089508081,413.796476141688,414.144289614293,416.649905387357,419.661464647888,425.75634608353,432.122263141805,437.269138601894,437.575214796655
1,1.25,3.54846627214682,12.8342113457323,0.645933429802945,2.55950624735963,0.845863834809093,2.50213235928024,0.72212713316189,12.2837246640842,0.376900109407163,-4.77657861609335,4.22479016254945,1.00639235722941,2.8775,1.6125,0.7225,0.5925,0.53,11.970625,11.887,11.627225,11.269,10.9846,10.73565,10.3404,83.6156275,96.7225,4.8042,11.9825,11.89,12.0275,12.145,1,-0.895,1.9,-0.6125,0.5875,377.05,380.125,381.35,381.375,-0.42,0.08,0.16,0.0925,0.11,0.17,0.21,0.14,1.05,-0.642,-1.39625,-1.53575,-6.01,-0.14,12.3425,15.7418932592663,18.0236701355784,15.2695355293347,18.0115704011675,15.2494179639884,18.194329897324,15.8792072243208,17.6895866694468,16.5470833997943,18.014352833631,15.3734253755083,18.1189998568499,15.3243462398932,412.311482532038,412.784867158744,413.886350646612,413.33111295253,414.059141558295,413.769630187607,415.481146080977,418.15806051763,420.839631011203,427.59386492518,421.91219752735,439.286074623182,429.266197977173
1,1.75,4.08941839125579,12.7606011631367,0.538332845089399,1.96723842894011,0.448324882044323,1.62897999379584,0.88440703770992,6.76466573297017,0.441051720213612,-10.9726591910256,1.5164101092849,0.897626536367631,2.945,1.63,0.7825,0.585,0.5525,11.7134,11.767,11.468125,11.154375,10.940775,10.554225,9.919875,83.58151,95.925,3.6431,11.8825,11.66,11.905,12.125,0.75,-0.9625,1.725,-0.58,0.7225,374.65,379.2,381.35,380.825,-0.43,0.08,0.16,0.0925,0.11,0.17,0.22,0.14,1.05,-0.818,-1.5755,-1.30525,-5.93,-0.14,12.255,15.9599068274614,17.8064958560004,15.8999878311514,17.6887761488869,16.2026357731468,18.0235315990683,15.5416893905279,18.1100397659047,15.0902288618095,17.7635123631774,16.20450059103,17.8829177229983,15.9140691656515,412.324490166739,412.336741868919,413.275031610025,413.560855857856,413.123928873861,413.749933010856,413.502982176153,419.253445025255,420.163872330607,426.627465381902,434.254734910096,435.904293919858,438.055391927066
1,2.25,3.78514824933742,12.6757181806738,0.620261824837672,1.38491639701133,0.573581071756256,1.76971818471491,8.69686013308542,8.8240008388618,0.31211153005605,-6.64872032731722,0.83309379713601,0.861340903909537,2.745,1.57,0.71,0.575,0.525,11.79975,11.677,11.37845,10.94435,10.64455,10.40725,9.878875,83.55583,97.4775,3.9638,11.7,11.535,11.665,12,0.8,-0.815,1.8,-0.53,0.61,375.5,378.05,383.2,379.95,-0.42,0.08,0.16,0.09,0.105,0.17,0.21,0.1375,1.02,-0.939,-1.563,-1.766,-6.11,-0.15,12.11,15.9131217436799,17.8708876419353,15.0728599236769,17.6267717716849,15.1330778479713,17.4857882099852,15.6571974566443,17.5959255944249,16.2885791453158,17.6472161085169,14.6423751396411,17.5918574500659,15.0027999909269,412.177827091727,412.303536838061,413.893708694908,413.696152780922,413.445704562316,414.12577630686,414.32355643633,417.658709674569,417.744915854107,428.079644042526,424.090273083505,436.510927489879,430.209574806807
1,2.75,3.94962657805323,12.776282445431,0.666324651639176,1.46339360670887,0.643029597984327,1.99369525477789,-4.25304519434049,8.513932958042,0.373096732116637,-25.7408040472501,3.55322956363742,0.893556390615676,2.74,1.5075,0.72,0.58,0.515,11.91625,11.6505,11.46195,11.1787,10.50165,10.2897,9.805975,83.5361775,97.71,4.0171,11.755,11.36,11.72,11.715,0.7,-0.8,1.6,-0.54,0.355,375.15,377.35,384.55,378.9,-0.42,0.08,0.16,0.09,0.1,0.165,0.21,0.13,1.015,-1.14,-2.647,-2.3125,-5.53,-0.14,12.035,15.4913382868655,18.1024824867474,15.4965670507057,18.2159439393341,15.9503283582547,18.0767230198785,14.9986379585721,17.910686159469,15.3265131425947,17.7967815918944,16.0698290479874,17.7149254394034,15.3162501134376,412.332029683334,412.196008722961,413.017592813609,413.005140858897,413.697420928184,412.888141320723,413.692728992457,418.681551832816,418.840736269,426.082673022722,426.845791742674,435.595717710971,436.588355701157
1,3.25,3.89492453727377,12.4613918977768,0.581585290563056,1.63025737852835,0.372783774737713,1.91783534999765,18.7267536318723,7.08668802249704,0.383347257061433,-6.3299603870234,3.58960832881674,0.921346074740415,2.735,1.5625,0.73,0.57,0.53,11.77665,11.7125,11.2343,11.16025,10.4639,10.3249,9.972575,83.52206,98.605,4.00755,11.8425,11.445,11.835,11.84,0.9,-1.0025,1.7,-0.61,0.585,376.6,377.25,383.05,377.9,-0.42,0.08,0.16,0.09,0.11,0.17,0.21,0.14,1.015,-1.18875,-2.47075,-1.895,-5.5475,-0.14,12.035,16.0302677338961,18.2792288677756,15.5329816714159,17.9402958650185,15.6466556825174,18.147854465221,15.9856934676355,17.8300334926483,16.1271593929114,17.8121046599322,15.6605294910391,17.9034625283743,14.9767864632126,412.403116854092,411.53100074746,413.324663770912,412.671628625843,413.485442942106,413.278266067133,413.92159181571,417.554188873538,416.706979422614,428.12540571023,426.692011695903,436.199491452374,431.815731346713
1,3.75,3.67300115582936,12.8098032225837,0.6133328224198,1.75659099337869,0.308485783669059,2.01529646752221,8.12036445232461,11.2582260471476,0.347650485377843,-16.6500618596154,4.2440721971224,1.02819851026609,2.675,1.445,0.715,0.6,0.57,11.7821,11.677,11.302,11.01575,10.5898,10.35005,9.98245,83.515645,93.3025,4.151,11.74,11.425,11.745,11.76,0.6,-1.125,1.45,-0.58,0.795,376.65,377.25,382.05,377.4,-0.43,0.08,0.16,0.09,0.105,0.17,0.21,0.1375,1.015,-1.183,-2.192,-2.141,-5.82,-0.14,11.955,15.6107968900546,18.119950888322,15.7155730334108,18.2850202606028,15.8675116743177,18.1971056301821,14.440016742711,17.9801236817044,15.5647084367789,17.8844644132652,15.7672704707726,17.9058667070167,15.5016534162472,412.483151787134,412.070264864114,413.167006883138,412.620779614228,413.608905293775,413.754519380615,411.335690034244,418.096567495892,418.052210378007,427.376437487318,428.527447636682,433.492777871848,434.186968018906
1,4.25,3.46129923404943,12.5419838690831,0.639002804207624,1.49430970270924,0.443927523186037,2.38549766439627,4.10413795253828,15.8575009029675,0.338017617177506,-14.8735758624458,4.5573268056668,1.03050528449768,2.645,1.5,0.655,0.6,0.55,11.60685,11.62475,11.25675,10.98265,10.17115,10.1514,9.938175,83.513755,96.175,4.8536,11.435,11.3,11.52,11.535,0.7,-0.98,1.6,-0.57,0.505,375.45,375.3,381.75,376.7,-0.43,0.08,0.16,0.09,0.1,0.17,0.19,0.14,1.01,-1.2835,-2.4905,-2.2665,-4.2675,-0.14,11.82,15.4684669631509,17.9883930731646,15.2336051173545,17.9685407836647,14.9441384843057,17.8925383594866,15.132692490865,18.0583767899032,15.338989640766,17.8623268527084,15.777586565963,17.8997998461993,15.1939558448973,411.787474992866,412.566471756607,413.317351057462,412.770529607257,413.53512630763,413.334669836901,413.789040657534,417.828360444919,420.011171032255,428.300162460824,425.70686582665,432.553425691818,430.462160108532
1,4.75,3.15014628235316,12.5280026919839,0.619909026563751,2.44220357907094,0.50950928430258,2.16010477714141,4.64321809036656,13.6680403518763,0.289783377098562,-18.1295876754894,3.39026847532043,0.758063225743789,2.775,1.6125,0.675,0.535,0.515,11.5835,11.6555,11.3961,10.98105,9.9988,9.9049,9.813675,83.5261775,93.915,4.9714,11.225,11.275,11.405,11.475,0.7,-1,1.6,-0.61,0.4,376.2,376.05,382.4,376.55,-0.43,0.08,0.16,0.09,0.1,0.17,0.2,0.13,1.005,-1.345,-2.826,-2.462,-2.5825,-0.14,11.72,15.3407641124031,17.8941598653345,15.8716067220171,17.8458755424243,16.7351284111143,17.8556453046835,17.1078678190086,17.7472478122387,15.0007031756491,17.7108594312015,15.4104869566639,17.7590440563715,15.1262510249747,411.853040007209,412.481776093751,412.212026979346,412.822014994995,412.715927831874,413.168493861992,412.35102850201,417.589553497695,418.925467627742,427.527132318384,432.012996762688,433.006527767246,434.099794482215
