DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,457.126609,10.168027,3137.3157625,1.991025,47.46589125,-3.9617645,5.7163455,1.374406,0.197781,0.42759,0.221654,102.5165,96.5,7.689,1.420901,17.081282,0.49722975,8.463333,8.243,8.400333,8.905,9.69,11.777,-9.22755,0,0,-0.434783,1.615385,337.390019,349.249424,-0.00054575
1,0.75,454.711627,10.298792,3145.2972,1.65217875,43.3786745,-2.800332,4.332505,1.411638,0.186738,0.431337,0.231061,102.5,96.7,7.584,1.301783,16.948146,0.4999615,8.464667,8.232667,8.396667,8.902,9.693333,11.777,-8.308113,0,0,-0.434783,1.538462,335.285989,348.266115,-0.000526
1,1.25,456.4970865,10.250574,3077.1714355,2.083425,40.474835,-3.09248375,5.3697605,1.367969,0.186638,0.437589,0.228168,102.49575,97,7.365,1.286787,16.693312,0.438506,8.464667,8.246667,8.4,8.89,9.693333,11.777,-8.047244,0,0,-0.434783,1.538462,334.65313,348.905758,-0.0004925
1,1.75,459.55927675,10.2707285,3096.5974785,2.042346,47.69516325,-2.127117,1.760654,1.4118,0.197244,0.471931,0.223899,102.51125,97.1,7.424,1.149773,16.559721,0.471027,8.442333,8.244667,8.403,8.901333,9.682,11.777,-7.917867,0,0,-0.434783,1.461538,333.768421,348.194076,-0.0002265
1,2.25,460.8083245,10.1764055,3222.8300135,1.4802555,40.78908825,-2.047379,2.790494,1.360111,0.202465,0.439339,0.236758,102.52,97.2,7.293,1.133612,16.448282,0.42590775,8.431,8.233333,8.404,8.903,9.676667,11.777,-6.538189,0,0,-0.362319,1.461538,335.511485,348.224375,1.6e-05
1,2.75,458.770344,10.14142,3158.681438,1.549594,42.20340525,-0.087245,2.58729775,1.256035,0.175696,0.423192,0.203365,102.52925,97.1,7.241,1.042848,16.427305,0.44545525,8.446,8.226667,8.4,8.900333,9.683333,11.777,-5.92798,0,0,-0.362319,1.461538,336.531764,346.573654,-0.00039275
1,3.25,456.768498,10.209974,3178.827099,1.78205775,42.3590015,-0.527289,3.011035,1.322159,0.19218,0.42083,0.225328,102.53275,97.4,6.9822,1.014368,16.303915,0.448734,8.441,8.223333,8.387333,8.91,9.693333,11.777,-5.607205,0,0,-0.362319,1.461538,336.935776,346.820525,-0.000356
1,3.75,458.93535275,10.094233,3331.74486725,2.0231125,38.234828,-1.1910355,3.573182,1.316581,0.179994,0.46212,0.221746,102.518,97.5,6.765,0.982723,16.159621,0.4479875,8.432667,8.223667,8.386,8.91,9.686667,11.777,-4.646133,0,0,-0.217391,1.384615,338.226424,346.635904,-0.0007825
1,4.25,458.4165915,10.076147,3309.141806,1.878792,47.083065,-3.94620475,4.3078785,1.311692,0.195856,0.446965,0.235131,102.512,97.4,6.788,0.951709,16.194152,0.432246,8.4255,8.228667,8.393,8.9,9.69,11.777,-4.009169,0,0,-0.217391,1.384615,337.643381,346.558712,-0.000706
1,4.75,452.72023325,10.373328,3226.728016,2.23188125,54.18895775,-1.969612,4.77953625,1.302766,0.19361,0.429901,0.222693,102.51875,97.5,6.632,0.945734,15.868534,0.41069725,8.43,8.230667,8.391,8.91,9.686667,11.777,-4.902532,0,0,-0.289855,1.384615,337.739506,346.684153,-0.000458
