DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,-82.997664,-27.9288685,-9.29813455,-4.1787544,-13.958555,-1.87110305,350.58864,5.23709635,60.978021,0,0.502066,0.021649042,243.8198,328.4652,61.9759865,-101.4676,-0.9181743775,-0.0214300200000001,-29.251469,-48.4302275,-42.6013375,-0.56886448,14.991306,3.34361640000001,101.8516,0.1268302,0.12063368,0.019918234,0.10294408,0.37364198,0.027690311
1,0.75,-84.742848,-33.122826,-8.213884,-2.633734,-7.6738675,-3.213194,347.9598225,5.284768025,62.08435325,0,0.5413596,0.02163492,243.34622,326.70922,61.01981825,-102.1584,-0.944529,0.032133024,-29.598898,-49.36075,-43.6919625,-0.56086392,15.021328,3.12496080000002,101.81512,0.12015460727723,0.1003104636,0.020314046,0.11312368,0.3432118675,0.0328791014
1,1.25,-81.19617,-18.46602,-5.453838,-3.416746,-12.07128,-1.95781425,355.66888,5.43971,63.75774,0,0.42822318,0.01907821,242.01324,326.54754,63.44747025,-103.0396,-0.9446713925,-0.00722000000000003,-27.669045,-46.816038,-41.2794125,-0.67389764,14.855412,3.2309316,101.78976,0.12119344979853,0.116479735,0.0180941788,0.123537292638481,0.226812312,0.041070992491972
1,1.75,-75.107225,-45.1127675,-7.00810375,-3.265238,-7.34361,-3.616802,350.23078,5.4105,62.35325,0,0.52941172,0.0198976395,241.65568,324.72246,63.421221,-102.54644,-0.9547591875,-0.04358,-29.7205885,-48.6880565,-45.552425,-0.506878275,14.763408,2.9644134,101.79866,0.124312351525,0.12568162,0.01226467595,0.0960245005562804,0.3559584,0.0405008214487222
1,2.25,-95.530157,-28.672435,-5.28613245,-3.2588588,-8.1571,-3.31387435,347.177515,5.32087655,63.085492,0,0.5806146375,0.0245060205,243.7017325,324.40301,63.03772675,-101.0583375,-0.98474782,0.051016719,-30.115241,-49.5838565,-45.5899,-0.56237912,14.7353355,2.7791746,101.7753075,0.123012087548845,0.121995038255381,0.0151815365,0.0953700936,0.299655215,0.0353063725
1,2.75,-95.919125,-44.4795325,-10.7071305,-2.6229785,-5.475245025,-1.87403775,351.0963,4.814955,59.2454805,0,0.520392265,0.0241429975,243.0245,323.743,62.38199575,-100.137154,-0.881101845,0.026273425,-30.53367225,-50.02273125,-45.2998,-0.572818275,14.80403,2.4014518,101.7750225,0.128786332573889,0.130572555,0.0206184439,0.113818756075,0.35196884,0.0310034349842265
1,3.25,-92.3855695,-54.2109585,-6.20205295,-2.66247875,-4.8602162,-1.1560533,352.80245,5.294524,59.38885,0,0.546256425,0.02183371175,241.9564975,323.136465,60.96807775,-98.83332,-0.92371085,-0.08287586,-31.06209925,-49.9889425,-44.1648625,-0.48691221,14.737093,2.268347875,101.770365,0.144635515793633,0.125484808225,0.0224574299119698,0.111972147042205,0.406057166452173,0.035659814
1,3.75,-83.97885525,-26.66694675,-7.7085229,-2.554686375,-4.78471775,-5.38562535,351.244515,5.25441775,62.8704175,0,0.4416167975,0.02719087,242.6453325,322.27473,63.85533875,-101.02178,-0.9138815825,-0.03948975,-30.9781815,-48.9958865,-44.8839,-0.42832305,14.7458575,2.09347195,101.7742925,0.13230998145,0.11822315625,0.0193614261644447,0.107622352829696,0.3256832436,0.032270178
1,4.25,-93.07746775,-15.253667,-4.52422385,-2.397996675,-7.35111,-2.038587975,354.7814525,5.06364125,63.172225,0,0.47567634,0.020934085,241.242235,321.248125,63.6534525,-99.86399475,-0.9752192,0.00132000000000002,-31.40023175,-49.427043,-45.6622,-0.424346675,14.8728185,1.77394525,101.77323,0.1270642925,0.114180961195558,0.0179358542,0.0988491523720237,0.3435350125,0.0305450810621273
1,4.75,-99.5621375,-28.798288,-16.90856,-3.043710225,-11.086485,-1.4375785,354.0099,4.8097935,57.93690375,0,0.528290665,0.0229944565,239.5054175,323.76237,64.50043,-98.291114,-0.857466225,0.119354975,-31.79532575,-49.12872675,-47.5304375,-0.518669865,14.87148975,2.24605,101.7705725,0.129068802675,0.124250635,0.0192115440837664,0.085117311,0.30536189565,0.032531025
