DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-81.4,-51.4404,-0.763175,-16.4108,-0.13845,0.085425,387.9257,4.7767,3.22105,86.3116,1.81,34.0980578,1.566,3.131,30.8261,1.6098,0,0,240.25,315.1,-0.11575,8.355982573e-16,-0.852,3.25,7.5,9.2,4.26795,6.516375,8.92,9.87775,11.163,12.79225,4.8475,6.74235,9.45225,10.14425,11.052,12.7
1,0.75,-81.125,-51.1427,-0.5847008649,-17.53075,-0.1421,0.08515,387.917,4.70735,3.0866515,86.2989125,1.742,34.802185585,1.596,3.1505,31.3328427475,1.597108229,0,0,240.3,313.6,-0.3625,0,-0.852,2.9,7.3,9.2,3.894325,6.240025,8.906,9.899,11.16425,12.787,4.465975,6.510825,9.409,10.16925,11.05375,12.7015
1,1.25,-80.8,-50.16760398,-0.69250268935,-17.70345,-0.1316,0.0847348525,387.5953,4.7202,2.76641175,86.29955,1.47975,35.77786518,1.56925,2.8335,32.0475,1.6244107005,0,0,238.9,313.025,-0.43025,0,-0.852,2.6,7.1,9.1,3.658925,6.033975,8.88275,9.92575,11.16625,12.8005,4.276925,6.239075,9.35075,10.189,11.0525,12.70525
1,1.75,-80.125,-48.87099569,-0.8317,-17.9618,-0.1383517448,0.0835,387.8328,4.700848499,2.547154,86.2961675,1.205,35.92300189,1.6525,2.5515,32.2991523925,1.58605,0,0,237.975,311.875,-0.823749999325,0,-0.852,2.4,6.9,9.1,3.452875,5.81745,8.854,9.939,11.17075,12.7995,3.979575,6.021625,9.303,10.20775,11.05725,12.702
1,2.25,-79.5275,-47.873201795,-0.6497283178,-17.21345,-0.148,0.083775,387.8963,4.6676,2.552775,86.2847075,1.1465,36.46485,1.6035,2.5095,32.116675,1.63295,0,0,238.075,310.8,-1.112,0,-0.852,2.1,6.7,9,3.1954,5.58595,8.815,9.9575,11.1745,12.80575,3.7211,5.808575,9.2465,10.22275,11.05625,12.69925
1,2.75,-79.145,-47.206972055,-0.89091324435,-16.5234,-0.14401925285,0.08215,387.845425,4.72291492,2.4130495,86.2815725,0.899,36.388161235,1.621,2.38325,32.1501642975,1.6489,0,0,238.2,310,-1.21125,0,-0.852,1.9,6.5,8.9,3.040675,5.38705,8.7815,9.98125,11.1725,12.7875,3.547625,5.599975,9.1905,10.23325,11.06125,12.704
1,3.25,-79.1675,-46.60133666,-0.87658917725,-18.6219,-0.14235,0.083960425,388.032575,4.74259431525,2.023225,86.2713425,0.6595,38.609992535,1.674,2.04375,33.362547155,1.683825,0,0,238.175,309.175,-1.36275,0,-0.852,1.6,6.3,8.9,2.90385,5.216625,8.75125,9.9945,11.174,12.79225,3.38825,5.412225,9.1275,10.239,11.05975,12.69775
1,3.75,-78.3825,-46.59105425,-1.08000429,-18.079225,-0.1488,0.08575,387.79715,4.740025,1.584025,86.2571875,0.263,39.042758805,1.679,1.514,34.573453945,1.773475,0,0,236.675,307.35,-1.71,0,-0.852,1.4,6.1,8.8,2.7797,5.04785,8.705,10.00725,11.18075,12.79025,3.260175,5.227875,9.05425,10.2475,11.07175,12.7075
1,4.25,-77.715,-45.95629547,-0.677825,-16.761575,-0.1269,0.08015,387.5894,4.7717,1.4227,86.2364625,0.0635,39.3764,1.6475,1.57575,34.6647,1.75165,0,0,237.325,306.575,-1.7985,0,-0.852,1.14,5.9,8.8,2.691075,4.893925,8.662,10.029,11.1895,12.79,3.157725,5.093275,8.978,10.2525,11.0675,12.71
1,4.75,-77.205,-45.0962,-0.96065,-16.2044436425,-0.1560398628,0.08205,387.8903,4.795154215,1.2852,86.23535,0.054,39.32025,1.634,1.38775,35.40875,1.671380431,0,0,237.25,306.375,-1.88675,0,-0.852,1,5.7,8.7,2.641575,4.745225,8.63875,10.045,11.19,12.7965,3.107375,4.946325,8.91725,10.261,11.0825,12.7065
