DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,408.1255,0.349,412.268525,0.50565,2005.402,407.7567,0.343925,412.2155,0.5375,1999.1118,407.894325,0.3318,412.1361,0.453525,2001.9273,408.2474,0.32945,412.17,0.5083,2001.5953,1.3356,-27.4838,0.034,410.899175,0.33775,-0.011575,-0.135825,-0.0662999999999999,-7.3848,-2.521,0.0394,-53.7921,-8.175675,0.2022,1.1275,0.828,0.18,-28.3584,-28.25845,-26.995125,-27.28185,-28.33275,92.8012,64.4305,0.15835,-25.174,-24.028,-23.9195,0,-3.488,0.2,-2.418,-1.32,148.46,199.14,-77.974,159.99,211.5175,-0.29,-0.548,-0.38,-0.29,0.102,-0.36,-0.205,-0.01,-9.4548,-7.9,-6.3684,-5.4014,-3.7178,-1.5708,2.6138,3.6316,-11.2278,-8.96935,-8.1044,-7.2616,-4.396,-1.7857,0.6758,2.1962,3.008,-6.998175,-5.3922,-3.24915,-2.36755,-1.3734,0.024,1.213525,2.5959,3.20795,-9.0086,-7.5,-5.6289,-4.889,-3.2952,-1.038,0.935,2.8378,3.57325,-9.1636,-8.5694,-7.2706,-6.2616,-4.4182,-1.832775,0.8654,2.58,3.5632,-8.93125,-10.061125,-18.3003
1,0.75,407.888,0.340625,412.6644,0.5064,2002.3195,407.802,0.3432,412.286,0.518375,2000.315,407.872,0.3234,412.32235,0.5059,2002.3607,407.890875,0.32425,412.695175,0.50375,2000.25525,1.6129,-27.71915,0.03345,410.924075,0.348625,-0.0664,-0.1393,-0.093825,-6.6789,-2.3929,0.05745,-67.990675,-5.980375,0.18425,0.99675,0.7545,0.1585,-28.51555,-28.321975,-27.0209,-27.22075,-28.6076,92.7918,63.9545,0.14895,-25.45825,-24.29,-23.63,0,-3.40875,0.2,-2.314,-1.3155,148.0225,198.295,-79.512,160.25,211.16,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.2,-0.01,-9.460025,-7.925175,-6.355075,-5.384775,-3.719275,-1.5698,2.613875,3.6308,-11.205825,-9.03335,-8.114025,-7.258575,-4.39905,-1.785075,0.6768,2.196725,3.008,-6.996,-5.404075,-3.251725,-2.361425,-1.3775,0.025,1.2155,2.5995,3.2095,-8.967075,-7.50235,-5.6394,-4.8854,-3.298475,-1.039925,0.937025,2.83865,3.5738,-9.17355,-8.56015,-7.2774,-6.2661,-4.4176,-1.83085,0.86685,2.580775,3.563075,-8.91475,-10.2465,-18.20425
1,1.25,407.728375,0.326525,412.4998,0.4253,1999.6572,407.29795,0.327,412.3343,0.49545,1993.8095,407.793875,0.318,412.4992,0.4101,1996.5488,407.582975,0.315575,412.5401,0.4435,1996.5638,1.268675,-28.0831,0.040425,410.81495,0.3415,-0.1351,-0.163925,-0.1112,-7.22815,-1.74375,0.048825,-73.8986,-6.052,0.231325,0.96875,0.8735,0.1855,-28.76495,-28.502925,-27.6645,-27.932875,-28.922425,92.7688,63.92175,0.1474,-25.75875,-24.51575,-23.78,0,-3.62875,0.2,-2.50425,-1.26775,147.6675,198.635,-79.52,161.35,213,-0.29,-0.54,-0.38,-0.29,0.1,-0.36,-0.2,-0.01,-9.5133,-7.9531,-6.344525,-5.368975,-3.7207,-1.5697,2.612875,3.630025,-11.17335,-9.08895,-8.127075,-7.2576,-4.39965,-1.784875,0.67625,2.195725,3.007,-7.025,-5.417,-3.2545,-2.35785,-1.3825,0.025,1.213,2.5975,3.2075,-8.8636,-7.499775,-5.6498,-4.886925,-3.303825,-1.040375,0.935475,2.838425,3.573525,-9.180275,-8.558125,-7.284,-6.272775,-4.412775,-1.8328,0.86485,2.579,3.562075,-8.9256,-10.75545,-18.574325
1,1.75,407.4092,0.3294,412.4935,0.48975,2001.27525,407.226,0.31475,412.3175,0.5005,1998.394375,407.669,0.30725,412.1562,0.480625,2001.6795,407.5212,0.3123,412.3985,0.4365,1998.009,0.9696,-28.0589,0.035,410.885,0.3344,-0.068125,-0.1637,-0.0804,-5.0558,-1.766875,0.05835,-66.320525,-5.8578,0.287,0.68775,0.66375,0.21025,-28.8968,-28.624675,-27.52445,-27.749375,-28.869825,92.7483,66.90125,0.14975,-26.1445,-24.78275,-24.71,0,-3.62975,0.1225,-2.49325,-1.51475,147.6675,197.3225,-77.13575,159.45,211.65,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.2,-0.01,-9.58525,-7.9808,-6.3734,-5.35495,-3.721475,-1.5648,2.612425,3.629025,-11.1628,-9.1397,-8.1409,-7.25685,-4.398525,-1.783675,0.676025,2.195725,3.006775,-7.071,-5.428,-3.259,-2.35475,-1.388,0.023,1.2125,2.5965,3.2075,-8.8252,-7.5201,-5.659,-4.88955,-3.3094,-1.0384,0.93525,2.8372,3.572525,-9.179425,-8.567775,-7.2926,-6.279675,-4.413475,-1.837825,0.8624,2.57755,3.560625,-9.456525,-10.676525,-18.9015
1,2.25,407.31,0.315925,412.449925,0.4848,2004.675,406.9342,0.3094,412.466375,0.50425,1997.6075,406.922,0.31225,412.3655,0.40875,1996.6002,407.0182,0.31655,412.664,0.466,1995.981,1.605825,-28.4407,0.0357,410.8839,0.4046,-0.069575,-0.258775,-0.05525,-4.4013,-1.3668,0.04685,-67.2174,-4.5261,0.253025,1.144,0.896,0.2055,-28.8968,-29.1562,-27.98935,-28.14575,-28.742225,92.73875,66.96,0.141,-26.19675,-24.83625,-24.915,0,-3.621,0.1,-2.49425,-1.4895,146.9675,197.17,-74.7535,157.2,209.7,-0.29,-0.54,-0.38,-0.29,0.10225,-0.36,-0.21,-0.01,-9.72575,-8.004975,-6.4112,-5.34785,-3.72545,-1.5646,2.611425,3.628025,-11.168275,-9.1947,-8.145975,-7.2561,-4.3993,-1.7849,0.675025,2.1945,3.006,-7.1185,-5.44,-3.264,-2.351175,-1.392,0.022,1.2115,2.5955,3.206,-8.8356,-7.52545,-5.669675,-4.8942,-3.31575,-1.0372,0.934025,2.8362,3.571525,-9.14805,-8.57065,-7.316,-6.287125,-4.41485,-1.844725,0.85875,2.575225,3.559075,-9.141575,-10.50025,-19.696125
1,2.75,407.75435,0.305875,412.452,0.42215,1995.51005,407.36245,0.2854,412.2999,0.48465,1992.5735,407.1244,0.27945,411.785875,0.461425,1993.355075,407.54,0.29465,412.41315,0.42375,1996.3212,1.718125,-29.684375,0.036,410.9773,0.40475,-0.1749,-0.2974,-0.045,-5.479725,-1.672375,0.071125,-60.34675,-4.932,0.26225,1.0295,0.828,0.2085,-29.8082,-29.4055,-27.992825,-28.53615,-28.962625,92.686375,66.459,0.1328,-26.39575,-25.02375,-24.69,0,-3.5715,0.1,-2.491,-1.14775,147.29,196.835,-75.88725,158.2,208.55,-0.29,-0.548,-0.38,-0.29,0.1,-0.36,-0.21,-0.01,-9.95945,-8.03225,-6.456,-5.349325,-3.723025,-1.56445,2.610425,3.6278,-11.1774,-9.2496,-8.13655,-7.256125,-4.400625,-1.785225,0.675025,2.193725,3.005,-7.158,-5.4525,-3.2685,-2.34855,-1.3965,0.021,1.211,2.595,3.2055,-8.854975,-7.509275,-5.684625,-4.9,-3.322875,-1.03655,0.934025,2.834425,3.570525,-9.131425,-8.5656,-7.343775,-6.2814,-4.41245,-1.844875,0.855975,2.573225,3.55785,-9.1105,-10.243975,-20.374625
1,3.25,408.2424,0.3095,412.55745,0.38065,1995.91205,408.3666,0.2995,412.4164,0.4266,1995.882125,408.58205,0.2832,412.18575,0.363375,1994.3609,408.465425,0.2885,412.58905,0.37885,1995.09605,1.898725,-29.623775,0.0339,411.283725,0.3135,-0.151775,-0.1911,-0.1752,-4.262,-1.856,0.05995,-63.97135,-6.405,0.2241,1.122,0.79,0.2255,-30.24385,-29.4614,-27.9564,-28.4266,-28.9032,92.6252,66.028,0.1318,-26.67175,-25.146,-24.445,0,-3.5765,0.2,-2.561,-1.41425,147.7,196.7025,-74.407,161.45,208.85,-0.29,-0.54,-0.38,-0.29,0.1,-0.36,-0.21,-0.01,-10.041275,-8.044475,-6.49185,-5.349475,-3.7242,-1.56625,2.60965,3.6268,-11.18785,-9.30125,-8.1546,-7.2557,-4.40095,-1.786025,0.6758,2.1935,3.004,-7.2085,-5.473125,-3.279,-2.3435,-1.4,0.021,1.21,2.5935,3.2045,-8.861725,-7.49825,-5.7044,-4.9176,-3.329225,-1.035675,0.9348,2.8342,3.569525,-9.1365,-8.5707,-7.351025,-6.276475,-4.4096,-1.8507,0.8542,2.572225,3.556075,-8.666,-10.39725,-20.3277
1,3.75,407.4682,0.313,412.1618,0.4205,1994.99615,407.22825,0.3011,412.8754,0.4574,1994.4123,407.118275,0.305575,412.5115,0.4255,1996.20315,407.347825,0.297375,412.49975,0.37425,2000.0998,1.2795,-29.5055,0.0395,411.417625,0.3096,-0.1456,-0.13965,-0.119125,-4.94965,-2.309,0.0745,-52.492075,-6.008,0.3065,0.91325,0.669,0.2085,-29.998875,-29.1938,-27.8133,-28.451875,-29.047975,92.6091,67.22325,0.11365,-26.91175,-25.3005,-24.36,0,-3.564,0.1,-2.56,-1.21525,147.345,195.795,-76.406,161.95,210.35,-0.29,-0.538,-0.38,-0.29,0.1,-0.36,-0.205,-0.01,-9.9472,-8.0574,-6.5267,-5.356925,-3.72765,-1.56575,2.60865,3.6258,-11.194975,-9.351625,-8.175,-7.250625,-4.401275,-1.784825,0.675025,2.1925,3.003225,-7.267,-5.514725,-3.2975,-2.339,-1.4054,0.02,1.2085,2.5925,3.203,-8.80085,-7.4767,-5.7328,-4.937125,-3.335575,-1.033025,0.934025,2.8342,3.568525,-9.142225,-8.575225,-7.3574,-6.272425,-4.4093,-1.854625,0.852425,2.57045,3.555075,-9.2475,-10.55975,-19.25715
1,4.25,407.5799,0.3045,413.196525,0.438625,2000.202525,407.257325,0.2938,412.8295,0.45225,1995.6696,407.200075,0.2937,412.523625,0.376475,1994.4395,407.4898,0.27945,411.893625,0.41575,2002.4965,1.65125,-29.1641,0.041,411.156,0.37315,-0.2599,-0.186475,-0.057625,-4.5866,-2.393,0.048425,-51.102,-6.868,0.229325,1.21,0.87025,0.27625,-29.367675,-29.207125,-27.71995,-28.709275,-29.301975,92.61775,67.595,0.1255,-26.7275,-25.427,-24.66,0,-3.55975,0.1,-2.53475,-1.70075,146.89,196.945,-73.66875,163.45,210.4,-0.29,-0.55,-0.38,-0.29,0.1,-0.36,-0.205,-0.01,-9.9107,-8.1114,-6.56885,-5.3712,-3.7317,-1.5642,2.60865,3.6248,-11.2021,-9.4037,-8.1892,-7.244425,-4.403775,-1.785625,0.675025,2.1925,3.002225,-7.34,-5.5684,-3.3155,-2.336,-1.413025,0.021,1.206,2.589,3.2015,-8.7523,-7.491325,-5.7636,-4.9589,-3.34325,-1.03215,0.93425,2.832425,3.567525,-9.146175,-8.578525,-7.367775,-6.2688,-4.4078,-1.85485,0.8481,2.5679,3.5533,-9.3822,-10.668575,-20.38175
1,4.75,407.32895,0.3022,412.3722,0.428,2003.284375,407.1338,0.294,411.9654,0.45,2003.235,407.33935,0.285675,411.8148,0.437,1997.06005,407.4307,0.2744,411.78635,0.4158,2006.6448,1.6195,-28.833375,0.031,411.407875,0.3421,0.038025,-0.207525,0.026075,-4.284975,-1.633,0.06175,-58.7325,-7.3554,0.249375,1.182,1.035,0.262,-29.549975,-29.25655,-28.1514,-28.9684,-30.296825,92.64575,66.97825,0.1242,-26.8975,-25.62075,-25.115,0,-3.582,0.2,-2.5845,-1.22,147.5225,196.145,-72.596,163.6,210.35,-0.29,-0.54,-0.38,-0.29,0.1,-0.36,-0.2,-0.01,-9.930525,-8.147,-6.609,-5.3834,-3.73,-1.5638,2.607425,3.624575,-11.232875,-9.42165,-8.1988,-7.24515,-4.4051,-1.7849,0.675025,2.1915,3.001225,-7.398,-5.6135,-3.333,-2.33325,-1.4172,0.022,1.206,2.589,3.201,-8.768225,-7.517125,-5.765,-4.983,-3.35005,-1.0304,0.933475,2.8322,3.566525,-9.169525,-8.580925,-7.393775,-6.266875,-4.4054,-1.85485,0.845325,2.5659,3.5513,-9.805525,-10.827775,-20.76645
