DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.24925,-27.726,1.8235,0.0055,-39.0305,-0.518,72.45375,385.95125,0.16,-42.3185,-0.4355,-2.56875,0.1945,-0.0675,0.54525
1,0.75,0.2175,-28.11175,1.829,0.06025,-37.7605,-0.518,72.533,385.9555,0.1525,-41.7305,0,-2.66525,0.18625,-0.09625,0.53875
1,1.25,0.224,-28.399,1.882,0.032,-40.2285,-0.581,72.509,385.99975,0.15,-41.5555,-0.3285,-2.61275,0.17725,-0.08175,0.53275
1,1.75,0.1995,-28.73725,1.908,0.04225,-37.5645,-0.519,72.41525,386.0435,0.15,-40.57,0,-2.605,0.18775,-0.09875,0.533
1,2.25,0.20975,-28.82925,1.83775,0.0325,-40.3835,-0.518,72.46325,386.0045,0.15,-38.2245,0,-2.655,0.20825,-0.048,0.527
1,2.75,0.2175,-28.9565,1.951,0.01575,-36.21775,-0.518,72.82675,385.9165,0.15,-37.559,-0.381,-2.421,0.172,-0.05575,0.523
1,3.25,0.223,-29.0915,1.932,0.05275,-37.6465,-0.53075,72.84575,385.9895,0.15,-39.08725,-13.742,-2.584,0.1985,-0.06575,0.516
1,3.75,0.21075,-29.33575,1.764,0.04375,-36.0605,-0.518,73.01125,386.0695,0.15,-39.66175,-15.086,-2.564,0.1695,-0.07975,0.508
1,4.25,0.179,-29.45,1.7215,0.027,-32.988,-0.518,72.873,386.07,0.15,-39.76,-14.483,-2.45075,0.18075,-0.082,0.4935
1,4.75,0.208,-29.5095,1.7025,0.058,-40.164,-0.518,72.625,386.152,0.15,-37.63875,-14.86425,-2.3675,0.18525,-0.0625,0.4885
1,5.25,0.195,-29.58,1.7955,0.042,-35.19475,-0.56725,72.46325,386.109,0.15,-36.3075,-15.283,-2.3775,0.1615,-0.054,0.489
1,5.75,0.189,-29.65175,1.7725,0.05,-34.992,-0.518,72.4505,386.219,0.15,-34.13425,-14.7625,-2.267,0.1795,-0.0605,0.478
1,6.25,0.223,-29.64225,1.7705,0.079,-39.301,-0.518,72.13625,386.292,0.15,-31.98875,-14.71225,-2.31125,0.1605,-0.0505,0.475
1,6.75,0.204,-29.75225,1.741,0.088,-34.032,-0.51425,72.06025,386.284,0.14,-32.30425,-14.908,-2.13825,0.1845,-0.04275,0.46375
1,7.25,0.2105,-29.4765,1.652,0.07,-36.062,-0.518,71.843,386.24,0.14,-29.8555,-14.1795,-2.2315,0.17875,-0.05775,0.47075
1,7.75,0.2005,-29.542,1.678,0.067,-31.413,-0.518,71.81275,386.236,0.1425,-31.85125,-14.729,-2.242,0.1595,-0.04675,0.476
1,8.25,0.189,-29.72925,1.7305,0.047,-29.48,-0.518,71.76325,386.297,0.15,-32.98525,-15.156,-2.28125,0.24775,-0.022,0.4875
1,8.75,0.205,-29.75425,1.6845,0.036,-35.2695,-0.51625,71.72275,386.321,0.1425,-31.30475,-11.897,0.09475,0.723,0.261,0.4975
1,9.25,0.2305,-29.909,1.7805,0.06475,-30.439,-0.552,71.739,386.453,0.15,-15.44825,5.56225,5.974,2.83925,1.66375,0.502
1,9.75,0.2215,-29.73175,1.649,0.096,-18.133,-0.518,71.49025,386.495,0.15,4.91175,38.606,23.43775,7.512,4.63225,0.53125
1,10.25,0.257,-28.697,1.588,0.116,-7.499,-0.422,71.196,386.323,0.16,18.35025,66.699,43.502,12.898,8.0985,0.5505
1,10.75,0.266,-27.86475,1.5125,0.119,1.362,-0.335,70.615,386.247,0.17,28.9065,98.64475,64.046,18.57075,11.44225,0.588
1,11.25,0.292,-27.19375,1.506,0.08,11.514,-0.408,70.67175,386.21,0.18,40.538,126.5235,76.09575,23.90525,14.84425,0.606
1,11.75,0.3335,-26.34375,1.6915,0.15,32.131,-0.166,69.979,386.133,0.19,52.1825,149.12125,85.59875,27.07375,16.8315,0.6405
1,12.25,0.35,-25.63475,1.6315,0.116,30.693,0.051,69.64525,386.008,0.21,56.48175,161.062,89.98825,29.902,17.331,0.6635
1,12.75,0.3475,-24.9595,1.6245,0.118,37.069,0.006,69.689,385.926,0.22,62.205,174.44525,108.378,30.4,18.4685,0.681
1,13.25,0.36875,-24.58725,1.6415,0.115,34.892,-0.071,69.41225,385.777,0.23,56.30825,179.90275,96.13625,30.451,18.462,0.6965
1,13.75,0.3595,-24.2425,1.755,0.131,31.4315,0.314,68.61175,385.753,0.2325,53.11725,170.8505,93.6745,27.32175,16.47625,0.7125
1,14.25,0.36,-23.999,1.818,0.082,27.329,0.196,68.01025,385.473,0.24,41.16325,141.8585,81.855,23.41,14.809,0.7225
1,14.75,0.377,-23.75175,1.8975,0.134,14.32675,-0.04875,67.86425,385.39,0.24,25.54575,103.9525,61.8315,18.08475,12.28075,0.72525
1,15.25,0.3645,-23.7475,1.7505,0.082,2.60025,0,68.04975,385.335,0.24,12.3265,74.151,44.45925,12.83325,8.72775,0.729
1,15.75,0.30075,-23.89225,1.72,0.126,-18.9585,-0.28,68.75775,385.388,0.23,-7.697,40.6305,22.71825,7.694,5.006,0.716
1,16.25,0.26125,-24.081,1.813,0.033,-30.0425,-0.518,70.128,385.48,0.22,-30.48425,9.40675,6.565,2.74725,1.4655,0.7
1,16.75,0.2385,-24.42875,1.87125,0.019,-35.616,-0.518,70.81175,385.599,0.21,-47.1165,-6.23125,-0.535,0.754,-5e-04,0.70675
1,17.25,0.238,-24.98325,1.96675,0.009,-40.075,-0.518,71.5825,385.593,0.2,-52.3035,-10.412,-2.7115,0.3345,-0.1935,0.703
1,17.75,0.21875,-25.3295,1.98875,0.038,-43.555,-0.566,72.5325,385.663,0.19,-50.747,-10.33125,-3.1905,0.204,-0.19825,0.701
1,18.25,0.25175,-25.67525,2.13025,0.059,-45.214,-0.54725,72.37975,385.76325,0.19,-52.2305,-11.00425,-2.99325,0.241,-0.141,0.645
1,18.75,0.25625,-25.93075,1.99725,0.041,-35.326,-0.518,72.983,385.72475,0.19,-49.62375,-11.53025,-2.94875,0.191,-0.169,0.65825
1,19.25,0.2325,-26.3335,1.87525,0.0415,-39.406,-0.518,72.94775,385.7125,0.18,-50.04075,-12.259,-3.006,0.191,-0.144,0.63775
1,19.75,0.2385,-26.65625,1.99475,0.06325,-40.87325,-0.562,73.3515,385.714,0.18,-49.9945,-12.178,-2.859,0.2015,-0.14075,0.617
1,20.25,0.27,-26.67475,1.928,0.047,-41.02,-0.5195,73.59325,385.7675,0.17,-48.96475,-11.956,-2.9,0.20575,-0.131,0.617
1,20.75,0.229,-26.96425,1.93075,0.0385,-37.556,-0.47325,73.43925,385.773,0.1625,-48.56975,-11.689,-2.977,0.20975,-0.127,0.61
1,21.25,0.23125,-27.25825,1.90125,0.04125,-41.4945,-0.518,73.26025,385.765,0.1625,-47.48625,-12.54275,-3.045,0.19475,-0.12,0.6
1,21.75,0.21925,-27.48,1.93425,0.05025,-43.7195,-0.511,73.14425,385.77025,0.16,-46.9355,-12.85775,-2.775,0.2085,-0.16525,0.59
1,22.25,0.23375,-27.575,1.93025,0.038,-41.65425,-0.57725,73.38775,385.75875,0.16,-46.0115,-1.03025,-2.79,0.21075,-0.108,0.581
1,22.75,0.23825,-27.673,1.95925,0.041,-39.31975,-0.518,73.266,385.7855,0.16,-45.10025,0,-2.77375,0.1755,-0.12075,0.58
1,23.25,0.2295,-27.576,1.93225,0.0275,-39.439,-0.518,73.20225,385.8105,0.16,-45.09425,-0.4605,-2.634,0.18425,-0.06425,0.579
