DOY2,HR2,LE,H,FC,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,PPFD_IN,SW_IN
1,13.25,29.2346053351066,49.7855929627898,1.83806596166923,16.622645,2.82073294206032,9.007304,4.52323685021574,188.0842,-8.512166,-9.022776,67.9940896874257,0.691570700856173,65.74401,0.9144387,12.6269,397.828644781625,3.08389344417199,-5.80741,929.8765,484.850154166666
1,13.75,28.6384875426381,49.5452315926525,1.72323475961526,12.701015,2.45927394370392,8.060143,3.19755942862758,158.78245,-8.381062,-9.015003,68.0134602057263,0.687661190787995,65.72877,0.9274136,12.73627,397.989852779308,3.09903361154915,-5.632286,842.23855,435.397933333334
1,14.25,24.2143387945376,43.1826991584773,1.70583848928074,8.7638915,2.1759921404069,3.678396,1.98110803053394,136.78515,-8.518457,-9.030612,68.1328199811896,0.713549300403951,65.74905,0.9332476,13.18168,398.065865934092,3.06047801961384,-5.460823,748.22485,375.948716666667
1,14.75,21.0732629382076,30.2776409896863,1.49211981203809,1.959956,1.53397220826146,0.2377106,0.795303161933518,90.99163,-8.491182,-9.092106,68.4227510879708,0.670275000054149,65.75718,0.9198581,13.00784,398.172748655641,3.01663577061655,-5.3149915,582.4709,302.717225666667
1,15.25,18.4374664232321,19.2361195703542,1.37214649757978,-1.899795,0.607892376236486,-1.440929,-0.143326568236839,48.01002,-8.4409495,-9.2222295,70.0721485378611,0.64935377092857,65.774265,0.9269562,13.1021,397.658364813387,3.06864557787019,-5.2644725,431.995,212.9692
1,15.75,13.6980456880715,5.51141632578802,1.01676966797932,-5.910326,-0.163077649269053,-3.4083575,-1.10602516057566,6.462914,-8.460178,-9.127209,70.1526829386679,0.621121451602446,65.77243,0.91724845,13.28877,397.470812294644,3.05425071363303,-5.260115,253.42385,99.3606266666667
1,16.25,9.28268031935236,-2.77890799912916,0.809633086477814,-13.13664,-0.383043178652668,-7.77601,-1.58429273009889,-19.61718,-8.626771,-9.336496,71.940608688825,0.581007604638804,65.788285,0.9159843,12.75814,397.152261444797,3.06070485575258,-5.3305015,116.54625,36.4057133333333
1,16.75,9.14212940550238,-12.280053978614,0.567143203543454,-19.399295,-0.70156638075246,-11.68759,-2.53357013962713,-55.80142,-8.7206145,-9.408614,71.3871956075283,0.577235426631745,65.78509,0.9130035,13.10894,397.245768912325,3.01860938605775,-5.324524,33.84122,8.31706483333333
1,17.25,7.86939432639299,-16.8331908687073,0.571877386763136,-20.97763,-1.44724240293319,-13.20205,-3.51475191172135,-60.33274,-8.784537,-9.551328,71.8943549819106,0.567111988344292,65.791385,0.9257899,13.14919,396.985522705922,2.99337473143425,-5.501543,2.9366165,0.413310666666667
1,17.75,6.68151790159638,-15.354133954289,0.565183384464645,-21.47684,-2.40470060509045,-13.362045,-5.1451746902386,-57.37581,-8.8943135,-9.579008,72.9059247907584,0.532387754238591,65.79465,0.91127575,13.645495,397.073465256778,3.03060338536746,-5.688282,0.03803233,0.00723683333333333
1,18.25,7.91839907079495,-17.5137688870887,0.606019131747841,-21.05183,-2.81296634334573,-12.791635,-5.18103928632048,-56.419385,-8.864528,-9.40729,72.8377333800358,0.533791596475185,65.802775,0.9191331,13.75142,396.996551272462,3.02094977459527,-5.844841,0.012737285,0.002989
1,18.75,7.87651740495228,-18.6067464740383,0.504011098769519,-20.4186,-2.65102262480317,-12.96995,-5.334462,-59.82563,-8.931743,-9.568417,72.6155559511579,0.560160611887959,65.790515,0.9394854,13.3877,396.766705142814,2.94131282172775,-5.953113,0.013897845,0.0026765
1,19.25,5.08688311683262,-20.3181364209252,0.536957238357077,-19.4924,-2.74609804584624,-12.90267,-5.57430253437079,-61.506545,-9.013536,-9.626131,72.1550873109047,0.520050273333516,65.80775,0.9069595,13.87752,397.068197910682,2.96767280143617,-6.048322,0.01326188,0.00353683333333333
1,19.75,6.41920196195388,-21.7491322460466,0.483919707668881,-20.55696,-2.8237093030358,-13.10735,-5.7141058941496,-60.22962,-9.053117,-9.590504,73.422946810389,0.51053629619276,65.79927,0.9198982,13.70367,397.126753414621,2.9770192379103,-6.095046,0.01385432,0.00289466666666667
1,20.25,6.57711219401463,-20.8431334901076,0.380858644506274,-20.617335,-2.95829253944686,-12.865535,-5.25502831848921,-61.59639,-9.02199,-9.6579165,73.0466526139575,0.509919261744554,65.782975,0.9171163,13.71172,397.255436562084,2.8989586595143,-6.25045,0.013562565,0.00336133333333334
1,20.75,7.50751367999497,-20.8416622031226,0.334679434422581,-20.719555,-3.14537254934972,-12.46958,-5.43305039038422,-57.93324,-8.981712,-9.540962,73.3551365772762,0.540914335872008,65.78631,0.9148252,13.72472,397.26695239091,2.88257919603888,-6.39851,0.01315201,0.00207283333333333
1,21.25,6.58255003342655,-21.4660823005135,0.383518242534215,-20.529435,-3.38225375072279,-12.35044,-5.84896563814867,-61.92409,-8.9552175,-9.6052795,72.2971468272672,0.534551374501,65.79908,0.9130493,13.86001,397.096800672355,2.90886848723154,-6.54455,0.01451667,0.0020565
1,21.75,5.85523925778302,-20.6366576945289,0.684058991270232,-19.31565,-3.42964007052005,-12.30502,-5.7472495,-60.235965,-9.007876,-9.6982,72.5996190919176,0.530891057254606,65.78229,0.9195338,13.576565,397.005072233175,2.91522939954698,-6.621654,0.01414644,0.0018685
1,22.25,5.96669624630348,-21.6374389647008,0.510517980543239,-19.03771,-3.27704671495026,-11.79845,-6.15004998046292,-60.835305,-8.9652685,-9.6370665,72.6778032884283,0.517131917437026,65.78795,0.9098256,13.952225,397.068301544396,2.92552585498398,-6.647472,0.01350375,0.00184716666666666
1,22.75,6.04939434112732,-20.1160694434715,0.699584227068097,-19.61456,-3.2233236701489,-11.79321,-5.68905213607168,-62.51823,-8.964496,-9.675131,72.5979695408256,0.507420920321275,65.78973,0.9393094,13.93246,396.938338861439,2.91974052799587,-6.651005,0.012895955,0.0022425
1,23.25,5.89043845280946,-20.573823543142,0.724815085054697,-18.68719,-3.34628984601331,-11.47903,-5.49894280245844,-64.0609,-8.962552,-9.7657025,71.8325785560973,0.526953712282487,65.7823,0.93236385,14.310395,396.493270298404,2.88474980132079,-6.752084,0.013724705,0.0020075
1,23.75,5.1302118347278,-19.4677432210231,0.877773387320395,-18.53102,-3.28018404360026,-11.25991,-5.50840118901922,-62.09667,-9.155433,-9.64926,72.8654204638959,0.509092034965343,65.76855,0.9490969,14.23343,396.781309265206,2.85305195465327,-6.836646,0.014578455,0.001868
2,0.25,7.94230836248181,-18.8987157170808,0.391186741434121,-20.40329,-3.7987632791284,-12.12106,-6.48053904220527,-50.218885,-10.08779,-10.965895,74.0726711406915,0.450780481744648,65.607605,0.91124855,12.158915,395.11542252958,2.92732304357466,-6.287845,0.006239014,0.002708
2,0.75,7.50091746618912,-17.8898454253329,0.451375237751331,-20.47276,-3.8754177519965,-12.138485,-5.97647142244575,-51.282045,-10.14636,-11.01103,74.2581573246346,0.44928762853462,65.60395,0.8985498,12.489045,395.485636356998,2.86922878189625,-6.3224445,0.0063341985,0.002614
2,1.25,7.54712959422647,-19.8763548827041,0.439117908802669,-20.17318,-3.77644562504976,-11.93318,-5.79174520506338,-53.53995,-10.16271,-11.098995,73.7602103901017,0.457737843414996,65.58727,0.9183115,12.671085,395.316079124178,2.78383355692523,-6.4166825,0.0071948285,0.00299033333333333
2,1.75,7.17731197507775,-17.6916864550185,0.436438643981959,-19.81134,-3.9014365,-11.93464,-5.51900666422491,-50.1593,-10.14968,-11.008705,73.9710075634561,0.445115451261539,65.58331,0.9145384,12.64194,395.03571685781,2.76743225346413,-6.4887655,0.0064586655,0.00280366666666667
2,2.25,8.62115844054324,-18.4336357200593,0.445522282074623,-20.52249,-3.69042142130951,-11.914745,-5.46082807652246,-50.9562,-10.17449,-11.001895,73.8554939092799,0.451562123584441,65.56718,0.934694,12.94013,395.111120375071,2.79821273100488,-6.528142,0.005617392,0.00327066666666666
2,2.75,9.28128712750246,-19.3679205624651,0.412717810650973,-20.20316,-3.62106380355406,-12.01503,-5.42482935341385,-53.1745,-10.288705,-10.910205,73.513090959021,0.462165913997699,65.5613,0.92951255,12.79115,395.377465412431,2.76055330986089,-6.5368795,0.006612432,0.00327066666666667
2,3.25,9.96611163465085,-19.9064584440593,0.359859117643775,-20.50119,-3.46595543374568,-11.885805,-5.26524798777927,-50.3882,-10.168315,-11.00649,72.8583760859423,0.49579925995807,65.5536,0.9162582,12.329315,395.589047697323,2.72515339108903,-6.56714,0.006659418,0.00286566666666667
2,3.75,8.23530389101377,-18.8977960158568,0.279691335685008,-19.2551,-3.60074849916567,-11.23258,-5.17568689186715,-47.41597,-10.338995,-10.94335,72.9594246223329,0.468754998901868,65.55506,0.92947585,12.278945,395.103333719837,2.79333329203574,-6.6248335,0.0058380985,0.00308383333333334
2,4.25,7.03799502612965,-19.7560998565271,0.534141617046384,-19.28811,-3.67244958594875,-11.119275,-4.93365924906871,-49.02832,-10.44375,-11.03546,73.3750920956458,0.458292983796373,65.54865,0.9285719,12.51686,395.32881238027,2.76352994551892,-6.7121625,0.0057777975,0.0024305
2,4.75,7.74111225739658,-20.2040737921804,0.370134839322949,-19.50275,-3.48390918405836,-11.04894,-4.75324892130676,-52.70552,-10.371715,-11.08672,73.3092447915482,0.468446859518994,65.5668,0.8932417,12.35023,395.24820269991,2.80803108341308,-6.728024,0.0050241275,0.002072
2,5.25,8.76569169528031,-21.5597086494835,0.370769283445548,-19.41035,-3.35977334137979,-11.19331,-4.71934182962454,-52.20475,-10.4887,-11.10963,73.8588908511001,0.459306342204706,65.57359,0.8886131,12.023095,394.872011967416,2.79856026387657,-6.7667285,0.005788342,0.00317716666666666
2,5.75,7.48309882507035,-18.9024429460625,0.39031080672001,-18.83801,-3.4426676537307,-11.2904,-4.84463551111747,-53.024445,-10.491445,-11.122425,73.7157751347675,0.461833134458784,65.58322,0.9002883,12.0838,394.751916528676,2.74759633415467,-6.771451,0.0076427365,0.00280483333333333
2,6.25,5.92061650298783,-21.1961426485333,0.29413330268366,-18.021335,-3.3943918124486,-10.95706,-4.89182191958264,-52.96255,-10.49507,-11.0994,73.3826846182947,0.457177711053954,65.5877,0.8768461,12.050725,395.154974390952,2.76112962948087,-6.836935,0.036529045,0.0676661666666667
2,6.75,7.28697285387052,-20.2888652311673,0.311990873748538,-18.060545,-3.44046894577696,-10.90145,-4.76410471642651,-56.87399,-10.4611,-11.10452,72.5917851145626,0.476305335088428,65.60664,0.8892326,12.41966,394.929302813401,2.79431529956318,-6.884833,3.520292,4.77969683333333
2,7.25,8.90141131485314,-16.9487469179684,0.361834677425096,-16.562055,-3.37244304616179,-9.7658155,-4.13569369131953,-41.60416,-10.397385,-11.05027,71.8602009457939,0.507349552001138,65.61146,0.8841078,12.29372,395.372091884669,2.79289138493768,-6.93156,47.477415,44.3042335
2,7.75,10.9902672575037,-9.66844036857288,0.541525205419991,-11.69385,-2.724755,-6.768509,-2.51380135517817,-25.292235,-10.31995,-10.940825,70.9080785208955,0.528531607572591,65.616925,0.8782064,12.41327,395.331278635376,2.84329447172477,-6.990428,169.78715,127.512018666667
2,8.25,14.2613190227299,-1.69558489056026,0.644876282596125,-6.815287,-2.16769,-3.71363,-1.23083253678277,1.285098,-10.14119,-10.83199,70.7396753201342,0.576303067930359,65.632195,0.8922439,12.11507,395.599636461988,2.83795627497879,-7.076524,365.48275,220.06945
2,8.75,18.1771280540514,2.20510551319918,0.877455108370686,-3.052126,-1.42684842019253,-2.004995,-0.0640030239143835,34.77773,-9.937986,-10.358065,70.4249620174302,0.587930354982112,65.63314,0.885614,11.81024,395.633635148114,2.84400782208329,-7.014739,559.4199,313.137383333333
2,9.25,21.781288181412,12.1931553553978,0.873452353774499,0.4972502,-0.48916641502455,-0.4508985,0.811957861730733,68.564745,-9.691403,-10.26448,69.9915425288791,0.603246021164473,65.640085,0.8801736,11.2659,395.833311562738,2.80406004617547,-7.008143,716.1189,395.587166666667
2,9.75,25.7554243934041,19.4483554705725,0.907184130314169,5.0268075,-0.0747902663087602,2.349354,0.8726012,105.6726,-9.637374,-10.097105,68.9641688550737,0.608648254880333,65.64175,0.8981072,11.16825,396.303356770967,2.88454264122785,-6.900249,890.794,473.402016666666
2,10.25,28.5234873754356,33.5688930631297,1.23542400358327,10.623165,0.271791563005788,4.957696,3.11959927551121,146.92415,-9.4948335,-9.924294,68.1603998819877,0.660765336408512,65.631205,0.8884328,10.698415,395.812856595848,2.86891861179773,-6.703079,1052.685,543.296733333333
2,10.75,33.4372939263301,39.9080864867317,1.24982803433532,16.32306,1.806986,9.6493865,5.90417608382988,183.4834,-9.247068,-9.69113,67.3964511539057,0.658591324620721,65.64752,0.8685816,10.58514,395.989393317335,2.95726090014618,-6.463665,1161.488,580.031383333333
2,11.25,34.7653263019535,47.4910797529747,1.36393652507516,19.70458,2.49284883605507,11.94361,7.523656,206.14195,-8.855869,-9.423735,66.782300790966,0.684982011042914,65.651105,0.8632509,10.31397,396.248219455763,3.0252765471394,-6.2735895,1226.672,615.654333333333
2,11.75,35.7564116960361,52.368960521073,1.36916625166671,22.29148,3.17297073662787,13.637725,9.59173282734208,232.56795,-8.819481,-9.320338,66.6872510327163,0.671152381841087,65.66,0.8882058,10.73589,396.476545620696,3.07582907740096,-6.066415,1292.694,655.492133333334
2,12.25,36.4352648588529,57.0293069815007,1.54500551937068,25.44333,3.8070334067679,14.53572,9.16111013891693,241.73945,-8.7223685,-9.229665,67.0921719699135,0.675932106953365,65.627245,0.85218415,10.73477,396.237709013652,3.10261439787773,-5.899447,1274.51,637.56735
2,12.75,36.3375568095876,62.8970777303055,1.52665257664273,23.385545,4.2451534278118,13.715895,9.53729422155422,242.47795,-8.551771,-9.2950495,67.8573351757115,0.672126973497859,65.60253,0.856072,10.63824,395.962026502317,3.11556398011473,-5.594449,1264.401,637.006166666667
2,13.25,35.1681017380856,57.0998432813385,1.42628774623178,20.585355,4.47567116609738,11.404915,8.35337644384095,227.2194,-8.4545025,-9.230675,67.1295053426736,0.701141488788473,65.59145,0.8703121,9.9486075,396.338499758925,3.12490447478469,-5.382743,1209.564,605.277583333333
2,13.75,33.1968678087048,51.5982765423991,1.4699263896029,17.022265,4.197842,9.575155,7.89643620675624,201.19125,-8.3773095,-9.0396575,67.4177480098437,0.691704851153113,65.58331,0.8687827,9.799301,395.848682642434,3.16234016307712,-5.2367675,1130.25,538.81725
2,14.25,28.6500119364717,41.8198888161186,1.08424301161557,12.53469,4.007475,7.662673,5.259525106976,167.4066,-8.449329,-9.244399,67.3875798771707,0.659712420217557,65.59149,0.84425655,9.838683,395.89503724735,3.14704428085171,-5.0804765,1006.524,438.972033333333
2,14.75,26.6720030170188,32.8162447722823,1.02978104336286,6.525949,2.792701,3.314579,3.12365330843927,125.0495,-8.3142455,-9.3686065,68.0445843615699,0.643402667122598,65.59215,0.8375665,9.4642885,395.922118443897,3.15683480767145,-4.9533015,865.6049,349.37215
2,15.25,22.7577362327763,20.0471621926327,0.971733138839457,-0.1689038,2.1583480226154,0.5026195,1.67929645974219,80.44779,-8.375507,-9.579582,68.1710867615246,0.62478541940378,65.60321,0.83407675,9.343139,395.739679306699,3.15955615064837,-4.942408,680.3781,260.64445
2,15.75,19.0087538349712,10.7739120643514,0.744323837635735,-1.7622955,1.23231042989529,-0.99074625,-0.516140868850555,43.342025,-8.549341,-9.7309,69.3339761697127,0.579342535409939,65.61219,0.8444933,9.130122,395.858799485025,3.16402865485311,-4.9358125,526.0884,160.859983333334
2,16.25,15.9288036970095,2.95699097636236,0.674605949701278,-4.644492,0.0296675084922684,-2.295188,-1.64379840719665,11.01906,-8.594521,-9.940786,70.4220042853421,0.551806069047858,65.61808,0.83443175,9.650181,395.71929054659,3.15208115657683,-4.961587,346.0363,93.0776516666667
2,16.75,11.292850339987,-3.10099917522955,0.405697385670138,-10.33395,-0.6080262,-5.854445,-2.389504,-10.407865,-8.73752,-10.0036565,71.5901835991445,0.529281304199878,65.63691,0.82514145,9.701893,395.746301456844,3.09111032657544,-5.005789,137.0274,43.8852833333333
2,17.25,9.93006748904173,-10.3340641009436,0.394334464646787,-17.33565,-1.00424273833991,-10.308175,-4.23139198327691,-34.5054,-8.923624,-10.08982,72.5771584955932,0.500862215403876,65.637745,0.8287767,10.18848,395.903563055415,3.06632603976224,-5.100793,42.12438,9.89636266666666
2,17.75,8.89196960621666,-13.9367796011819,0.178539728798768,-20.002195,-1.392915,-12.89277,-5.07992156582486,-47.34212,-9.04895,-10.29164,73.0306907464029,0.500932637771514,65.64812,0.82656835,9.626973,395.845722625884,3.0438728946063,-5.2069835,5.735635,0.713211333333333
2,18.25,8.39567894855038,-15.1308281887961,0.345891673420523,-22.36028,-1.913642,-13.45669,-5.45201266738728,-49.31162,-9.0182295,-10.3857,73.1943572126048,0.472118568869978,65.66115,0.8507821,9.7100175,396.301938376718,3.05799564142024,-5.304196,0.04621783,0.012595
2,18.75,7.80656511018855,-16.1909182853306,0.343596514840192,-22.089745,-2.88772390488659,-13.0244,-6.07464534888915,-46.693795,-9.10813,-10.476765,73.5098735873672,0.477322427902237,65.67293,0.8443306,9.834358,395.405649252603,3.07258713649598,-5.517799,0.005302615,0.00467116666666667
2,19.25,7.33060953940784,-18.5715107951073,0.365096152249849,-21.52435,-3.50748030138541,-12.79593,-7.0443972717771,-49.14188,-9.1841495,-10.41958,73.9283496893261,0.45836872537488,65.67151,0.85263945,10.160465,395.100314890864,3.11868389423574,-5.5651865,0.004419102,0.00364133333333333
2,19.75,6.9770961043476,-17.2210801957171,0.203038898546287,-20.55584,-3.68966518885697,-12.56502,-6.99042352667923,-48.7638,-9.261055,-10.53116,74.1770670780879,0.459030212521975,65.664695,0.8531923,10.53365,394.806021107108,3.11479494463688,-5.648259,0.004389407,0.00448733333333333
2,20.25,8.1998006994537,-19.1139815271021,0.407906180190775,-20.09799,-3.85058936499461,-11.99905,-7.25251471757444,-51.11253,-9.300202,-10.74097,74.6167005257155,0.444572352081534,65.663705,0.8439216,10.92615,394.932769965601,3.06699764037894,-5.7023565,0.005246565,0.00317683333333333
2,20.75,6.52651484984979,-16.7442463582611,0.384024717703423,-19.49823,-3.73930303318437,-11.62832,-6.71869835449031,-51.18113,-9.441021,-10.737065,74.6718618823497,0.451802446882537,65.639725,0.8714178,11.24225,395.065741417347,3.05840569305825,-5.801658,0.005206527,0.00383
2,21.25,6.62623126033615,-19.0538550739415,0.341151630508536,-20.116045,-3.86368276584118,-12.34104,-6.53514869005994,-52.61003,-9.479992,-10.54026,74.0106073343825,0.453548365453921,65.63227,0.8685012,11.195425,394.665186411988,2.99729186048806,-5.831742,0.005214342,0.0039245
2,21.75,7.95992590138155,-19.8754498083236,0.480554867019365,-20.87557,-3.91002009305708,-11.61891,-7.14648229871093,-52.72039,-9.552124,-11.0943,74.5654016812583,0.47203908834137,65.643675,0.8516771,11.15712,394.75168799501,3.0030582051106,-5.8860095,0.00649731,0.00420383333333333
2,22.25,8.43578268213816,-17.8435292660384,0.27357879815109,-20.69049,-3.85566276243382,-12.5416,-6.94719193480941,-48.254745,-9.5892045,-10.929295,74.5459885264587,0.473405397776054,65.64897,0.8491294,11.62464,394.567786442025,2.98239306860615,-5.914012,0.006780798,0.00382866666666667
2,22.75,7.60063304211567,-16.3901722941297,0.354764296805703,-21.72479,-3.97934009510505,-12.39605,-6.68231168414612,-47.839125,-9.861607,-11.016445,75.0602723147686,0.447416082580044,65.63155,0.8671218,11.55893,394.392138082772,2.98985099168222,-6.035536,0.0077153485,0.00299
2,23.25,7.29310221362531,-17.952902329988,0.309704936005684,-20.8413,-4.06217354006647,-12.13833,-6.77751002760383,-46.41454,-9.9505375,-11.028685,75.0819953760983,0.460260752463384,65.63259,0.8645146,11.557615,394.767442832127,2.9085931575333,-6.112257,0.007801499,0.00364433333333334
2,23.75,7.71480931981724,-17.4597678252187,0.425724085762649,-20.18309,-3.94396644051964,-11.97309,-6.74314203464325,-50.020345,-9.930263,-10.98327,74.513040805117,0.455770038830574,65.62113,0.86852935,11.925055,395.126940804663,2.90947920982654,-6.162154,0.0075620525,0.00205583333333333
