DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,SW_DIF
1,0.25,404.3178179,5.2940292,1971.6890484,-5.2869273,-119.0304798,-42.80119675,-48.7593351,-6.3022965,0.3681978,0.0367361,-0.246717125,0.1664834,0.0366661,100.79685,59.5425,3.288025,0.0862071,9.9359118,0.0578244,5.252417,6.514533,7.64735,7.64735,7.64735,-89.655558575,-0.123153,-0.0478468,-4.447853,0.01221,248.9273306,321.4082166,-0.363196
1,0.75,401.09723525,5.604725025,1976.94381825,-6.63600365,-47.51150835,-42.2384482,-57.47150885,-3.845548,0.2663662,0.0326069,-0.25453155,0.1704505,0.0307425,100.77895,59.0475,3.20465,0.08152745,9.7322851,0.0590752,5.28906665,6.4187003,7.5635503,7.5635503,7.5635503,-91.30531285,-0.123153,-0.1674638,-4.417178,0,247.0269075,319.8355516,-0.363196
1,1.25,402.7979919,5.1163858,1966.76120145,-2.792279575,-61.235010975,-43.5641686,-43.711391375,-2.29961415,0.4151156,0.0359743,-0.236915125,0.1222604,0.0313045,100.78045,59.60125,3.1399,0.070615725,9.647717,0.0473504,5.0473997,6.261967,7.5606997,7.5606997,7.5606997,-91.1131803,-0.1724138,-0.170454225,-4.498978,-0.02594625,246.7533145,319.095501425,-0.363196
1,1.75,403.9174163,5.1162492,1975.022754875,-5.10926905,-78.4565416,-42.064975,-37.831810875,-2.64450725,0.382985475,0.031021925,-0.250198,0.128928875,0.04331565,100.799625,61.87,2.8029,0.05356755,9.394702025,0.065474325,4.661717,6.154817,7.54796635,7.54796635,7.54796635,-89.981491525,-0.169335,-0.1674638,-4.516871075,0.01221,246.694213625,319.1930772,-0.363196
1,2.25,404.43632125,5.327393425,1980.6720524,-3.8322405,-74.1847038,-42.916283,-43.482017725,-3.685496875,0.175214775,0.025296825,-0.3000184,0.144251725,0.043234825,100.80575,61.09,2.5678,0.03612825,9.00829935,0.05802515,4.2882503,5.92991665,7.51748335,7.51748335,7.51748335,-90.776806525,-0.2955662,-0.29007165,-4.585889825,0.03510375,245.67381175,317.405906425,-0.363196
1,2.75,403.2942532,4.8596814,1977.8364076,-2.054912425,-42.4048847,-42.68753125,-45.102150375,-4.4241517,0.374361225,0.0401104,-0.18777625,0.161832075,0.03022555,100.8055,61.184,2.27565,0.03854315,8.844416275,0.0616222,4.06861665,5.735133,7.4571503,7.4571503,7.4571503,-89.53935705,-0.123153,-0.119617,-4.294479,0.0335775,245.6587885,316.75713415,-0.363196
1,3.25,380.870683,5.33595725,1961.903379,-1.12652845,-51.10844275,-42.23205995,-48.533105325,-2.319114325,0.3137683,0.0390386,-0.2557345,0.149911525,0.031662375,100.80025,59.944,1.97505,0.0426976,8.353168625,0.063342,3.7880503,5.44113365,7.3989997,7.3989997,7.3989997,-89.76166375,-0.05541885,-0.119617,-4.807004125,0.03205125,244.628188925,316.3408424,-0.363196
1,3.75,394.0995496,4.6060346,1964.0425626,-0.797316725,-24.6399566,-43.522613475,-42.08017,-4.588621025,0.299242175,0.03083565,-0.2142286,0.103721925,0.030820675,100.79725,58.228,1.493,0.0564666,8.22475655,0.06253155,3.905567,5.39711665,7.22835,7.22835,7.22835,-89.67975145,-0.123153,-0.119617,-4.754601,0.06105,244.63498435,314.92335715,-0.363196
1,4.25,405.5559898,4.8690095,1974.671027425,-1.59396525,-45.61707175,-42.9504192,-36.42577075,-2.72402395,0.442730825,0.036471375,-0.2735218,0.153036875,0.030718625,100.793875,56.482,1.43675,0.05996635,8.302558275,0.053202425,3.75181635,5.3862497,7.0895,7.0895,7.0895,-88.23174885,-0.123153,-0.119617,-5.0127809,0.0335775,245.19642675,315.91951765,-0.363196
1,4.75,407.87340355,5.20025135,1967.023321125,-1.64451995,-84.580737875,-41.38203815,-40.8725314,-7.89060625,0.381269125,0.022997575,-0.1764147,0.1148647,0.037433775,100.795625,57.91,1.50915,0.04278375,8.178774875,0.059093375,4.14783335,5.369633,7.08661665,7.08661665,7.08661665,-86.70201405,-0.246305,-0.239234,-4.737985375,-0.06105,244.754484425,312.984832,-0.363196
