DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,TA,RH
1,0.25,0.00174899999999999,15.65178,54.99072,11.4366625,3.164092,0.993784,11.970034,476.75005,8.17321600000002,1.867553,1.419285,1.109069,0.6204178,0.235445495,3.44704065,336.974385,350.30851,7.70434999999999,99.595
1,0.75,-0.001743,17.11741,93.6898000000003,26.9721,3.011172,1.0481809,10.540126,499.056,20.24445,2.01453,1.321524,1.058293,0.37037,0.101049719,3.1676748,340.195235,349.59935,7.49369999999999,99.595
1,1.25,-0.002986,14.87225,58.200975,24.29133,3.29002125,1.096363,11.37999,637.09535,10.7968375,1.979475,1.536847,1.26025,0.3242737,0.1205069,3.11296415,339.18082,348.926525,7.31519999999999,99.775
1,1.75,0.00188,42.751675,85.0516375,10.5107474999999,3.4957875,1.16330125,11.41908375,564.448299999999,8.54888,2.0797875,1.5380975,1.28953375,0.3655688,0.29313493,3.4663003,340.71056,347.974875,7.06509999999999,99.955
1,2.25,-0.00265375,16.88235,63.4126625,4.3673755,3.20706,1.12189625,10.93497625,527.4884,8.72942125,2.06334,1.5636425,1.152865,0.4598225,0.19336613,3.3836854,341.57959,347.388845,6.81594999999999,100
1,2.75,0.002455,17.656625,99.0506,7.90980999999997,3.4984275,1.13053175,9.05128875,584.0727,8.35428375,2.13282375,1.41795625,1.18271625,0.654459725,0.1850612595,3.38169835,340.799165,346.805565,6.66059999999999,100
1,3.25,0.001735,68.5566875,85.9412249999996,38.8221199999999,3.38074125,1.241834,10.2279925,500.09865,7.93176149999998,2.174359,1.486365,1.39815,0.411925125,0.0983076464999998,3.87999035,340.483655,346.2251,6.49864999999999,100
1,3.75,-0.004355,19.839025,42.086295,7.93960499999997,3.48842125,1.07084875,10.044926,624.1826,8.04284249999999,2.15566875,1.43156375,1.230745,0.562141875,0.716470844999998,3.21745245,340.07152,345.258695,6.26689999999999,100
1,4.25,0.00496125,22.4724875,59.5079749999997,8.55535699999998,3.03980875,1.149757,9.669333,573.253525,8.20786624999998,2.0770425,1.2763325,1.1041625,0.568600875,0.55487939,3.31407375,339.83709,344.153395,5.99244999999999,100
1,4.75,0.0031775,96.9828875,48.25236,24.9992025,3.0877225,1.04747,9.39621699999999,609.811,8.70458400000003,1.909445,1.36189875,1.12820125,0.4812909,0.519153664999999,3.46567135,340.40873,344.035975,5.95479999999999,99.955
1,5.25,-0.00057825,18.2039125,63.1307424999999,5.95570924999996,3.304855,1.15038625,9.57269,566.337,8.95128624999997,2.15724875,1.335745,1.17189125,0.529907,0.537266489999999,3.50957855,340.5338,343.896155,5.89754999999999,99.855
1,5.75,-0.0023675,20.901625,36.586025,7.55162,3.5630925,1.0830245,10.29204975,630.934,10.00545,2.03926125,1.312795,1.05474125,0.500253125,0.222482169999999,3.56882205,341.405215,343.67733,5.91449999999999,99.82
1,6.25,-0.00436625,21.5595125,73.9812,22.8339325,3.4119175,1.04679,10.65392225,660.65,9.5684525,2.0247525,1.4025125,1.12868375,0.51012425,0.379867444999999,3.0277233,338.5454,343.662545,5.9434,99.91
1,6.75,0.00202899999999999,19.782935,52.0091174999999,3.4651295,3.28148,1.00789,10.1434765,665.562825,9.77349899999999,1.950438,1.383453,1.072051,0.441143125,0.401123505,3.26070105,337.39637,343.143015,5.85144999999999,99.955
1,7.25,-0.00132260000000001,11.72476,46.7985025,22.26742,3.421088,1.093533,10.0910515,661.3994,9.43046649999999,2.182996,1.359381,1.131042,0.3446108,0.389214974999999,3.19773385,337.474065,343.367275,5.6911,99.955
1,7.75,-0.003829,11.35302,39.1766925,24.8132649999999,3.533448,1.097907,7.912166,635.509725,8.90423324999999,2.217511,1.548244,1.272171,0.47513985,0.30122925,3.65722235,335.426745,341.35451,4.9479,99.955
1,8.25,-0.00222700000000001,24.83782,48.405915,30.5138275,4.21588375,1.16234,9.88820699999999,680.9574,8.50953274999999,2.185689,1.563124,1.331772,0.844888499999999,7.09823435,4.1529901,331.61864,338.68493,4.45425,99.955
1,8.75,-0.00491375,66.08415,52.8197749999999,8.97782,4.0951925,1.028925,9.35701999999999,655.16,7.80511674999999,2.24992,1.322845,1.1815225,0.427836,83.2708825,11.761644,328.581035,335.91536,4.0502,99.855
1,9.25,-0.02125,65.4193,64.4620549999998,5.08514,3.75722125,1.10703875,9.85310924999999,625.387,6.88358225,2.03989,1.41912625,1.16517625,0.355775675,177.5212,23.966701,326.3805,334.927415,3.96685,99.855
1,9.75,-0.010556,82.73113,56.4643199999999,6.71833699999998,3.87238625,1.12525,10.086929,643.306,4.975095,2.113022,1.476411,1.173904,0.434013225,306.528225,36.5413405,326.643495,336.556685,4.29775,100
1,10.25,-0.0871024000000001,136.843,47.7206025,16.3923,3.994548,1.19278,9.42819949999999,578.156,4.70937799999999,2.245067,1.496508,1.320498,0.340884075,382.01216,46.6587595,327.837965,337.64368,4.6367,100
1,10.75,-0.07175,176.6254,45.1203125,60.9007,4.1125875,1.231636,11.3316125,588.7741,9.58368300000002,2.422312,1.558366,1.249114,0.6737451,440.688105,60.039286,328.855575,337.901975,4.7654,100
1,11.25,-0.0756316000000001,206.0617,187.370749999999,44.6775225,4.330238,1.171024,7.3678825,492.8113,6.85866724999999,2.519318,1.587257,1.139767,0.461116,483.185645,76.0537895,330.344395,339.98082,4.9117,100
1,11.75,-0.0889921000000001,209.8503,116.755925,24.3139119999999,4.031814,1.166751,11.07643275,465.9076,10.00396175,2.264059,1.56934,1.154759,0.42001255,524.014205,91.1284145,334.88448,340.2228,5.11525,100
1,12.25,-0.0896,262.03625,57.1584299999999,17.682505,3.82781625,1.088125,10.77835,474.054325,8.09255649999999,2.084175,1.54508875,1.14395,0.691701874999999,551.843325,97.028215,336.787635,343.052615,5.45845,100
1,12.75,-0.134522875,230.51825,75.0261,33.2089549999999,4.14746625,1.07400625,10.999333,453.8459,7.78939,1.99652875,1.7282625,1.15929625,0.4661433,572.093185,114.08928,337.667255,343.421495,5.7546,100
