DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,421.835,0.753127,3.33283,0.0029,-7.97193,1.49936,97.7604,84.98145,-2.752,-5.687,0.4901915,255.942,286.9685,-25.9544,-6.58075,-5.13107,-0.0513,0.1951305,3.09316,-0.3035,-0.2,-0.2015,0.576233529,0.032145468
1,0.75,422.0975,0.728897,3.34824,0.011,-5.27141,1.765095,97.76185,84.9851,-3.0365,-5.8185,0.489799,255.41,289.1505,-28.5217,-6.81437,-5.15704,-0.04665,0.188142,2.958745,-0.3015,-0.2,-0.2215,0.574572942,0.039611968
1,1.25,422.029,0.798747,3.31966,0.00844,-6.809045,1.90376,97.74385,84.7944,-3.247,-5.68,0.500522,259.584,286.962,-23.25125,-6.675495,-5.42471,-0.0451,0.188116,3.054865,-0.313,-0.2,-0.2465,0.6679236855,0.037617543
1,1.75,422.393,0.746207,3.369705,0.001885,-5.20634,1.3997,97.7428,85.5322,-3.261,-5.094,0.47652376,265.869,287.5365,-19.93155,-6.81254,-5.28413,-0.04695,0.1840865,3.05201,-0.3145,-0.2,-0.25,0.595664167,0.038280549
1,2.25,422.0785,0.78015,3.38811,0.00458,-6.69211,1.45789,97.75205,85.03525,-3.8265,-5.6275,0.46038,251.0525,287.2505,-29.3662,-6.87995,-5.15865,-0.0467,0.188223,2.90958,-0.3295,-0.2,-0.25,0.6155020395,0.033384628
1,2.75,422.5815,0.779489,3.30466,0.0137,-5.46293,1.58125,97.75755,84.6763,-3.5595,-5.4675,0.45103648,245.7625,286.2175,-31.3037,-6.8672,-5.152505,-0.0541,0.200369,3.05879,-0.3965,-0.2,-0.25,0.568204436,0.0314417825
1,3.25,422.9155,0.840946,3.37486,0.0115,-6.3452,1.18062,97.7526,85.6239,-3.578,-5.5605,0.445584875,242.867,284.2035,-31.30205,-6.916,-4.96386,-0.0623,0.209923,2.96052,-0.4,-0.2,-0.2535,0.58070159,0.02753162
1,3.75,422.816,0.78281,3.36638,0.00476,-5.640735,1.45387,97.7174,85.6245,-3.827,-5.811,0.436418,238.0485,283.7275,-32.8207,-6.880535,-5.175095,-0.0549,0.207829,3.01255,-0.4265,-0.2,-0.2635,0.6147095335,0.036161686
1,4.25,423.235,0.778388,3.379055,0.002335,-6.52615,1.56755,97.6992,86.3809,-4.024,-5.931,0.4264535,243.1715,283.897,-34.20065,-6.84542,-5.293785,-0.0471,0.194546,3.04446,-0.44,-0.2,-0.285,0.6124138435,0.037890847
1,4.75,423.368,0.7879485,3.36943,0.00707,-6.26675,1.14177,97.706,86.1183,-3.836,-6.098,0.4029845,250.63,283.9125,-32.37605,-6.912425,-5.16031,-0.0504,0.20272,3.11753,-0.4985,-0.2,-0.3,0.556263145,0.031529448
