DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.15171847262393,-0.196550566039061,0.184833759182238,-1.18491916592043,-2.3324176981444,0.18766758875003,-18.7170207719214,-12.5620720372924,0.429221451497234,418.276680670911,1.71586840075692,418.846860338065,1.82376526870095,417.559976982602,419.412451203294,1.88596555613736,418.552495371429,418.574789042553,1.81647954579962,418.816568488961,419.941692875381,1.82043421516518,418.542744330349,421.01176668239,1.76635609233896,418.227384563093,421.808478101938,1.80972759067294,421.242486961952,2.10036593144565,-13.3623036811242,0.0527836977288615,1.345,1.025,0.39,0.32,0.225,-13.560775,-13.5935,-13.540625,-12.3282,-13.5877,-15.66595,-17.197025,95.528845,76.38,0.28055,-10.7675,-14.97,-14.05,-13.84,-10.545,0.2,-2.815,1.8,-0.705,213.25,255.55,249.2,261.05,-0.25,0,-0.09,-0.11,-0.075,-0.395,-0.1175,0.08,-0.25,-0.22,-0.881,-0.527,0.05,0.9875,1.451,1.942,2.485,3.4395,4.393,-0.846,-0.26,0.206,0.7425,1.324,1.845,2.7925,3.3415,4.549,-1.4605,-0.6215,0.0705,0.5035,1.13625,1.28,1.9485,2.8595,3.842,-1.234,-1.0965,-0.229,0.2995,1.149,1.3435,2.67,3.4355,4.5255,-0.778,-0.4785,0.287,0.06675,1.23725,1.5,2.4995,3.693,4.405,-6.388,-5.0065,-3.898,-53.305
1,0.75,0.161745402516538,-0.113630431962234,0.197144718514584,-1.19160911901991,-2.69681839074669,0.195226503540953,-19.3181588081387,-9.46386212594595,0.399380024891828,418.28809379876,1.68748303887104,418.618326343233,1.93933357758633,417.324658580434,418.657633284372,1.91649292764536,418.695742598071,418.520809615714,1.81633566411625,420.567024835258,419.051219838289,1.82243299681276,418.69794925,421.352375688879,1.79096756148895,417.799401505363,421.651475147872,1.80656365505293,418.512505241415,2.14868981942737,-13.5440399093212,0.0494676114305529,1.3075,1.03,0.37,0.3,0.205,-13.542625,-13.8055,-13.661275,-12.6424,-14.4124,-16.4917,-17.9741,95.579965,76.99,0.27535,-10.94,-14.35,-14.425,-13.465,-10.87,0.2,-2.54,1.8,-0.825,208.25,255.05,255.6,260.65,-0.25,0,-0.09,-0.12,-0.08,-0.42,-0.18,0.08,-0.25,-0.22,-0.96,-0.578,0.05,0.9885,1.45,1.941,2.485,3.4385,4.3925,-0.8615,-0.2685,0.204,0.7415,1.3235,1.8445,2.792,3.3405,4.5485,-1.48,-0.617,0.0645,0.503,1.129,1.2705,1.948,2.8585,3.842,-1.235,-1.094,-0.229,0.298,1.1475,1.3435,2.669,3.435,4.5245,-0.7825,-0.4895,0.2835,0.06525,1.237,1.499,2.4985,3.69325,4.404,-5.9775,-4.954,-3.81175,-52.325
1,1.25,0.184273661101105,-0.126933888635283,0.150983738565709,-1.03445733560511,-1.39837157639948,0.201380862651614,-19.6347121767052,-5.63570616273064,0.38903691921678,417.998953492359,1.66408213342587,419.038338153499,1.98862515002726,418.637675039247,418.999230709127,1.97994700447646,418.196234384671,418.689081352769,1.88042336948428,419.464650156626,418.890960098028,1.97250038219756,419.144722935336,421.046358164525,1.82636501584751,418.955859679885,421.628256517704,1.89856692787873,420.671463190096,2.02030180991594,-13.6842207077426,0.0535704672930892,1.315,1.04,0.36,0.3,0.205,-13.571975,-14.084,-13.77595,-12.650525,-14.1741,-16.1987,-18.2754,95.573,77.54,0.26615,-11.04,-14.24,-14.04,-13.65,-10.84,0.2,-2.56,1.55,-0.895,209.15,255.15,255.5,259.65,-0.25,-0.0075,-0.09,-0.12,-0.075,-0.4,-0.185,0.085,-0.25,-0.225,-1.006,-0.6315,0.05,0.98,1.448,1.941,2.484,3.438,4.3915,-0.8405,-0.276,0.2045,0.7405,1.3225,1.844,2.7905,3.34,4.5475,-1.4895,-0.6075,0.062,0.5025,1.1285,1.2695,1.9475,2.858,3.8225,-1.247,-1.0975,-0.2325,0.296,1.147,1.3435,2.668,3.434,4.5235,-0.7965,-0.496,0.2835,0.0645,1.2375,1.498,2.4975,3.69175,4.403,-6.356,-4.9975,-3.82025,-49.3025
1,1.75,0.175599810997168,-0.171680296225148,0.16422083097593,-0.683814385927861,-1.0287928961054,0.175144309677211,-17.9224043617283,-7.08054244800919,0.409637052662307,417.643889288566,1.653502185356,418.779305918191,2.0494359351016,417.625653965412,418.692072312031,2.00678013943145,418.854457741317,418.825626035683,1.8556117595347,420.045897560897,419.273338164589,1.93195906081247,419.481754962319,421.493709463618,1.8492048107477,418.102540163885,421.926346207635,1.87641281387083,420.095778756518,2.06225419914362,-13.8092877176881,0.0483924628444505,1.3,0.975,0.36,0.29,0.185,-13.8563,-14.2735,-14.013925,-13.2009,-14.2998,-15.8554,-18.0601,95.547615,77.57,0.2605,-11.125,-14.21,-14.025,-13.68,-11.3,0.2,-2.505,1.3,-0.925,206.85,253.7,252.9,259.95,-0.24,0,-0.09,-0.12,-0.1475,-0.395,-0.185,0.08,-0.25,-0.2,-1.04,-0.677,0.051,0.98575,1.447,1.94,2.4835,3.4375,4.3905,-0.8265,-0.2905,0.203,0.7395,1.322,1.844,2.789,3.3395,4.5465,-1.501,-0.6105,0.0585,0.502,1.128,1.269,1.9465,2.857,3.8215,-1.283,-1.1035,-0.2355,0.2945,1.1485,1.344,2.6675,3.433,4.5225,-0.8215,-0.5015,0.2835,0.0595,1.23725,1.498,2.4965,3.68975,4.4025,-6.3615,-4.995,-3.8965,-44.075
1,2.25,0.185254144784862,-0.0390323527416339,0.285075801705536,-0.670705872716408,-2.20113667224761,0.190577520437833,-16.7035014669552,-7.2720102204942,0.403931524483678,417.555295833441,1.66127990371805,418.94009213281,1.92446098520631,417.839754253528,419.054221891394,1.92680220927,418.125845231526,418.645251621519,1.84424278490701,419.428855572726,419.181594280107,1.85116439297972,419.598402540562,421.723846660149,1.86353506252822,418.527727100814,421.682839809279,1.88603204534152,420.816769235612,1.92471942449512,-13.9203515032295,0.050044594247019,1.125,0.91,0.3525,0.3,0.18,-14.1037,-14.369,-14.2414,-13.1602,-14.31615,-16.3244,-17.618425,95.5587525,77.67,0.2561,-11.01,-14.5875,-14.115,-13.8425,-11.2225,0.2,-2.86,1.775,-0.825,202.75,253.075,254.925,259.35,-0.24,-0.0025,-0.09,-0.1175,0.005,-0.3675,-0.16,0.08,-0.25,-0.195,-1.10325,-0.715,0.0465,0.98475,1.439,1.936,2.46825,3.4295,4.385,-0.8545,-0.3045,0.1865,0.7345,1.308,1.843,2.7855,3.34675,4.54175,-1.51675,-0.6265,0.0535,0.5,1.1195,1.27175,1.9425,2.84825,3.821,-1.322,-1.13025,-0.267,0.2855,1.1435,1.34175,2.6535,3.4255,4.523,-0.84025,-0.5285,0.2755,0.05775,1.23725,1.48125,2.48925,3.689,4.39325,-6.473,-4.9595,-3.935,-52.4925
1,2.75,0.105281759200532,-0.0939484230497346,0.185687774066158,-0.839922981086703,-3.17556488779512,0.153229822695543,-18.5932967223537,-7.43739170136644,0.366080501184395,417.632854824853,1.67142510658082,419.373921234765,1.9462978866547,417.482244039941,419.182757089349,1.87230610770758,418.107087180158,418.864457293848,1.8480435865289,419.651970099578,419.486001183616,1.85218149748155,417.660365298847,421.443114880856,1.84939796629296,418.36577137785,421.317622917241,1.88007038794842,420.600233339457,1.83915626922018,-14.0281628774175,0.0497336634076364,1.11,0.84,0.3425,0.3,0.19,-14.1333,-14.518,-14.3854,-13.4428,-14.7448,-16.7411,-17.982075,95.55514,77.82,0.2495,-11.9025,-14.965,-14.445,-14.15,-10.8775,0.3,-2.805,1.75,-0.9325,203.625,251.7,255.825,259.05,-0.24,0,-0.09,-0.1175,-0.0025,-0.3725,-0.1925,0.08,-0.25,-0.1975,-1.094,-0.693,0.05125,0.972,1.4385,1.936,2.482,3.4355,4.38375,-0.86175,-0.30675,0.1845,0.73375,1.3065,1.83575,2.7845,3.34575,4.54075,-1.488,-0.62225,0.053,0.5,1.11925,1.27075,1.9415,2.848,3.8205,-1.322,-1.13725,-0.26625,0.28425,1.13825,1.34175,2.65275,3.42475,4.52225,-0.84725,-0.539,0.27525,0.05775,1.237,1.48125,2.49,3.689,4.39225,-5.93,-5.0075,-3.966,-50.52
1,3.25,0.121618729570146,-0.177079213722989,0.162860375869528,-0.589163294811097,-2.96178577264477,0.167092226169037,-17.4930153599632,-8.01377953720233,0.38469329641334,417.307674294841,1.6485814884264,418.979254921977,1.87584124578813,418.105532867054,419.130758577469,1.87943728943102,418.370701338651,418.999448886962,1.84993611077502,420.186996419021,419.392211037685,1.87493219829726,419.560717764152,421.38474810709,1.82621289973963,418.417498545455,421.339298084455,1.81388076902253,421.781226852963,2.01343025461081,-14.2913002883824,0.0519856106604089,1.24,0.935,0.3625,0.31,0.21,-14.261275,-14.67325,-14.6182,-13.3819,-14.99155,-17.074,-18.985275,95.5479775,77.97,0.2643,-11.41,-14.98,-14.765,-14.3125,-10.6825,0.2,-2.7825,1.6,-1.0525,205.15,251.6,255.7,259.65,-0.25,0,-0.0875,-0.115,-0.005,-0.365,-0.1925,0.08,-0.25,-0.1925,-1.099,-0.70375,0.05175,0.969,1.43725,1.935,2.467,3.4275,4.3835,-0.85075,-0.31625,0.18275,0.73325,1.30475,1.8415,2.7835,3.3455,4.5405,-1.48025,-0.61725,0.0535,0.4995,1.11925,1.26925,1.941,2.84725,3.82,-1.3215,-1.1395,-0.26575,0.284,1.142,1.34175,2.65175,3.42375,4.52125,-0.85225,-0.5475,0.273,0.05725,1.237,1.48025,2.48875,3.688,4.39125,-6.111,-5.032,-3.9715,-48.805
1,3.75,0.111272354482104,-0.426770963328468,0.00906689546766061,-0.591751488905143,-2.10964816891827,0.160243048177321,-15.4615243057964,-4.8167021169115,0.382899916465649,417.409119447631,1.6576457657271,419.898430891115,1.94402733325816,417.089809747405,419.96695212643,1.89078777139333,417.83369686966,419.742185292807,1.81135883437838,420.450785624595,420.384441483566,1.88997893968548,419.757928064516,421.381864861486,1.79820557247722,418.304355419872,421.174921898772,1.84812027197773,420.287457393548,1.98280128819722,-14.4072496097315,0.0479240152050557,1.3675,0.9975,0.355,0.2975,0.2,-14.418625,-14.906,-14.96415,-13.2743,-15.4508,-17.4601,-19.126975,95.538925,78.25,0.276025,-11.765,-13.9575,-14.1125,-13.3325,-11.07,0.3,-2.81,1.8,-1.0125,211.275,252.675,256.225,261.325,-0.25,0,-0.09,-0.12,0.0075,-0.375,-0.1425,0.08,-0.25,-0.195,-1.10525,-0.7135,0.05125,0.96925,1.43675,1.93475,2.46625,3.4265,4.3825,-0.8635,-0.32225,0.18175,0.73,1.3045,1.834,2.7835,3.34475,4.5395,-1.51875,-0.63625,0.0535,0.5,1.1185,1.269,1.941,2.84625,3.809,-1.3425,-1.1415,-0.2635,0.28375,1.14125,1.34175,2.6515,3.42275,4.52025,-0.8635,-0.55625,0.27225,0.0575,1.23625,1.479,2.48775,3.688,4.39025,-6.129,-5.08775,-3.9955,-50.16
1,4.25,0.118541832284015,-0.270491204650146,0.0250131040647607,-1.3819751980241,-2.24577937231269,0.159306740092984,-15.6548301780205,-5.70689229029053,0.388312270834002,417.363399012281,1.63122791573584,419.552462137003,1.91700960484238,418.849930398089,419.480494020857,1.85300292615181,419.180175480079,419.364665765998,1.77627492306475,420.476221970538,420.049182746637,1.81060547376404,419.731900232244,421.141345675216,1.74259421446042,419.886891724707,421.812404005667,1.83127575704737,421.966967778846,1.89282523969149,-14.6783677913801,0.0495047332527424,1.3125,0.87,0.3425,0.29,0.21,-14.656625,-15.15675,-14.9818,-13.3217,-15.40175,-17.5123,-18.8002,95.50654,79.19,0.254675,-10.92,-14.0225,-13.6825,-13.1425,-11.33,0.2,-2.42,1.8,-1.07,212.675,252.625,257.325,260.725,-0.25,0,-0.09,-0.1125,-0.01,-0.3675,-0.14,0.08,-0.25,-0.195,-1.11575,-0.723,0.037,0.96875,1.435,1.93475,2.46525,3.42575,4.3815,-0.86775,-0.32625,0.181,0.727,1.30375,1.826,2.7825,3.34375,4.5385,-1.54,-0.64325,0.055,0.4995,1.1185,1.26825,1.94,2.84525,3.80825,-1.34775,-1.14575,-0.262,0.284,1.1405,1.34175,2.6505,3.42175,4.51925,-0.874,-0.56125,0.27075,0.062,1.23625,1.479,2.48775,3.687,4.39025,-6.102,-5.014,-3.92275,-42.01
1,4.75,0.0932262017988164,-0.15493390448922,0.0818483811503406,-0.664042963235412,-1.72263939133524,0.160523060862756,-14.3267448229684,-3.80003054725797,0.393031070581449,417.346289749318,1.65068066517443,419.262111792174,1.86526354193184,417.628262353448,419.468721518039,1.8658371508683,418.512724297324,419.377300361593,1.7387714274509,419.888077957923,419.694408072853,1.87082642884023,419.671416165585,421.449383926919,1.67938231172852,418.591917613741,421.135320283851,1.76218345120708,419.963162307099,1.85212559183614,-14.8249761372413,0.0449525418767259,1.19,0.89,0.36,0.3175,0.2375,-14.9404,-15.44125,-15.0808,-13.59785,-15.4013,-17.421,-18.5608,95.443535,79.05,0.27835,-11.2,-13.59,-13.4075,-12.9325,-11.355,0.2,-2.46,1.575,-0.96,213.3,252.375,251.475,259.875,-0.24,0,-0.09,-0.1,0.0025,-0.3625,-0.19,0.08,-0.25,-0.195,-1.105,-0.72175,0.032,0.963,1.435,1.933,2.465,3.4255,4.3805,-0.86775,-0.3295,0.181,0.72625,1.3165,1.84,2.78075,3.34275,4.5375,-1.53475,-0.64775,0.054,0.4985,1.11825,1.2675,1.9395,2.8415,3.80725,-1.3735,-1.15175,-0.26275,0.2835,1.14,1.34175,2.6495,3.4165,4.519,-0.87525,-0.5645,0.26925,0.05825,1.2355,1.478,2.486,3.68025,4.38925,-6.1995,-5.0745,-3.96675,-48.11
