DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,G,SG,USTAR,H,LE,FC,SC,NEE,H2O,CO2,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,5.8,81.6,2.46775,85.8,0,0,-57.06625,-1,2.50725,270.855,328.9225,4.345,3.2833,7.1875,7.7535,8.5875,9.5,9.76,12.17,-16.72975,-4.659,0.158,-4.44,2.4642,0.136,0.025711,0.14965925,8.5088,415.8,0.648074069841,0.583095189485,0.224757869718
1,0.75,5.9,81.075,2.465,85.8,0,0,-55.0925,-1,2.5665,271,329,4.1275,3.090025,7.0375,7.56125,8.46,9.41,9.7675,12.1625,-18.62025,-4.456,0.16625,-5,2.4642,0.136,0.0258052245,0.139194,8.47075,415.8475,0.67082039325,0.5774902272645,0.227482307004
1,1.25,5.8795,81.875,2.4,85.8,0,0,-55,-1,2.5775,270,328,4.155,3.060025,6.83,7.41125,8.325,9.3075,9.77,12.1625,-18.988,-3.71675,0.162249067794,-4.543,2.4642,0.114,0.0308135,0.10794,8.31055,415.8,0.640312423743,0.5616852258045,0.209761769634
1,1.75,5.73275,82.575,2.4685,85.8,0,0,-54,-1,2.825,273.775,327.8075,4.18,2.924975,6.64,7.27,8.1675,9.2325,9.7675,12.1625,-18.9505,-3.77375,0.166,-5.55,2.568,0.139194,0.02838601425,0.14403815,8.335225,415.86,0.663324958071,0.556776436283,0.219207436005
1,2.25,5.39675,83.1,2.43525,85.8,0,0,-54,-1,2.61325,274.015,327,4.0875,2.9,6.4675,7.1175,8.075,9.165,9.755,12.1625,-19.0175,-3.21575,0.152,-4.44,2.4642,0.114,0.030055494,0.126745,8.2962,415.69,0.648074069841,0.565685424949,0.207661984966
1,2.75,5.3,83.3915,2.4,85.8,0,0,-52,-1,2.56375,275,326.91,3.8875,2.726675,6.33,6.9275,7.9585,9.0775,9.74,12.17,-18.89875,-3.2445,0.157,-4.44,2.4642,0.114,0.0258059235,0.1226265,8.30005,416.1,0.616441400297,0.561248608016,0.204939015319
1,3.25,5.306,83.575,2.44,85.8,0,0,-54,-1,2.89625,271.9925,325,3.8875,2.403325,6.1675,6.7875,7.7775,9.02,9.73,12.17,-18.86425,-2.9867,0.162249067794,-5.4,2.3965,0.114,0.024659,0.1295046324,8.32705,415.5075,0.658406840769,0.574456264654,0.219207436005
1,3.75,5.42325,84.12075,2.4475,85.7835,0,0,-52.1395,-1,2.6975,273,324.25,3.84,2.134175,5.997,6.65875,7.63525,8.94,9.7075,12.17,-18.9835,-2.827825,0.159,-4.44,2.4642,0.114,0.029065905,0.166056,8.2364,414.9,0.640312423743,0.565685424949,0.212132034356
1,4.25,5.1135,84.4,2.4575,85.77075,0,0,-48.91675,-1,2.714,273.9675,323.555,3.755,1.860025,5.9,6.47625,7.49,8.85,9.7,12.17,-19,-2.688,0.1685,-4.062,2.4642,0.114,0.033427872,0.13381355,8.15425,415.2225,0.662570321191,0.574456264654,0.2137535987875
1,4.75,5,84.9,2.4205,85.7575,0,0,-48,-1,2.647,275.0675,323,3.61,1.9125,5.7425,6.335,7.39075,8.78,9.68,12.17,-19.48625,-2.537,0.1567319188855,-4.444,3,0.139194,0.0383216955,0.173680305975,8.221425,415.52,0.65574385243,0.583095189485,0.216690834029
