DOY2,HR2,CO2,H2O,G_1_2_1,G_2_2_1,G_3_2_1,G_1_1_1,G_4_2_1,SG,USTAR,LE,H,FC,SLE,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_1_1,TS_1_3_1,TS_2_4_1,TS_2_2_1,TS_3_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_2_1,TS_4_4_1,TS_3_5_1,TS_4_2_1,TS_5_4_1,TS_4_5_1,TS_2_1_1,TS_2_3_1,TS_6_4_1
1,0.25,388.04,0.122325,-10.608,-7.43225,-10.601,-8.32805,-9.9649,-11.021,0.016377,-1.1024,-36.97,-0.0833,-0.7389,-2.7612,-66.73725,-1.43665175,-1.277636,127.657175,160.629875,-0.967978975,-0.127895425,-35.835725,-35.54975,-34.980125,65.8609325,63.7969375,0.23697075,93.2053375,-16.253475,-16.117425,-15.52715,-14.504975,-11.748475,-5.8457125,-10.422825,-10.442,-9.58052,-9.78322,-9.1748,-8.9274975,-8.28139,-6.318405,-3.24317,-12.575525,-12.562025,-12.3273,-11.1126,-9.20205,-8.43452,-11.49,-10.120775,-9.20205
1,0.75,383,0.1058,-10.8695,-7.421075,-10.62225,-8.37335,-9.93265,-11.148,0.016846,-1.847475,-37.0875,-0.10481925,-0.5889625,-2.991675,-65.3105,-2.05670475,-1.68079325,127.42345,161.1497,-0.38986985,-0.132758375,-36.137075,-35.2231,-35.19375,65.313615,63.2879575,0.34896775,93.21265,-16.2041,-16.070075,-15.59015,-14.487325,-11.75855,-5.856175,-10.45875,-10.479575,-9.577495,-9.802785,-9.195835,-8.95658,-8.28781,-6.315455,-3.267655,-12.5883,-12.574775,-12.33125,-11.1121,-9.20014,-8.44379,-11.5538,-10.1758,-9.20014
1,1.25,382.86,0.055523,-10.523,-7.379675,-10.633,-8.41865,-9.90465,-11.29725,0.023848,-1.4402,-36.726,-0.081888,-0.598875,-2.135,-64.744,-2.2606395,-1.639541,129.375425,161.0187,-0.61870255,-0.1349512,-37.4627,-35.3505,-34.940075,65.755775,63.09182,0.28242775,93.151,-16.156875,-16.023925,-15.62625,-14.490775,-11.7662,-5.86706,-10.499,-10.5275,-9.555025,-9.78108,-9.191085,-8.9742575,-8.26313,-6.30413,-3.34182,-12.605375,-12.592725,-12.3405,-11.0879,-9.18539,-8.45334,-11.58735,-10.22065,-9.18539
1,1.75,382.8525,0.03156575,-10.45075,-7.346825,-10.65325,-8.522,-9.859725,-11.3985,0.018763,-1.266775,-35.22,-0.1762975,-0.83451,-2.04615,-64.35375,-2.02032,-1.28440625,126.172175,158.2724,-0.48647175,-0.09332763,-37.557675,-35.5155,-35.42265,65.4917,62.6755675,0.19551775,93.1296625,-16.138225,-15.9829,-15.67105,-14.5264,-11.777825,-5.8797475,-10.53345,-10.560525,-9.5480725,-9.765475,-9.1878925,-9.009095,-8.2545425,-6.2977,-3.30519,-12.6277,-12.614075,-12.35415,-11.0596,-9.18355,-8.48661,-11.5994,-10.2403,-9.18355
1,2.25,382.78,0.079607,-10.41575,-7.314425,-10.6635,-8.5733,-9.821925,-11.46125,0.023573,-1.5392,-35.937,-0.16218,-0.707105,-2.1824,-64.4075,-1.77341675,-1.52674375,126.029725,157.368775,-0.6401082,-0.079812435,-38.41315,-35.564725,-35.590625,64.46455,62.7716925,0.33096025,93.0949,-16.21925,-15.945,-15.7208,-14.552875,-11.783975,-5.8874625,-10.580875,-10.607175,-9.57098,-9.775355,-9.2090925,-9.0485875,-8.25283,-6.298905,-3.34357,-12.648625,-12.635,-12.368825,-11.0348,-9.18739,-8.5006,-11.624275,-10.295325,-9.18739
1,2.75,382.89,0.1286975,-10.389,-7.298625,-10.693,-8.6195,-9.782175,-11.49975,0.014482,-0.96522,-35.215,-0.1087,-0.734385,-1.93205,-65.6475,-1.5537335,-1.4772275,125.863725,157.392325,-0.505046675,-0.095405455,-37.81125,-36.2775,-36.137925,64.63085,62.4883475,0.297029,93.0843875,-16.1676,-15.899325,-15.710575,-14.5396,-11.792475,-5.8992125,-10.612975,-10.642975,-9.5906075,-9.79252,-9.218385,-9.0694775,-8.26915,-6.2924875,-3.3500225,-12.665825,-12.652175,-12.38075,-11.0538,-9.18546,-8.52078,-11.6021,-10.325625,-9.18546
1,3.25,383.045,0.12322,-10.372,-7.277175,-10.771,-8.657275,-9.75705,-11.5235,0.0269805,-1.919,-38.08,-0.18754,-0.66095,-1.97945,-68.09475,-1.60190375,-1.2780125,124.375125,158.589275,-0.44980535,-0.08047372,-38.51355,-36.384,-35.6764,63.601275,61.7779825,0.214152,93.0694,-16.146025,-15.847875,-15.664975,-14.5166,-11.797425,-5.907545,-10.6547,-10.69025,-9.61133,-9.8042825,-9.2392075,-9.1001925,-8.283175,-6.2870025,-3.29923,-12.68865,-12.6759,-12.400875,-11.0868,-9.17226,-8.53305,-11.569325,-10.344125,-9.17226
1,3.75,383.2225,0.1416375,-10.35425,-7.259575,-10.8875,-8.695575,-9.775075,-11.53675,0.018918,-3.2053,-36.88,-0.20527,-0.623545,-1.87395,-65.791,-2.0981885,-2.203895,124.447575,157.56215,-0.494750775,-0.062511015,-37.8443,-36.843,-36.44485,63.3818225,60.83164,0.2076955,93.040425,-16.0843,-15.793475,-15.61675,-14.5028,-11.805575,-5.918925,-10.69195,-10.736825,-9.62948,-9.7767775,-9.25862,-9.1305575,-8.295195,-6.2877225,-3.29709,-12.7155,-12.691325,-12.42205,-11.144025,-9.17168,-8.5383275,-11.52755,-10.3317,-9.17168
1,4.25,383.09,0.1497775,-10.3285,-7.246575,-11.05275,-8.747,-9.786275,-11.5605,0.01596225,-1.831,-33.92025,-0.100096,-0.4267675,-2.697925,-63.16925,-1.90551925,-1.96715775,125.67885,156.96265,-0.6677067,-0.0675926375,-37.972675,-36.3565,-37.1065,63.2036025,62.3162475,0.175118,93.0195625,-16.0841,-15.737925,-15.571025,-14.488825,-11.809475,-5.9261425,-10.74365,-10.7845,-9.6519025,-9.734275,-9.2777925,-9.163115,-8.30224,-6.2856125,-3.29571,-12.72245,-12.679225,-12.4434,-11.1707,-9.15307,-8.54037,-11.5221,-10.3234,-9.15307
1,4.75,383.24,0.166845,-10.3025,-7.2285,-11.25625,-8.810225,-9.81405,-11.641,0.02045175,-2.8481,-33.378,-0.3389775,-0.445755,-2.25645,-63.6805,-2.03937375,-1.927462,125.5254,156.846725,-0.63484955,-0.09165485,-38.36045,-37.2845,-37.71505,62.0335925,62.7828425,0.218441,92.998425,-16.244725,-15.68555,-15.5255,-14.4776,-11.81525,-5.936415,-10.778275,-10.77725,-9.6752825,-9.685795,-9.30086,-9.199635,-8.31909,-6.286675,-3.34847,-12.71245,-12.671175,-12.464775,-11.1947,-9.150805,-8.539695,-11.524325,-10.30505,-9.150805
