DOY2,HR2,CO2,FC,H2O,SC,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TAU,USTAR,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,CO2_SIGMA,H2O_SIGMA
1,0.25,424.015,0.3920535,2.14938,-0.02735,-24.776075,0.296619,97.633575,80.6658,-11.38475,-11.56275,0.221568,218.476,262.16475,-53.1961,-9.9681325,-8.656425,-0.30393775,0.12144875,1.6457825,-0.1,-0.2,-0.347,0.420108746,0.017657483
1,0.75,424.495,0.27601925,2.134515,-0.034225,-22.2513,0.3900195,97.639125,81.073,-11.46425,-11.579,0.2159522975,214.96825,266.74275,-53.026025,-10.269075,-9.034075,-0.306401,0.11376975,1.73458,-0.1,-0.2,-0.307,0.369796455,0.01631742
1,1.25,424.616,0.13535325,2.14317,-0.066225,-24.73935,0.141479,97.6638,81.1,-11.479,-11.783,0.21456673,219.9535,266.98025,-45.253775,-10.459625,-9.3156075,-0.291847,0.129859,1.66778,-0.1,-0.2,-0.3,0.379784109,0.015457048
1,1.75,425.0175,0.23922675,2.0773225,-0.033525,-17.82075,0.448447,97.64605,80.95,-11.2885,-11.41725,0.2087493825,218.79175,268.473,-42.5144,-10.614075,-9.539975,-0.268974,0.1381585,1.4537425,-0.1,-0.2,-0.3,0.350238667,0.0152479185
1,2.25,425.497,0.083,2.0119975,-0.0461,-22.186825,0.3535225,97.65825,81.125,-11.4225,-11.41,0.2072816325,218.9695,264.79775,-50.798075,-10.91775,-9.255075,-0.289856,0.13746075,1.5698575,-0.1,-0.2,-0.303,0.348526112,0.0173838985
1,2.75,425.0685,0.171295,1.9706375,-0.0247,-26.4872,0.5462085,97.679925,80.95,-11.71975,-12.1275,0.1951948375,215.847,262.3325,-52.875975,-11.13915,-9.1644625,-0.347329,0.1270625,1.406985,-0.1,-0.2,-0.3,0.398547607,0.020945258
1,3.25,424.577,0.1914035,1.9530725,-0.02165,-25.21115,0.63746,97.679475,80.63345,-11.83875,-12.2225,0.18695211,218.95725,263.10525,-51.44715,-10.664025,-9.247715,-0.296458,0.146444,1.5126675,-0.1,-0.2,-0.3,0.362927837,0.01717204375
1,3.75,424.0255,0.30399925,1.9750925,-0.048225,-30.21315,-0.387819,97.65625,81.05,-12.1325,-12.263,0.195647775,223.47275,264.157,-52.946,-10.406425,-9.2077,-0.2986785,0.1403225,1.50512,-0.1,-0.2,-0.3,0.4004176335,0.0159563295
1,4.25,424.16275,0.18600325,1.9620775,-0.03505,-26.764425,0.138707,97.655975,81.374725,-12.12175,-12.26675,0.1998162725,223.1625,263.05,-51.815925,-9.9460325,-9.2799325,-0.288285,0.12902,1.3122425,-0.09925,-0.2,-0.3,0.3724941205,0.017409772
1,4.75,424.56725,0.158097,1.83403,-0.0381,-22.68735,0.1377135,97.664475,81.514225,-12.4275,-12.72125,0.2064573475,214.20675,259.8995,-49.8774,-10.335125,-9.32018,-0.31391225,0.1504565,1.2662325,-0.1,-0.2,-0.3,0.428976484,0.0151767195
