DOY2,HR2,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,LE_1_1_1,H_1_1_1,SC_1_1_1,SLE_1_1_1,SH_1_1_1,NEE,USTAR_1_1_1,PA_1_1_1,VPD_1_1_1
1,0.25,0,0.914735975,250.7641,312.579425,-43.1712675,-0.28790832,78.1606775,2.65600425,421.9469,3.660697,1.79060225,4.731487,-16.8241975,0.171571225,1.530796,-0.1986363,1.99220525,0.6446164,98.308245,2.6399615
1,0.75,0,0.952916525,243.0409,311.0538,-70.63682,-0.56245,79.51424,2.60856,417.951325,3.61703,1.73226,2.204272,-16.56349,0.2280959,1.3454135,1.17298675,1.79862375,0.5457691,98.319095,2.505445
1,1.25,0,0.863486075,229.702325,307.785775,-80.94888,-0.993883325,81.026165,2.7355615,420.179275,3.5955,1.997397,2.0961725,-15.2108,0.2574148,1.4213235,1.657054,2.140527,0.562738025,98.3156525,2.483462
1,1.75,0,0.84204165,228.7379,306.2283,-80.55128,-1.382567,83.14333,3.078399,421.703925,3.4937545,2.03711825,3.562399,-20.74066,0.1756818,1.192671,1.1826815,2.16732175,0.624310025,98.39323,2.31505825
1,2.25,0,0.8796528,226.584,304.9716,-83.14181,-1.688458,85.53333,2.988502,422.466975,3.534225,2.1941935,3.117038,-12.69219,0.1647743,1.400429,0.945959075,2.275608,0.6304777,98.37793,2.332274
1,2.75,0,0.8516111,228.809925,307.199575,-81.18856,-1.088258075,88.7374975,2.94644575,419.3181,3.71173375,2.18794925,2.487128,-16.59151,0.22950845,0.872017275,0.26793845,2.17190625,0.6246587,98.4080775,2.31901375
1,3.25,0,0.8729444,236.2124,305.0196,-69.48288,-1.691767,89.87667,2.644524,418.395,3.712937,2.033717,3.1761215,-17.822875,0.10951485,1.3872585,0.851258925,2.042571,0.5889959,98.37831,2.2382675
1,3.75,0,0.9189444,244.3635,304.8236,-43.54172,-1.762667,91.58999,2.784473,421.5589,3.608961,1.96730425,4.147084,-14.54547,0.22404815,1.6522095,1.48470475,2.07253575,0.59844785,98.46375,2.0196025
1,4.25,0,0.9616111,240.2134,304.9075,-27.612,-1.7331,92.63332,2.543954,421.239375,3.669963,1.947348,3.6763745,-11.9175375,0.3037876,1.24618775,1.0545297,2.192603,0.523007075,98.41126,1.9011995
1,4.75,0,0.814666775,247.021725,305.82075,-56.7706775,-1.49336665,93.5166775,2.66111725,420.529,3.6291865,1.83931075,2.5957345,-14.810255,0.3793626,2.251369,0.3989121,2.32417225,0.573669825,98.37669,1.74598975
1,5.25,0,0.89402775,248.1959,305.744775,-60.746795,-1.5301997475,92.9424975,3.15100325,422.09395,3.6041555,1.974444,2.7162725,-20.3875025,0.4785611,1.97830475,0.234946315,2.186509,0.5934599,98.3557375,1.676118
1,5.75,0,0.783847225,244.35485,305.140675,-49.1117875,-1.572733075,93.254175,3.0611985,422.5068,3.67255225,2.394946,7.506302,-14.64384,0.285748625,1.7052405,1.68647425,2.143158,0.588044625,98.3096775,1.534843
1,6.25,0,0.75243055,244.71724,304.8185,-7.79333165,-1.73439306,91.669338,3.0547316,421.1277,3.72992125,2.156058,2.963994,-11.79642,0.2159915,2.209243125,3.1737045,2.248943,0.632606875,98.203346,1.57223825
1,6.75,0,8.2151229125,245.07963,304.496325,30.3739012625,-1.896053045,90.084501,3.0482647,421.5382,3.582196,2.02631075,6.33012075,-5.0124465,0.5084385,2.71324575,7.032325,2.3883335,0.6337755,98.0970145,1.649459
1,7.25,0,15.677815275,245.44202,304.17415,68.541134175,-2.05771303,88.499664,3.0417978,422.3622,3.7268505,1.51321425,12.3639775,11.3643325,0.38591985,3.217248375,12.99399,1.76394975,0.62955395,97.990683,1.705266
1,7.75,0,23.1405076375,245.80441,303.851975,106.7083670875,-2.219373015,86.914827,3.0353309,422.10965,3.78463,1.0377788,14.85911,48.335855,0.44155475,3.721251,15.3977125,1.64110525,0.673909,97.8843515,1.9183255
1,8.25,60.9725375,30.6032,246.1668,303.5298,144.8756,-2.381033,85.32999,3.028864,421.148275,3.83690975,0.2785108,19.6634925,107.649175,0.2122346,4.225253625,20.88674,0.2224492,0.755423525,97.77802,2.4916045
1,8.75,121.945075,37.55733,217.04765,307.0793,205.7245,-1.6916165,78.466495,3.465299,422.5073,3.870458,-0.13749755,24.364275,175.6917,0.1017937,4.72925625,14.169165,-0.265916375,0.8191293,98.31263,2.697494
1,9.25,182.9176125,46.403925,238.81955,310.4998,274.433925,-1.1150665,73.24316,3.5744425,422.4548,3.902359,-0.5104228,25.25028,192.152125,0.338436025,5.233258875,15.1799875,-0.7494717,0.8369643,98.342595,3.204915
1,9.75,243.89015,54.5362775,230.69885,315.0629,335.488425,-0.099575,71.984575,3.681304,422.33925,3.661311,-1.62256675,31.875105,175.665625,0.2520999,5.7372615,18.130035,-1.244184,0.836215075,98.3668325,1.92060625
1,10.25,304.8626875,60.79391,250.76675,320.16215,380.8073,0.85534615,73.36269,3.7932805,419.3439,3.345131,-1.0261561,24.094205,238.11675,0.02088031,3.835956,16.839625,-1.2181441,0.93301495,98.3873025,2.285434
1,10.75,365.835225,38.8040025,256.54465,322.369275,248.16095,1.4725965,69.2651,4.010244,420.824475,3.1116315,-3.067205,26.5222325,287.2898,0.122361125,1.9346505,20.42745,-3.00463775,0.964015075,98.517645,2.572552
1,11.25,425.5599,50.7867925,246.507875,315.80505,276.576875,0.1581638,78.42007,4.11248,420.2561,3.080939,-1.74401625,23.01804,280.38275,-0.04217548,0.9672111,17.67646,-1.67106275,0.9747053,98.8593125,3.0588
1,11.75,427.038,48.88367,270.8119,315.2149,296.7292,-0.03316667,79.07592,3.410383,416.5464,2.586686,-0.6082562,28.305335,213.4599,-0.0845224,1.525364,15.32571,-0.7491485,0.9228683,98.87791,2.203993
1,12.25,402.9394,47.7951675,278.4255,317.475725,252.181425,0.529925025,80.4046625,3.780311,418.0899,3.3105665,-0.6779388,29.1694975,155.22895,0.226750475,2.208696,13.32127,-0.8768403,0.8323071,98.5812725,1.576519
