DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,NETRAD,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PPFD_IN_1_1_2,PPFD_OUT_2_1_1,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,390.9549885,3.914929875,1928.5736903,-0.68534505,-55.6424997,-78.293176125,-10.0021899,0.177560025,0.031447175,-0.53877435,0.14020175,0.03257275,4.349308975,0.0884331,100.40775,49.26,1.0468,0.1332186,7.04795005,7.266458625,7.569,7.8603,8.21,9.3425,6.6559125,6.5684,6.949325,6.8031,8.5,8.03,-96.505520175,-0.189753,-0.93985,0,-1.13852,-0.958466,-4.421954875,-0.0486525,241.88779375,322.978194125
1,0.75,393.8985055,3.9208149,1920.69044575,-1.344094625,-53.83350155,-75.903219425,-10.195578775,0.234208225,0.024716475,-0.6275476,0.13752705,0.035057325,4.54119605,0.078780125,100.39775,52.59075,0.5781,0.102938025,7.04219995,7.212375,7.539375,7.8581,8.175,9.3425,6.6273375,6.5518,6.982425,6.7863,8.5,8.022,-96.5552752,-0.189753,-0.93985,0,-1.13852,-0.878594,-4.1721374,0.07485,241.403417,324.7398104
1,1.25,388.527871875,3.93766875,1923.0339442,-1.7663013,-66.8179485,-70.61373695,-9.9688388,0.140422525,0.032008825,-0.6121147,0.1613338,0.03375485,4.56692505,0.086487775,100.35775,57.5285,0.6542,0.0722297,7.017666725,7.24481695,7.557,7.8904125,8.24275,9.36,6.57465,6.52685,6.97445,6.758,8.494,8.015,-95.37905,-0.189753,-0.93985,0,-1.311357275,-0.958466,-4.4948945,0.0261975,240.1595617,324.3223598
1,1.75,390.566547625,4.042065,1921.32224375,-2.436438875,-40.97401435,-74.733119325,-15.5765772,0.1667361,0.03302365,-0.5680519,0.1425285,0.03876525,4.192971025,0.07056005,100.293,54.0065,0.56985,0.0688964,7.01105,7.23521695,7.54425,7.8867625,8.23125,9.36,6.552025,6.5194,6.9905,6.7525,8.494,8.01,-96.900851425,-0.359353525,-0.93985,0,-1.13852,-0.798722,-4.421954875,0.02806875,239.23109575,324.794878375
1,2.25,394.206259,4.0232673,1925.2408627,-1.4707343,-48.8531746,-72.50598,-9.77101815,0.128511,0.0297945,-0.586114425,0.147276,0.03593,4.181337,0.078617675,100.30125,58.178,0.649,0.07087625,6.951375,7.2094,7.51465,7.87225,8.23125,9.35475,6.5219,6.53165,6.981775,6.764125,8.5,8.015,-97.524053375,-0.189753,-0.93985,0,-1.13852,-0.798722,-4.27789935,0,238.5563277,322.65235575
1,2.75,393.96849575,3.904756,1927.56955915,-2.056578625,-50.02794715,-73.158123,-11.1376086,0.1584805,0.0349525,-0.696340225,0.148752825,0.0396575,4.1990475,0.0734615,100.3065,57.38575,0.5247,0.08002845,6.88,7.1616,7.45105,7.86225,8.23125,9.36,6.489,6.53255,7.0227,6.745,8.49,8.015,-98.18619825,-0.189753,-0.93985,0,-1.3161011,-0.798722,-4.54412835,0.02432625,238.6895057,321.02347875
1,3.25,395.97723925,3.90383765,1923.31373175,-2.6954272,-44.39287925,-70.164027,-12.1488243,0.2363535,0.034889,-0.5924263,0.16004465,0.03493125,4.1164935,0.070068,100.3,61.689,0.16065,0.069961,6.8115336,7.13075,7.4797,7.88493365,8.2825,9.36,6.4521875,6.5301,6.926675,6.727175,8.5,8.017,-98.6488964,-0.249714375,-0.93985,0,-1.13852,-0.798722,-4.157549,-0.07485,237.41664675,322.23684425
1,3.75,396.433242125,3.6427424,1923.74289655,-1.081663575,-50.43346215,-79.481036,-19.11620945,0.1670345,0.0308315,-0.6043778,0.1630165,0.03594215,3.954479,0.078347,100.3165,59.74875,-0.1515,0.06545595,6.7666,7.087225,7.5062,7.878466675,8.228,9.36425,6.4059,6.528125,6.88485,6.7204,8.5,8.0195,-98.7344095,-0.189753,-0.93985,0,-1.315789,-0.798722,-4.5185997,-0.0486525,237.00647,322.9871787
1,4.25,394.755219975,3.507080975,1934.4517311,-2.023596,-50.17821145,-69.641265975,-15.595562125,0.17624455,0.031820625,-0.6189368,0.1431722,0.0337396,3.6855071,0.079882,100.32,60.3425,-0.0806749999999999,0.042944425,6.668925,7.043125,7.500775,7.862866675,8.2725,9.36425,6.38,6.52425,6.81775,6.7194,8.5135,8.014,-98.100106525,-0.24571695,-0.93985,0,-1.13852,-0.798722,-4.401896325,0.07485,236.3358053,322.117445425
1,4.75,395.939531625,3.582363375,1936.844886275,-1.9115791,-46.06349325,-67.132419,-17.67007925,0.1359656,0.0309832,-0.627834125,0.1487386,0.0345742,3.5154254,0.07343845,100.304,60.057,-0.1422,0.0333908,6.57525,6.9976,7.4072,7.872,8.298,9.364,6.3545,6.5256,6.68325,6.723075,8.51,8.021,-99.551599625,-0.189753,-0.94454925,0,-1.3161011,-0.958466,-4.01167,0.02432625,235.85755835,321.2275232
