DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_2_1_1,NETRAD
1,0.25,0.0384775351175843,-0.371775571950563,-4.58398608246408,-2.04952280186794,0.0371248081725146,-45.2291536173912,-9.50284117029318,0.21347830903026,403.119502896726,3.01221183290973,385.875640773316,2.12581602042894,410.753646478595,386.443582882248,2.06808132695208,411.868257357839,386.275870140586,2.00611475633214,409.601303325246,387.783163854437,1.69363214414348,411.839652819796,0.532159033230698,-13.631739988001,0.0936063666001952,0.5095,0.47875,0.26,-12.803925,-12.61395,-13.34257,-12.985575,-15.93486,80.9958495,34.821,0.19982,-14.43925,-13.641,-14.07125,0,-4.314,0.5,-0.8125,185.9625,245.5975,189.4475,246.17,-0.40075,-0.61,-0.15,-0.01,-0.16,-0.33,-0.22,-0.40025,-4.457375,-2.844275,-0.801775,-0.0527,0.998575,3.14165,4.6822,7.533125,6.874675,-4.90825,-4.80665,-1.510625,0.637025,1.74375,2.69825,4.561525,7.096975,8.326625,-4.8771,-3.4123,-1.53945,-0.173,0.741375,2.29275,3.489025,6.5829,7.90395,-5.244225,-4.11785,-1.6793,-0.5342,0.482325,1.869225,3.902225,7.288475,8.467275,-6.166175,-5.07365,-2.779975,-1.41245,-0.5683,1.821225,3.693475,9.44735,-41.6256,-42.9723,-88.7155
1,0.75,-1.07186586334017,-0.44477662407303,-13.5489789715715,-1.79375200071695,0.0385000542100123,-44.8309916854503,-8.69402192507436,0.203344335305611,403.225722422782,2.98030415547732,385.37280773341,2.06824260219432,411.483487413919,386.08135051623,2.02046000963229,411.162873122677,386.974227655423,1.91328833657205,410.209244495012,386.982476353252,1.66415519260106,412.237369898688,0.514855353448679,-13.7954531373013,0.0886313201318255,0.609,0.65,0.30975,-12.2628875,-12.746075,-12.7844025,-12.803625,-15.568615,81.01671225,35.01225,0.20561,-14.70275,-12.40375,-13.603,0,-4.2735,0.3975,-0.64425,188.9075,249.12,189.55,245.665,-0.36,-0.63,-0.16,-0.01,-0.16,-0.33,-0.22,-0.4,-4.611425,-3.0667,-0.9251,-0.0461,0.99945,3.142425,4.68275,7.532125,7.0375,-5.1821,-5.0163,-1.61085,0.620625,1.7454,2.6972,4.560525,7.0972,8.326625,-5.1078,-3.55715,-1.70215,-0.214525,0.737925,2.29185,3.486125,6.5819,7.90395,-5.433475,-4.2822,-1.76225,-0.5374,0.4776,1.867325,3.8974,7.28845,8.466275,-6.341475,-5.3286,-2.903675,-1.44705,-0.54975,1.820675,3.693475,9.4483,-43.9697,-44.389875,-90.55825
1,1.25,-0.965332595625822,-0.154537126387065,-22.513971860679,-2.76646573809585,0.0542437428426124,-50.8029388912919,-12.5470116859336,0.245619606174752,402.868706305286,2.91059713249194,384.720721721727,2.04756451141486,411.206970223629,384.84427225958,2.038592475136,411.795286786242,385.717659662486,1.89539275936024,412.062776774922,386.975196299182,1.73858006864939,411.965222614087,0.73934496092807,-13.4850411709792,0.0709472502075375,0.507,0.4795,0.25,-11.98902,-12.76165,-12.574615,-13.2520375,-15.31212,81.0336265,34.16175,0.23324,-14.43825,-11.7875,-14.39075,0,-4.544,0.4,-0.761,188.56,249.3475,189.8725,244.9725,-0.4,-0.62,-0.15,-0.01,-0.16,-0.33,-0.22,-0.4,-4.913325,-3.31905,-0.99985,-0.046375,1.000875,3.142975,4.6833,7.5321,6.84975,-5.433075,-5.22485,-1.70725,0.594225,1.742225,2.697625,4.559525,7.096975,8.325625,-5.3836,-3.817675,-1.8436,-0.2718,0.735025,2.291925,3.486075,6.5809,7.9018,-5.534225,-4.38665,-1.836375,-0.548175,0.473075,1.86555,3.894525,7.287475,8.466275,-6.40865,-5.573475,-3.03015,-1.482,-0.5507,1.82035,3.694,9.447775,-45.42125,-50.582,-91.136
1,1.75,-0.130082457443488,-0.243611059757345,-2.03977524676743,-3.09769610310606,0.0468452916813951,-39.1545736648173,-12.6415596688993,0.268366126249635,402.609059217345,2.90895938427396,385.337913972379,2.09754505963552,411.170382643967,385.802862784919,2.07704890410621,411.260198915821,386.008787195992,1.84645078633193,411.614623255937,387.529441937617,1.52662765922284,411.609887262576,0.649893721977365,-12.7942666645722,0.0632670316854688,0.509,0.479,0.23,-11.8962575,-12.309225,-12.60585,-13.02275,-15.16153,81.0325085,36.312,0.26487,-14.552,-12.46,-14.41575,0,-4.4055,0.3975,-0.73,188.475,248.4325,188.9,244.0925,-0.401,-0.62,-0.15025,-0.02,-0.17,-0.33,-0.22,-0.4,-5.2375,-3.61165,-1.02995,-0.05835,1.002075,3.14385,4.68285,7.531125,6.7759,-5.712925,-5.40385,-1.805825,0.56755,1.737875,2.69705,4.558525,7.095975,8.324625,-5.5485,-4.103625,-1.971775,-0.339925,0.7309,2.292,3.482175,6.5799,7.9018,-5.648275,-4.534125,-1.9036,-0.57415,0.469025,1.86445,3.892625,7.28745,8.465275,-6.459375,-5.795025,-3.0996,-1.517575,-0.55,1.820025,3.69395,9.447775,-44.338375,-57.1804,-88.918
1,2.25,-0.050174054120858,-0.232331019069572,-6.98961281026297,-1.12296946530261,0.0502712899931685,-34.8603050358108,-11.4241057007434,0.214591538246409,402.974797296764,2.75964966245631,385.370555731861,1.78289908267078,410.835479663108,385.69253674334,1.78932163721182,411.540029295304,386.152752728824,1.704159994264,412.45645472754,387.166447309613,1.59397658007318,411.556958494358,0.552662471437933,-14.2888127065686,0.146374986146686,0.48925,0.4185,0.2495,-13.081145,-13.1737,-13.538165,-12.6499,-15.32386,81.055592,38.18075,0.23053,-14.4565,-12.38725,-14.291,0,-4.44625,0.5,-1.0355,187.89,247.655,189.39,242.2725,-0.37,-0.62,-0.14025,-0.01025,-0.17,-0.33,-0.22,-0.4,-5.522725,-3.889325,-1.0571,-0.070325,1.0015,3.145725,4.681625,7.528375,6.5895,-5.969575,-5.599425,-1.916225,0.536425,1.730975,2.69695,4.5565,7.094975,8.3241,-5.651975,-4.2753,-2.09435,-0.417025,0.727,2.296875,3.4782,6.578375,7.9018,-5.68455,-4.620775,-1.96875,-0.602925,0.4638,1.86365,3.888775,7.286475,8.464275,-6.7392,-6.003575,-3.26105,-1.55285,-0.54535,1.8197,3.69295,9.447775,-46.46715,-58.7065,-91.22875
1,2.75,0.0297343492017715,-0.175141622397838,-11.9394503737585,-1.28027422650074,0.0449287096311534,-43.7300738770759,-13.7725274376524,0.188010148806885,402.429846708165,2.61684950186716,385.671557767242,1.76237075336754,410.836746353316,386.152465140345,1.75773246309209,410.797996496195,386.347059681665,1.69890190485688,410.842434351786,387.277351893928,1.48704162746064,411.480819612951,0.517356000529461,-13.7134456894518,0.0607676755511666,0.53475,0.45925,0.28,-11.8410825,-13.803575,-12.53847,-12.23296,-15.93777,81.002945,36.8275,0.20905,-13.88325,-12.68025,-14.4105,0,-4.185,0.2975,-0.707,188.3475,247.28,190.3825,244.265,-0.37025,-0.62,-0.15,-0.01,-0.16,-0.33,-0.22,-0.4,-5.76795,-4.146875,-1.1281,-0.083275,1.002375,3.145725,4.682175,7.529125,6.54135,-6.188025,-5.7795,-2.028575,0.504025,1.72235,2.6969,4.5555,7.093975,8.323625,-5.849425,-4.43975,-2.21515,-0.503025,0.7221,2.30175,3.4762,6.577375,7.901775,-5.749075,-4.695675,-2.063075,-0.629425,0.45825,1.863825,3.885875,7.28645,8.46425,-6.886175,-6.185125,-3.440125,-1.588275,-0.5625,1.81915,3.69295,9.4473,-46.626475,-60.4185,-91.645
1,3.25,0.0357306440352942,-0.205792889858682,-3.2477728629903,-1.11994810435747,0.0446407792713574,-42.2208216724947,-7.9267274691504,0.242905186974517,402.772690865151,2.69149690044823,384.964652878285,1.7658806817765,411.51756273004,385.873120342369,1.71223181919297,411.210674579883,386.674522377363,1.66014600166371,410.758775420538,388.233860314108,1.42363509451803,412.083141299555,0.553087766655534,-13.7698715537543,0.117101985406955,0.539,0.41,0.2395,-11.99016,-13.94875,-12.29264,-12.6488,-15.48204,80.985645,37.5345,0.1999625,-14.75475,-12.90075,-14.3405,0,-4.24575,0.4,-0.6685,188.25,244.9,189.8875,242.69,-0.36025,-0.63025,-0.15025,-0.01,-0.17,-0.32,-0.22,-0.4,-5.9744,-4.367825,-1.168575,-0.1236,1.00435,3.14495,4.6825,7.5291,6.5137,-6.378375,-5.948275,-2.1399,0.471425,1.71255,2.696425,4.56985,7.0942,8.322625,-6.101075,-4.6384,-2.344675,-0.594,0.716425,2.307625,3.474325,6.576375,7.901775,-5.9441,-4.78245,-2.214225,-0.654875,0.4519,1.862575,3.883,7.28645,8.463275,-7.073925,-6.3581,-3.568525,-1.648175,-0.5753,1.818825,3.6929,9.44735,-46.5005,-56.721375,-90.3725
1,3.75,-0.190778222256935,-0.233090213249604,-0.510112903252364,-1.76518081175053,0.0596347924747405,-42.2995393890656,-12.152703991782,0.210158397349559,402.658875030241,2.80494056150993,385.265382044927,1.75462341599723,410.991153821771,386.332000710728,1.72429428831584,411.004153826991,385.995210554448,1.61630816443758,411.457056984281,387.607536159952,1.59626271816301,411.359701687548,0.52730340742286,-12.983744330123,0.112761938482067,0.51475,0.525,0.2995,-12.02841,-13.946125,-12.211835,-12.64288,-15.51572,80.93007,40.79875,0.263875,-14.95375,-13.0465,-14.509,0,-4.3725,0.4,-0.5455,185.0525,245.0825,190.095,241.8125,-0.3805,-0.63,-0.15,-0.02,-0.17,-0.32,-0.22,-0.4,-6.16335,-4.58015,-1.217375,-0.163075,1.002125,3.147725,4.68305,7.52725,6.589275,-6.578875,-6.10215,-2.247225,0.44145,1.7023,2.697325,4.6001,7.09375,8.3221,-6.2451,-4.82655,-2.473125,-0.688925,0.71075,2.3125,3.4715,6.57585,7.901775,-6.11575,-4.926175,-2.2855,-0.675075,0.444225,1.862525,3.880125,7.28545,8.462275,-7.2988,-6.514025,-3.6969,-1.75105,-0.59305,1.8185,3.6929,9.44535,-45.7045,-48.587575,-92.88625
1,4.25,0.0432902079844991,-0.188166994049237,-7.88199213960503,-1.53129041006923,0.0435183734412298,-56.3485041744742,-10.5811542424861,0.199797260816281,402.763309419058,2.77905634853586,385.802390816385,1.80248205434176,410.839085381032,386.039576861899,1.7923083935096,410.636346072264,386.499599450489,1.67396182443098,410.756472399874,387.44820406846,1.38216288562095,411.10697774181,0.499038574477582,-15.2360517654176,0.120065184009858,0.447,0.407,0.2995,-13.16408,-14.399425,-12.61874,-12.6976925,-16.1484875,80.8798405,39.414,0.20075,-15.69825,-13.062,-15.48275,0,-4.464,0.4975,-0.6035,184.48,244.1725,189.7925,240.44,-0.37025,-0.62,-0.15,-0.02025,-0.16,-0.32,-0.22,-0.4,-6.32385,-4.792675,-1.2708,-0.1779,0.998275,3.14905,4.686075,7.492,6.6256,-6.79925,-6.265225,-2.35065,0.40095,1.69005,2.698325,4.59315,7.09375,8.3211,-6.40715,-4.969975,-2.59095,-0.781225,0.710825,2.317375,3.468625,6.575375,7.9059,-6.3223,-5.021275,-2.357775,-0.6927,0.4359,1.86295,3.87725,7.28545,8.462275,-7.54395,-6.666875,-3.82235,-1.812325,-0.6069,1.81795,3.693375,9.4454,-46.9751,-53.2647,-89.418
1,4.75,-0.217548924593571,-0.24053709544805,0.671968064061748,-2.15702563398019,0.0574292589834489,-57.7016950919717,-13.7764552700604,0.221343087378871,402.779594292916,2.6349206313073,387.998839988555,1.847985505355,410.947549664756,388.170646853684,1.79064097542886,410.578417810293,388.178139692375,1.66243027975848,410.698058770487,388.307199463458,1.52752498463239,411.131276042943,0.507289595678138,-15.1265475505347,0.080601248596416,0.42,0.46925,0.2495,-12.6074175,-14.44445,-12.16182,-12.3852775,-14.593275,80.8637845,39.957,0.17137,-15.284,-12.5665,-14.83475,0,-4.21025,0.4,-0.545,184.995,244.5875,191.84,240.36,-0.36,-0.62,-0.14025,-0.01,-0.16025,-0.33,-0.22,-0.4,-6.514875,-5.010275,-1.3216,-0.26,0.992825,3.15015,4.68415,7.5271,6.515475,-6.978975,-6.438375,-2.447275,0.332525,1.6758,2.6998,4.59015,7.0922,8.320625,-6.53535,-5.1089,-2.70485,-0.83945,0.710675,2.3225,3.467675,6.574375,7.90395,-6.58265,-5.160725,-2.432975,-0.7108,0.434125,1.865925,3.87535,7.28445,8.461275,-7.72945,-6.83705,-3.946825,-1.875625,-0.632725,1.8162,3.69285,9.44445,-46.6725,-53.4731,-91.47625
