DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_5_2,CO2_1_6_2,CO2_1_6_3
1,0.25,1.73874864320008,3.64434592907524,0.100866130663475,0.394924899569306,-0.786176732324948,1.39917982552755,-9.60473553812534,0.130152053783672,-20.1652548281828,-9.79527580070343,0.351098298410164,1.41,1.01,0.3,0.21,0.11,3.3513,2.7255,3.18165,3.141475,2.442575,2.0399,0.06285,101.410335,56.13,1.32665,2.605,4.0975,2.27,2.17,1.68,0.2,-4.23,1.1,0.17,252.175,327.9,290.55,318.8,-0.23,-0.02,-0.0925,0.18,-0.06,-0.05,-0.35,-0.1025,-0.07,0.36,8.558,8.5655,9.996,9.644,10.827,12.672,12.869,14.6615,10.33925,11.027,11.397,11.67325,11.69875,12.5835,12.098,12.645,14.59375,9.61025,10.236,10.78525,10.994,11.4775,11.54625,13.2915,14.52025,10.759,11.111,11.377,11.95,12.091,12.271,12.542,13.037,13.828,6.1125,8.58975,8.956,9.5255,11.46075,12.084,14.3595,16.164,-13.62375,-20.897,-17.1235,-81.8375,4.13547658736621,5.33728445924923,5.39129172796617,5.42247579521492,5.87925204323464,6.12353698084495,6.28482543540475,417.927894894457,421.567298108323,422.765512946078,422.430930629028,422.281455983358,422.455526365288,422.82570591167,423.074209106433,423.474440402316,424.307641476064,424.502218954726
1,0.75,1.76419611405491,3.16959275958547,0.101242890286624,0.508396785160956,-0.244602744257291,0.4328674444503,-3.3929632412266,0.124752862839954,-21.2422532870964,-10.0140998396117,0.335717455007615,1.42,1,0.2825,0.22,0.09,2.9283,2.455,2.78635,2.725825,2.3637,2.1461,-0.609825,101.388205,57.75,1.34135,2.4175,4.03,2.3,2.02,1.405,0.1,-4.19,1.1,0.16,251,327.2,289.2,318.15,-0.23,-0.01,-0.1,0.18,-0.06,-0.05,-0.35,-0.1025,-0.07,0.36,8.5,8.5265,9.99,9.6125,10.818,12.687,12.877,14.6565,10.345,11.029,11.391,11.66925,11.6975,12.5405,12.106,12.647,14.59175,9.54225,10.168,10.7525,10.993,11.4815,11.5445,13.3135,14.52375,10.757,11.07,11.335,11.98,12.067,12.268,12.544,13.031,13.821,6.0215,8.50275,8.95,9.5255,11.4575,12.081,14.3565,16.16225,-13.32775,-20.31125,-17.414,-80.7675,4.0910900432495,5.62641998184086,5.42388440563137,5.66092894532856,5.81448967087337,6.39348526643394,6.43558514806158,418.283950715903,421.987932565602,420.314427520882,421.625786607738,420.666842586776,422.347835419793,422.364862635365,423.610363907404,422.932585421415,425.37905003224,422.656009047117
1,1.25,1.66743021003245,2.91739192309895,0.0860191116116035,0.423089654573185,-0.640868866294332,0.783758119591819,-7.33535750504899,0.119824643719079,-17.4746594797145,-7.03425962209718,0.309506400802545,1.4,0.98,0.29,0.2,0.0925,2.7746,1.97675,2.4491,2.54635,2.181625,1.9715,-0.794375,101.37875,60.3575,1.340325,2.115,3.92,2.135,1.86,1.285,0.2,-4.09,1.1,0.18,251.1,325.4,288.5,318.05,-0.23,-0.01,-0.1,0.18,-0.05,-0.05,-0.35,-0.1075,-0.075,0.35,8.437,8.4785,9.969,9.579,10.812,12.68,12.877,14.65975,10.331,10.995,11.377,11.6555,11.69725,12.527,12.1105,12.649,14.58825,9.46925,10.117,10.67,10.99375,11.4445,11.543,13.31175,14.50325,10.727,11.054,11.334,11.904,12.0605,12.231,12.529,13.011,13.83,5.941,8.417,8.944,9.5245,11.45575,12.079,14.35375,16.161,-16.76625,-21.5285,-18.664,-78.885,4.07207450196304,5.5859507594815,5.36503586846706,5.66900707597264,5.69451025745999,6.42389342299174,6.2182527608777,418.821561981414,421.831938964098,422.440108365627,422.081755931126,422.256597243628,422.349299883597,422.262141090399,423.815394702987,424.016903856731,425.466753464962,425.301246103564
1,1.75,1.74115765303061,2.86146264921442,0.092428120945317,0.406008843305086,-1.36582506073092,1.84427800487935,-8.29651493091365,0.111757866173047,-17.7743924401371,-8.23591611160941,0.325118864978291,1.41,0.955,0.3,0.22,0.1,2.5021,1.74025,2.10035,2.198875,2.059475,1.7538,-0.858475,101.38184,61.68,1.21185,2.1275,3.6325,2,1.7,1.19,0.1,-4.03,1.1,0.18,249.25,324.7,288.45,317.4,-0.23,-0.01,-0.1,0.19,-0.05,-0.06,-0.35,-0.105,-0.075,0.34,8.383,8.425,9.953,9.5345,10.815,12.673,12.8625,14.66525,10.32775,10.98,11.348,11.661,11.69725,12.5275,12.12275,12.632,14.5855,9.418,10.0485,10.688,10.974,11.4165,11.542,13.31125,14.49775,10.705,11.053,11.333,11.946,12.1265,12.234,12.524,13.003,13.813,5.9125,8.37925,8.928,9.5235,11.45325,12.075,14.3505,16.15925,-15.11,-21.009,-18.125,-79.2325,4.05373657331802,5.63423854360579,5.65608172041551,5.91929895520063,5.68746460245519,6.19801746646151,6.13867173792301,418.554751720226,423.658696472892,421.264722585331,423.340301080947,420.608777414868,423.621956131114,423.376519877275,423.821530807327,424.77827588503,427.251884951897,424.294681524001
1,2.25,1.67390591318942,2.66872769597688,0.0980551100834886,0.501736971907122,-0.154493811423712,1.12522773231661,-0.115819916102282,0.120948137937322,-18.7958423225335,-8.86180702057264,0.342135457320229,1.43,1.015,0.32,0.24,0.1,2.352875,1.5685,1.95745,1.90375,1.9697,1.696,-0.859375,101.3885675,62.63,1.09125,2.0975,3.785,2.0425,1.62,1.08,0.2,-4.0575,1.1,0.1925,249.6,323.925,288.45,315.35,-0.23,0,-0.1,0.18,-0.05,-0.06,-0.35,-0.085,-0.08,0.335,8.387,8.407,9.953,9.51,10.794,12.661,12.8445,14.652,10.32775,10.945,11.3335,11.62975,11.696,12.5005,12.12375,12.649,14.5885,9.3605,9.96775,10.628,10.9775,11.44475,11.54025,13.3015,14.489,10.692,11.04,11.331,11.863,12.1035,12.204,12.49,13,13.795,5.8845,8.37225,8.87,9.5225,11.45125,12.072,14.34775,16.158,-14.817,-21.1795,-18.2855,-78.48,4.13940089212403,5.58344524731231,5.55507713506973,5.79776722026521,5.67873672381914,6.41883238282222,6.02942233151392,419.143825993864,423.279606407136,422.868833439386,423.563309116512,423.864296603006,423.24526386944,422.807131406607,424.518070607829,424.527286060605,426.102888742789,424.429294984034
1,2.75,1.60358207122145,2.44861108227929,0.0891166586433883,0.57355242828025,-0.0917302489210351,1.33740791116792,-1.69860670845537,0.125449854564037,-18.8772823328781,-7.85952895707944,0.33633451618569,1.355,0.99,0.3,0.24,0.11,2.24715,1.427,1.7467,1.752425,1.8723,1.395875,-0.9722,101.385015,63.21,1.129,2.17,3.68,1.925,1.51,0.99,0.1,-3.965,1.08,0.22,249.6,322.65,288.5,315.55,-0.23,-0.0075,-0.1025,0.18,-0.05,-0.06,-0.35,-0.085,-0.08,0.33,8.336,8.398,9.95,9.4915,10.787,12.657,12.8475,14.65525,10.30075,10.956,11.33325,11.63,11.68825,12.464,12.1315,12.618,14.581,9.32875,9.90525,10.60875,10.97525,11.4595,11.5395,13.29425,14.48825,10.683,11.049,11.319,11.888,12.04175,12.21,12.466,12.976,13.785,5.846,8.36625,8.859,9.5215,11.448,12.068,14.34475,16.15625,-15.282,-20.9035,-18.97475,-77.84,4.1776542201772,5.76370934015375,5.75485039969252,5.85166173333071,5.70250394882921,6.71906339522436,6.17704369912932,419.044112080045,424.506267891809,421.583609078173,424.05865800844,420.426054861295,424.56909590572,423.881399907688,424.579723961176,424.304267789502,426.439399292289,423.690881888508
1,3.25,1.71817375699451,2.29764737016944,0.0926717015247501,0.531143550398822,-0.0289666864183585,2.71767104196388,-3.28139350080847,0.134544757697388,-17.0951026021516,-9.42698209074582,0.318821376159445,1.4225,1.06,0.31,0.24,0.1025,2.090525,1.29,1.4818,1.5992,1.854,1.069075,-1.09765,101.3825925,63.46,1.2001,2.0625,3.53,1.89,1.54,0.9575,0.2,-3.8575,1.06,0.19,249.6,322.25,288.15,315.3,-0.23,-0.01,-0.095,0.18,-0.05,-0.03,-0.35,-0.11,-0.08,0.33,8.283,8.3925,9.941,9.4765,10.781,12.648,12.8425,14.6535,10.27975,10.951,11.30525,11.62,11.67375,12.4455,12.15425,12.613,14.5835,9.294,9.866,10.6145,10.961,11.44375,11.53725,13.28925,14.49425,10.659,11.024,11.323,11.852,12.03825,12.199,12.457,12.967,13.781,5.7865,8.3605,8.82,9.5205,11.4445,12.065,14.34175,16.15425,-16.99225,-21.652,-19.40825,-76.64,4.12202516539049,5.63784414306683,5.69231440575716,5.89417745037668,5.66118574185411,6.12850612071457,6.04911529730728,418.850877248546,423.927628457463,422.429671771423,422.977052181532,423.536598637901,423.336643258496,423.668932758453,423.556047667354,423.303368770906,425.049888783412,422.098902031775
1,3.75,1.53787673292185,1.92195269582328,0.0882413225050313,0.38866902891873,0.0337968760843181,2.43684768044356,-4.86418029316156,0.120019123359753,-19.9287842111784,-9.6360718246447,0.321786049912464,1.33,0.9875,0.32,0.25,0.11,1.6788,1.01775,1.24575,1.348425,1.5246,0.9128,-1.3207,101.3691925,66.305,1.013125,1.7975,3.395,1.69,1.58,0.83,0.1,-3.9425,1.04,0.2,249,321.2,287.8,315.3,-0.23,-0.01,-0.1025,0.18,-0.05,-0.03,-0.35,-0.11,-0.08,0.33,8.25,8.399,9.932,9.463,10.77,12.684,12.834,14.647,10.2655,10.949,11.29575,11.5855,11.6655,12.427,12.145,12.635,14.554,9.2715,9.8315,10.62475,10.9575,11.43475,11.535,13.28675,14.5015,10.645,11.046,11.306,11.834,12.04575,12.202,12.457,12.97,13.782,5.7315,8.32175,8.767,9.518,11.4415,12.062,14.3395,16.153,-16.834,-22.99675,-19.594,-77.26,4.17785002449205,5.78141579781152,5.81003741860507,5.94247752469131,5.58372137580573,6.13007311928928,6.22699297868428,418.898217479796,423.48433027662,422.831433391958,423.284499137302,420.387683369431,423.091217359401,423.654406047548,423.545772123717,422.386990294765,425.011594498329,423.228343913948
1,4.25,1.51602541835486,1.58038051199748,0.092323680468285,0.38927380591153,-0.274060123725716,0.342627800400689,-7.25564943293007,0.124534322895473,-19.8477109478889,-10.6214743871455,0.321031637432996,1.3025,0.9825,0.32,0.24,0.1,1.4602,0.77625,1.0201,1.1736,1.682725,0.9132,-1.316575,101.385195,67.01,0.911975,1.56,3.26,1.5125,1.55,0.625,0.2,-3.915,1.02,0.1825,249.1,320.125,286.95,314.6,-0.23,-0.01,-0.1025,0.18,-0.0575,-0.04,-0.36,-0.12,-0.08,0.33,8.22,8.416,9.918,9.4535,10.823,12.683,12.841,14.63975,10.20225,10.888,11.26325,11.58175,11.63,12.4125,12.14175,12.644,14.55175,9.24925,9.77975,10.623,10.93775,11.40425,11.53425,13.2745,14.49825,10.668,11.022,11.28,11.829,12.05,12.174,12.461,12.952,13.774,5.682,8.2695,8.712,9.5155,11.438,12.058,14.33575,16.15125,-17.0775,-22.94125,-20.3175,-77.29,3.96176822937287,5.78084133864297,5.84839309105693,6.02109633836083,5.77987410045109,6.32591909158486,6.34751230039705,419.019952730708,423.704507751293,421.832646159268,423.657584679446,421.179618366694,423.774330671819,422.605060279206,424.053054560555,423.871240485672,425.453845062809,422.577448379599
1,4.75,1.49951665242574,1.35962915963478,0.0882982606173476,0.465663844060145,-0.354336008591678,0.78939584885443,-5.31726121836473,0.133687222519315,-18.9496111950054,-8.15500458940959,0.354821610342006,1.3425,1.04,0.31,0.24,0.11,1.151725,0.52075,0.670625,0.96755,1.4923,0.4354,-1.326725,101.41081,67.9375,0.7263,1.35,3.095,1.39,1.32,0.65,0.1,-3.9275,1,0.2125,250.5,319.05,287.3,314,-0.23,-0.02,-0.1025,0.18,-0.05,-0.05,-0.35,-0.1025,-0.08,0.32,8.211,8.4345,9.904,9.4595,10.819,12.709,12.844,14.6385,10.15525,10.887,11.23275,11.569,11.60825,12.404,12.14125,12.629,14.542,9.28575,9.788,10.5795,10.94525,11.408,11.53275,13.26575,14.4745,10.663,10.945,11.261,11.831,12.03125,12.163,12.47,12.945,13.763,5.6485,8.23225,8.663,9.514,11.43475,12.055,14.33375,16.15,-17.31625,-23.1375,-19.988,-77.8,3.91228033534413,5.37544903458141,5.53093393170522,5.87319858335049,5.72802342026039,6.41325229092834,5.94833404685433,419.689125981117,424.373237851035,424.552053234318,424.181427534296,424.040144891111,424.376057314594,424.213200274953,424.865900607933,425.407670794048,427.030621760539,425.826700889859
