DOY2,HR2,FC,CO2,SC,H,LE,H2O,SH,SLE,G_1_1_1,G_2_1_1,WS,USTAR,PA_1_1_1,RH_1_1_1,VPD,TA_1_1_1,TA_1_1_2,TA_1_1_3,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,SW_IN,SW_OUT,LW_IN,LW_OUT,NEE
1,5.25,0.353905,434.04,0.076125,0.82125,2.8887,2.597425,0.1343,0.015475,-2.8828635,-4.87285,1.194261,0.1390825,98.57631,72.64709,1.735365,-14.71908,-3.860241,-12.41547975,-2.2153,-1.87175,-1.39315,-1.241689,-0.4641375,0.338745,1.33945,3.3989495,0.1361073,1.154757,237.50205,242.8862,0.30318625
1,5.75,0.23826,433.4925,0.04825,0.170525,1.5166,2.672075,-0.04371,0.0293,-2.925063,-4.8599,1.3736725,0.12656,98.591175,72.788295,1.5847275,-14.629465,-5.4765585,-12.26199975,-2.22295,-1.87925,-1.3955,-1.13178025,-0.4769775,0.339005,1.3228,3.3542595,0.23054435,1.013686,236.36595,246.42795,0.25477
1,6.25,0.23674,434.1225,0.038825,2.39115,2.431375,2.4237,0.1849875,0.0271,-2.91836825,-4.817125,1.28545,0.1528025,98.58326,72.780965,1.671765,-14.68862,-5.6076965,-10.608,-2.22545,-1.8762,-1.39098175,-1.151286,-0.47792,0.33279,1.31375,3.322225,0.0479048,1.100009,236.8014,250.9275,0.3761375
1,6.75,0.17283,434.2425,0.012575,0.984475,2.378075,2.7832,0.4699725,0.1701525,-2.93893025,-4.7809,1.369961,0.150885,98.547405,73.2729325,1.87385,-14.515605,-5.4161605,-10.5429615,-2.231575,-1.8821,-1.37287075,-1.166689,-0.4771825,0.3378425,1.30018775,3.331225,0.069163795,1.01024525,237.5217,252.139725,0.323811666666667
1,7.25,0.41679,435.3425,0.053725,0.993275,5.187425,2.875175,0.7211725,0.1167425,-2.852727,-4.66987275,1.376172,0.204115,98.52449,72.21949,1.964425,-14.38402,-5.44690925,-7.92050075,-2.2343,-1.8805,-1.3609,-1.202231,-0.47196,0.33501,1.3263,3.3336,0.21455715,1.0938425,238.719,252.8982,0.271485833333333
1,7.75,0.570155,437.645,0.1102,-0.0623,4.048975,2.804325,0.1548075,0.0337,-2.858572,-4.583336,1.5772555,0.164895,98.526035,71.89635,1.89815,-14.331315,-3.19717525,-7.168508,-2.2436,-1.8934,-1.3925,-1.1450685,-0.48045,0.33565,1.3254,3.3346,0.2670379,0.9873522,241.0081,254.3179,0.21916
1,8.25,0.2726525,437.8325,0.107935,0.686125,3.80899,2.87365,0.1582125,0.034175,-3.067685,-4.435584,1.58244725,0.1796375,98.3318175,72.36168,1.88845,-13.4311425,-4.47930575,-5.602768,-2.0731,-1.76575,-1.347847,-1.153941,-0.47785,0.340315,1.3411155,3.3796705,0.21845029,1.074013,246.4293,255.98525,0.2600945
1,8.75,0.25678,453.06,0.08405,1.09045,0.97687,1.14025,0.135665,0.0126,-3.0887805,-4.463914,1.500489,0.118125,98.37687,72.12894,0.383585,-13.0002,-4.613016,-5.645306,-2.07045,-1.7613455,-1.3565745,-1.223645,-0.4729392,0.34719,1.3424,3.3732,0.03889831825,1.0851505,248.4696,256.0981,0.301029
1,9.25,0.1958475,456.685,0.10845,1.4714,1.62125,1.1341,0.958575,0.0745,-3.72357625,-4.3220135,1.5663665,0.12092,98.215,71.86018,0.38886,-8.95722,-4.186456,-4.952887,-2.049337,-1.837656,-1.393,-1.31828675,-0.47374,0.35609,1.332,3.3934,0.4022327,1.434952,250.732,254.7367,0.3419635
1,9.75,0.19264,448.0575,0.038525,3.82885,1.4192,1.16765,1.64482,0.2067625,-3.736314,-4.397479,1.641272,0.12065,98.237,72.83305,0.421855,-9.21107,-4.035074,-3.9075,-2.125221,-1.8947,-1.395,-1.3831585,-0.481865175,0.35462,1.3559,3.383,2.59757725,4.502591,242.0353,255.3483,0.382898
1,10.25,0.3076575,433.59,0.033,4.8165,1.8255,1.1034,2.513,0.1603875,-3.4811455,-4.397,1.67147225,0.13755,98.2645,71.405015,0.44604,-7.0651575,-3.793119,-3.5847895,-2.029134,-1.76085,-1.3119585,-1.367511,-0.4748,0.364205,1.3707,3.377,10.64203,12.36379,246.91395,265.06655,0.4238325
1,10.75,0.3153075,425.5075,0.0212,5.05775,1.656275,1.12325,2.241,0.2270375,-2.9809445,-4.5234,1.9175,0.1400925,99.99459,71.217085,0.4505625,-14.72302,-2.997434,-4.4901245,-2.22995,-1.9021,-1.411575,-1.325239,-0.48463,0.3316075,1.315475,3.306,47.3058525,39.5933975,240.52925,250.574325,0.3230825
1,11.25,0.206665,419.54,0.01575,5.9345,1.986575,1.2155,1.66935,0.11102,-3.277402,-4.745055,1.8041,0.13296,100.17595,70.591635,0.69835,-15.83552,-1.7986155,-13.046923,-2.309856,-1.9697,-1.47905,18.1945025,-0.5338154,0.2667225,1.193775,3.21178875,79.8065125,64.1716475,239.9591,242.8063,0.2290875
1,11.75,0.3810075,417.3625,0.0266,6.96795,1.2417,1.757325,1.8537,0.1026,-3.2815215,-4.581514,1.723439,0.129575,100.0144,70.7624425,0.777745,-15.3543425,-0.3616854,-14.4725,-2.32423025,-2.0209,-1.5178,17.8414,-0.5695,0.207815,1.128025,3.1957565,89.464865,75.722495,241.350625,241.352,0.3798825
1,12.25,0.10847,416.25,0.022875,4.6672,1.9033,1.7801,1.4045,0.1108875,-3.28496,-4.577153,1.6153665,0.14653,99.890445,70.65471,0.7847,-14.63922,-0.01626985,-11.9483075,-2.3346985,-2.020075,-1.52369025,20.62202,-0.5649875,0.183625,1.1209,3.19078575,116.073025,93.0350425,244.99925,242.485125,0.14598
1,12.75,0.187225,417.13,0.0236,6.8352,1.6132,1.8558,1.521,0.17238,-3.37358725,-4.6092,1.773256,0.15249,99.854835,70.462715,0.96569,-12.945785,0.560929515,-12.444475,-2.3544,-2.0215,-1.512,20.8417125,-0.55912415,0.163143,1.116901,3.16855,118.295,95.89669,243.74985,245.2761,0.20373
1,13.25,0.4984575,418.75,0.0361,0.21065,6.730375,2.6619,1.4295,0.19765,-3.36599325,-4.57746025,1.71200525,0.2116675,99.8592125,70.596075,2.523325,-13.315,2.3931165,-13.147,-2.36795,-2.021561,-1.5224005,18.031155,-0.5487965,0.18777,1.1361995,3.144413,123.3418,95.55584,242.7064,245.3277,0.1493675
1,13.75,0.4151875,417.26,0.044975,0.839475,6.3937,2.80265,1.550625,0.423325,-3.3562065,-4.723553,1.824978,0.1954925,99.76263,70.653165,2.79,-12.92843,2.70166375,-11.8983,-2.3286,-2.0239,-1.5436855,20.758245,-0.5401477,0.1984265,1.191985,3.2181655,109.64685,88.922595,244.8658,246.23305,0.16425
1,14.25,0.5920175,418.7825,0.000175,-0.649675,6.44955,2.799725,1.3669,0.3290475,-3.2455655,-4.495952,1.862,0.1953825,99.82236,70.74081,2.8072,-12.00291,3.99338,-11.396615,-2.31765,-1.9713,-1.544762,19.92406,-0.5369753,0.229105,1.1956955,3.2351395,106.2243,89.076915,248.3888,247.1292,0.21747
1,14.75,0.59503,419.4675,0.010285,-3.6727,4.72075,2.750825,0.3343225,0.1044025,-3.1505105,-4.45905,1.6420445,0.2026725,99.79684,71.2604275,2.9323,-11.277695,5.145539,-10.9717,-2.2768,-1.95566225,-1.509425,19.344255,-0.51845,0.2438215,1.21761,3.26164225,85.08312,70.0798525,248.898375,247.435525,0.11817
1,15.25,0.5820725,420.2225,0.03,-1.06845,5.9653,2.780375,0.031715,0.0504,-3.0380455,-4.44980425,1.5925,0.1985175,99.807295,71.369795,2.8631,-11.269965,4.8226435,-10.5190725,-2.2493,-1.9180135,-1.465,19.77138,-0.50203,0.304975,1.288232,3.327844,70.426425,48.863655,248.13935,250.37225,0.1770025
1,15.75,0.37812,417.23,0.03953475,0.4409,3.525675,2.649,-0.178635,0.01435,-3.0286065,-4.434434,1.317555,0.17362,99.77943,71.22016,2.2215,-12.23,3.8484965,-10.18701,-2.1806,-1.86165,-1.408,19.9678775,-0.5009,0.373817,1.3835915,3.384481,42.831525,40.226645,246.00575,253.00945,0.19709
1,16.25,0.52154,417.57,0.0154,-2.4166,2.0668025,2.7009,-0.40227,0.04453,-3.00330475,-4.325127,1.28594175,0.16875,99.8414525,71.1927775,2.2878,-12.52866,-0.9256456,-12.249,-2.116,-1.8100095,-1.36124725,22.2132725,-0.46369,0.404255,1.41589275,3.514178,19.3450175,18.59217,243.933325,246.702275,0.27185
1,16.75,0.4840725,419.81,0.1072,-1.2593,0.5831375,2.5534,-0.83771,-0.172455,-2.948103,-4.37317,1.2497,0.15405,99.91141,70.90668,2.5019,-14.31882,-2.82473625,-13.978,-2.0388,-1.7444,-1.3214,23.35202,-0.4000913,0.45182,1.4771,3.585044,4.789897,5.4958965,240.9437,240.4338,0.2230175
1,17.25,0.39257,421.15,0.0178,0.9521,0.4273125,2.4117,-0.49598,-0.16286,-2.923742,-4.408301,1.1238665,0.096,99.990795,71.15676,2.6795,-15.07814,-3.78243275,-15.079,-2.0345,-1.73425,-1.289739,24.74903,-0.399605,0.4438676,1.4664315,3.50935,0.9446073,1.50849875,241.3253,241.21875,0.22403
1,17.75,0.31694,422.75,0.0774,0.2227,0.6117075,2.3708,-0.045,-0.075525,-2.96509,-4.4343795,1.15855,0.0912,99.99419,71.69762,2.8379,-15.54,-4.621321,-15.125,-2.077821,-1.78305,-1.2994715,22.14978,-0.4381625,0.389668,1.3672055,3.447382,0.07235413,0.822285,240.79515,242.64995,0.2746475
1,18.25,0.34079,424.63,0.0899,0.4765,1.1582075,2.3784,-0.22188,-0.073725,-2.955585,-4.4855115,1.0338375,0.13466,100.033555,71.74806,2.6865,-15.52,-5.860559,-15.36325,-2.116813,-1.8106,-1.330939,22.41967,-0.45774425,0.36158,1.3373,3.400507,0.13675315,0.9676006,238.6614,245.2012,0.277075
1,18.75,0.40687,424.66,0.0372,-0.0023,0.8182475,2.2047,-0.0294,-0.051175,-2.9481255,-4.5636065,1.271822,0.11888,100.0788,71.47006,2.3838,-15.82,-6.5621945,-15.466,-2.1308355,-1.8202205,-1.329,21.20389,-0.4746365,0.34002,1.288718,3.381086,0.0026301565,1.164818,238.327125,244.738875,0.35819
1,19.25,0.424225,425.28,0.0311,0.0052,0.773155,1.943,0.41135,-0.013,-3.021191,-4.52844725,1.3945945,0.1118,100.079025,71.008545,2.4004,-15.5360975,-7.337213,-15.525,-2.13305,-1.82145,-1.33705,20.37603,-0.482846,0.30972735,1.2545315,3.360756,0.132595,1.06127505,235.74455,246.22855,0.29776
1,19.75,0.30271,425.67,0.0206,-0.07,0.71455,2.2575,0.66571,0.1012975,-2.999842,-4.4812,1.62293325,0.16351,100.084875,71.4705225,2.465,-15.07666,-7.973981,-15.1005,-2.1443,-1.82225,-1.334825,19.93806,-0.46640775,0.2872725,1.2199625,3.287675,0.1370196,1.389856,235.348275,244.46605,0.35734
1,20.25,0.35747,426.05,0.0179,-0.0626,0.239835,2.4821,-0.0836,0.013825,-3.07500575,-4.580738,1.4605,0.15505,100.0831,71.817425,2.1984,-14.906385,-5.393586,-14.54225,-2.125425,-1.80681625,-1.308275,20.198325,-0.4620825,0.277545,1.213776,3.288475,0.1292256,1.17494725,235.945675,246.335175,0.26684
1,20.75,0.31574,426.44,0.03,0.2435,0.42344,2.3529,0.0603,-0.0074875,-3.1627995,-4.708117,1.1404945,0.12918,100.02088,71.9194325,1.765,-14.74951,-6.2093515,-13.64575,-2.12775,-1.80629525,-1.33785,21.80268,-0.45664,0.29438775,1.23965,3.303825,-0.02255267,1.16856,236.894475,249.797725,0.2830825
1,21.25,0.21974,417.7975,0.014525,1.1541,1.786295,2.07725,0.375295,0.15987,-3.2645,-4.7462235,1.1875,0.126805,100.0973,72.83112,1.382175,-14.19057,-6.46033525,-13.398,-2.1307,-1.8245,-1.3374,25.40499,-0.473225,0.30469,1.248957,3.3138,-0.03003296,1.066317,240.7102,245.3156,0.292265
1,21.75,0.3833525,417.24,0.03185,0.9128,0.33718,2.052725,0.238585,0.019175,-3.19690275,-4.680093,1.149025,0.1266425,99.9519125,72.4647725,1.288325,-13.9910525,-1.5583153,-13.26625,-2.154427,-1.82555,-1.337825,27.14652,-0.488485,0.3167135,1.25875075,3.322855,-0.03754163,1.2620965,240.247925,246.55455,0.37228
1,22.25,0.223335,418.73,0.05965,-1.417975,1.1175275,1.828775,0.0727125,0.0244375,-3.135268,-4.5584035,0.9545945,0.129355,99.926645,72.71169,1.23292,-13.115,-1.20869335,-13.092,-2.1651535,-1.8665,-1.365,24.57419,-0.48719,0.30950865,1.2720975,3.3041865,-0.001514665,1.16692275,239.5476,249.9016,0.2583775
1,22.75,0.276555,418.42,0.0569,1.21315,0.9908125,1.93265,0.1844025,0.052775,-3.07142825,-4.4323,1.016872,0.1354875,99.952815,72.29887,1.17008,-13.11424,-0.980894275,-12.792,-2.1765115,-1.874158,-1.390775,22.295195,-0.4826,0.30229,1.25255,3.30729675,0.06913105,1.3738365,240.380925,252.314425,0.36466
1,23.25,0.157855,419.8475,0.084825,0.906175,1.3542325,1.98695,0.107305,0.016375,-3.07301675,-4.4202,1.024,0.14212,99.96286,72.069105,1.20685,-13.277555,-1.037563425,-10.926565,-2.179525,-1.851175,-1.36005,21.76,-0.47803,0.30918,1.29111825,3.30615,0.02256077,1.24878975,239.342625,251.4243,0.24119
1,23.75,0.263545,419.37,0.0804625,0.33505,0.3483375,1.9799,0.096485,0.03535,-3.026539,-4.4009575,0.622339,0.12791,99.77529,71.99152,1.238175,-13.5310825,-0.8369372,-10.76013,-2.1707,-1.8515,-1.3396,-1.273281,-0.47182,0.31217,1.255,3.298116,0.00770017,1.023964,237.607,250.459,0.274405
2,0.25,0.27356,427.07,0.07275,0.766025,0.43785,1.19355,0.2106925,0.0343,-2.46260625,-3.33227625,1.5696,0.1332725,99.58192,73.7290525,0.39847,-15.66441,-13.7750425,-16.208,-1.72465225,-1.5036,-1.1058,-1.270262,-0.356785,0.18183,0.91889475,2.67823475,0.3904145,1.0509235,242.238975,246.35435,0.28375
2,0.75,0.268335,433.6325,0.0515875,2.015525,0.311095,1.1504,0.1203075,0.009945,-2.46023075,-3.31035375,1.58435,0.1171175,99.58567,73.7719275,0.3915425,-16.629975,-13.2968375,-15.82774,-1.73084975,-1.50208575,-1.1055,-1.2580835,-0.352355,0.17994875,0.909505,2.68212475,0.214953,1.052678,241.495,245.07725,0.25383
2,1.25,0.180535,434.7475,0.1038575,1.38495,0.300925,1.182475,-0.000649999999999998,0.000375,-2.45379725,-3.306291,1.3796225,0.11942,99.60008,73.86291,0.39397,-16.472605,-12.8322025,-15.29171,-1.7292835,-1.4830045,-1.1011615,-1.258382,-0.3489175,0.186503,0.9142317,2.70184525,0.26110025,1.2546125,241.400725,244.39105,0.15126
2,1.75,0.1970025,439.005,0.0597,0.945825,0.4949525,1.18255,0.0067275,-0.0048875,-2.46105,-3.309265,1.433983,0.104015,99.5744175,74.1477325,0.39731,-16.4287475,-12.50807,-15.8208375,-1.71825,-1.47359425,-1.108075,-1.24221525,-0.34485,0.18097,0.925818,2.69876425,0.462850275,1.30613475,241.76305,245.518525,0.227165
2,2.25,0.2310625,441.555,0.05055,1.3515,0.19515,1.19775,0.238015,0.0364,-2.49598125,-3.315938,1.527711,0.115425,99.58414,73.408485,0.400135,-15.6211,-12.40142,-15.354265,-1.72815,-1.468375,-1.10985,-1.26783225,-0.35384,0.1711,0.8919725,2.6905505,0.295905,1.13766125,242.3519,247.02975,0.35193
2,2.75,0.3063825,433.64,0.071325,2.235575,0.53383,1.2018,0.2407975,0.047,-2.513304,-3.30785175,1.44337225,0.1310675,99.633145,73.59539,0.400725,-15.56929,-12.541945,-14.847155,-1.7311,-1.491524,-1.1069,-1.31649925,-0.3285625,0.17001,0.905138,2.70292,0.31455715,1.248921,242.3143,248.6,0.2831725
2,3.25,0.23436,426.37,0.036425,2.37845,0.7836625,1.21395,0.3935575,0.048425,-2.52990475,-3.329391,1.377275,0.10427,99.667885,72.641215,0.40212,-15.2040825,-13.04301,-15.20675,-1.742975,-1.5008,-1.11305,-1.2869245,-0.340715,0.1713705,0.889355,2.68547275,0.338375775,1.16609025,243.66075,247.15255,0.2805
2,3.75,0.24487,427.08,0.085475,1.92525,0.422335,1.21705,0.1430325,0.0091275,-2.532667,-3.3272835,1.4612885,0.1059225,99.69757,73.0677875,0.3995525,-15.16,-13.17495,-14.7694425,-1.7479,-1.489525,-1.112825,-1.29840875,-0.35733,0.18118025,0.9169075,2.717817,0.3169177,0.89268025,243.6838,246.957625,0.3023825
2,4.25,0.2523625,432.84,0.12915,1.3008,0.364455,1.2393,0.18563,0.009605,-2.526072,-3.3220005,1.671989,0.11198,99.72649,72.298675,0.397,-15.61364,-12.346295,-14.787,-1.75185,-1.4915,-1.099,-1.193245,-0.33878,0.1768165,0.91191,2.736543,0.40699335,1.247679,243.66385,249.3035,0.26411
2,4.75,0.31564,442.55,0.095275,0.561475,0.0462,1.205575,0.07725,0.00279,-2.514508,-3.315365,1.58252525,0.1071025,99.758525,72.828805,0.395285,-15.0374225,-11.868415,-14.53,-1.74955,-1.4929,-1.0999,-1.20694325,-0.34242,0.1729115,0.909735,2.719399,0.47737375,0.986969,242.8656,248.69215,0.3516025
2,5.25,0.303815,427.9275,0.034425,1.529625,0.60187,1.188425,0.1994925,0.00831,-2.5229035,-3.29428,1.53355,0.1212175,99.77238,72.934575,0.3939825,-15.21608,-11.60018,-14.523,-1.748175,-1.492425,-1.1079,-1.241689,-0.3907355,0.18224925,0.919354425,2.726025,0.312530825,1.088434,241.9109,247.919375,0.30318625
2,5.75,0.26164,425.8725,0.0577,1.3045,0.668225,1.239625,0.1351,0.0178775,-2.539488,-3.27110375,1.54919725,0.102215,99.7669825,72.49565,0.39988,-15.9267675,-13.43695,-15.54608,-1.7448,-1.4923,-1.1076,-1.13178025,-0.36812,0.182485,0.91829,2.6997,0.2278252,1.22260425,241.3931,246.3406,0.25477
2,6.25,0.23674,429.6,0.1588925,1.54005,0.72569,1.21875,0.044875,0.00873,-2.5316805,-3.25609625,1.5483,0.098255,99.72243,73.10717,0.39644,-15.29,-13.16033,-15.983,-1.74425,-1.4886,-1.10275,-1.151286,-0.3552975,0.183565,0.9162335,2.6986825,0.3300867,1.105407,244.19905,243.1725,0.3761375
2,6.75,0.17283,427.2675,0.1146425,1.4688,0.624955,1.1738,0.0959325,0.00569675,-2.52398,-3.261744,1.651936,0.146425,99.710575,73.45829,0.3832325,-15.705,-13.37823,-16.199,-1.7483555,-1.4927,-1.1059,-1.166689,-0.3143125,0.1845295,0.9158,2.697226,0.41429375,1.064268,242.52905,242.11405,0.323811666666667
2,7.25,0.16342,423.9075,0.067825,1.163525,1.263,1.168825,0.04032,0.00964,-2.515922,-3.260385,1.52535,0.11485,99.6990775,73.667925,0.3929925,-15.7852625,-13.45373,-16.308,-1.74915,-1.49595,-1.090644,-1.202231,-0.27579,0.1839135,0.91859,2.701554,0.58303455,1.24736375,244.9957,244.8032,0.271485833333333
2,7.75,0.226225,428.165,0.10421,1.4549,0.557925,1.20075,0.060225,0.00441,-2.5064825,-3.272072,1.3391,0.118265,99.69804,73.92837,0.40019,-16.14,-13.9438325,-16.55694,-1.7526,-1.49525,-1.09205,-1.1450685,-0.27985,0.17732,0.927745,2.71331,0.812789,1.252142,243.5274,244.17305,0.21916
2,8.25,0.2726525,430.565,0.101855,1.4084,0.92745,1.1958,0.05805,0.0010645,-2.4876645,-3.306055,1.314289,0.121875,99.68798,74.101815,0.396835,-16.43,-13.6840725,-16.4723375,-1.75085,-1.4924,-1.1038,-1.153941,-0.291159,0.17677275,0.920045,2.72236075,2.566647,2.52974125,242.54785,245.595525,0.2600945
2,8.75,0.25678,453.06,0.08405,1.09045,0.97687,1.14025,0.135665,0.0126,-2.58457475,-3.323013,1.385611,0.118125,99.676105,73.6924175,0.383585,-16.27,-13.6709025,-16.4106025,-1.7418,-1.48695,-1.10335,-1.223645,-0.34315,0.182873,0.915723,2.72729575,11.468975,10.58593,243.348925,246.72415,0.301029
2,9.25,0.1958475,456.685,0.10845,1.4714,1.62125,1.1341,0.958575,0.0745,-2.5047,-3.3142495,1.34415,0.12092,99.6937575,73.53611,0.38886,-14.5486175,-13.7505575,-16.2865,-1.7459,-1.489,-1.1073,-1.31828675,-0.364015,0.172073,0.9171,2.703647,35.6672425,30.72647,243.9377,248.5594,0.3419635
2,9.75,0.19264,448.0575,0.038525,3.82885,1.4192,1.16765,1.64482,0.2067625,-2.51370675,-3.35272625,1.48225,0.12065,99.722875,73.6643225,0.421855,-14.0599325,-14.017405,-16.108,-1.76165,-1.500625,-1.1123,-1.3831585,-0.41453,0.152819,0.8920275,2.6739285,79.661745,68.07476,246.078125,249.2627,0.382898
2,10.25,0.3076575,433.59,0.033,4.8165,1.8255,1.1034,2.513,0.1603875,-2.5178435,-3.39721925,1.566622,0.13755,99.70081,71.668195,0.44604,-13.446105,-12.045195,-14.406,-1.87185,-1.5787,-1.1603,-1.367511,-0.451935,0.1263775,0.8486,2.597632,126.51205,100.69689,248.19635,250.06105,0.4238325
2,10.75,0.3153075,425.5075,0.0212,5.05775,1.656275,1.12325,2.241,0.2270375,-2.57821575,-3.412746,1.9088,0.1400925,99.804595,71.4320825,0.4505625,-13.68097,-10.9514575,-13.815,-1.909575,-1.6109,-1.23075,-1.325239,-0.466475,0.0694975,0.822383,2.541225,166.51535,131.79175,250.057625,252.291875,0.3230825
2,11.25,0.206665,419.54,0.01575,5.9345,1.986575,1.2155,1.66935,0.11102,-2.53457,-3.41187225,2.0324,0.13296,99.77394,70.621835,0.69835,-11.84548,-10.4796395,-13.01,-1.92155,-1.64715,-1.26885,-1.31751025,-0.459035,0.033088,0.791876,2.5064655,208.26205,160.4071,251.1517,255.8306,0.2290875
2,11.75,0.3810075,417.3625,0.0266,6.96795,1.2417,1.757325,1.8537,0.1026,-2.5334515,-3.40554025,2.17824175,0.129575,99.60694,69.37944,0.777745,-10.53271,-10.6133525,-12.608795,-1.961504,-1.712209,-1.3673135,-1.346695,-0.47475,0.0277615,0.779372,2.484633,228.1345,179.3124,253.4271,258.03985,0.3798825
2,12.25,0.10847,416.25,0.022875,4.6672,1.9033,1.7801,1.4045,0.1108875,-2.5695,-3.41582525,2.28849975,0.14653,99.6447325,68.92693,0.7847,-10.2231525,-8.563803,-11.7639025,-2.001311,-1.775963,-1.436981,-1.3723655,-0.46627,0.03911,0.80338,2.486,247.0778,183.6797,255.5951,260.3821,0.14598
2,12.75,0.187225,417.13,0.0236,6.8352,1.6132,1.8558,1.521,0.17238,-2.492215,-3.412514,2.17610825,0.15249,99.5948575,67.68745,0.96569,-9.87492925,-7.930331,-11.01244,-2.017264,-1.7809365,-1.43184875,-1.369348,-0.47549,0.0287175,0.813702,2.49513675,267.744025,204.55855,258.271475,261.573675,0.20373
2,13.25,0.1097325,414.65,0.0361,5.2477,2.2702,1.8866,1.4295,0.19765,-2.497021,-3.42591375,2.109178,0.15519,99.58727,67.23779,1.0832,-9.15,-7.9829515,-9.6559,-2.014758,-1.824477,-1.464,-1.341721,-0.467073275,0.027345,0.82303,2.529029,271.8423,202.8651,260.4157,264.2006,0.1493675
2,13.75,0.132045,415.58,0.0152,5.46845,2.1271,1.98755,0.66404,0.10905,-2.503925,-3.43016375,2.1083665,0.16009,99.518385,66.84956,1.1192,-9.1448465,-7.8540565,-9.960464,-2.008345,-1.818936,-1.4469,-1.34458525,-0.44075,0.06865282,0.8703629,2.553619,270.1406,196.908,260.7063,264.5168,0.16425
