DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,16.75,-16.1302325,389.54675,19.73912358,0.0200025,0.5481835,0.74055201425,-5.682826,-17.0695,2.23925,97.8993225,42.4337,-13.21475,0.0866310435,-14.48725,2.338230625,210.5074,251.5017,-46.28006,27.493295,12.430235,8.169828,-2.650872,-0.12232575,0.5119036575,0.13364575,0.371374656,0.158663461,2.74334525
1,17.25,-17.165775,389.61,19.74330266,0.057423,0.5432035,0.737072308,-7.680511,-18.425,0.97186,97.9265725,43.5997,-13.4775,0.08761622725,-15.01525,2.316,207.97115,248.36625,-54.573905,2.1467395,0.330852,0.87967845,-2.683341375,-0.11102825,0.44409799625,0.1183785,0.33196648375,0.14938340325,2.69284575
1,17.75,-17.82685,389.734,19.74580968,0.0845,0.5708585,0.75568429475,-8.85113625,-16.846,-0.16678,97.9252375,43.574325,-13.92025,0.0780490405,-15.2275,2.2813,206.9507,246.556,-54.66293,0.0113956775,-2.3547015,0.08911179,-2.7033419375,-0.11430375,0.450296202,0.1193745,0.3125753865,0.143765709,2.61420275
1,18.25,-18.077055,389.751,19.74596161,0.0398,0.52202,0.722698416,-8.67116,-18.04775,0.60985,97.93607,43.0646,-13.96275,0.085780643,-15.2245,2.20075,206.78485,245.2389,-50.041895,0.000495921,-2.44644425,0.029041745,-2.722129125,-0.1072935,0.3936134765,0.1137755,0.315788107,0.136193018,2.416386
1,18.75,-17.985705,389.5935,19.746088205,0.05045,0.59205025,0.768693304,-9.290829,-19.88725,-0.1806,97.970455,42.849,-14.468,0.0862969105,-15.599,2.0795,206.51055,244.6487,-50.067955,0.0003812065,-2.386201,0.04116557,-2.7602158125,-0.1009275,0.4181320545,0.116055,0.316833016,0.14470269725,2.3486155
1,19.25,-18.126015,389.788,19.75108857,0.1063485,0.5754125,0.758777528,-10.4083575,-20.74425,-0.21448,97.973145,43.6156,-14.65975,0.08837510925,-15.85725,2.0229,206.90315,243.2064,-49.371605,0.000450917,-2.33151825,0.053817225,-2.788982375,-0.106955,0.43539728025,0.12008325,0.33662518825,0.14465093475,2.483583
1,19.75,-18.52284,389.93675,19.7500379675,0.085125,0.570838,0.755753928,-10.0082725,-18.731,-0.6607425,97.987365,42.54365,-15.07275,0.0960713765,-15.75225,2.025575,206.31315,242.5884,-48.328525,0.000494155,-2.274077,0.03293503,-2.791946125,-0.10397825,0.45377715175,0.11309675,0.32253729525,0.13729206725,2.372929
1,20.25,-18.55267,389.64725,19.7466957125,0.06750425,0.629007,0.7932813125,-9.8354495,-18.926,-0.6477225,97.997395,42.757725,-15.16675,0.09000677525,-15.9555,2.1778,206.69545,242.811825,-48.185945,0.000502099,-2.514011,0.0214848775,-2.834428125,-0.10072775,0.44023430925,0.12391275,0.3345497995,0.137923991,2.3686825
1,20.75,-18.3433675,389.023,19.73887028,0.0621,0.55768,0.746987952,-8.55803825,-14.51675,-2.411,98.0160225,42.964675,-15.1195,0.090523052,-15.9205,2.0999874,207.30675,244.345175,-49.02873,0.000451798,-2.392024,0.003635377,-2.9337419375,-0.1029475,0.468674728,0.115807,0.350180408,0.1431439535,2.465999
1,21.25,-18.3686975,389.19525,19.7371920375,0.05625,0.637915,0.798950562,-9.4053045,-16.329,-2.2636,97.988175,43.015775,-15.20825,0.08785286375,-15.9995,2.1278,206.756525,243.5175,-49.8550975,0.00040150275,-2.510856,0.03359236,-2.9397271875,-0.0985155,0.41283683575,0.11286975,0.322059681,0.139118777,2.336287
1,21.75,-18.35649,389.179,19.7349689625,0.027175,0.6287905,0.7932092975,-10.6091875,-16.706,-2.1704,97.9605075,42.985375,-14.7385,0.0979792295,-16.2915,2.0383,206.6318,243.5817,-49.717105,0.00036709,-2.482704,0.022124005,-2.90471225,-0.0970865,0.42534922875,0.119733,0.3233846485,0.1384665885,2.24257875
1,22.25,-18.4982,388.91325,19.7281904675,0.093675,0.5622,0.74964441625,-10.124555,-14.9535,-1.647,97.9597825,43.7672,-14.5635,0.0934342765,-16.3405,2.0602,207.09355,242.417,-48.2227825,0.00034944,-2.620012,0.0346745125,-2.9664345625,-0.087696,0.4446661655,0.1275465,0.3329083815,0.1456017925,2.51304325
1,22.75,-18.18295,389.3725,19.738844905,0.037931,0.47278125,0.686851997,-10.47618,-15.021,-0.682445,97.9519575,42.580225,-14.687,0.095078915,-16.182,1.94105,210.991725,243.6602,-45.9125925,0.000430623,-2.493388,0.0394803325,-2.9385275,-0.0881,0.423900932,0.118361,0.337481851,0.138564065,2.2082745
1,23.25,-18.4554675,389.45375,19.7426758525,0.0459,0.64311,0.802079256,-9.48743225,-13.77225,-0.9335725,97.94299,43.6901,-14.7895,0.09250122525,-15.9275,2.0794,210.468525,244.40905,-46.228205,0.0003529675,-2.423474,0.0298199725,-2.9586095,-0.088075,0.44271026075,0.1208295,0.33058471725,0.14071113325,2.19862875
1,23.75,-18.592625,389.586,19.74326467,0.0301,0.7205845,0.849153507,-9.99875575,-13.5975,-0.8049275,97.9300975,42.289475,-14.9105,0.09695778775,-16.19725,1.98425,206.49775,244.891725,-45.382815,0.000382971,-2.451565,0.0307081375,-2.9880335,-0.09755,0.439321001,0.1074125,0.341081048,0.12226562225,2.096052
2,0.25,-19.0792575,389.845,19.74877211,0.0559,0.714688,0.845694389,-9.00531825,-24.27175,0.00651695,97.756095,45.207375,-15.9555,0.133602713,-17.6125,2.3819,204.28155,239.9274,-55.7065475,0.00048268525,-2.75577125,0.0836961175,-3.5995460625,-0.100551,0.3846258915,0.102837,0.3364919475,0.1031924945,2.030871
2,0.75,-19.34932,389.879,19.7493291,0.0236,0.637979,0.7989818435,-9.95249075,-26.542,-0.09270585,97.7900125,47.68295,-16.0445,0.1275394945,-17.6155,2.3735,202.7422,239.6907,-55.8196525,0.000543571,-2.757781,0.0222917675,-3.613042375,-0.1059115,0.4185437205,0.111144,0.325747572,0.1342726105,2.587727
2,1.25,-20.15737,389.802,19.74892402,0.0169,0.7320645,0.85588738825,-9.49364425,-25.244,-1.2592,97.801425,47.26745,-16.257,0.128618127,-18.0105,2.248,200.1458,239.682775,-55.94505,0.00053915775,-2.698605,0.0676632675,-3.6305995625,-0.098211,0.4266651265,0.102709,0.2885709705,0.1272143695,2.539963
2,1.75,-20.948495,390.466,19.761629455,0.09385,0.75213975,0.86730675125,-9.9986105,-24.62525,-0.2220721475,97.7957575,48.81105,-16.56125,0.121139234,-18.18075,2.13345,197.588075,238.42185,-55.4657375,0.0005329805,-2.7633215,0.0558280825,-3.627953875,-0.1049535,0.37782570075,0.0996515,0.3141461415,0.12061862175,2.353879
2,2.25,-21.0122,390.61925,19.77590073,-0.02245,0.796461,0.8927965825,-11.0248925,-25.58,0.00642315,97.7623425,47.31355,-16.88775,0.126369102,-18.3955,2.0656,198.661525,236.8608,-58.3078125,0.0004923915,-2.8154115,0.0457706325,-3.6299456875,-0.1066365,0.394978028,0.1036075,0.3326366335,0.12734542975,2.570901
2,2.75,-20.599645,391.036,19.77463021,0.00536,0.84514825,0.91909557375,-10.9995625,-23.2035,-2.5486,97.74527,44.8391,-16.7935,0.109087121,-18.4995,2.051625,199.88305,235.922975,-58.4691025,0.000490631,-2.843555,0.0581441425,-3.6512166875,-0.10871675,0.42296702475,0.098629,0.34198004925,0.10325891375,2.279186
2,3.25,-20.832775,390.3615,19.7616105125,-0.0731,0.7778635,0.8822917075,-10.2016975,-24.6,-1.009575,97.6882225,45.639575,-16.708,0.115273588,-18.28675,2.005225,196.2019,235.554725,-58.35917,0.00051181,-2.7720765,0.039209755,-3.648507625,-0.106372,0.455692879,0.122065,0.313963214,0.144287214,2.583971
2,3.75,-20.888035,390.693,19.77023015,-0.0711,0.935717,0.96775949225,-10.738665,-23.133,-1.811225,97.7048375,45.572,-17.03475,0.12339637325,-18.789,2.00115,195.457725,233.8589,-59.23599,0.0005082765,-2.817057,0.040234645,-3.6558005625,-0.097075,0.44834572875,0.11434925,0.31850470575,0.1334824825,2.454608
2,4.25,-20.95862,390.4105,19.761047485,0.040675,0.9727535,0.98674168225,-11.5680175,-19.3515,-0.20228,97.6946075,44.5002,-16.75,0.126095202,-18.138,1.9567,194.847375,234.26145,-59.75831,0.0004412075,-2.938618,0.043049695,-3.65549225,-0.104631,0.427410809,0.108091,0.33900295,0.133790882,2.433602
2,4.75,-21.10593,390.65675,19.7674922025,0.0183775,1.0273075,1.01396554525,-12.08856,-19.9885,-1.2983,97.7174975,46.57225,-16.72675,0.1238153125,-18.28475,2.00335,196.6231,233.1183,-57.6473525,0.000532983,-2.953517,0.0561484825,-3.7759493125,-0.11080825,0.4028066485,0.1032905,0.33129514275,0.11523011975,2.348999
2,5.25,-21.092,390.598,19.764412385,0.0248,1.07133,1.035606103,-13.440925,-20.547,-1.479325,97.666895,48.169575,-16.97525,0.1272555375,-18.84425,1.9492,196.453875,231.644225,-57.91113,0.0005259245,-2.90543775,0.0441293525,-3.9257380625,-0.12882475,0.359389056,0.1028335,0.32705584175,0.09806754625,2.005431
2,5.75,-20.78871,390.463,19.76168009,-0.028,0.9838455,0.9923778825,-14.31099,-19.464,-0.8996,97.63047,48.782925,-18.04225,0.1220316265,-19.216,1.916225,199.7688,234.08515,-56.54559,0.00051886575,-2.8588955,0.0386070025,-4.1116859375,-0.13267375,0.4168708065,0.09385,0.34638902725,0.0963059055,2.134933
2,6.25,-20.5911975,390.701,19.7663982325,0.0075825,1.06526,1.032666451,-14.251655,-20.883,-1.029175,97.652955,53.8155,-18.39,0.113578167,-18.82225,2.009,199.296425,232.65225,-54.3277625,0.000522396,-2.775034,0.033922715,-4.087964875,-0.139026,0.375419765,0.090235,0.318251473,0.103440804,2.30798
2,6.75,-20.858375,390.4805,19.760579435,0.01691,1.09347,1.0461944165,-13.96699,-21.92825,-1.7936,97.7021225,54.28825,-18.4955,0.11725981025,-18.7385,1.929272475,198.9085,234.8651,-54.0071475,0.00163778025,-2.6438885,0.1005813025,-4.066928,-0.1175985,0.38717182825,0.10872525,0.3368514535,0.1157877215,2.344743
2,7.25,-20.4783975,390.535,19.7665563425,-0.09065,1.1095825,1.0538266865,-15.9573525,-21.141,-1.6725,97.7158575,49.4616,-18.09275,0.12430632975,-19.0595,1.9192,201.265525,234.642775,-49.5878475,0.7059297,-0.7179342,0.52051295,-4.0824188125,-0.10645875,0.40203609775,0.104067,0.33352364425,0.110450804,2.232495
2,7.75,-19.809915,390.71225,19.772082485,-0.082096,1.19761,1.095011415,-20.91706,-17.512,0.127925,97.72402,50.74605,-17.975,0.1253992435,-19.06675,1.8878,202.56185,234.870775,-24.94984,16.5529725,9.277269,5.3451315,-4.0970075,-0.12356575,0.4357068585,0.11171275,0.364402819,0.1234490805,2.206601
2,8.25,-19.72989,390.68325,19.76572782,-0.07495,1.20214,1.0970558435,-18.119695,-14.868,0.673175,97.7594575,47.165225,-18.086,0.11852757425,-18.7725,2.027293425,201.388675,235.732975,-2.48721575,79.6417,39.4033725,17.9432925,-4.0723786875,-0.13191125,0.425957049,0.111559,0.3399683135,0.13142592125,2.245281
2,8.75,-18.4811825,390.66975,19.768269795,-0.3075005,1.330085,1.15381331525,-12.98025,-10.39635,3.99385,97.733035,49.0346,-17.975,0.146969385,-18.07875,2.03235,202.616475,238.2222,11.78741075,153.6866,80.0050625,34.755955,-4.055712375,-0.155571,0.458569515,0.123602,0.383095288,0.143178211,2.388626
2,9.25,-16.9729,390.316,19.76364041,-0.307435,1.319445,1.14942782525,-10.994715,-8.2249,3.2351,97.724675,47.11225,-16.634,0.1477207595,-17.35875,2.1568,203.408,243.64295,25.28192,242.9879,117.17145,48.4423175,-4.0378494375,-0.1565345,0.52915042475,0.12586125,0.40650726675,0.1539901315,2.622054
2,9.75,-16.281405,390.578,19.76304632,-0.5302885,1.079309,1.0382566545,-9.044969,-2.28145,2.4759,97.7868325,49.0943,-16.3715,0.177058805,-16.653,2.240975,205.574225,248.183425,40.0372575,348.72945,171.56015,67.52502,-3.99558725,-0.1759385,0.5216182455,0.1346665,0.457576184,0.1647719415,2.73215
2,10.25,-15.6698275,390.0425,19.7608252125,-0.6491955,1.0703625,1.03513767,-6.92349075,6.103275,3.779,97.7801275,45.90225,-15.104,0.192093727,-16.103,2.297394925,203.726575,252.4711,52.964735,454.139875,226.9074,86.958215,-3.7508335,-0.185583,0.523857805,0.144551,0.460395482,0.168522995,3.059177
2,10.75,-15.725695,390.208,19.7645769,-0.886415,1.08994,1.0445435845,-5.975169,4.042025,6.32395,97.78354,45.625,-14.625,0.198565606,-16.1405,2.542025,203.64755,253.8242,68.354135,571.146,288.15855,121.3478,-3.77702875,-0.180212,0.517402165,0.151137,0.507568715,0.172916165,3.30039675
2,11.25,-15.2140375,390.08,19.75620151,-1.069615,1.17913,1.086517372,-6.6266355,10.27845,9.821425,97.793145,45.95245,-14.04125,0.19071935925,-15.847,2.703325,209.02035,257.3959,82.555225,679.42485,340.75315,138.5234,-3.723398875,-0.18196775,0.572019896,0.162136,0.54315099825,0.19955532175,3.32839175
2,11.75,-14.5924,389.909,19.75320227,-1.19855,1.20861,1.100031818,-6.6327205,13.7325,11.835,97.7644675,45.992075,-13.567,0.20880613,-15.2575,2.6427,214.017775,260.09775,96.81303,687.9247,364.87225,128.42915,-3.7367735625,-0.177617,0.605246231,0.176297,0.533575674,0.206639783,3.820221
2,12.25,-14.4302725,389.723,19.74717701,-1.18071,1.25222,1.119727645,-5.3436235,14.383,10.8735,97.751985,46.37675,-13.579,0.220680765,-14.657,2.8164529,208.3393,261.198225,99.8509925,748.4283,385.307375,132.81255,-3.7497135625,-0.201418,0.611494072,0.178878,0.608451313,0.208408013,3.6063025
2,12.75,-14.4634125,389.549,19.74408772,-1.33713,1.28498,1.1342923,-4.425774,5.9463,11.622,97.7509,45.60805,-13.218,0.207364414,-14.5325,2.87395,212.97715,263.211,98.4826375,766.631625,387.81695,132.0468,-3.7338649375,-0.199105,0.598190605,0.179276,0.589004244,0.212367606,3.592043
2,13.25,-14.1125825,389.066,19.73714772,-1.25481,1.3579175,1.16608283175,-3.8049515,10.503,11.327,97.6835175,45.868925,-12.94925,0.1924187815,-14.30725,2.9977255775,215.854625,265.19495,96.85738,754.59355,380.637925,124.933225,-3.7101095,-0.20217675,0.61964528825,0.18100375,0.59146104725,0.2171546495,3.54861975
2,13.75,-13.5335825,389.328,19.73765437,-1.10547,1.3398775,1.158304793,-4.1151655,4.808075,9.24965,97.7307825,44.9045,-12.74325,0.1926758505,-14.09325,3.1693625,210.6701,264.531375,87.79148,726.361525,353.9578,134.32345,-3.664424625,-0.20718625,0.628656587,0.18241475,0.594303215,0.2204050795,3.47815575
2,14.25,-13.167425,389.2835,19.73898424,-1.049795,1.2399975,1.1135507995,-4.67756875,6.2436,7.78465,97.756195,44.54765,-12.65875,0.16904019625,-13.84475,3.0341,209.74815,265.063075,74.64336,669.8712,331.66385,110.215225,-3.5984075625,-0.195814,0.619682781,0.17675025,0.6202430035,0.20700146125,3.48153625
2,14.75,-13.290125,389.216,19.737945635,-0.8009095,1.21558,1.103199891,-4.15900675,-2.07235,7.1993,97.69788,44.434375,-12.5605,0.1504126885,-13.9465,3.3833,207.274875,264.679675,54.7399075,563.610475,275.813375,104.0407575,-3.5820563125,-0.182609,0.653381025,0.17585325,0.5890648295,0.22026175675,3.63013875
2,15.25,-13.6003525,389.47,19.74563243,-0.61268,1.2151875,1.10297613425,-4.78680325,-1.19185,7.114075,97.6753225,43.37475,-12.297,0.134234496,-13.75325,3.3057,208.6328,264.507075,35.29812,471.3821,240.003475,91.3500075,-3.5707424375,-0.186936,0.62822289,0.166077,0.564677784,0.196890071,3.266374
2,15.75,-14.214365,389.346,19.7425429,-0.392047,1.26878,1.127053342,-3.51900175,-7.30225,8.39015,97.6485725,44.598725,-12.211,0.120089966,-13.67725,3.2143354,206.17385,262.405525,17.54137,352.8395,176.934925,70.5433075,-3.568623875,-0.179802,0.545476856,0.155428,0.503423281,0.184661853,3.287103
