DOY2,HR2,TA_1_1_1,RH_1_1_1,VPD_1_1_1,H2O_1_1_1,RH_1_1_2,WS_1_1_1,PA_1_1_1,PA_1_1_2,CO2_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,USTAR_1_1_1,TAU_1_1_1,H_1_1_1,FC_1_1_1,LE_1_1_1,WS_1_1_2,T_SONIC_1_1_1,G_1_1_1,G_1_2_1,G_1_3_1,G_2_1_1,G_2_2_1,G_2_3_1,G_3_1_1,G_3_2_1,G_3_3_1,T_CANOPY_1_1_1
1,0.25,-5.5819865,84.838076,1.1867815,4.192775,86.236205,4.91911,69.85202,70.361457,422.803783,-5.571831,-0.084417,-0.252293,1.456589,256.978583,274.324533,0.471138,-0.020283,-4.3087645,0.8552535,2.933508,5.2955495,-4.170289,-0.9398745,-1.6571695,-2.66744,-1.9288095,-2.0411885,-2.4817715,-2.447027,-2.639376,-2.4672535,-12.918958
1,0.75,-5.6327035,84.52853975,1.10852025,4.111226,84.330215,4.8829315,69.858211,70.373052,422.2357,-4.388296,-0.015006,-0.404078,1.585266,256.641017,276.3906335,0.464413,-0.016747,-7.7635045,0.918182,6.57888,4.8682935,-4.211311,-0.9501355,-1.66666225,-2.6813145,-1.92921625,-2.04882,-2.4875995,-2.4511465,-2.65654525,-2.4687215,-13.536272
1,1.25,-5.757679,86.30991425,1.12708875,4.2705745,83.280248,4.9301615,69.8396625,70.363767,422.563909,-3.7425575,-0.153816,-0.354954,1.3062355,257.0900835,276.6931,0.5491565,-0.012756,-3.46591925,0.780868,4.303666,4.94139225,-4.378969,-0.9502245,-1.6665255,-2.67991025,-1.9299415,-2.0487825,-2.48486075,-2.448174,-2.653695,-2.4675655,-13.76668
1,1.75,-5.2956465,86.319457,1.18124,4.36293925,86.944402,5.30909475,69.81102175,70.33244325,421.9017495,-3.38989975,-0.015,-0.25801975,1.420447,255.1359375,278.79905825,0.45042,-0.01475,-6.268768,0.625065,5.57709775,5.55716825,-4.4362345,-0.950352,-1.67357975,-2.713756,-1.929419,-2.05643425,-2.49415575,-2.4588405,-2.67616975,-2.4975035,-13.892347
1,2.25,-5.738551,87.122372,1.084056,4.386159,83.115465,4.6185765,69.8107435,70.33293325,421.536491,-3.39395875,-0.069398,-0.28022775,1.4348675,259.6902875,276.98360825,0.42744525,-0.01248425,-7.265166,0.9485235,4.971373,4.7524175,-4.5176145,-0.950401,-1.680871,-2.77523,-1.933846,-2.05653,-2.514392,-2.47574,-2.683913,-2.506183,-13.64449575
1,2.75,-5.110006,85.88395,1.166436,4.33355,83.568243,4.0139165,69.8041945,70.3259395,421.70223925,-3.3132845,-0.084404,-0.32871775,1.310629,263.399817,280.42945025,0.4094365,-0.016355,-5.9985485,0.8793495,5.61584175,4.20340475,-4.37314275,-0.950407,-1.678918,-2.775246,-1.941279,-2.056585,-2.515188,-2.475701,-2.682622,-2.503574,-13.26341725
1,3.25,-5.262152,87.966508,1.224854,4.373378,83.23286675,4.58750225,69.8286095,70.3420575,421.698209,-3.5453055,-0.0670645,-0.35414975,1.2080555,263.32035,280.12667075,0.497434,-0.0168235,-4.2757155,0.632692,5.296205,4.815709,-4.432738,-0.950408,-1.678849,-2.774944,-1.947579,-2.056651,-2.511559,-2.475744,-2.68142,-2.503249,-12.7775675
1,3.75,-5.034034,88.125543,1.2295485,4.348591,81.67695025,3.969817,69.821445,70.340707,421.285566,-4.038978,-0.0923895,-0.311163,1.030925,262.392917,277.114567,0.43314525,-0.02266875,-5.8283865,0.7462095,6.9786215,3.882737,-4.484145,-0.9453025,-1.6839025,-2.7872995,-1.940476,-2.0565635,-2.5184485,-2.475871,-2.6794025,-2.51304,-13.47115225
1,4.25,-5.145509,87.932212,1.161826,4.6121405,83.539049,4.142786,69.816048,70.33709,421.59503875,-4.02263,-0.0905015,-0.36329,1.259538,265.978367,279.14395,0.416356,-0.0253455,-6.3424735,0.728891,6.61862625,4.183427,-4.431814,-0.9463225,-1.6866755,-2.7792965,-1.9431895,-2.0565215,-2.5157475,-2.4760055,-2.67576,-2.509174,-11.89661925
1,4.75,-5.65237875,87.01862425,1.197088,4.49483525,85.3952395,4.484698,69.800723,70.321178,420.167329,-3.842704,-0.14445425,-0.311935,1.192072,262.093867,280.007417,0.534156,-0.023225,-8.838807,0.86361,8.291259,4.54717475,-4.70007475,-0.94466575,-1.68951325,-2.7978605,-1.966045,-2.07186725,-2.524721,-2.4911175,-2.7002925,-2.52073975,-11.84221275
1,5.25,-5.458404,87.052067,1.276551,4.603307,83.6852135,4.27934675,69.829178,70.329593,420.9496,-3.92669,-0.00984825,-0.38508675,1.21586175,263.5969915,280.96960825,0.49198025,-0.02053925,-3.803344,0.754858,7.11596,4.312976,-4.61816,-0.949879,-1.691265,-2.775647,-1.970532,-2.056856,-2.524532,-2.476438,-2.698362,-2.524085,-13.641709
1,5.75,-5.52216375,86.935057,1.201639,4.50543625,83.7709595,3.976132,69.8374465,70.346914,420.698592,-2.7855225,-0.20117825,-0.361726,1.6807695,261.3118165,279.4739415,0.42336,-0.025461,-5.9194965,0.603836,3.472972,4.189062,-4.48658,-0.950414,-1.69192825,-2.769144,-1.9650435,-2.056867,-2.52089275,-2.476375,-2.68901225,-2.5227445,-13.65977925
1,6.25,-5.5940845,85.8962475,1.27365925,4.53560675,83.5263235,4.0135355,69.754629,70.265724,421.76899775,-3.0485705,-0.07315575,-0.2771325,1.449013,263.9848665,281.1934415,0.389794,-0.0288625,-6.810427,0.7950595,5.3831715,3.683104,-4.518218,-1.34226225,-1.69185825,-2.75459975,-1.922086,-2.04081625,-2.503398,-2.46152025,-2.641891,-2.47893225,-14.3089165
1,6.75,-4.72292,83.574562,1.311438,4.551516,81.422992,3.508182,69.798883,70.286637,423.036384,-3.158519,-0.1200075,-0.30716,1.734333,260.769683,281.915333,0.4901785,-0.02775125,-7.75009225,0.920771,2.684626,3.590846,-4.216375,-1.502249,-1.692027,-2.693473,-1.9042,-1.992899,-2.496234,-2.416593,-2.55373,-2.411543,-13.2638225
1,7.25,-4.486412,85.496236,1.261766,4.479242,83.0934175,3.690244,69.781008,70.270405,422.36642975,-2.429297,5.60489,1.591439,4.18231,259.518017,282.330233,0.4915725,-0.010446,-6.97241775,0.78092575,1.40211925,4.013209,-4.11068375,-1.50747775,-1.707013,-2.75451875,-1.923576,-2.0383225,-2.51281325,-2.461419,-2.65844025,-2.47936925,-13.2993
1,7.75,-4.6894625,85.454056,1.220054,4.2201625,83.417054,3.97913975,69.7601385,70.281193,422.59651625,-1.37113,42.4769165,27.60907725,22.56647025,263.90782075,284.88994175,0.44141,-0.013155,-6.240377,0.572181,1.90506175,3.90587475,-3.733691,-1.441739,-1.6772405,-2.487248,-1.662603,-1.9807015,-2.437015,-2.408041,-2.527493,-2.3881415,-12.71819
1,8.25,-4.847819,85.9148275,1.321188,4.3994665,83.362207,4.296374,69.938583,70.4699165,422.273023,2.558478,184.935067,82.990892,62.168075,261.01455,283.441833,0.41596775,-0.01321775,-2.13650175,0.38119,4.9023815,4.0774675,-3.43434575,-0.9202135,-1.67123475,-2.78222125,-1.94268775,-2.0133615,-2.5100705,-2.434281,-2.58657975,-2.479248,-11.474057
1,8.75,-4.357789,84.6801125,1.50860425,4.51990875,83.798537,4.034169,69.896205,70.4480915,421.694495,5.34863,328.171,142.7401195,104.34471,264.9220915,284.713158,0.5310355,-0.029741,0.8738155,0.40219375,9.8975265,4.5931795,-3.802302,-0.92008875,-1.645144,-2.65310875,-1.94245275,-2.0125055,-2.4924805,-2.426119,-2.57194175,-2.4296535,-11.788562
1,9.25,-3.76574975,83.903165,1.5158065,4.757145,84.6164745,4.464281,69.817523,70.36116,422.76799025,30.6664,445.24125025,234.248483,159.994267,271.550283,286.740033,0.495737,-0.0202675,7.26488525,0.52818875,14.110799,4.84846,-3.603079,-0.9306585,-1.64221525,-2.5718225,-1.94214875,-2.0116815,-2.467608,-2.41731025,-2.57169275,-2.4289065,-10.718452
1,9.75,-3.532653,82.12037725,1.736398,4.766033,83.606143,4.740695,69.80862,70.3804,424.4439925,18.873017,537.581133,253.9791,204.9111,274.476517,288.4166,0.4503605,-0.0389365,13.272681,0.48873075,16.30147575,4.67955625,-3.7136785,-0.9424635,-1.643262,-2.5408735,-1.9140465,-1.98366,-2.46466,-2.416538,-2.555231,-2.4129605,-8.377288
1,10.25,-3.5042865,83.1413865,1.882752,4.89974275,83.213984,4.111481,69.80314275,70.358458,424.082243,64.0926,575.5346335,408.8074,270.8767,278.118767,290.71025,0.44878775,-0.0318375,19.45337725,0.321183,23.181317,4.1885505,-3.42672375,-0.944981,-1.639212,-2.552595,-1.899828,-1.968915,-2.463696,-2.416222,-2.553338,-2.411172,-7.496701
1,10.75,-2.748823,79.69453275,2.133683,5.014379,79.96206,4.64047675,69.7731585,70.304562,424.653042,79.16807925,854.132917,475.53328775,324.4740545,275.73300825,296.52709975,0.51583,-0.04359325,30.99820925,0.338887,26.085435,4.73146525,-2.83534475,-0.938811,-1.656087,-2.54646975,-1.91954275,-1.990498,-2.46312675,-2.41339175,-2.5718185,-2.42999075,-4.491918
1,11.25,-2.473745,78.424031,2.2420515,4.98180475,78.676158,4.610682,69.719507,70.2606665,424.7292495,91.96873725,988.211867,535.47102475,379.73157075,277.2661125,299.52542525,0.5332135,-0.053384,38.374676,0.31757475,29.05103875,4.7960105,-2.5274825,-0.93580525,-1.655994,-2.54620375,-1.91644,-1.989425,-2.458687,-2.41119275,-2.58972575,-2.44104175,-4.532582
1,11.75,-2.221282,77.423052,2.31867175,4.77291,77.181299,4.834571,69.72436725,70.26950275,424.9086925,102.84907475,954.8323,571.135904,390.391717,275.2470795,301.81873725,0.563642,-0.058252,41.838604,0.0977225,39.2401045,5.3417995,-2.2221585,-0.933367,-1.662267,-2.551752,-1.923296,-1.996953,-2.460091,-2.415767,-2.603348,-2.443384,-4.1191285
1,12.25,-2.3444095,75.568195,2.51498075,4.86559225,73.326543,4.62105325,69.70228325,70.24318875,424.395317,96.88515425,1092.64207525,549.29126275,393.41917925,275.94422475,301.98782925,0.51916475,-0.0661765,42.784201,0.1001155,35.9963565,5.0635785,-2.4652195,-0.92802,-1.660044,-2.551118,-1.917099,-1.996836,-2.460093,-2.38979,-2.612436,-2.441308,-3.91826275
1,12.75,-1.92284825,76.350608,2.54776675,4.7748195,75.475543,4.70321,69.67042075,70.21037025,424.027124,93.70197925,932.37335,564.562767,390.53241675,274.09110825,303.04152475,0.56266225,-0.05396175,42.1004315,0.1583455,37.9787525,4.9140415,-2.3219225,-0.922836,-1.654476,-2.544599,-1.913475,-1.996694,-2.459763,-2.393354,-2.612368,-2.440618,-4.145227
1,13.25,-2.037071,74.30384125,2.456778,4.868423,73.8199375,4.876262,69.596983,70.127812,424.1464425,89.0135,936.962675,513.178633,351.921283,275.935083,298.71945,0.587286,-0.0621985,39.6812375,0.27790425,36.80347,4.83804725,-2.29954625,-0.9206765,-1.6463475,-2.557047,-1.9374425,-2.0104625,-2.462817,-2.412873,-2.577991,-2.426989,-3.9141185
1,13.75,-1.703034,76.536174,2.3474405,4.8903415,74.8698725,4.862542,69.568627,70.130393,424.10995,55.571117,857.8752165,419.058633,304.126533,278.69345,299.0213,0.584432,-0.06264675,36.07795775,0.179133,29.946015,4.998138,-2.222046,-0.9212905,-1.645877,-2.555225,-1.9344475,-2.0106835,-2.4623245,-2.4158035,-2.5745525,-2.4284835,-3.9852615
1,14.25,-2.24991225,78.3936475,2.065615,4.88198325,75.2075485,4.810711,69.575434,70.12165975,423.703265,59.90484175,727.6411165,389.04804975,246.5761205,281.23142925,299.4832955,0.557498,-0.05761525,24.8007565,0.36493025,27.0145705,4.878109,-2.475957,-0.92266475,-1.6459725,-2.5689455,-1.9433165,-2.01293775,-2.46308,-2.415812,-2.564795,-2.42381225,-4.111534
1,14.75,-2.468711,79.58311525,2.0979825,4.85131575,76.471482,4.404528,69.59134125,70.138773,422.835754,14.939939,588.082975,224.53430825,185.49681225,275.96583775,296.0848665,0.513929,-0.069732,21.321549,0.565851,26.621984,4.72758,-2.28618175,-0.9261675,-1.64514775,-2.5690395,-1.9430655,-2.006607,-2.46266825,-2.41582975,-2.565562,-2.42234075,-5.268487
1,15.25,-2.8466825,82.3010235,2.0180495,4.8166045,77.52738175,5.001593,69.607223,70.14046,422.819081,18.735617,354.4072875,190.014583,134.768298,272.397167,291.875267,0.4983755,-0.051732,13.6922545,0.368159,22.477612,5.18163925,-2.31114875,-0.9284805,-1.641613,-2.555448,-1.9280655,-1.9998915,-2.462646,-2.415834,-2.558517,-2.4147305,-5.68121325
1,15.75,-3.159226,83.464127,1.885215,4.863855,80.02764475,4.716277,69.63317975,70.1653305,422.46122625,7.592863,258.699525,125.4176495,92.84393175,270.5014,288.293067,0.46905525,-0.0487545,5.086715,0.6221675,19.12815125,4.831163,-2.80174025,-0.933013,-1.641437,-2.528054,-1.903874,-2.003196,-2.46111,-2.415943,-2.55535,-2.413053,-6.91887675
1,16.25,-3.80490625,83.37829625,1.8110385,4.72289575,80.64282975,4.9474885,69.66635875,70.1953905,422.68125425,-0.8584365,155.7773835,72.25853575,55.21403,270.50062075,287.313808,0.44948875,-0.0480935,0.49833075,0.733765,16.68016825,4.942569,-2.998345,-0.93736675,-1.64362025,-2.54192775,-1.9033605,-1.99766275,-2.4621285,-2.416223,-2.555765,-2.41314525,-8.047843
