DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.0268142,-8.97003,5.11268,0.913153,1.77246,0.125868,7.210445,437.915,7.88322,0.4193875,0.4018295,0.1505785,0.324861,101.7,7.598035,91.34485,-1.457755,-2.036155,-0.779586,-0.607259,-1.615275,308.6155,1.783295,339.0345,-0.00455172,-0.0494483,7.908655,7.484325,7.458085,-33.0915
1,0.75,-0.0265919,-6.65487,4.30193,0.802265,1.697885,0.132203,7.24935,438.933,7.90745,0.452895,0.4307735,0.1396115,0.303991,101.6735,7.212085,91.22165,-1.49058,-2.104,-0.9940335,-0.71965,-1.75045,310.1985,1.55738,338.1265,-0.00423333,-0.0489667,7.902535,7.444685,7.406535,-29.24445
1,1.25,-0.02233805,-7.26733,3.240925,0.9735135,1.56503,0.130147,7.39645,441.264,7.7763,0.436914,0.4225875,0.142823,0.2749855,101.6715,7.311135,92.1667,-1.545765,-2.090215,-1.210835,-0.8757665,-1.49732,311.875,1.75147,338.2,-0.0029,-0.0488333,7.90293,7.4388,7.39217,-31.57555
1,1.75,-0.0265732,-7.50712,3.55624,0.882057,1.81514,0.132064,7.46257,441.695,7.68534,0.418401,0.429644,0.157616,0.247867,101.7,7.324435,92.16,-1.606215,-2.10425,-1.423965,-1.065785,-1.4722,310.2335,1.8416,338.707,-0.00453333,-0.0500667,7.899435,7.43912,7.395385,-33.004
1,2.25,-0.0215155,-8.13453,4.42135,0.8456355,1.63427,0.1269125,7.076385,442.957,7.554125,0.472978,0.426499,0.158076,0.2833885,101.7,7.129465,91.8467,-1.64137,-2.10987,-1.63407,-1.231415,-1.6682,310.98,1.530965,340.237,-0.0033,-0.049,7.901385,7.4448,7.39733,-32.8998
1,2.75,-0.0210824,-8.350575,3.954045,0.712132,1.808065,0.124338,6.93257,442.959,7.61951,0.466834,0.394696,0.149543,0.255473,101.7,6.8513,92.0867,-1.70467,-2.137065,-1.90627,-1.341885,-1.4185,310.505,1.64137,339.025,-0.0033,-0.0496667,7.89905,7.43695,7.39875,-32.23425
1,3.25,-0.0240726,-7.73946,5.29064,0.6888275,1.75716,0.127362,7.01497,441.0355,7.750645,0.455668,0.400818,0.145296,0.242379,101.7,6.685915,92.56,-1.773785,-2.229435,-2.1234,-1.45625,-1.262815,310.23,1.7286,341.077,-0.00103333,-0.0480333,7.899985,7.424935,7.397965,-28.2212
1,3.75,-0.0206443,-7.16965,4.26978,0.779039,1.753025,0.1232125,6.97646,444.336,7.700275,0.4696135,0.429051,0.1430125,0.25608,101.7,6.2806,92.04835,-1.83045,-2.33435,-2.365685,-1.592365,-1.36415,309.418,1.67985,339.865,0.00133333,-0.0493333,7.90002,7.412865,7.3897,-28.48585
1,4.25,-0.0177852,-6.915575,3.62421,0.717465,1.71166,0.1190135,6.84942,445.372,7.74857,0.4241485,0.4128905,0.1338665,0.228476,101.7,6.38753,92.6433,-1.89685,-2.439835,-2.533715,-1.847565,-1.88878,310.0535,1.44083,338.962,0.00166667,-0.0468667,7.90018,7.389585,7.390635,-28.98125
1,4.75,-0.02104795,-5.865695,4.160955,0.71626,1.67234,0.12118,6.40355,446.5275,7.49212,0.412401,0.39632,0.1399475,0.2358815,101.7,6.492935,92.0867,-2.004015,-2.54558,-2.6982,-1.953815,-1.553665,309.1015,1.72043,339.0865,-0.00196667,-0.0471,7.89908,7.3668,7.393465,-30.65775
1,5.25,-0.02091615,-7.80589,3.12887,0.932265,1.7694,0.129533,6.09706,445.042,6.85694,0.434607,0.400648,0.142644,0.230422,101.7,6.385335,92.2667,-2.08365,-2.658,-2.89265,-2.07048,-1.5511,307.7285,1.689315,338.7,0.00136667,-0.0466667,7.895415,7.360035,7.384885,-31.90285
1,5.75,-0.0181856,-6.994675,4.45109,0.751486,1.72992,0.1245395,6.25811,446.817,6.987115,0.426548,0.417494,0.1538,0.245066,101.7,6.36565,92.07,-2.129335,-2.74052,-3.02388,-2.20342,-1.564585,306.515,1.631665,338.493,0.0011,-0.0464333,7.895915,7.33945,7.3863,-34.01785
1,6.25,-0.024118,-6.26488,2.7723,0.726996,1.82994,0.128504,6.154605,448.371,6.63228,0.4115875,0.428752,0.1647185,0.2554705,101.7,6.19397,93.40335,-2.17968,-2.867665,-3.2328,-2.35487,-1.53615,306.232,1.768165,338.7385,-2e-04,-0.0461,7.897815,7.2987,7.38423,-34.83285
