DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_1_2_1,TS_2_2_1,TS_3_2_1,TS_1_3_1,TS_2_3_1,TS_3_3_1,TS_1_4_1,TS_2_4_1,TS_3_4_1,TS_1_5_1,TS_2_5_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,438.24625,6.2258725,2195.255,0.194507,-3.731845,-17.4951,-1.0844465,0.791109,0.0568889,-0.0825449,0.252195,0.0505308,10.1269,0.3044885,101.7035,80.275,5.717,0.43325,7.7125,6.6935,6.7795,7.845,6.935,7.1805,8.25,7.5345,7.7465,8.5,8.15,8.19,8.985,8.72,8.81,-13.7531,-11.3611,-12.82075,-59.3575,0,0,0,-0.35715,-3.13446,0.46761,267.145,322.05
1,0.75,436.29,6.5186,2186,0.20013275,-0.00333550000000001,-20.7921,-0.48052475,0.748093,0.055308,-0.0889568,0.258326,0.0509729,9.89494,0.296253,101.714,81.125,5.32,0.4085,7.683,6.5775,6.717,7.823,6.783,7.1295,8.22,7.5115,7.7125,8.5,8.155,8.175,8.985,8.72,8.8,-13.62875,-11.573,-13.5773,-58.4625,0,0,0,-0.35715,-3.28372,0.50358,266.755,320.61
1,1.25,433.972,6.3598075,2213.1925,0.1077493,-0.703852,-18.84175,-0.395442,0.748322,0.0552579,-0.0656088,0.260799,0.0544956,9.56721,0.307405,101.714,81.375,5.2585,0.3715,7.631,6.483,6.6765,7.7785,6.666,7.0905,8.17,7.4925,7.6805,8.505,8.14,8.16,8.99,8.72,8.795,-14.9469,-11.87455,-13.9434,-59.8125,0,0,0,-0.35715,-3.35835,0.43164,264.4875,320.64
1,1.75,434.769,6.45441,2199.42,0.257595,-2.649765,-21.5169,-0.147768,0.747997,0.0553591,-0.100291975,0.251087,0.0552396,9.08664,0.31113925,101.73,82.8,4.6445,0.358,7.6215,6.413,6.583,7.7405,6.673,7.074,8.13,7.412,7.6545,8.5,8.115,8.16,9.005,8.725,8.8,-14.864,-11.48335,-14.4315,-59.245,0,0,0,-0.35715,-3.43298,0.43164,264.135,319.99
1,2.25,435.798,6.35629,2202.25,0.48262425,-0.965279,-23.604,-0.407365,0.833458,0.0568269,-0.0829824,0.273029,0.0555757,9.06031,0.3249635,101.747,83.2,4.7585,0.32075,7.5655,6.302,6.4695,7.7375,6.702,6.9745,8.105,7.3325,7.632,8.495,8.095,8.155,9.005,8.73,8.8,-14.95515,-11.64635,-14.78945,-57.6275,0,0,0,-0.35715,-3.171775,0.43164,263.2475,320.925
1,2.75,432.72775,6.4054675,2203.275,0.32095725,1.87674,-24.5218,-0.403249,0.814289,0.0578567,-0.08871575,0.286855,0.0605556,8.89365,0.299984,101.7385,85.075,4.5645,0.29925,7.5385,6.2315,6.365,7.6795,6.6335,6.9005,8.085,7.329,7.6095,8.495,8.075,8.15,9,8.715,8.805,-15.40285,-12.1924,-15.1799,-55.3125,0,0,0,-0.35715,-3.28372,0.43164,265.935,319.735
1,3.25,432.986,6.46602,2187.95,0.20314,-2.410345,-18.8352,-0.2555905,0.822372,0.0533923,-0.103626,0.273226,0.0495304,8.88886,0.301409,101.732,85.35,4.5255,0.331,7.5375,6.19,6.28,7.6755,6.5515,6.845,8.05,7.309,7.551,8.49,8.05,8.14,9,8.7,8.815,-14.2422,-12.0294,-15.5541,-55.2425,0,0,0,-0.35715,-3.20909,0.39567,268.5675,321.365
1,3.75,433.37025,6.4725675,2191.2925,0.666476,-0.889137,-22.33095,-0.28918875,0.785657,0.0577261,-0.1240905,0.285843,0.0561297,8.43117,0.3057445,101.74,86.125,4.1275,0.3165,7.4355,6.168,6.201,7.681,6.4865,6.7795,8.03,7.2855,7.523,8.485,8.025,8.135,8.995,8.695,8.815,-13.264,-11.573,-15.7087,-52.55,0,0,0,-0.35715,-3.13446,0.39567,269.66,319.59
1,4.25,434.2005,6.3123225,2188.28,0.26570675,-2.3905625,-20.50575,0.02878284,0.670748,0.0534464,-0.105597,0.295852,0.0529875,8.078745,0.3042355,101.7575,86.575,3.7535,0.26475,7.3855,6.3005,6.163,7.618,6.459,6.7,8.01,7.2715,7.492,8.48,8.03,8.125,8.995,8.685,8.815,-13.62045,-10.91285,-15.8307,-54.1,0,0,0,-0.35715,-3.246405,0.46761,272.29,318.695
1,4.75,433.40325,5.8672325,2197.315,0.229323,-2.1910425,-20.303025,0.23587365,0.70023425,0.053350325,-0.0827121,0.26503475,0.0560783,7.34514,0.31421025,101.7475,86.8,3.583,0.265,7.3665,6.201,6.1705,7.561,6.353,6.64,7.976,7.2505,7.4425,8.46,8.025,8.105,8.99,8.68,8.81,-13.8277,-10.8069,-15.668,-51.89,0,0,0,-0.35715,-3.395665,0.43164,273.81,318.335
1,5.25,432.35375,6.342835,2185.045,0.197756,0.6841215,-15.7018,0.500245,0.77729675,0.0529215,-0.0656069,0.287163,0.0576486,7.0195625,0.315095,101.763,86.9,3.5,0.2315,7.304,6.203,6.179,7.5425,6.3275,6.601,7.968,7.1725,7.4125,8.445,8.009,8.085,8.99,8.67,8.805,-12.89095,-10.9047,-15.87135,-51.01,0,0,0,-0.35715,-3.246405,0.43164,277.43,318.05
