DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1
1,5.25,1.733,420.3274475,2.58025275,0.925066,4.65725,9.8634625,0.1815215,-5.539,13.7345,0.43040625,2.763,0.25675,0.308221,0.64845925,0.5518105,8.72,3,94.3,99.9,10.207,10.47725,10.8835,11.362,12.06775,-7.309,-16.187,0,0,0,0,0,333.5045,346.89225,0,1.1583,450.317689,7.158112,1.2087,9.9338685,0.18972975,0.31152,11.852,0.3355,0.5005325,0.0627885,0.07913175,0.26612475,0.270174,7.5075,1.2621,94.7
1,5.75,1.90575,421.815703,2.605887,0.911125,4.75,9.769778,0.170644,-5.233,13.6095,0.443001,2.72925,0.24925,0.30207525,0.642651,0.5798705,8.705,3.07,93.935,99.9,10.178,10.46,10.853,11.337,12.065,-7.698,-18.273,0,0,0,0,0,333.50925,345.812,0,1.070075,448.563295,6.961244,1.4521,10.202887,0.2145565,0.467655,11.795,0.35373325,0.482475,0.0602815,0.07773125,0.2744665,0.255155,7.4475,1.2545,94.7
1,6.25,1.7285,423.777615,2.362967,1.02475,4.867,9.46498,0.169283,-4.5265,13.58125,0.396232,2.6425,0.257,0.311448,0.643428,0.524404,8.7625,3.08,94,99.9,10.15475,10.434,10.841,11.325,12.065,-7.891,-16.78,0.005175,0.00025,0,0.005175,0.937,332.542,345.4795,0.676,1.0222,448.6272,6.849747,2.3,9.80424475,0.205351,0.34214,11.5945,0.35264925,0.47533,0.0617065,0.0769055,0.2592475,0.267043,7.43,1.2429,94.8
1,6.75,1.912,421.0415725,2.313708,0.402375,5.255,9.6000915,0.1735385,-4.1475,13.6185,0.414122,2.677,0.25125,0.31064175,0.663325,0.55856775,8.75,3,94.24,99.9,10.145,10.38925,10.8125,11.3095,12.06725,-8.033,-15.468,0.6,1.217,2.237,0.6,1.77,335.45025,345.121,0.99,0.98888,450.009915,6.51377325,1.5425,9.992646,0.2077265,0.560795,11.55975,0.347966,0.44635,0.0573855,0.081553,0.2442905,0.2561425,7.19,1.19935,94.8
1,7.25,1.55275,419.9181925,2.87217,0.8716455,3.534,9.564805,0.218537,-4.0295,13.476,0.41200725,2.61,0.26275,0.31898175,0.68043625,0.576194,8.5,3.025,93.95,99.9,10.13025,10.35475,10.777,11.33275,12.073,-8.06475,-15.926,5.284,13.76,1.243,5.66865,2.498,334.0815,345.199,9.24,1.1385,449.742077,6.756792,1.228625,9.8258295,0.1974395,0.4483625,11.5545,0.32098625,0.44857,0.059632,0.084172,0.259684,0.270157,7.23,1.14915,94.8
1,7.75,1.6695,421.1694635,2.2199425,0.84401375,5.224,9.70659625,0.1578245,-4.656,13.01125,0.449997,2.533,0.259,0.316228,0.6530695,0.5903355,8.5625,3.15,93.9,99.9275,10.103,10.362,10.758,11.313,12.047,-7.529,-4.84125,41.749,86.24,8.507,41.1,9.577,334.618,346.0755,55.93,1.0238,448.93266575,6.739582,2.3558,9.770734,0.21985675,0.73997,11.7095,0.33747575,0.4693925,0.064908,0.08924025,0.26325125,0.28053575,7.24,1.21165,94.7
1,8.25,1.839,420.565773,2.46397025,-0.0784025,8.4275,9.644065,0.18445325,-1.83825,12.739,0.398119,2.419,0.26525,0.324037,0.6721195,0.5820215,9.03,3.445,93.2,100,10.114,10.36,10.745,11.298,12.043,-6.195,21.223,112.326,241.86,21.55,111.19185,21.054,331.704,349.888,108.5,0.7813,441.520685,5.63040575,4.386925,9.912072,0.310933,1.875275,11.97675,0.5022165,0.47136,0.076921,0.107935,0.291029,0.279929,7.67,1.3145,94.4
1,8.75,2.32125,420.894996,2.244276,-1.4799095,22.3075,9.915929,0.256173,4.0475,12.968,0.37114675,2.16175,0.307,0.363318,0.725259,0.584808,9.655,3.915,93.1,100,10.208,10.405,10.725,11.28,12.04,-3.83525,72.5055,191.451,424.031,34.51675,191.77335,31.646,333.436,356.512,171.4,0.87173,433.841291,5.793153,11.2725,10.414203,0.4464455,4.2394,12.47025,0.7365775,0.531535,0.090922,0.125801,0.3246155,0.3295815,8.4275,1.799525,93.6
1,9.25,1.984,420.107405,2.55429375,-1.60103475,37.04575,10.239145,0.30016025,25.2445,13.44775,0.4192225,1.99125,0.3305,0.39179,0.754983,0.676014,10.5525,4.46,92.5,100,10.32975,10.455,10.758,11.265,12.031,-1.54,131.45,268.28975,596.36575,45.6495,270.82845,39.454,334.935,363.462,233.7,0.8382,427.5252415,4.82177775,26.0225,10.743951,0.5593625,8.503,13.5535,0.63424325,0.6480375,0.1176525,0.15455375,0.37318875,0.4072765,9.73,2.887575,93
1,9.75,0.89525,418.17429575,2.2478605,-0.91080875,54.512,10.61331,0.30296425,58.84225,14.04125,0.420714,2.04925,0.3545,0.441588,0.806822,0.733142,11.155,4.715,91.5,100,10.43725,10.54725,10.775,11.26925,12.0335,2.763,188.44075,338.701,750.577,55.8605,339.7892625,46.845,336.167,370.97775,303.4,0.28953,424.8574365,2.239473,31.82225,10.608641,0.39253825,13.5795,14.45425,0.39206175,0.729185,0.139025,0.1758605,0.4347855,0.4831505,10.785,3.8433,91.275
1,10.25,0.5765,417.0036635,2.1078895,-0.263056,59.635,10.803624,0.2889585,87.36975,14.52,0.409876,2.17625,0.3765,0.4722275,0.8200605,0.785175,11.675,5.21,90,100.0325,10.5625,10.651,10.805,11.2575,12.025,6.76575,236.545,400,882.3645,64.083,399.442675,53.091,337.901,377.326,358.45,0.008861,423.868954,1.750967,32.974,10.7813635,0.32851,20.7125,14.963,0.4057645,0.848125,0.143295,0.1919795,0.486112,0.53638,11.645,4.6545,90.2
1,10.75,-0.2435,417.305339,2.1293735,-0.063514,60.038,10.949449,0.31517,111.80125,14.897,0.424264,2.38725,0.419,0.506952,0.8910635,0.8677555,12.2275,5.46,88.4,100,10.7465,10.718,10.86,11.2585,12.023,12.1545,275.98775,450.69575,987.8315,70.132,447.7105125,58.7125,340.4205,384.1205,396.1,-0.005436,421.28028025,1.717567,35.657,10.99997375,0.341091,30.045,15.08175,0.41763925,0.901025,0.15406,0.21571875,0.55217025,0.5817495,12.56,5.484125,88.5725
1,11.25,-0.004,416.303522,1.83775725,-0.126264,69.14,11.089642,0.28201975,130.35225,15.33125,0.447214,2.338,0.42525,0.537587,0.90013875,0.890785,12.695,5.605,87.3,100,10.9095,10.8525,10.886,11.2615,12.024,17.225,309.638,487.425,1067.248,74.858,482.65,65.063,339.55425,389.456,438.625,-0.03170075,421.1501335,1.53985,38.84875,11.0915325,0.338528,38.1755,15.4505,0.5511655,0.97889,0.16818,0.227761,0.577685,0.622888,13.3725,6.144575,86.6
1,11.75,-0.366,414.153943,1.58277275,-0.21526725,67.752,11.309023,0.277344,148.802,15.74375,0.47355,2.4505,0.4395,0.553173,0.928709,0.9634575,13,6.05,87.3,100,11.123,11.008,10.95,11.265,12.023,22.39725,329.674,512.4745,1110.7555,77.694,504.7990125,71.4245,337.85175,393.58275,451.9,-0.08095,419.530669,1.4544385,39.427,11.134915,0.33325625,45.2375,15.871,0.513069,0.995675,0.166385,0.234751,0.600325,0.6499345,14.08,6.697775,86.325
1,12.25,-0.475,413.559546,1.843319,-0.196125,66.94375,11.36092125,0.268994,152.35925,16.0615,0.469042,2.63025,0.447,0.568331,0.960859,0.97455075,13.4175,6.165,86.3,99.9,11.277,11.137,11.012,11.267,12.02,26.6375,326.904,511.275,1115.64875,78.261,506.58165,70.18925,337.799,396.6285,465.55,-0.0759815,419.37934675,1.671665,39.983,11.38999575,0.322176,51.785,16.156,0.51641325,1.0393,0.16882,0.240152,0.621916,0.674255,14.43,7.30885,85.375
1,12.75,-0.118,412.622091,1.523814,-0.0873435,65.0735,11.668143,0.263038,157.7965,16.35275,0.458258,2.645,0.446,0.568331,1.019313,0.981835,13.71,6.475,85.15,99.9,11.55,11.287,11.083,11.297,12.035,28.81975,321.509,513.32,1091.532,78.072,497.2671,72.2445,333.499,398.894,429.5,-0.1122225,418.774066,1.306788,40.3095,11.4782065,0.3171665,52.306,16.361,0.533287,1.061425,0.1690775,0.2410895,0.649917,0.66540225,14.8075,7.697775,84.075
1,13.25,-0.156,411.359767,1.38071975,-0.110875,66.618,11.68535025,0.23913075,147.51,16.7125,0.452769,2.759,0.4685,0.57576,1.028833,0.9934775,14.135,6.805,83.75,99.9,11.736,11.435,11.17,11.314,12.03,29.78775,299.207,488.72675,1044.186,77.883,474.825,72.454,331.587,400.32225,424.7,-0.0712775,419.595937,1.396715,39.62975,11.520803,0.32957975,52.567,16.778,0.523612,1.05955,0.178225,0.242902,0.646295,0.67217525,14.94,7.859925,82.65
1,13.75,-0.197,411.693885,1.5317435,0.0057465,59.374,11.721771,0.2460405,136.09625,16.94,0.412916,2.7115,0.479,0.578792,1.043552,1.019804,14.51,7.19,83.2,99.8,11.93025,11.563,11.29775,11.36225,12.0335,28.826,264.495,456.461,967.9525,75.992,442.0638,67.457,329.431,397.261,408.1,-0.09537725,417.914634,1.221548,35.75775,11.56870825,0.2981475,46.061,17.033,0.521685,1.06285,0.1764,0.241906,0.6281275,0.675385,15.08,8.0729,81.9
1,14.25,-0.10625,412.00104,1.3235425,-0.01997225,55.022,11.713742,0.2184685,118.05,17.275,0.39179,2.70525,0.455,0.553172,1.01315,0.9937305,14.8,7.26,82.15,99.8,12.135,11.666,11.359,11.374,12.0335,26.953,223.632,402.08,849.432,71.7395,388.5,60.06575,328.148,396.613,370,-0.03536425,417.456716,1.310291,33.03625,11.6557865,0.2949105,39.504,17.413,0.4489875,1.06025,0.167935,0.2319775,0.6068065,0.6584525,15.43,8.2742,80.3
1,14.75,-0.01275,412.1032465,1.32339075,0.23986775,45.7775,11.677952,0.231246,97.34,17.392,0.343511,2.81075,0.454,0.544977,1.019804,0.944458,14.68,7.4,81.225,99.8,12.1385,11.70775,11.40425,11.4115,12.025,23.17,171.654,341.93825,715.1825,65.028,327.275,52.98875,326.9555,392.06775,310.775,-0.039752,417.36599825,1.07922,28.162,11.78348675,0.275218,29.325,17.56825,0.4175225,1.03075,0.162655,0.22482575,0.57803125,0.62733325,15.3375,8.33315,79.925
1,15.25,-0.0485,411.0858875,1.08744825,0.249611,35.4575,11.8076855,0.2003,73.678,17.37475,0.293258,2.70725,0.4275,0.527257,0.9681165,0.90705525,14.6425,7.4025,82.3,99.8,12.045,11.72,11.475,11.465,12.0325,18.224,112.3015,273.161,561.24125,55.198,260.732775,45.2315,330.4715,388.09375,262.125,0.1063925,416.08124375,1.071838,21.592,11.68657725,0.2521135,16.461,17.5265,0.3129345,0.987005,0.149815,0.21649025,0.55722025,0.58353625,14.81,8.016525,79.825
1,15.75,0.255,410.6266755,1.701706,0.431806,26.446,12.028686,0.20570075,42.97,17.502,0.238747,2.5745,0.40075,0.468775,0.914877,0.8218865,14.545,7.295,82.5,99.8,12.019,11.7375,11.5185,11.497,12.0425,13.009,55.126,192.49475,399.903,38.781,181.9101375,31.074,329.84075,381.4665,191.475,0.238645,416.331732,1.10969525,15.976,11.784248,0.217289,5.0602,17.42,0.252058,0.9433425,0.1414,0.1972665,0.5090455,0.51809575,14.54,7.466825,81.45
1,16.25,0.51,411.056809,1.33602,0.8369095,15.578,12.069957,0.1701565,16.261,17.5615,0.20062125,2.4815,0.3625,0.423082,0.8499885,0.7099295,14.205,6.965,83.85,99.8,11.8875,11.726,11.55,11.531,12.045,8.831,10,109.5925,229.67825,22.312,104.7811375,19.3075,328.7525,375.115,116.9,0.5221575,417.683651,1.40221475,8.6111,11.926482,0.187123,-0.90264,17.282,0.2788825,0.8239575,0.1197,0.17847075,0.438098,0.42840375,13.96,6.96935,82.825
1,16.75,0.6405,410.784879,1.096695,2.0526875,7.09675,12.1477735,0.151045,1.639,17.508,0.187083,2.26125,0.293,0.352136,0.72059025,0.633246,13.575,6.245,84.8,99.8,11.7745,11.69925,11.5475,11.551,12.0465,4.524,-19.137,40.4655,84.496,8.46575,38.718675,8.12,324.505,368.1735,56.16,0.95568,419.810356,4.311183,4.2986,12.057869,0.175901,-0.4027,16.56575,0.5356805,0.61215,0.087276,0.1365185,0.37650975,0.33018,12.95,6.08995,84.65
1,17.25,0.613,412.383798,0.7664035,3.1755975,4.231,12.127315,0.1128555,-0.629,17.24725,0.187083,2.171,0.231,0.277489,0.602495,0.54037,12.965,5.56,88.5,99.8,11.6825,11.641,11.52725,11.5675,12.0465,1.0705,-28.327,4.573,12.779,0.746,4.8,1.561,325.054,360.182,8.64,0.9341575,427.33924575,6.46218075,2.6328,12.161464,0.17868875,0.69448,15.217,0.5361855,0.40431,0.063948,0.089976,0.286444,0.251362,11.405,4.78165,87.5
1,17.75,0.63,410.238111,1.06096675,2.826736,4.6505,12.303572,0.1036345,-0.44525,16.89275,0.197484,2.046,0.206,0.259792,0.606214,0.5398975,12.395,5.09,89.35,99.8,11.53025,11.549,11.5105,11.57475,12.0415,-1.6125,-26.511,0,0,0,0,0,321.365,355.746,0,0.96097,428.199611,7.1499035,2.853675,11.88216,0.1606325,0.220085,14.519,0.410923,0.3267575,0.0518125,0.06687625,0.245136,0.238304,10.35,3.6966,89.6
1,18.25,0.8165,412.985847,1.0726005,1.4468545,4.73375,11.659917,0.107559,-0.454,16.701,0.2318385,2.155,0.202,0.250998,0.598331,0.551362,12.075,4.72,91.2,99.8,11.386,11.456,11.486,11.575,12.0345,-3.78,-29.586,0,0,0,0,0,323.044,354.094,0,0.86119,430.713457,7.254084,2.292325,11.507483,0.14445925,0.0400265,14.03975,0.344768,0.3182425,0.048388,0.064258,0.2312195,0.22287675,9.44,3.016925,90.8
1,18.75,0.703,411.0372175,1.2989725,0.91406925,5.09775,11.932829,0.12477,-0.80025,16.5205,0.2617235,2.16,0.212,0.266458,0.599166,0.579655,11.8125,4.61,91.9,99.8,11.268,11.372,11.453,11.58,12.033,-5.0535,-28.237,0,0,0,0,0,326.1765,352.9235,0,0.8967925,437.748279,7.91786825,1.70555,11.515553,0.13900975,0.01425075,13.70825,0.348741,0.34202,0.0502545,0.06174,0.2474405,0.2317455,8.9525,2.50755,91.8
1,19.25,1.07175,411.7380145,1.671418,1.38538225,3.30875,11.785576,0.1182395,-1.4255,16.166,0.284605,2.2515,0.19975,0.246982,0.60270225,0.5561025,11.565,4.2925,92.2,99.8,11.153,11.275,11.428,11.588,12.033,-5.552,-27.158,0,0,0,0,0,327.513,351.985,0,1.0669,438.522976,8.20091775,1.4729,11.0933705,0.14171525,0.1076575,13.556,0.346251,0.3635725,0.05332325,0.06653575,0.2412085,0.24095675,8.615,2.2366,92.2
1,19.75,1.18025,413.115324,1.749073,1.45118375,2.21125,11.499053,0.131061,-2.4255,15.88075,0.361939,2.47575,0.22725,0.272942,0.61542575,0.54612275,11.25,3.99,92.6,99.8,11.075,11.227,11.408,11.59,12.033,-6.1275,-25.6775,0,0,0,0,0,329.658,351.35375,0,1.11975,437.26364575,7.799833,1.400075,10.9731065,0.1355375,0.0825145,13.471,0.36523625,0.39678,0.0535755,0.06615175,0.24245175,0.244218,8.54,2.06655,92.5
1,20.25,1.471,416.897051,1.82468425,1.2140345,2.2455,11.615247,0.131802,-3.44475,15.527,0.3442375,2.544,0.231,0.272029,0.6160355,0.569207,10.9025,3.62,92.8875,99.8,11.018,11.185,11.378,11.595,12.04,-6.3195,-24.173,0,0,0,0,0,328.55025,351.3795,0,0.971005,445.7187,8.5690305,1.0683,10.959834,0.145502,0.097243,13.38475,0.3618875,0.41444,0.054595,0.069011,0.246313,0.243963,8.37,1.87365,92.9
1,20.75,1.6475,417.879728,1.8645375,1.403743,2.8655,11.475939,0.12687125,-4.195,15.366,0.343511,2.54825,0.241,0.28766175,0.60663,0.530329,10.6,3.3925,93.75,99.823,10.975,11.138,11.34,11.592,12.053,-6.832,-21.655,0,0,0,0,0,328.807,350.867,0,1.14445,444.6089795,8.407251,1.27425,11.01606075,0.152946,0.08794425,13.459,0.365229,0.416585,0.05649525,0.073667,0.2721515,0.22779625,8.0975,1.7909,93.2
1,21.25,1.431,417.931227,1.984072,1.349441,1.719,11.542589,0.135871,-4.166,15.246,0.34168675,2.687,0.2485,0.29874675,0.66764425,0.57900775,10.4225,3.3,94,99.9,10.943,11.092,11.313,11.595,12.053,-6.719,-22.734,0,0,0,0,0,329.919,350.90575,0,1.0557,445.6910375,8.30241075,1.032375,10.9918565,0.143425,0.079658,12.959,0.368449,0.41459,0.060188,0.075769,0.254258,0.249674,8.01,1.643125,93.4
1,21.75,1.72525,418.00917175,2.13204175,0.966924,1.7485,11.49398025,0.135511,-3.821,14.8975,0.3708095,2.68525,0.253,0.294958,0.6621935,0.556327,10.185,3.13,93.775,99.9,10.865,11.065,11.287,11.59,12.06,-6.632,-24.316,0,0,0,0,0,331.147,350.39525,0,1.32385,448.0819705,8.61148325,1.1202,10.594185,0.1672635,0.0643,12.8395,0.36363675,0.45409,0.0595125,0.078132,0.2550235,0.244076,7.94,1.52745,93.4
1,22.25,1.879,416.574177,2.595671,1.1048265,2.70775,11.387665,0.156116,-3.745,14.886,0.3827525,2.625,0.24,0.291548,0.664831,0.561249,10.19,2.945,93.9,99.9,10.798,11.035,11.287,11.592,12.068,-6.539,-21.151,0,0,0,0,0,330.5,348.74225,0,1.08225,444.98236325,8.459784,1.191125,10.576959,0.166711,0.10106,12.7145,0.36122,0.44637,0.054996,0.073217,0.265147,0.24408,7.9275,1.4827,93.5
1,22.75,1.842,417.9893775,2.4076915,1.488486,2.2845,11.191771,0.1518335,-4.38975,14.698,0.372827,2.6685,0.25125,0.30618525,0.66143775,0.564576,10.12,2.97,94,99.9,10.745,10.985,11.242,11.575,12.075,-7.22,-20.306,0,0,0,0,0,329.5545,349.78275,0,0.9525825,451.20413425,8.0733155,1.213,10.681684,0.156026,0.3389925,12.549,0.360924,0.45034,0.0532235,0.070741,0.252055,0.239663,7.8325,1.36965,93.6
1,23.25,1.87,419.190522,2.551042,0.636802,2.5155,11.177995,0.1583555,-4.281,14.65175,0.36912025,2.676,0.242,0.303315,0.632456,0.554977,10.01,2.93,93.8,99.9,10.70525,10.925,11.223,11.5485,12.0805,-7.042,-19.0455,0,0,0,0,0,331.507,350.20675,0,1.058325,452.28596375,8.3310245,1.481125,10.65978225,0.166892,0.1117925,12.509,0.362988,0.46625,0.058745,0.072029,0.26631,0.24738,7.89,1.353575,93.8
1,23.75,1.682,420.50933025,2.148876,0.502215,3.5055,10.641231,0.16332225,-5.281,14.492,0.3751665,2.75725,0.258,0.3118485,0.68007325,0.56324975,9.5925,2.9025,93.8,99.9,10.67025,10.885,11.17075,11.535,12.08275,-6.958,-18.201,0,0,0,0,0,333.6895,350.2285,0,1.122375,454.574961,8.16565275,1.817375,10.4517355,0.165592,0.3618075,12.492,0.373791,0.4670225,0.06396425,0.07344225,0.25967075,0.2548595,7.89,1.369625,93.9
2,0.25,2.44025,417.239515,1.992627,0.890514,4.677,11.409091,0.13152025,-10.30525,15.7305,0.334664,3.0045,0.28125,0.34712875,0.67490725,0.58180725,10.94,4.53,84.9,99.6,11.77325,11.98725,12.2615,12.5155,12.55525,-11.523,-32.392,0,0,0,0,0,309.196,350.303,0,1.475075,449.5024415,8.164947,2.24485,11.28753575,0.1982415,-0.0161415,13.12625,0.4164605,0.5858,0.0620815,0.08595,0.2743355,0.2505255,8.53,2.2771,92.2
2,0.75,2.293,416.8793985,2.00521225,0.66427425,4.64325,11.258101,0.1246475,-9.758,15.62425,0.347851,2.9575,0.286,0.3553165,0.689202,0.586515,10.7585,4.59,85,99.6,11.69575,11.942,12.214,12.4905,12.558,-11.409,-33.993,0,0,0,0,0,311.461,349.701,0,1.5525,448.40660525,8.51229775,2.2114,11.271956,0.18717,0.05527725,13.276,0.43421125,0.566715,0.061231,0.086612,0.267562,0.25338,8.36925,2.18145,92.4
2,1.25,2.5285,417.849592,2.000902,0.68964575,5.378,10.99261275,0.1472055,-9.264,15.3695,0.3626285,2.9545,0.291,0.357771,0.677495,0.586515,10.705,4.39,85,99.6,11.64,11.88225,12.17675,12.46475,12.56225,-11.368,-31.187,0,0,0,0,0,315.728,348.98,0,1.23105,447.796565,7.76819625,1.9581,11.34020125,0.188455,0.270815,13.20725,0.42171625,0.562545,0.0590695,0.0838655,0.268718,0.2532345,8.23,2.1135,92.6
2,1.75,2.678,418.987994,2.01658525,0.6364585,5.32325,10.724173,0.1337585,-10.471,15.345,0.36606,2.952,0.2895,0.360555,0.6985695,0.579222,10.585,4.35,85,99.6,11.62375,11.82825,12.129,12.426,12.565,-11.575,-33.849,0,0,0,0,0,318.76025,348.762,0,1.3183,440.91797,8.0268975,2.046,11.319781,0.17437175,0.20252,13.113,0.422197,0.564575,0.059357,0.0788995,0.267863,0.255382,8.0825,2.100775,92.65
