DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
4,15.25,0.67625,29.35,4.87,0.477,282.7245,35.25,92.452,41.35,18.6335,90.15,391,36.215,413,782,157,347,553.5,7.506
4,15.75,0.69,29.275,4.97,0.37375,253,34,83.79075,40.675,19.134,90.10375,391,36.36,348,686,137,347,540,7.64
4,16.25,0.65775,29.2,4.91,0.216,214,27.8,73.626,39.424,19.80125,90.1,391,36.575,270.75,579,116,345.24225,526.75,7.5995
4,16.75,0.6605,29.1,4.857,0.17625,174.17225,25.9,60.625,37.8,20.185,90.1,390,35.96,193.1475,463.082,92.7,342.37,509.5,7.7025
4,17.25,0.668,28.7,4.7,0.09,125.751,23.701,48.25,36.5,21.017,90.1,390,35.09,110.577,338.853,68.693,340.5815,494,7.656
4,17.75,0.629,28.1,4.5085,-0.0025,72.6,17.9,38.414,35.2,21.304,90.1,390,33.63,18.9195,215.1875,47.495,337.5,476.5,7.582
4,18.25,0.6025,27.225,4.2425,0.046,24.1,11.1,28.425,33.425,23.11075,90.1,390,32.155,-51.85,103.1175,28.8,335.306,460.5,7.79
4,18.75,0.51775,26.013,3.8225,0.298,-7.175,5.525,17.8625,31.8,25.24025,90.1,390,29.6275,-99.9,19.6,9.695,331.5,445.5095,7.87
4,19.25,0.448,24.452,3.1835,0.3785,-10.5125,2.52,8.6705,30.2,29.2945,90.2,390,26.405,-106,-2.6855,3.12825,326.75,431,7.94
4,19.75,0.369,22.95,2.5775,0.40775,-6.982,1.9975,0.023,28.8,31.35675,90.2,390,23.0425,-99.25,-3.04575,3.42975,322.88425,421.91475,8.06
4,20.25,0.338,21.7435,2.3965,0.35075,-10.535,1.825,-6.66,27.55,31.64275,90.3,391,21.485,-96.22225,-2.97,3.6,319,415.75375,8.2915
4,20.75,0.335,21.152,2.31,0.361,-11,2.17,-11.9965,26.518,36.08,90.3,390,19.62,-94.375,-2.643,3.72025,317,412,8.603
4,21.25,0.302,20.7,2.186,0.39725,-14.175,1.96,-16.3,25.6,39.212,90.311,391,19.18,-90.94875,-2.52,3.716,317,410,8.6275
4,21.75,0.3265,20.3,2.3,0.3595,-17.725,2.32,-19.367,24.8855,38.082,90.3275,391,18.165,-88.175,-2.4535,3.54,316,406,8.556
4,22.25,0.315,19.8,2.265,0.31175,-20.60925,1.67475,-21.1,24.1075,38.861,90.377,390,16.9675,-88.2,-2.43,3.55,315.9235,402,8.69625
4,22.75,0.3175,19.1,2.285,0.302,-19.3,1.85,-22.4465,23.45,41.205,90.344,390,16.235,-87.75,-2.3375,3.4025,315.00825,398.95725,8.8745
4,23.25,0.2655,18.633,2.22575,0.3195,-19.75,2.0375,-23.667,22.8,43.8665,90.352,390,15.1275,-87.1,-2.2945,3.28,312,396.14175,8.85
4,23.75,0.2685,18.25,2.25075,0.275,-20.5,2.08,-25.0745,22.2,45.875,90.4,390,14.77,-85.21075,-2.2225,3.385,310.75,394,8.9065
5,0.25,0.2515,21.5,2.13,0.21075,-17.7725,-0.0205,-26.75325,26.225,37.287,90.285,388,19.35,-89.145,-2.4425,3.5625,324.25125,411.64975,10.5475
5,0.75,0.23225,20.925,2.1025,0.149,-17.599,0.114,-27.875,25.725,39.396,90.2395,388,18.61,-88.446,-2.43,3.49,322.7815,408.75,10.612
5,1.25,0.21675,20.50825,2.08,0.13125,-17.29075,0.0965,-28.9015,25.2,40.318,90.2,388,17.675,-86.65575,-2.2,3.48,321.7795,405.76275,10.892
5,1.75,0.214,19.83925,2.0805,0.092,-16.95,0.145,-29.65,24.625,41.6295,90.2,388,16.585,-85.55425,-2.18775,3.33,317.75,403,10.77975
5,2.25,0.214,19.4385,2.09625,0.151,-15.775,0.313,-30.4,24.1,40.989,90.2,388,16.32,-84.37175,-2.194,3.41,318.5,400.03975,10.674
5,2.75,0.21775,19.0145,2.1475,0.078,-16.384,0.584,-31.575,23.625,42.3825,90.2065,388,15.985,-82.875,-2.133,3.3975,316.75,398.02925,10.673
5,3.25,0.221,18.782,2.1,0.0715,-14.7565,0.254,-32.23125,23.13875,42.6385,90.2085,388,15.285,-82.212,-2.03,3.392,316,396.2295,10.6965
5,3.75,0.231,18.225,2.12,0.1085,-15.25,0.327,-32.875,22.7625,44.5275,90.21175,387,15.14,-81.625,-2.0225,3.34,314.75,394.95,10.641
5,4.25,0.2275,17.825,2.081,0.114,-16.075,0.46975,-33.2,22.40575,45.5615,90.2345,387,14.585,-80.025,-1.9925,3.176,313.69525,391.91575,10.625
5,4.75,0.22125,17.6,2.1125,0.0955,-16.7,0.41525,-33.675,22.025,46.59725,90.2365,387,14.3075,-79.498,-1.91475,3.18,312,389.414,10.76825
5,5.25,0.22125,16.85,2.107,0.052,-15.15,0.6515,-33.975,21.6,46.759,90.3,387,13.72,-77.4,0.19125,3.555,312.32625,387.784,10.84375
5,5.75,0.217,17.2495,2.04,-0.03,-14.131,1.275,-34.275,21.325,45.005,90.3,387,13.71,-58.625,33.825,13.775,311.06975,388.14625,10.7105
5,6.25,0.217,19.21225,1.82,-0.24,-2.0825,4.42575,-34.08875,21.225,40.1675,90.3,386,15.5125,-1.255,114,27.975,313,397,10.925
5,6.75,0.235,22.15,1.59,-0.2705,29.43525,11.175,-32.44975,21.5,35.346,90.3,387,19.84,79.025,217,40.375,318,415.20175,11.056
5,7.25,0.273,23.868,1.8355,-0.3765,59.525,17.6,-29.125,22.025,31.739,90.3,388,23.165,164.32025,330,55.8,323,430.3795,10.92075
5,7.75,0.315,24.825,2.15,-0.2925,97.405,21.2,-22.775,23.0325,31.859,90.3,389,24.89,247,447,76.3,328.7745,452,10.693
5,8.25,0.363,25.8,2.355,-0.188,142,23.807,-13.4385,24.4,29.258,90.3,389,27.26,323,560,99.8,332.237,474,10.207
5,8.75,0.441,26.826,2.882,-0.0535,183.5,26.1,-2.284,26.1345,27.44,90.3,389,29.11,392,667,123,337,494,9.899
5,9.25,0.49,27.672,3.35,0.009,218,28.518,12.795,28.6555,24.88025,90.3,389,31.0375,454,767,145,342,514,9.797
5,9.75,0.53425,28.75,3.6275,0.14475,260.5,30.0245,30.45,31.2,23.89425,90.3,389,33.38,506,855,166,346,537,9.374
5,10.25,0.56,29.5,3.83,0.1525,289.75,30.55,47.491,33.9,22.4615,90.3,389,35.4875,549.25,933,184,350,557,8.994
5,10.75,0.568,30.2,4.011,0.26,318,29.911,62.1,36.3,20.967,90.3,389,37.38,584,994,199,353.25,573,8.8175
5,11.25,0.599,30.9,4.165,0.508,335,32.23175,74.9,38.5,19.6705,90.3,389,39.0575,605,1040,210.5,355,584.5,8.372
5,11.75,0.63075,31.4,4.385,0.602,360,30.98775,83.89725,40.6,19.13075,90.286,389,40.675,619.14,1070,219,358.87325,596,8.253
5,12.25,0.629,31.89175,4.48525,0.721,373,30.2,92.29975,42.375,18.1855,90.2,389,42.19,623.25,1080,224,360.25,607.25,8.145
5,12.75,0.65025,32.3,4.5725,0.80975,375.2055,28.175,98.675,44.07625,18.15725,90.2,388.25,43.2425,613,1080,225,362,615.5,8.12775
5,13.25,0.6735,32.6,4.825,0.7905,376.6995,28.153,102.692,45.5,17.182,90.2,389,44.15,595.8725,1060,222,363,616,7.9455
5,13.75,0.67475,32.975,4.86,0.67025,370,26.37625,104.90425,46.3,16.565,90.135,388.75,45.475,571,1030,215,364,618,7.9495
5,14.25,0.6915,33.175,4.9525,0.61575,351,25,104.015,47.075,16.206,90.1,389,45.675,532,977.867,203,364,616,7.8255
5,14.75,0.686,33.154,4.975,0.68925,335.4975,22.84175,102.3105,47.2805,15.2905,90.1,389,46.83,484,911,189,365,606.771,7.52
5,15.25,0.705,33.1,4.99,0.644,313.272,22.145,97.5165,47.2,14.73,90.069,389,47.535,428,828,172.46425,365,598,7.6725
5,15.75,0.698,33.1,4.947,0.56,284,19.876,90.69075,46.6,14.866,90,389,46.8,366,737,154,363.708,587,7.59
5,16.25,0.667,33.2,4.77,0.48525,243.9795,18.5315,79.1115,45.75,15.6,90,389,47.23,296,632.5,132,362,571.75,7.569
5,16.75,0.67425,33,4.74475,0.33875,205.25,17.3965,66.125,44.3345,15.88825,90,389,46.625,220,522.5,109.5,359.4655,555.5,7.85
5,17.25,0.6585,32.8,4.72375,0.2555,162,13.9,55.80425,43.325,16.679,90,389,45.805,144,407,85.65,357.2285,537,7.73
5,17.75,0.63575,32.4,4.67125,0.131,116.5,12.4,46.567,42,16.8325,90,388,44.67,65.95,287.5,63.3,354.9305,518.4935,8.0285
5,18.25,0.62,31.7145,4.49,0.04225,62.1985,8.51,36.7715,40.4,16.26025,90,389,42.785,-12.5,172.5,42,354.3265,500.5,7.861
5,18.75,0.5715,30.925,4.1275,0.079,15.2,5.6045,25.11625,38.4,18.445,90,388,39.93,-76.95,73.65,23.1,350,482.991,8.032
5,19.25,0.4965,29.6,3.5925,0.196,-5.27425,1.4875,13.5,36.625,19.773,90,388,36.25,-110,8.44,6.605,346.604,467.6645,8.28425
5,19.75,0.39225,27.8745,2.9475,0.197,-8.16,0.689,3.46,34.8445,21.63325,90.1,388,31.6725,-111,-2.925,3.67,341.01,453.797,8.99
5,20.25,0.35025,26.225,2.45275,0.22175,-8.064,0.64425,-4.749,33.4,23.423,90.1,388,28.67,-106,-3.5075,3.7375,338.5,444,9.08025
5,20.75,0.3395,25.6,2.48625,0.24575,-9.04,0.39925,-10.875,32.025,26.2,90.16075,388,26.78,-101,-3.12,3.9595,336.5,438,9.3465
5,21.25,0.348,24.925,2.475,0.2785,-13.157,0.325,-15.38575,30.9,27.4635,90.2,388,25.74,-99.5,-2.98575,4.02,334.1375,434.304,9.614
5,21.75,0.33825,24.45,2.3395,0.255,-15.211,0.144,-18.7,29.9,29.6635,90.2,388,23.9275,-96.8,-2.7625,3.86775,332.8675,430.8035,9.94
5,22.25,0.346,23.8,2.422,0.2845,-15.096,0.1035,-21.4,29,30.2805,90.2005,388,23.215,-95.61,-2.625,3.93,331.121,427,9.987
5,22.75,0.308,23.1,2.27,0.223,-19.006,0.1995,-23.4975,28.2,32.737,90.224,388,21.88,-94.0095,-2.529,3.752,330,422.585,10.25
5,23.25,0.2935,22.83975,2.29825,0.2425,-20.55,0.243,-24.99575,27.525,34.95,90.261,388,21.075,-92.54,-2.4,3.78225,328,420,10.4225
5,23.75,0.2765,22.1,2.22,0.21675,-19.091,0.061,-26.07325,26.9,36.57425,90.3,388,20.22,-91.4,-2.415,3.64,326,417.319,10.4605
6,0.25,0.21075,26.5,1.9725,0.2555,-16.74975,-0.06025,-26.4,31.425,34.704,90.152,384.25,26.16,-87.075,-2.34375,3.795,357,440.25,12.603
6,0.75,0.2045,26.1,1.9625,0.217,-14.723,0.081,-27.575,30.8,34.9115,90.1285,384,25.335,-85.275,-2.3725,3.62,357,437,13.077
6,1.25,0.20075,25.525,1.97,0.16825,-14.2565,0.12,-28.925,30.2,36.4685,90.12525,384,24.29,-83.8,-2.2775,3.5695,356,435.4795,13.25
6,1.75,0.2055,24.8285,2.0225,0.154,-13.95,0.1,-29.675,29.65,38.847,90.147,384,23.27,-82.275,-2.1875,3.46,354,432.25,13.35
6,2.25,0.1995,24.5,2.035,0.16175,-12.38225,0.1815,-30.5,29.2,39.472,90.1235,385,21.91,-80.975,-2.1975,3.35625,352.25,429.25,13.225
6,2.75,0.198,24.125,2.0325,0.153,-12.337,0.383,-31.225,28.725,39.61725,90.11175,384,21.2025,-79.6,-2.1375,3.465,352,427.25,13.175
6,3.25,0.20325,24,2.0125,0.13675,-14.461,0.23125,-31.55925,28.4,40.011,90.11775,384,20.8,-79,-1.9975,3.455,351,427,13.1
6,3.75,0.20625,23.625,2.0325,0.13525,-14.504,-0.0435,-32.14075,28,41.5565,90.1115,384,20.835,-77.925,-1.94975,3.375,350,424.7255,13.0955
6,4.25,0.202,23.1,2.04,0.094,-12.984,-0.087,-32.22425,27.6,41.47925,90.15275,384,20.1775,-76.325,-1.9175,3.3725,348,422.18275,13.1
6,4.75,0.208,22.9,2.05025,0.0885,-13.30225,0.04025,-32.56925,27.214,41.077,90.2,384,19.4,-76.675,-1.8375,3.34,347,420,12.9
6,5.25,0.212,22.8,2.03,0.06425,-11.50275,0.27325,-33,26.9,42.29125,90.2,384,19.325,-72.85,2.8385,4.327,347,419.5,12.8865
6,5.75,0.21325,23,1.95075,-0.003,-9.73675,1.2275,-33.26775,26.6,42.119,90.2,384,19.735,-48.025,45.25,17.156,347,422,13.05
6,6.25,0.2105,24.8,1.685,-0.08725,5.773,5.2975,-32.726,26.65,39.8765,90.2,384,22.895,11.2,131,31.05,350.5,432,13.08625
6,6.75,0.1995,26.865,1.345,-0.07425,35.579,11.15675,-30.75,26.9,34.0135,90.2,385,27.745,89.5,232,43.3,356.5,448,12.5
6,7.25,0.22925,28.4,1.595,-0.1615,63.9,15.1665,-26.1,27.6,30.104,90.2575,385,30.99,172,342.717,58.95,361.5,465,12.02975
6,7.75,0.25725,29.3,1.785,-0.1735,99.1,18.6815,-19.525,28.58875,28.85575,90.2955,386,33.2075,248,451.87625,78.775,365.75,484,11.6
6,8.25,0.27875,30.4,1.9275,-0.02975,135,22.2455,-11.3565,29.5,27.39525,90.29975,387,35.455,320.75,561.75,101,370,504,12.4775
6,8.75,0.29375,31.1765,2.16,0.06025,171,23,-0.96725,31.275,25.97075,90.3,387,37.71,384,666.75,124,375.75,524,12.56625
6,9.25,0.29625,32.1,2.1875,0.0815,204,26.52825,13.6,33.6,24.8185,90.2,386,39.78,441.75,762,145,380.84,545.75,13.075
6,9.75,0.3265,32.6835,2.28925,0.0435,243,28.044,29.575,35.8,23.46975,90.2,386,41.9625,491.75,847.0405,164.75,384,565.75,12.1
6,10.25,0.39575,33.5,2.675,0.14,274.5,27.7625,46.25,38.3,20.744,90.2,386.5,44.52,530,917.9785,181.75,388.75,583,11.3055
6,10.75,0.4835,34.2,3.293,0.3345,302.5,28.6,60.1915,40.9,20.924,90.2,386.5,46.53,562,978.5,196.5,391.5,602,11.171
6,11.25,0.53,34.823,3.672,0.3045,322.5,29.996,71.25,43.15,19.101,90.2,385.5,48.83,586.657,1020,209,395.6725,617.5,11.255
6,11.75,0.593,35.45,4.1665,0.65,352.25,26.4,80.4,45,17.3435,90.2,386,50.5625,601.5,1056.2975,218,399.273,629.5,10.31775
6,12.25,0.6195,36,4.26,0.697,358.5,27.497,88.943,47.05,16.95825,90.1,386,52.965,601.6865,1070,223,399.5255,639.5,10.29875
6,12.75,0.623,36.6,4.391,0.6445,376,24.294,94.85,48.65,16.19,90.1,385.5,54.23,594,1070,224,401.5,644,9.7885
6,13.25,0.656,36.9,4.525,0.897,366.001,24.1,98.785,49.9,15.547,90.1,386,55.98,580.126,1050,221,402.5,648,9.561
6,13.75,0.6555,37.4,4.67,0.9345,359.77625,21.6285,100,51,15.71825,90,385,56.9575,556.5165,1020,214,404,651,9.9605
6,14.25,0.688,37.6,4.797,0.83,359,24.2,101.2355,51.609,15.2955,90,385,57.885,523.9885,974.372,204,404,649,9.8
6,14.75,0.6765,37.7,4.83,0.785,337.032,23.499,99.25,52.05,14.3445,90,386,59.46,483,913.5,191,405,643,9.552
6,15.25,0.6475,37.75,4.8375,0.70275,307.39225,18.38875,95.4655,52.2,14.39025,89.9115,386,59.27,434,838.5,176,405,634,9.5325
6,15.75,0.6695,37.75,4.833,0.827,288,17.249,89.501,51.9,13.8285,89.9,386,59.915,375.0155,751,158.203,405,621.037,9.422
6,16.25,0.651,37.7205,4.779,0.61175,251.5295,15.9885,80.3,50.816,14.457,89.9,386,59.385,306.08,653.979,140,404.5,608.5,9.40225
6,16.75,0.6505,37.6545,4.7615,0.571,215.0285,13.7685,68.95,49.7,14.537,89.9,386,58.9,236.613,549.5,118,402,591.213,9.191
6,17.25,0.63775,37.4,4.6725,0.4955,170.8825,12.492,59.45,48.41825,14.786,89.9,385,58.2,161,437,94.55,400,574.69025,9.215
6,17.75,0.63825,37.0115,4.67,0.3355,131.75,9.55825,50.2,47,15.16975,89.9,386,56.675,85.4,320,69.825,395.5,555,9.32325
6,18.25,0.5965,36.5,4.425,0.197,78.8,8.77,39.841,45.225,15.8245,89.9,385,54.82,9.1775,205.25,48.35,392.42475,535.16575,9.621
6,18.75,0.563,35.71325,4.125,0.101,33,5.226,28.65,43.425,16.613,89.9,385,52.32,-53.65,103.01325,29.35,388.5,517.1845,9.62
6,19.25,0.486,34.6,3.565,0.182,-0.7185,3.002,17.625,41.7,18.413,89.9,385,48.65,-89.825,27.2,12.29725,385.25,502,9.9595
6,19.75,0.36725,32.925,2.777,0.2635,-9.29,0.663,7.6125,40.125,19.624,89.958,385,43.6,-112,-1.80525,3.7275,380.25,488,10.453
6,20.25,0.2905,31.4,2.20675,0.219,-8.679,0.536,-1.2675,38.6,21.204,90,385,40.0175,-107,-3.35,3.94,375,476,10.809
6,20.75,0.24025,30.3,1.9275,0.23375,-4.945,0.55775,-7.93,37.22125,22.65575,90,385,36.4175,-100.75,-3.4795,4.0325,372.64525,467.105,11.05775
6,21.25,0.25925,29.5,2.02,0.31225,-9.76,0.8605,-13.175,36.01825,24.175,90.1,385.25,34.6225,-96.5,-2.98,4.305,369.14825,461,11.48875
6,21.75,0.286,29,2.12,0.3475,-14.43675,1.0935,-17.15,35.025,26.3745,90.1,385,33.46,-94.603,-2.698,4.21925,366.751,458,12.1
6,22.25,0.292,28.6,2.21425,0.312,-11.3,0.259,-20.3,34.29325,28.412,90.1,385,31.94,-91.975,-2.50975,4.1275,366,456,12.4
6,22.75,0.26625,28.125,2.1,0.328,-13.9605,0.4495,-22.1825,33.525,30.144,90.1,385,30.4025,-91.6,-2.47725,4.0675,364,453,12.88025
6,23.25,0.24675,27.7,1.9925,0.31225,-16.8,0.41325,-23.9,32.8,30.92025,90.1,385,28.96,-89.82725,-2.45225,3.99,362.3925,449.10375,12.8
6,23.75,0.22125,27.025,1.95,0.31275,-14.05,0.3125,-25.075,32.1,33.8965,90.1,385,27.9,-87.925,-2.4475,3.6875,362.25,445,12.881
7,0.25,0.26225,27.3295,1.9285,1.305,-5.38975,19.97675,-31.23175,31.20325,78.38275,90.37275,393,20.1475,-36.88725,-0.939,2.63,411,455.03375,25.85
7,0.75,0.22325,26.95575,1.73475,1.284,-4.767,18.07,-32.3345,30.84075,78.528,90.36975,393,19.87,-38.825,-1.116,2.62475,408.80425,452.796,25.5
7,1.25,0.20725,26.77225,1.6525,1.283,-6.15,15.9,-32.5,30.4105,80.949,90.341,393,18.78,-38.492,-1.006,2.65475,407.25,450,25.023
7,1.75,0.222,26.528,1.7465,1.177,-4.88,15.446,-33.0165,30.1065,81.959,90.314,395.563,18.02,-37.475,-0.92575,2.6735,407.6585,449.078,25.4
7,2.25,0.193,25.97225,1.64925,1.146,-5.2675,15.31975,-32.6705,29.81275,80.15125,90.3,395,17.0775,-36.675,-1.006,2.582,407,448,24.99775
7,2.75,0.1905,25.50375,1.66925,1.17,-5.23,13.5,-32,29.485,80.694,90.3,395,16.32,-36.725,-1.06,2.6,406.7855,445.1155,25.204
7,3.25,0.208,25.4,1.65075,1.179,-4.855,13.35,-32,29.19325,82.81475,90.3,395.761,15.245,-39.275,-0.97325,2.60475,406.0005,444,25.6885
7,3.75,0.187,25.2135,1.686,1.22,-4.58,13.5,-32.299,28.8825,84.715,90.3,396.979,14.12,-38.95,-1.13675,2.5405,405.25,442,25.814
7,4.25,0.18625,24.5705,1.6135,1.07925,-4.25,13.63375,-32.926,28.50875,85.5415,90.304,396.9885,13.07,-38.025,-1.03775,2.5205,405,440.15475,25.871
7,4.75,0.182,24.32925,1.63,0.993,-3.52,10.889,-33.03775,28.12725,88.9695,90.35425,397,13.585,-37,-0.9885,2.51,404.049,439.1235,25.65
7,5.25,0.1675,24.36025,1.59,1.1875,-4.505,12.1,-33.30525,27.9,87.183,90.4,399,13.31,-33.55,0.25825,2.762,404.12675,438,25.991
7,5.75,0.1575,24.431,1.467,1.068,-3.59,13.022,-33.33,27.6,88.92775,90.4,399.993,12.7725,-23.5,22.725,7.94,404.10625,437,26.2665
7,6.25,0.18025,25.0615,1.35225,0.742,2.865,20.2,-32.075,27.6,85.88175,90.4,398,13.9725,10.85,88.125,19.4675,402.91225,443.14825,26.4
7,6.75,0.198,26.4,1.395,0.81025,24.425,37.673,-29.375,27.725,78.131,90.4,396,16.62,79.3,181,30.1535,405,453,26.0835
7,7.25,0.24225,28,1.5625,0.13125,50.275,60.94275,-24.175,28.157,71.92025,90.40625,393,19.7175,164.0875,289.44275,43.2,403.25,465.513,25.8555
7,7.75,0.265,29.025,1.8425,0.427,79.857,80.442,-16.475,28.974,68.569,90.41125,392,21.64,248.25,389.25,59.45,406,479,25.9
7,8.25,0.289,29.86875,2.03,0.15125,121.8845,96.95475,-4.871,30.125,64.7275,90.4405,392,25.1325,332.6355,504.78625,80.6,408,494.6745,25.825
7,8.75,0.31475,30.5,2.17875,0.253,152,106.904,10.997,31.525,61.86,90.452,391,27.15,405.46375,608.25,101.082,411,514,25.203
7,9.25,0.35,31.267,2.41625,0.265,184,119.469,30.9,33.725,59.462,90.44,390,29.2,465.58525,698.9025,119,415,528.25,24.801
7,9.75,0.32,31.9,2.3575,0.13675,211,141.05425,52.15,35.727,58.315,90.42075,389,31.2375,532.0365,786.487,138.75,418.03,547,24.85075
7,10.25,0.3675,32.5,2.4525,0.3435,244.5,146.73775,74.15,37.8245,55.2185,90.4165,388,33.54,568,861,156,419,564,24.075
7,10.75,0.35025,33.225,2.47925,0.34975,266.5715,143.0985,91.318,39.9,51.8105,90.4,387.75,35.68,606.219,922.4795,168.25,422.31475,581.25,23.997
7,11.25,0.3485,33.897,2.585,0.391,281,164.884,104.893,42.15,48.52,90.4,387,37.81,629.9275,965.8415,180,427.0105,596.952,23.5
7,11.75,0.359,34.437,2.6505,0.587,295.3765,143.91625,115,43.7435,46.4735,90.4,387,39.0275,641.614,1000,188,430.5,608.5,23.4765
7,12.25,0.38025,34.9445,2.7525,0.533,310.547,132,122,45.24525,44.446,90.3605,387,41.47,661,1030,194,435.50475,616,22.7
7,12.75,0.41625,35.07225,2.98,0.87,318,136,125.6625,46.425,42.428,90.3,387,43.87,635.5,1020,193.937,437.1335,619.67975,22.6
7,13.25,0.448,35.3915,3.235,0.78275,319.428,125.75,127,47.55,40.0175,90.3,386.75,44.08,619.1945,1000,193.75,438.305,624.5,22.54475
7,13.75,0.46075,35.8,3.16725,1.0125,306.32575,125.5665,122.10275,47.85425,41.387,90.26275,387,45.8125,580.50825,970.341,186,437.0615,619.25,22.5535
7,14.25,0.46575,35.74825,3.4025,0.85775,308.5,118.13125,116.431,48.10425,38.67675,90.2,387,47.2225,549.5,927.4865,178.731,441,615.25,21.86075
7,14.75,0.49625,36,3.63,1.04,279,129,110.37925,48.219,40.264,90.2,387,46.76,502.96275,865.412,166.51,437.49975,612.1875,22
7,15.25,0.49625,36.188,3.5925,0.762,266.2605,113.5585,102.7295,48.025,44.236,90.2,385,47.845,464.20775,797.2705,151,436.7615,602.31825,22.296
7,15.75,0.52,35.9355,3.6225,0.701,252,104.58975,92.686,47.53975,44.51,90.12675,385,47.27,413.1965,724.25,136.905,436.25,592,22.7
7,16.25,0.521,35.85,3.65,0.75325,201,98.70675,79.14475,46.53725,43.39625,90.101,385.75,46.6575,336.25,617.2305,116,436.0735,581,22.05
7,16.75,0.505,35.727,3.59,0.80375,170.75,97.0685,62.3,45.218,44.2555,90.1,386,45.8125,259,511.23675,93.13425,433.54,567.995,22.4
7,17.25,0.515,35.31,3.645,0.762,149.248,80.63975,49.7,44.3,45.172,90.1,386,44.58,182,401,75.825,432,554,22.3
7,17.75,0.515,34.9,3.695,0.913,100.925,68.61775,39.6,43.1,49.4935,90.1015,385.25,42.2,94.2,272.4585,51.819,432,536.033,22.9935
7,18.25,0.481,34.3,3.433,0.9655,51.4,59.56775,25.5,41.6,53.097,90.1315,385.75,41.1375,24.2,160,33.7,429.977,519,23.30875
7,18.75,0.467,33.496,3.289,1.0075,25.325,41.13825,11.676,39.9,57.44775,90.165,386,38.12,-13.8,78.2,18.4,429,507,24.24125
7,19.25,0.432,32.748,2.89,1.21,-0.764,32.7225,-0.402,38.5,60.288,90.2,386,35.86,-40.9,20.6,7.1,428,496.115,24.6905
7,19.75,0.372,31.6,2.68,1.2525,-2.5525,24.3915,-9.19,37.3,63.4845,90.2,387,32.1675,-46.1,-0.62025,2.76,427,487.978,24.60625
7,20.25,0.355,30.775,2.51,1.495,-2.1865,22.6905,-16.444,36.4,65.4295,90.261,390.712,28.975,-43,-1.457,2.555,426,480,24.5135
7,20.75,0.359,30.23,2.47,1.54,-4.08,25,-20.1,35.38,66.494,90.3,391,27.31,-41.7,-1.37,2.82,423.089,476.319,25
7,21.25,0.331,29.5,2.27,1.376,-5.43,22.605,-23.119,34.528,71.769,90.3,392,26.02,-40.318,-1.2525,2.8725,421,472.114,25.242
7,21.75,0.357,28.913,2.379,1.436,-5.3875,21.22975,-26.4,33.9,74.13,90.351,391.75,24.345,-40.9,-1.31,2.86125,420,469,25.4165
7,22.25,0.295,28.5,1.98,1.56,-5.075,21.9785,-27.9,33.121,73.2375,90.377,392.07,23.4025,-39.7,-1.144,2.9,419,465,25.15825
7,22.75,0.3,28.1,1.99,1.3225,-5.405,18.9,-29.176,32.6,73.4085,90.4,392.17475,22.5925,-38.475,-1.075,2.7225,414.876,461.182,25.08225
7,23.25,0.282,27.8,2.02,1.285,-3.9175,18.225,-29.651,32.246,76.745,90.4,393,21.4925,-37.619,-1.12,2.735,413,459.56,25.23775
7,23.75,0.28,27.4,2.11,1.28625,-5.8275,16.57075,-30.5,31.604,76.48825,90.4,394,20.4275,-36.6,-1.09,2.65,413.543,458,25.354
8,0.25,0.23475,26.9865,1.88275,1.4765,-7.849,19.5945,-31.35,30.6,74.4175,90.4,390,17.84,-40.9,-1.15975,2.7855,407,453,24.9
8,0.75,0.23025,26.43625,1.7665,1.3865,-5.66925,14.9175,-30.875,30.2,74.6825,90.4,392,16.59,-43.425,-1.06575,2.671,407.99325,450.74275,24.8145
8,1.25,0.21525,26.02725,1.7525,1.26,-7,15.034,-31.172,29.8,75.332,90.36325,394,15.88,-40.575,-0.99925,2.624,406,447.457,25.1465
8,1.75,0.1935,25.625,1.7,1.13,-5.1,13.9,-31.6405,29.325,76.8035,90.34175,394,15.0375,-40.42725,-1.1175,2.6325,403,445.00425,25
8,2.25,0.188,25.31975,1.6325,1.372,-6.48,17.3,-31.6515,29.025,78.264,90.3,393,13.7175,-44.36925,-1.125,2.68475,400.5,442.52525,25.21
8,2.75,0.18125,25.1,1.6,1.1425,-5.63675,12.50525,-31.56575,28.725,82.36525,90.3,393,14.015,-38.974,-1.04875,2.565,403.5,441.3585,25.55
8,3.25,0.17925,24.85925,1.66025,1.23,-6.59,12.869,-31.6455,28.45,82.248,90.362,393,14.55,-37.85,-1.025,2.582,404,440.2825,25.5
8,3.75,0.18125,24.7,1.735,1.08,-5.34525,12.7755,-31.85,28.225,83.80375,90.36225,394,13.3125,-38.8,-1.0675,2.6055,401.25,439,25.165
8,4.25,0.18475,24.4905,1.61,1.331,-6.696,13.029,-31.675,28.025,83.204,90.36575,394.847,12.92,-38.21525,-0.94625,2.61,401,438.54575,24.7195
8,4.75,0.196,24.4,1.66325,1.145,-6.675,12.7,-31.475,27.71825,84.304,90.4,395,12.2925,-40.3675,-1.031,2.49,398,437,24.925
8,5.25,0.1815,23.79025,1.61975,1.055,-4.85,12.85,-31.6285,27.515,86.255,90.4,394.5,11.08,-38.75,-0.98775,2.516,397.25,435,24.835
