DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_1_1,RH_1_1_1
1,0.25,0.0544643,-17.407325,0.96505375,-62.600375,-8.7245775,59.75245,96.690925,389.82875,1.10936,-0.0278456,0.0017907225,-87.932775,-2.72483,-0.2352175,157.5,233.63225,-0.60836,-1.0067075,-1.241125,-0.406095,-0.217,0.18333,0.51667825,1.358425,1.8,3.733425,5.1337175,-10.56825,69.4615
1,0.75,0.0517087,-17.5823,1.023243,-61.245275,-7.5820075,60.30475,96.7,390.175,1.09924,-0.0595823,0.001573955,-86.69455,-2.7305475,-0.24214225,155.51425,234.14025,-0.607122,-1.36965,-1.21076,-0.408855,-0.2212,0.1872915,0.51149825,1.3458,1.8,3.681825,5.1079325,-10.491475,67.508
1,1.25,0.0597563,-17.75905,1.0553025,-55.7424,-6.54687,59.9344,96.6341,390.381,1.1211375,-0.038535815,0.001783675,-85.19,-2.6687925,-0.25321725,159.306,233.48,-0.6712675,-1.49095,-1.0627,-0.41577475,-0.208,0.19167,0.5259815,1.3464,1.8,3.68685,5.11815,-10.504025,65.4765
1,1.75,0.0534086,-17.7846,0.913566,-60.6836,-9.295315,60.43505,96.6546,390.438,1.14738,-0.0461111924999999,0.0017985975,-86.768075,-2.7438025,-0.19990175,162.3745,234.71175,-0.5342625,-0.8324565,-0.66598,-0.4147055,-0.2038,0.19167,0.51684325,1.334325,1.8,3.685175,5.1341825,-10.364025,67.1815
1,2.25,0.0469728,-18.117225,0.95335,-62.508875,-7.2402425,60.27435,96.7,390.449,1.1353,-0.1328531,0.00170178,-84.362,-2.639265,-0.20477425,163.43,232.652,-0.5982725,-1.025261,-0.69079,-0.4221805,-0.2036,0.187917,0.5218985,1.33435,1.8,3.69565,5.1167,-10.232475,68.067
1,2.75,0.05510755,-18.286175,1.083125,-65.37925,-8.950175,60.3201,96.707,390.636,1.12392,-0.191538,0.001424775,-85.331675,-2.7136875,-0.19647125,161.83925,232.7605,-0.63755075,-1.211965,-1.02291,-0.430203,-0.2037485,0.19167,0.5168515,1.34675,1.8,3.69565,5.142485,-10.2015,66.89775
1,3.25,0.05122975,-18.3246,1.13978,-58.1902,-8.907805,60.344375,96.7294,390.645,1.08042,-0.12443025,0.0015811725,-87.005,-2.7735575,-0.257849,160.07,232.47,-0.43860375,-0.895884,-0.722429,-0.43241625,-0.2036,0.1962515,0.5127685,1.3544,1.8,3.6945,5.12583,-10.339025,67.22
1,3.75,0.044245525,-18.4452,1.083255,-67.5822,-6.689195,60.756425,96.7,390.761,1.038365,-0.1060235,0.00166008,-87.028125,-2.8222675,-0.192437,161.43,230.83475,-0.7088925,-1.068775,-0.961166,-0.46097,-0.1954185,0.19167,0.51667,1.34675,1.8,3.705,5.117,-10.649225,68.489
1,4.25,0.0467962,-18.742025,1.02836,-63.542075,-6.4492975,61.87615,96.6984,389.84,1.024465,-0.09983285,0.0015233,-84.9455,-2.6435425,-0.2267925,164.04125,230.1315,-0.739825,-1.2908,-1.03445,-0.46037,-0.204,0.18333,0.512665,1.333,1.8,3.675,5.10835,-10.786275,66.28625
1,4.75,0.04574315,-18.81605,1.161375,-63.574,-12.6618,61.68485,96.6574,389.884,0.9974615,-0.0458653,0.001629935,-85.048,-2.71516,-0.28293875,162.56,229.54,-0.48033675,-1.171185,-0.900562,-0.427955,-0.1908315,0.19167,0.50833,1.3508,1.8,3.66815,5.142485,-10.8895,65.849
1,5.25,0.0465029,-19.089675,0.96503425,-59.08395,-8.184725,61.25655,96.6114,389.736,1.03258,-0.097731525,0.00165085,-82.58,-2.6783275,-0.209335,160.6425,228.19,-0.528732,-1.28506,-1.04888,-0.43133625,-0.19504825,0.2,0.52104325,1.333925,1.8,3.685175,5.1087675,-11.039025,65.8965
1,5.75,0.0492985,-19.33785,1.0265,-61.875,-6.7006425,60.586575,96.6,389.841,0.998964,-0.0755403,0.001368275,-84.97075,-2.81282,-0.2026705,160.30275,228.86525,-0.69457175,-1.1370425,-0.78226925,-0.44458,-0.191665,0.19167,0.504165,1.346,1.8,3.675,5.15,-11.139225,68.485
1,6.25,0.049242,-19.3502,1.11325,-57.8155,-6.563205,59.995375,96.6134,389.67,1.035315,-0.0204592,0.00151797,-86.771,-2.7945975,-0.2437855,160.0845,228.82,-0.7000955,-1.77985,-1.36585,-0.44983,-0.1981,0.18333,0.512083,1.3536,1.8,3.68015,5.1167,-11.16175,70.6815
1,6.75,0.03841905,-19.577725,1.06909,-58.19575,-11.344775,61.2129,96.6014,389.355,0.9851665,-0.143105,0.00147504,-87.032275,-2.6817625,-0.26023275,159.251,228.405,-0.83232875,-0.71859,-0.97078,-0.4482475,-0.19942675,0.18333,0.51255175,1.3542,1.832175,3.67625,5.125415,-10.82275,71.16
1,7.25,0.0461158,-19.77785,0.99409,-59.18575,-7.95958,63.29965,96.6138,389.583,0.970453,-0.19247625,0.002036345,-86.906075,-2.620745,-0.28007025,162.57575,227.39375,-0.866694,-1.28132,-1.1194775,-0.45933375,-0.1954185,0.187917,0.50833,1.3544,1.8,3.6775,5.125665,-10.949225,72.415
1,7.75,0.0503,-19.81485,0.91442,-61.74,-12.240625,62.33525,96.6054,389.577,0.942794,0.0220205,0.032379525,-87.08,-2.38837,-0.26683375,161.74,226.95,-0.74243925,-1.30458,-1.063475,-0.46683375,-0.2125,0.1875,0.517,1.3335,1.8,3.6665,5.14165,-10.921475,74.595
1,8.25,0.049991525,-19.672,0.96802575,-57.1588,-8.36996,63.33505,96.6142,389.515,0.9756525,1.2649375,1.290295,-80.700825,0.312447,-0.013222038,159.89,225.96925,-0.83652525,-1.4945,-1.0871375,-0.47596125,-0.212725,0.1872915,0.5,1.336875,1.8,3.67375,5.1333,-11.425225,71.925
1,8.75,0.0542065,-19.7196,1.081045,-58.85365,-7.04567,62.1936,96.6936,389.659,1.006175,7.77501,7.30339,-57.002575,3.76932,0.6371575,160.6675,226.0435,-0.36573875,-1.12446,-0.688889,-0.48104125,-0.2038,0.18333,0.50817325,1.3292,1.8,3.658925,5.1420675,-10.4298975,69.982
1,9.25,0.05985435,-19.66155,0.90307,-48.024575,-7.29227,62.6714,96.7028,389.506,1.020355,19.0857,17.88635,-19.6499,9.102325,1.665995,161.0985,228.991,-0.5601865,-1.44726,-1.3332525,-0.46425,-0.20708475,0.17978975,0.5216,1.339375,1.8,3.668975,5.1333,-9.8156275,68.613
1,9.75,0.073849775,-19.26275,0.929447,-42.8517,-6.9845225,60.994725,96.676,390.1025,1.049815,32.043,30.7571,5.761955,15.0706,2.656995,158.0705,232.30025,-0.72809,-1.96232,-1.489245,-0.4438725,-0.21541475,0.18333,0.51667,1.335975,1.80125,3.659775,5.1167,-9.0506025,68.2265
