DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.0930665,-0.32748275,-0.345291,-0.028806875,-19.015499,-0.561684,-0.1820545,-0.1174925,404.89239,1.261883,-15.1744275,-2.085471,-1.924119,-1.4487955,-41.6086275,74.69791,0,-0.8730441,-18.06008,-9.6222435,-1.101709,0.208769308,0.6238276,199.0007,243.169325,0,98.022164
1,0.75,0.08468175,-0.375460375,-0.3972625,-0.030596,-20.479619875,-0.6131775,-0.31693025,-0.11595075,404.8325295,1.198062,-15.48295,-2.11698,-1.9185885,-1.5009415,-46.24753,75.602535,0,-0.845661,-18.31963887,-9.929027,-1.11362225,0.1976844115,0.665066675,201.4355,241.36965,0,98.00452
1,1.25,0.0974675,-0.3270705,-0.282759125,-0.02619825,-19.75985525,-0.593057,-0.3140785,-0.1238335,404.208445875,1.236423,-15.5396975,-2.111488,-1.90441875,-1.5057795,-46.77839,75.90455,0,-0.8303863,-18.42082,-9.994553,-1.11784,0.20454076,0.68333825,197.86765,240.686075,0,98.01896
1,1.75,0.0873055,-0.27496225,-0.308804125,-0.021996,-18.73909225,-0.52907025,-0.3178935,-0.13271625,403.94588075,1.21608575,-15.8029,-2.164653,-1.91048225,-1.50116275,-47.19497,76.002375,0,-0.8616825,-18.344587585,-10.287556,-1.13808,0.193410674,0.695057925,203.0378,240.6348,0,98.02493
1,2.25,0.082449,-0.3143475,-0.308316,-0.015275625,-18.2307985,-0.4904,-0.3064325,-0.11198725,404.325184,1.178588,-15.893025,-2.210102,-1.9383815,-1.52451975,-43.4462525,76.181885,0,-0.88322585,-18.74064009,-10.43133,-1.174923,0.1913558855,0.6756151,202.19025,239.663825,0,97.9909845
1,2.75,0.0838775,-0.293789,-0.279607625,-0.027314875,-19.7569185,-0.54332325,-0.290497,-0.1122935,404.434053,1.240581,-15.9488875,-2.311208,-2.01201525,-1.54484175,-45.682395,76.79314,0,-0.93661835,-18.66662647,-10.580312,-1.179064,0.186157676,0.752167775,201.8401,239.6061,0,97.95718
1,3.25,0.087647625,-0.3037105,-0.3149035,-0.027407,-17.775303875,-0.571981,-0.325748,-0.1217205,404.188038,1.240425,-15.956365,-2.236617,-2.0519205,-1.5351155,-44.73268,76.761805,0,-0.9268524,-18.96456,-10.7634985,-1.183476,0.1845288605,0.684912025,201.31005,239.031675,0,97.94704
1,3.75,0.08258625,-0.23568825,-0.239695125,-0.021091,-19.481661625,-0.538769,-0.329637,-0.131957,404.1339235,1.222627,-16.3883425,-2.188019,-2.045076,-1.57782,-46.73254,77.11505,0,-0.96304935,-18.746305,-10.9154495,-1.194275,0.180890854,0.6498271,201.11305,239.472525,0,97.946455
1,4.25,0.082432,-0.252452,-0.2654205,-0.027792,-18.603541,-0.5883035,-0.2729015,-0.109111,404.4876675,1.21557075,-16.5064975,-2.240415,-2.0484345,-1.56548625,-45.8404525,76.789765,0,-0.97851215,-18.8391,-11.052446,-1.204601,0.183154254,0.65110525,198.78915,237.87105,0,97.937581625
1,4.75,0.081694,-0.264333,-0.2495495,-0.0191065,-18.434246,-0.5967,-0.2623165,-0.1208825,405.7913155,1.2233915,-16.612525,-2.258205,-2.09107725,-1.581062,-42.9345925,76.79532,0,-0.93831155,-18.89969,-11.1774785,-1.189194,0.17844369,0.67121455,202.447,238.176375,0,97.940316
1,5.25,0.0768725,-0.3264145,-0.333422,-0.0234965,-18.72849075,-0.555492,-0.308072,-0.085362,406.6437195,1.187154,-16.60558,-2.189066,-2.092309,-1.57604275,-42.2441275,76.28248,0,-0.94944745,-18.99771,-11.3143795,-1.20310075,0.18221349775,0.6668019,205.87175,237.58985,0,97.9242575
1,5.75,0.08073725,-0.379507,-0.381348,-0.022455,-16.638159,-0.602822,-0.180967,-0.12630775,405.4459695,1.181076,-16.91637,-2.221635,-2.040362,-1.63373725,-39.939565,76.699745,0,-0.915480475,-19.322345,-11.423525,-1.24597725,0.17417576075,0.67942045,206.24245,237.95235,0,97.931597
1,6.25,0.09115,-0.3287885,-0.3443595,-0.01923675,-16.9565755,-0.44171675,-0.3577095,-0.1325525,405.381188,1.1794685,-16.95712,-2.218929,-2.00829075,-1.6358655,-41.0372925,76.8825325,0,-0.93277385,-19.35651,-11.494835,-1.2358785,0.17423637075,0.7085259,206.76705,237.7762,0,97.9563875
1,6.75,0.073513,-0.353732,-0.324579,-0.0267915,-15.5684835,-0.541586,-0.272569,-0.12431625,405.8176495,1.14397325,-17.39052,-2.272404,-1.9983665,-1.63509175,-41.8124775,77.0733,0,-0.9416757,-19.447955,-11.436566,-1.24449425,0.17429514275,0.72426625,205.452,238.0012,0,97.952965
1,7.25,0.078649,-0.344376,-0.379788625,-0.031521,-14.984213,-0.420716,-0.409335,-0.12385925,405.68824325,1.27241975,-17.63303,-2.27896,-1.97702975,-1.62878575,-40.254035,77.22511,0,-0.0403253625,-19.324513395,-11.446185,-1.224493,0.181394373,0.71187585,206.7645,236.971525,0.1342112,97.933835
1,7.75,0.078144,-0.39414275,-0.37657975,-0.015623,-13.540078625,-0.332585375,-0.289427,-0.08327525,405.934547375,1.13750175,-17.45221,-2.213217,-1.969529,-1.61843,-35.157155,77.1763525,1.763604,1.6771695,-19.329067045,-11.394405,-1.18428,0.18815444725,0.731990975,205.95315,237.551175,5.656947,97.94078325
1,8.25,0.0967655,-0.376932,-0.35393375,-0.027271,-7.587935,0.03475575,0.2069135,-0.002258,405.494967,1.186533,-17.2717,-2.390383,-2.16884825,-1.769259,-19.77219,76.7837525,14.32557,7.8845445,-18.249221505,-11.458262,-1.30701225,0.204660801,0.7088387,208.5678,240.665275,32.74597,97.969391
1,8.75,0.125619,-0.541964,-0.55637325,-0.0387245,-2.23953975,0.14627,1.4057525,-0.002386125,405.65892075,1.21804425,-15.94647,-2.574107,-2.26356625,-1.868848,-2.36742375,75.3071725,35.89296,18.6885625,-16.87778,-11.434752,-1.490111,0.23703862775,0.85097775,211.41225,246.098325,81.178125,97.99980375
1,9.25,0.169328375,-0.679018,-0.634569,-0.0550885,2.3645745,0.1526365,2.54252225,-0.02014375,405.468825,1.359152,-15.00938,-2.523773,-2.36920675,-1.91693825,6.487228,72.8704125,60.60151,29.67754,-15.41825813,-11.3906395,-1.509486,0.2821455695,1.038681,217.26565,253.2883,134.82325,98.0292505
1,9.75,0.18838725,-0.861226,-0.829134,-0.061635,6.0643045,0.28709625,3.499746,0.001787,404.980916,1.35952375,-14.6792,-2.527759,-2.364435,-1.9587305,14.193915,70.372845,85.12099,40.9960775,-14.66414691,-11.41821,-1.61324025,0.3280803395,1.350246,214.06345,256.143125,198.73975,98.051344
