DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,430.8978,5.836175,432.06475,5.38125,2041.608375,431.282275,5.848225,432.05215,5.2667,2043.130125,431.301175,5.894775,431.1981,5.204375,2044.8345,510.85995,6.562,512.65385,7.0077,3438.1786,10.470525,3.7775,1.735,432.273725,5.327425,1.2917,0.416899999999999,1.565625,46.14345,3.28285,0.635775,6.25415000000003,12.5655,2.175825,8.8705,7.8645,2.6398,1.429625,3.33455,3.3858,0.703374999999986,94.796125,93.068,3.763925,-0.328749999999996,0.232,0.160499999999999,4.5775,-0.0344999999999999,6.4775,0.705999999999998,288.515,312.1,10.565,315.335,314.275,1.244,0.62,0.37,0.24,0.8855,0.09,0.2,-0.02,-0.777775000000002,-0.548400000000001,-0.529000000000001,-0.27265,0.115875,0.254,0.1352,0.071,-1.048775,-1.25745,-0.2938,0.0129999999999999,-0.244675,0.158,0.259,0.19285,0.048,-0.782725,-0.760224999999999,-0.29835,-0.15025,-0.074225,0.393,-0.00897500000000001,0.543,0.253,-1.3692,-1.07235,-0.604375,-0.066224999999999,0.123875,0.33105,0.209525,-0.15745,-0.959875,-0.593350000000003,-0.882200000000001,-0.2644,0.000799999999999898,0.15035,0.50685,0.589125,0.4578,0.025,0.032,-0.285625
1,0.75,430.336,6.25675,431.1879,5.25135,2038.854975,430.974,6.28325,431.29785,5.239975,2042.835725,430.766175,6.055125,431.4436,5.30555,2046.17785,501.279,6.861,509.4244,7.007625,3410.896275,10.742175,3.741175,1.807325,431.8475,5.1856,1.35025,0.295475,1.4628,49.0377249999999,2.4309,0.530875,8.34164999999999,8.7476,2.2582,8.7285,7.928,3.2926,1.8195,3.287825,3.60415,1.85147499999999,94.8182,94.63575,3.7925,-0.0957499999999951,0.23125,0.21475,4.3775,0.12875,6.2,0.95475,291.36,312.53,10.32,317.1725,313.8475,1.25075,0.62,0.36,0.22,0.87775,0.09,0.2,-0.02,-0.370300000000003,-0.451625000000001,-0.534600000000001,-0.264025,0.116425,0.254,0.1352,0.07,-1.041075,-1.2808,-0.2975,0.0125999999999999,-0.233875,0.15785,0.26,0.192,0.048,-0.784375,-0.745499999999999,-0.29265,-0.150025,-0.074,0.392,-0.00895,0.543,0.253,-1.36885,-1.056125,-0.599375,-0.069599999999999,0.123875,0.33105,0.209625,-0.158,-0.753875000000003,-0.570425000000001,-0.892625,-0.265675,0.00120000000000005,0.1592,0.506875,0.58925,0.4577,0.0266,0.032,-0.34875
1,1.25,430.854875,6.2656,431.20025,5.52725,2038.3584,431.102125,6.247825,431.275625,5.500875,2042.3886,431.0662,6.1819,431.4244,5.7626,2042.436975,503.8975,6.53825,511.9352,6.5622,3390.31175,9.988825,3.76995,1.592325,431.7555,4.9483,0.66395,0.398575,0.774849999999999,43.1024,2.05155,0.5222,29.2434499999999,13.5845,2.443325,8.23049999999999,7.4795,3.2495,1.80685,3.2847,3.612325,1.1529,94.859875,95.09,3.85459999999999,-0.362249999999998,0.244499999999998,0.270749999999999,4.0775,0.298500000000001,6.0775,0.957999999999999,288.6125,311.8975,11.59,317.4125,313.5,1.28425,0.62975,0.36,0.22,0.87775,0.1,0.2,-0.02,-0.313300000000003,-0.394675000000001,-0.535250000000001,-0.25595,0.115975,0.254,0.134725,0.07,-1.0225,-1.29805,-0.3001,0.017325,-0.220825,0.15755,0.26,0.192875,0.0488,-0.748275,-0.761000000000002,-0.2834,-0.1498,-0.074,0.393,-0.00897500000000001,0.543,0.253,-1.379975,-1.061475,-0.604975,-0.073399999999999,0.12425,0.33165,0.209625,-0.158,-0.9815,-0.635800000000001,-0.8964,-0.2658,0.00199999999999983,0.159425,0.506825,0.58925,0.46,0.025,0.03275,-0.3284
1,1.75,431.0893,6.07575,431.3152,5.2988,2037.7196,430.977625,6.0462,431.568975,5.5282,2044.602,430.77675,5.804,431.3985,5.72425,2043.41395,507.465875,6.390775,508.8444,6.5748,3339.99,10.10025,3.51375,1.68125,431.637,5.58605,0.85915,0.378875,0.9422,30.634725,1.6035,0.5455,15.3424,12.9758,2.25925,8.61799999999999,7.84375,2.93035,1.838225,3.1466,3.199,1.5215,94.86495,94.96375,3.7517,-0.83225,0.29225,0.321249999999999,5.065,0.132,6.85250000000001,0.774499999999999,287.475,311.6425,12.5375,315.85,313.5375,1.25525,0.62,0.37,0.23,0.87,0.0977500000000001,0.2,-0.02,-0.283600000000001,-0.419375000000002,-0.542025000000002,-0.247875,0.11575,0.253025,0.134725,0.069975,-1.0348,-1.2998,-0.3002,0.017325,-0.21405,0.1567,0.26,0.1929,0.0488,-0.741075,-0.789224999999999,-0.2776,-0.150575,-0.074,0.392775,-0.00895,0.543,0.253,-1.412475,-1.08875,-0.608125,-0.0772499999999989,0.123875,0.33115,0.20965,-0.157425,-0.783650000000002,-0.517900000000002,-0.851725,-0.26545,0.00152500000000006,0.1584,0.5066,0.58925,0.4609,0.025,0.03295,-0.324475000000001
1,2.25,430.42865,6.04295,431.31775,5.13815,2045.129475,430.99725,5.9842,431.5222,5.23645,2047.1284,430.6119,5.915225,431.26475,5.6685,2050.079775,503.651175,6.49665,517.9155,6.558625,3433.3912,9.7381,3.580425,1.5502,431.77805,5.3321,1.251175,0.465175,1.316125,40.3712,2.20475,0.56865,6.30559999999996,20.2321,2.19145,8.501,7.4835,3.30769999999999,2.203225,3.1443,3.15834999999999,2.26675,94.8486,94.531,4.21625,-0.4535,0.2615,0.227000000000002,4.3775,0.141999999999998,6.3775,0.944999999999998,286.63,310.21,13.635,316.78,313.28,1.264,0.62,0.36,0.25075,0.87,0.09,0.2,-0.0120000000000002,-0.233050000000001,-0.295550000000001,-0.670175,-0.238325,0.115525,0.253025,0.1362,0.07,-1.02815,-1.3055,-0.300275,0.017325,-0.20885,0.1567,0.26,0.192,0.048,-0.757675,-0.784,-0.27435,-0.149025,-0.074,0.392775,-0.00895,0.543,0.253,-1.424725,-1.096725,-0.603825,-0.0815249999999989,0.1244,0.33115,0.209625,-0.157425,-0.504800000000002,-0.418150000000001,-0.811849999999999,-0.265,0.00207500000000007,0.1582,0.5066,0.58925,0.46205,0.025,0.0314,-0.324
1,2.75,430.8978,5.7676,431.4329,5.1132,2052.6112,430.953975,5.584125,431.432125,5.287725,2046.454125,430.74455,5.746575,431.739475,5.293275,2047.6232,515.1257,6.3053,525.9796,6.59515,3517.623375,9.736925,3.812675,1.593375,431.7556,4.97339999999999,1.173575,0.291499999999999,2.25544999999998,37.26545,2.2361,0.5055,16.624675,14.9698,3.02097499999998,8.49675,7.59475,3.5332,2.50679999999999,3.3133,3.606775,3.257,94.812,92.692,4.0728,-0.401499999999999,-0.0420000000000027,-0.05,4.2775,0.27,6.1,0.65825,288.35,310.34,15.12375,316.26,313.34,1.23375,0.60975,0.36775,0.23,0.87,0.0977500000000001,0.20775,-0.02,-0.076600000000004,-0.172025,-0.581000000000001,-0.239075,0.115075,0.253025,0.135525,0.07,-1.024275,-1.311525,-0.302125,0.01755,-0.207325,0.15675,0.26,0.192,0.048,-0.7761,-0.694200000000002,-0.2724,-0.1494,-0.074,0.3928,-0.00895,0.543,0.253,-1.414925,-1.078325,-0.589625,-0.0858499999999988,0.1244,0.33065,0.209575,-0.157425,-0.565100000000001,-0.465600000000001,-0.777399999999999,-0.263675,0.00285000000000008,0.157975,0.505825,0.5894,0.4612,0.026,0.03675,-0.380000000000001
1,3.25,430.569,5.9655,431.0153,5.24495,2041.90265,430.807,6.017725,431.360875,5.293375,2043.3688,430.80665,6.0501,430.462075,5.080475,2046.134325,507.5225,6.5384,513.18135,7.96645,3585.18255,10.00975,3.97325,1.59775,431.74175,4.91535,0.9224,0.361000000000001,0.9287,44.7924,3.40979999999999,0.51625,8.66399999999999,18.5074,2.813,8.477,7.69075,3.34949999999999,2.6388,3.47165,3.92605,2.895,94.77585,93.192,3.918275,-0.442249999999998,-0.036500000000002,-0.122000000000003,4,0.237500000000001,6,0.64775,288.315,312.0075,12.3105,315.16,313.62,1.2325,0.61975,0.37,0.24075,0.88775,0.09,0.2,-0.02,0.183325,0.0574499999999981,-0.381599999999999,-0.241375,0.11485,0.254,0.13605,0.069975,-1.032575,-1.318,-0.30375,0.01755,-0.207575,0.15675,0.26,0.192,0.04885,-0.772475,-0.703800000000002,-0.2712,-0.1484,-0.0742,0.3928,-0.00895,0.54305,0.253,-1.41295,-1.081125,-0.5848,-0.0901249999999988,0.1244,0.33105,0.2101,-0.158,-0.640450000000001,-0.52385,-0.743600000000003,-0.262,0.00299999999999975,0.149075,0.5058,0.58955,0.46575,0.026,0.035425,-0.268475
1,3.75,430.39575,5.94615,431.5075,5.0975,2045.4,430.588,5.9155,431.683825,5.0164,2044.680425,430.50385,5.9842,431.6125,5.1635,2047.3196,502.475275,6.41685,511.8112,6.7104,3218.4816,10.387575,4.0942,1.527875,431.68225,4.6905,0.75275,0.250749999999999,0.857299999999998,46.9599,2.283,0.538475,14.048,16.0183,2.71075,8.656,7.86,3.603625,2.619175,3.774375,4.036575,3.3455,94.762825,92.0375,4.03745,-0.324000000000007,0.0549999999999991,-0.148000000000002,4.5,0.0779999999999998,6.4,0.7165,289.36,312.84,12.93,315.515,313.99,1.23799999999999,0.62,0.36,0.22,0.878,0.1,0.2,-0.01,0.165599999999994,-0.0858000000000002,-0.413775000000002,-0.243600000000001,0.1158,0.254,0.131625,0.07095,-1.0376,-1.32025,-0.307,0.0176,-0.1998,0.1568,0.26,0.192,0.04885,-0.77545,-0.731200000000002,-0.271,-0.1474,-0.0742,0.392775,-0.00897500000000001,0.543025,0.253,-1.41325,-1.06985,-0.579700000000001,-0.0889000000000038,0.1248,0.33065,0.20955,-0.158,-0.399625,-0.552850000000002,-0.711225000000002,-0.26105,0.00402499999999981,0.14825,0.505825,0.58925,0.469425,0.026,0.03265,-0.408200000000003
1,4.25,430.307,5.5485,431.0966,4.9146,2050.9698,430.451,5.664,431.400775,4.917925,2050.243575,430.4352,5.8614,431.053925,5.034975,2041.81585,506.0395,6.32275,501.55875,6.609125,3175.8092,10.566825,4.087625,1.449275,431.8943,4.6635,1.4327,0.275599999999999,1.984,41.8223,2.2692,0.53855,4.368575,16.987625,3.22795,8.39475,7.42,3.7692,2.8744,3.974625,4.104775,3.2137,94.737375,92.1225,4.2724,-0.268000000000008,0.0569999999999985,-0.0587500000000006,3.9,-0.00800000000000068,5.9775,1.073,289.44,313.42,11.7365,316.0575,314.08,1.266,0.61,0.37,0.26,0.868,0.09,0.2,-0.02,0.334350000000001,-0.0396750000000002,-0.3275,-0.246400000000001,0.1148,0.253025,0.13215,0.07095,-1.0442,-1.3204,-0.308,0.0183999999999999,-0.1936,0.1567,0.26,0.1929,0.04885,-0.759175,-0.738400000000001,-0.2716,-0.1472,-0.0742,0.392775,-0.00897500000000001,0.543025,0.253,-1.42215,-1.0817,-0.577800000000001,-0.0920500000000039,0.12435,0.3311,0.20955,-0.158,-0.433275000000005,-0.7135,-0.690800000000004,-0.262,0.0038499999999998,0.1485,0.505825,0.5894,0.4709,0.02755,0.0333,-0.353250000000001
1,4.75,430.2609,5.8469,430.9666,4.8696,2039.5332,430.548575,5.87965,430.7808,4.980825,2042.71,430.2973,5.928,431.3612,5.0966,2047.57405,509.807,6.388,518.3065,6.5628,3343.42945,10.5076,3.8812,1.24305,431.7292,4.821925,1.3566,0.44705,1.132425,53.6944,1.7801,0.59555,4.6498,16.0349,3.4549,8.44799999999999,7.965,3.419675,3.00379999999999,3.630775,3.7556,3.04825,94.7286,92.982,3.9945,-0.451500000000002,-0.03375,0.142999999999998,4.14,0.0912499999999994,5.88,0.63,288.1875,313.55,11.34875,314.685,313.745,1.27425,0.6205,0.36,0.22,0.89825,0.09,0.2,-0.0120000000000002,0.0281999999999986,-0.047,-0.412875000000001,-0.24785,0.115025,0.253025,0.136,0.071,-1.052525,-1.319725,-0.297625,0.018475,-0.184775,0.156925,0.26,0.193,0.04885,-0.775700000000001,-0.749400000000001,-0.27025,-0.1476,-0.07415,0.3928,-0.00897500000000001,0.543,0.253,-1.426375,-1.0766,-0.580375000000001,-0.0907250000000027,0.1242,0.330725,0.209625,-0.158,-0.40625,-0.583500000000001,-0.660325000000003,-0.2627,0.00449999999999977,0.14835,0.505875,0.590825,0.47315,0.026,0.032275,-0.41075
