DOY2,HR2,PA,TA,RH,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,WS,TS_1,TS_2,G_1,G_2
1,0.25,99.775,-11.297,87.1905,0,0.615665,259.8159,282.1538,-2.17785,0.0126365,-0.05203625,4.8008,0.217335,-0.088947,-5.671775,-4.99
1,0.75,99.7925,-11.51225,86.6695,0,0.662945,259.241575,277.598175,-1.793175,0.0136365,-0.0565285,5.58205,0.215595,-0.09195825,-5.586175,-4.9813
1,1.25,99.7725,-11.27375,86.05225,0,0.7611375,259.881875,278.35455,-2.26305,0.0113925,-0.048969,5.4961,0.2007825,-0.10139475,-5.602275,-4.987025
1,1.75,99.7,-11.236,85.917,0,0.616825,260.04385,280.533375,-5.665225,0.010673,-0.0514715,5.99155,0.1999975,-0.10418625,-5.517875,-5.103625
1,2.25,99.6875,-11.6399,86.5,0,0.6557775,260.381075,282.72995,-5.3446,0.01070125,-0.05001225,5.85225,0.2035,-0.09963275,-5.50015,-5.159
1,2.75,99.7225,-9.944575,85.9425,0,0.6230775,264.118175,278.13845,-2.111325,0.009405225,-0.05070575,5.640325,0.2068425,-0.098521,-5.631925,-5.3101
1,3.25,99.74,-11.51635,85.81725,0,0.61135,262.540475,275.826375,-2.94545,0.008845225,-0.05101175,5.6856,0.194455,-0.10511325,-5.74435,-5.477575
1,3.75,99.71,-11.21475,85.468,0,0.6664975,262.726775,280.38785,-3.106975,0.007157225,-0.04954375,6.2128,0.20317,-0.09186825,-5.851725,-5.44825
1,4.25,99.72,-11.85525,85.8955,0,0.67138,260.991,282.0944,-2.37515,0.0109835,-0.05122,5.7046,0.2060375,-0.0906955,-5.983575,-5.4281
1,4.75,99.6975,-12.27025,86.53275,0,0.6365825,260.18885,279.311625,-2.127475,0.01085025,-0.05079325,5.977675,0.20424,-0.093224,-6.05205,-5.415425
1,5.25,99.6975,-12.62325,86.2575,0,0.5986625,259.38675,280.0286,-2.511775,0.01313625,-0.05382825,5.9714,0.18427,-0.1063655,-6.015825,-5.405175
1,5.75,99.7175,-12.4795,86.42325,0,0.6208075,260.190975,276.343875,-2.273775,0.010215075,-0.05110225,5.9738,0.184425,-0.1004605,-5.97575,-5.400025
1,6.25,99.7225,-12.61975,86.56175,0,0.6182625,260.043875,273.127175,-0.5738325,0.0090873,-0.05126025,5.4778,0.187665,-0.09356,-5.9666,-5.388125
1,6.75,99.725,-12.49375,86.56025,0,0.61468,260.2922,270.90175,0.2303875,0.009040525,-0.052438,5.68,0.1919575,-0.092053,-5.94805,-5.356
1,7.25,99.7,-12.1215,86.79575,0,0.594195,261.495375,273.762075,-0.0162425,0.01106125,-0.0523375,6.16815,0.18789,-0.10043275,-5.92905,-5.358875
1,7.75,99.735,-12.2955,87.364,0,0.7735675,260.4442,277.436775,0.1993575,0.265485,0.1827725,5.95715,0.1868075,-0.102984,-5.899875,-5.35385
