DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.05768378675,-9.2955,0.7341842,-1.3057335279,-1.38011825,-0.3886944442,-72.6351,-17.51644,-1.8600338058,-6.3588350136,-1.81415,-1.3176,-1.0556,25.91495706775,79.652365,348.9490745425,-91.27265,0,0,0.054379715,175.285,251.2475,1.42187340405,-0.943333892475,0.2885928841,0.2483832946,0.0950672136,-9.20595,0.077530597375,-1.129825,0.339975,1.52515,2.668875,3.49755,4.22495,4.650825
1,0.75,0.0637231125,-9.86675,0.5592614723,-1.4383331112,-1.3832585,-0.34935254315,-102.9715,-14.30565,-1.2546214875,-6.5028780689,-1.8037,-1.3044,-1.0791,26.52501117225,79.6411,349.153117025,-91.86845,0,0,0.015925,174.25,250.725,1.558003816875,-1.008987148575,0.281417948525,0.247908203475,0.0956519053,-9.77865,0.0760269924,-1.129825,0.339975,1.52515,2.668875,3.49755,4.22495,4.650825
1,1.25,0.06976232,-9.81,0.56210515,-1.5182708892,-1.534458,-0.6269774557,-86.82676,-21.2208625,-1.5545074673,-6.78263411035,-1.79225,-1.2912,-1.09375,25.6456260885,79.643125,349.15163265,-92.8627931125,0,0,0.060925,175.95,250.0825,1.5011483839,-0.770221375,0.237869391,0.2509612829,0.085565144625,-9.631625,0.068191577775,-1.151675,0.3454625,1.51595,2.6653875,3.488225,4.2239,4.6411
1,1.75,0.07195565,-10.02325,0.5634321,-2.2682181667,-2.240346,-0.49008263885,-94.15765,-14.80844,-1.4064968818,-7.2094136486,-1.78125,-1.2778,-1.1006,24.67990896125,79.647175,349.057253415,-92.886875,0,0,0.1184,176.785,250.1925,1.44050305875,-0.7702099,0.300533321775,0.26484409335,0.092675108575,-10.15,0.0695823862,-1.173525,0.35095,1.50675,2.6619,3.4789,4.22285,4.631375
1,2.25,0.0637123225,-9.85725,0.434629625,-1.031412388875,-1.0402975,-0.54098333355,-87.563515,-15.798865,-2.045865872125,-7.7755908257,-1.77135,-1.2648,-1.10735,24.57264115575,79.664475,349.3716184875,-94.38515,0,0,0.071428635,175.845,249.97,1.5164559902,-0.72735025,0.2818381456,0.292228527025,0.1014742262,-10.057875,0.070240064975,-1.1906625,0.3484125,1.5060875,2.66075,3.483625,4.222,4.63055
1,2.75,0.0593960225,-10.413,0.471502175,-1.632644221975,-1.5731105,-0.318538889,-85.66449,-18.48732,-2.060718741,-8.43068380725,-1.76145,-1.251,-1.11375,24.593051529,79.665225,349.4159450875,-95.6661029425,0,0,0.012025,175.8925,251.885,1.33595199335,-0.69809145,0.287367883,0.229296315,0.083583671,-9.837075,0.075734793575,-1.2078,0.345875,1.505425,2.6596,3.48835,4.22115,4.629725
1,3.25,0.06703942,-9.741,0.4845666,-1.1690019443,-1.20255,-0.31513611115,-93.5611825,-21.5046775,-2.07232070955,-8.336035805975,-1.7729,-1.2462,-1.12285,24.998977368,79.6453225,349.7475104,-94.99961308,0,0,0.0207,175.9,252.44,1.378108003925,-0.6974275,0.22879302065,0.21823258725,0.089371310425,-9.469075,0.0745046378,-1.2195125,0.3408875,1.4946,2.6501625,3.4882375,4.2212625,4.6340375
1,3.75,0.063551825,-9.794,0.496775175,-1.50267683345,-1.6132525,-0.20222708345,-83.94578,-24.3593125,-2.47271713835,-7.99071070385,-1.7861,-1.234525,-1.1291,27.277719496,79.655445,349.63029112,-94.0145,0,0,0.0278934,176.17,250.95,1.404552395375,-0.68234605,0.272264945,0.300139301,0.096469114,-9.47165,0.0739050526,-1.231225,0.3359,1.483775,2.640725,3.488125,4.221375,4.63835
1,4.25,0.0685084,-9.73,0.46799365,-1.86294072185,-1.656811,-0.230129861225,-92.1139625,-23.316785,-2.6275570334,-7.47616439665,-1.7978,-1.223625,-1.134925,27.848210049,79.653375,349.425003365,-94.99845742,0,0,0.0777,172.06,251.51,1.44863576575,-0.627802,0.266284377325,0.26315756285,0.102217209425,-9.5924,0.0776099906,-1.2433875,0.346325,1.4898875,2.6422875,3.4922375,4.2230125,4.632675
1,4.75,0.079685565,-9.761,0.671218375,-0.6804857332,-0.82051615,-0.346568055725,-88.1432,-16.93718,-2.325447511875,-7.168822451625,-1.806275,-1.212175,-1.14075,27.384924301,79.6232275,349.4223385425,-94.9813,0,0,0.08478916,176.63,248.969271,1.37237696,-0.831653675,0.27956720425,0.2790766273,0.097654579525,-9.8675,0.0693731928,-1.25555,0.35675,1.496,2.64385,3.49635,4.22465,4.627
1,5.25,0.074815145,-10.262,0.6803724,-0.767033889,-0.67008575,-0.427709722475,-91.27115162775,-20.2338025,-1.677830941,-7.00267917,-1.8148,-1.2005,-1.145675,24.975363777,79.6142125,349.5648178525,-94.10396754,0,0,0,175.43,248.43,1.213715898625,-0.795324837,0.3077179096,0.2411929782,0.1075329156,-10.16585,0.0674186284,-1.2858875,0.35535,1.5097375,2.65435,3.49365,4.2263,4.628
1,5.75,0.0646668425,-10.353,0.612791325,-0.4530671503,-1.0056838,-0.236055556,-95.507155,-17.20654093125,-2.426672114825,-7.06238207225,-1.82285,-1.1906,-1.14585,25.823657614,79.614275,349.573612,-93.2518,0,0,0,174.13,245.23,1.324045117125,-0.7476678,0.28058658785,0.23387774215,0.11508406635,-9.9875,0.07191565925,-1.316225,0.35395,1.523475,2.66485,3.49095,4.22795,4.629
1,6.25,0.0845951175,-10.319,0.4728664,-0.584607014125,-0.5819366,-0.3240513891,-87.159655,-32.8064725,-1.549622907075,-6.961017603175,-1.830475,-1.1807,-1.1417,26.468909458,79.6698975,349.3820587,-93.211,0,0,0,173.53,244.69,1.4381971058,-0.718113,0.3061920535,0.309509352375,0.096532048625,-9.96595,0.07472477905,-1.326,0.3524625,1.5228,2.65705,3.4724,4.2215875,4.6232125
1,6.75,0.078271855575,-10.748,0.5664912,-1.390950305725,-1.39787,-0.9948652778,-96.39462,-20.16906,-1.66285314,-6.8985010534,-1.83805,-1.17235,-1.135275,25.206905817,79.6694975,349.1983549525,-91.80339681,0,0,0,176.89,244.93,1.271680689875,-0.688525925,0.334110498875,0.320088809,0.1193326805,-10.594175,0.06862682675,-1.335775,0.350975,1.522125,2.64925,3.45385,4.215225,4.617425
1,7.25,0.08981404,-10.786,0.539066316,-1.054791722,-1.2904955,-0.56209027765,-85.365845,-18.88138,-1.6118399645,-6.97281916895,-1.844725,-1.164,-1.12785,24.935260849,79.67961,349.2045727025,-91.2771128,0,0,0.0339912,176.27,246.543829,1.2989872657,-0.7174158236,0.35384415545,0.33276326485,0.118844886475,-10.3019,0.066281494075,-1.3570875,0.3483625,1.5127375,2.6504,3.457275,4.2097125,4.6131625
1,7.75,0.0744822,-10.83625,0.8316115,-1.10636066695,-1.17296975,-0.6784458331,-93.765725,-19.62539,-1.433462014525,-7.3451390165,-1.862,-1.18025,-1.132,27.4290059475,79.68415,349.405760295,-91.0266028125,0,0,0.039705225,176.125,245.94004125,1.332027305475,-0.6778853598,0.3223688309,0.3130028526,0.1166762836,-10.412575,0.076110637975,-1.3784,0.34575,1.50335,2.65155,3.4607,4.2042,4.6089
1,8.25,0.066933229025,-10.57875,0.715789625,-1.2387827775,-1.39656,-0.5037375,-83.20861,-14.942915,-1.31971986225,-7.7257717445,-1.8705,-1.19925,-1.1365,27.7426089375,79.67614,349.778221335,-88.1702363,2.9215,0.401375,1.01025,175.9875,246.8125,1.51761679,-0.94173325,0.33246071625,0.31479791425,0.11842920975,-10.30015,0.075707806025,-1.374575,0.348825,1.5125625,2.66465,3.467325,4.2089875,4.6337125
1,8.75,0.06345482,-10.50125,0.75688204345,-0.6411610807,-0.601717375,-0.54863958295,-98.5677,-18.292465,-1.54923162655,-7.864781929,-1.8755,-1.21725,-1.1375,29.5011750975,79.6647125,349.279881065,-84.85125,19.975,7.821415375,4.38887765,176.4,246.375,1.68291119115,-0.74977775,0.33275517005,0.33916882925,0.12140469625,-9.849,0.06590166275,-1.37075,0.3519,1.521775,2.67775,3.47395,4.213775,4.658525
1,9.25,0.08167879,-10.20125,0.718517,-0.99313833325,-0.7272401,-0.40055555575,-80.3613,-18.226275,-1.30132544025,-7.9375652625,-1.8815,-1.2295,-1.1385,30.22433404875,79.67452,349.0516779,-84.325,47.545,19.433224875,8.7461246,176.725,247.3875,1.6049976598,-0.7671942,0.3557441849,0.32038487295,0.12202731555,-10.0096,0.0696277741,-1.3809125,0.35435,1.5148,2.680525,3.503175,4.228325,4.67015
1,9.75,0.088798575,-9.939,0.482157875,-2.04104331385,-2.776132596675,-0.4134761236,-75.871425,-13.70071,-1.44603578015,-7.965545340625,-1.8938,-1.255375,-1.14365,26.698366952,79.695618,349.338903655,-78.7755,75.45775,26.3195,15.9442333,175.78,247.685,1.6934554782,-0.834598025,0.37279654475,0.309977228625,0.116292155125,-9.7888,0.0578827545,-1.391075,0.3568,1.507825,2.6833,3.5324,4.242875,4.681775
1,10.25,0.08292297,-9.668,0.496514375,-1.7150382224,-1.5646835,-0.256613194075,-71.18336,-16.801075,-1.2918245391,-7.64179302935,-1.886975,-1.240375,-1.124875,26.110114806,79.693825,349.0633664,-16.10375,126.34,51.9525,27.84925325,175.4625,253.9625,1.715924513125,-0.9024728,0.346257897525,0.326976352275,0.10849148335,-10.1378,0.068494930025,-1.39985,0.3642125,1.5219,2.7086625,3.5207875,4.2257125,4.6789875
1,10.75,0.064576760725,-9.176,0.4119975892,-1.493474861,-1.692049,-0.45576805545,-89.780365,-15.88271,-2.55496640325,-7.2019803549,-1.8918,-1.253625,-1.1156,25.918152431,79.67743,349.06603185,-5.22,156.7975,72.706,36.8805474,175.17,254.48,1.840068663,-0.8402151,0.4051563781,0.2984755676,0.11867561745,-9.42965,0.079255265175,-1.408625,0.371625,1.535975,2.734025,3.509175,4.20855,4.6762
