DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-72.96,-36.3421004,0.9118,-16.096,0.0627,0.2029,393.7494,5.9452,9.3116,89.18021,7.226,45.6541,1.143,7.899,42.0127,2.311,-1.9495,1.42,269.8,337.9,4.845,2.981,-0.0299,0.0019,10.16415,11.125,12.7565,13.05025,12.68575,13.29825,14.73125,14.86,11.51825
1,0.75,-72.845,-35.60995,0.8601,-16.63585,0.0576,0.20225,393.6836,5.9174,9.38435,89.17181,7.251,46.52925,1.129,7.7715,42.43905,2.36905,-1.952,1.395,269,337.75,4.604,2.758,-0.029,0.0077,9.929875,10.876,12.61675,13.05225,12.7115,13.29675,14.74975,14.855,11.51925
1,1.25,-71.99,-34.8578,0.8127,-15.990294125,0.0523,0.20815,393.7512,5.9696461965,9.37645,89.15675,7.024,46.66938655,1.144,7.786,42.48365,2.3345730695,-1.951,1.357,268,337.1,4.576,2.633,-0.0299,0.00705,9.707575,10.655,12.46675,13.06275,12.75875,13.2985,14.74125,14.865,11.52325
1,1.75,-71.62,-34.3392,0.9762,-17.308965855,0.06505236588,0.2221,393.6269,5.928992191,9.28755,89.1545,6.8105,47.84456248,1.115,7.5835,42.67555,2.30535,-1.904,1.424,268.1,336.5,4.444,2.323,-0.027,0.0021805,9.556,10.4465,12.359,13.064,12.75025,13.309,14.7495,14.86,11.527
1,2.25,-70.8,-34.05378282,1.0168,-17.2114,0.0794,0.2087,393.6789,5.8746,9.1749575,89.1548,6.7715,47.312659595,1.119,7.5575,43.542576095,2.2874,-1.831,1.391,268.4,336.3,4.273,2.223,-0.0251,0.001266,9.320775,10.2695,12.2285,13.0535,12.77125,13.3155,14.7365,14.84,11.52125
1,2.75,-71.05,-33.4167,0.7573,-16.40128024,0.06565,0.21215,393.915,5.882553921,9.020288,89.14345,6.8465,47.4925,1.0853,7.595,42.49456435,2.3103,-1.952,1.312,267.6,334.95,4.088,2.001,-0.026,0.0029,9.12275,10.08475,12.09,13.064,12.77,13.33075,14.73425,14.84,11.49875
1,3.25,-71.51,-32.39686663,1.158734328,-16.4967,0.0332,0.2142,393.3638,5.94055,8.985709,89.14225,6.788,47.241380995,1.064,7.4875,42.552528635,2.293,-1.934,1.371,268.3,334.3,4.025,2.04,-0.027,0.001766,8.9374,9.9445,11.9605,13.047,12.7745,13.33275,14.73725,14.86,11.473
1,3.75,-70.365,-32.9335,1.0406,-15.5908,0.0529,0.2097,393.6,5.7938,8.956575,89.12555,6.656,47.99545,1.055,7.455,43.64680417,2.2743,-1.878,1.3765,268.3,334,3.7895,1.931,-0.028,0,8.7656,9.76225,11.81725,13.02875,12.77775,13.33925,14.74225,14.85,11.452
1,4.25,-70.21,-31.8088,1.0609194275,-16.1177,0.0453,0.2089,393.5463,5.8229,8.970766,89.11565,6.518,48.518,0.9885,7.344,43.69265,2.26385,-1.879,1.398,268.3,333.05,3.6045,1.581,-0.028,0.00285,8.5896,9.634,11.699,13.0105,12.7985,13.348,14.73425,14.845,11.42375
1,4.75,-69.51,-31.3371,1.2393,-16.26957055,0.05405,0.2207,393.6393,5.7786,8.7478325,89.11735,6.4105,48.1501,1.089,7.187,43.34485,2.24455,-1.819,1.3785,268.5,333.45,3.706,1.547,-0.027,0,8.41915,9.47525,11.57125,12.9975,12.80025,13.35175,14.7385,14.85,11.4
